,0,1,2,3,4
0,47,85,9,26,2
1,11,29,10,93,0
2,30,56,31,91,1
3,69,54,81,57,10
4,76,49,47,55,2
5,75,27,82,31,7
6,1,43,100,14,4
7,57,94,63,1,0
8,81,12,50,7,9
9,35,30,18,71,5
10,40,85,98,5,8
11,48,3,85,93,3
12,94,95,48,70,10
13,24,64,43,81,5
14,47,58,52,36,10
15,73,93,36,6,0
16,28,16,12,97,8
17,35,44,73,16,8
18,23,11,5,49,4
19,100,20,23,68,9
20,54,27,99,44,2
21,3,97,56,92,6
22,77,76,13,19,7
23,29,5,88,20,8
24,50,44,7,23,4
25,27,89,55,10,10
26,80,64,3,58,8
27,66,28,99,69,2
28,32,70,97,66,1
29,46,35,47,100,1
30,68,46,60,80,0
31,68,95,66,86,4
32,18,30,45,61,6
33,48,17,18,9,8
34,52,81,81,38,7
35,67,47,90,88,8
36,62,17,15,28,3
37,25,39,22,86,7
38,0,10,49,96,0
39,61,62,45,37,1
40,31,12,63,96,10
41,73,57,47,12,9
42,61,27,6,60,7
43,3,51,29,81,4
44,80,57,77,92,8
45,93,51,2,34,1
46,50,95,43,42,10
47,65,91,30,18,9
48,23,35,56,99,4
49,88,44,55,60,0
50,7,46,42,76,7
51,11,15,43,89,8
52,93,11,4,78,4
53,57,11,89,71,3
54,45,77,1,12,7
55,81,53,78,32,4
56,67,100,35,51,7
57,99,72,21,84,4
58,84,14,67,33,7
59,3,52,15,55,8
60,87,95,65,52,2
61,94,13,31,66,0
62,72,90,6,38,7
63,5,41,33,51,7
64,97,17,76,7,0
65,97,97,88,38,7
66,48,66,15,33,2
67,39,27,48,31,4
68,18,65,20,35,9
69,46,97,64,22,9
70,83,74,4,79,3
71,76,21,33,55,4
72,8,58,81,57,6
73,11,7,95,20,4
74,22,4,86,75,5
75,80,3,72,76,5
76,39,91,7,33,1
77,12,40,20,16,3
78,17,43,70,35,9
79,78,61,32,56,2
80,92,29,90,4,6
81,49,98,98,91,2
82,96,87,34,96,2
83,41,42,16,38,5
84,91,49,68,84,7
85,9,95,69,89,8
86,52,55,49,68,2
87,39,66,89,72,4
88,18,48,86,49,2
89,57,1,95,42,2
90,95,25,33,2,1
91,82,46,83,66,2
92,62,98,12,78,2
93,82,26,58,96,8
94,99,78,51,82,5
95,31,64,77,48,8
96,31,17,92,86,4
97,16,13,43,6,8
98,63,32,36,8,8
99,27,83,86,18,9
100,93,58,67,73,3
101,48,86,86,24,6
102,71,6,93,56,9
103,49,24,79,47,8
104,52,64,68,29,4
105,92,54,34,44,3
106,41,39,99,67,0
107,33,10,3,67,8
108,7,49,47,42,7
109,38,92,39,9,8
110,54,76,54,99,0
111,26,69,87,59,10
112,38,75,77,69,6
113,58,81,99,64,7
114,68,28,79,93,6
115,76,34,93,87,7
116,0,38,41,54,4
117,4,42,58,4,9
118,95,99,60,62,3
119,51,12,88,1,10
120,88,15,18,36,2
121,2,37,28,32,5
122,42,79,5,63,9
123,20,22,3,64,1
124,86,18,19,54,1
125,19,94,65,21,0
126,25,82,97,19,0
127,5,38,30,29,10
128,71,63,40,43,4
129,21,73,77,68,6
130,78,77,75,22,2
131,20,0,64,60,7
132,53,72,26,27,5
133,15,50,22,12,1
134,41,71,46,38,0
135,75,75,42,19,4
136,4,58,76,42,8
137,67,14,53,76,7
138,80,50,79,63,2
139,8,28,18,61,2
140,53,22,95,62,3
141,87,43,10,93,9
142,3,79,33,55,5
143,6,12,25,29,6
144,68,93,99,55,1
145,54,20,28,53,8
146,64,86,43,86,0
147,80,97,74,71,6
148,38,77,46,5,2
149,44,29,83,38,7
150,73,85,13,90,2
151,22,37,16,33,6
152,11,53,78,91,10
153,70,25,16,79,2
154,86,43,15,99,5
155,2,94,36,91,5
156,73,84,11,25,8
157,96,5,95,33,2
158,17,86,33,56,7
159,56,3,53,49,2
160,4,68,10,21,7
161,65,95,50,78,2
162,95,54,99,12,6
163,72,30,53,42,2
164,17,36,95,83,1
165,23,66,12,22,7
166,73,71,48,36,5
167,80,99,39,5,4
168,14,32,1,51,1
169,62,21,50,7,5
170,17,49,96,19,10
171,98,62,17,49,5
172,11,30,87,33,9
173,99,88,76,89,0
174,41,76,57,84,6
175,48,77,51,16,3
176,68,85,56,58,0
177,11,91,54,77,8
178,67,28,80,42,2
179,28,96,21,4,0
180,53,26,81,72,1
181,79,81,35,97,7
182,99,58,4,40,8
183,6,27,79,58,7
184,59,36,46,18,9
185,97,10,67,63,2
186,7,47,37,1,0
187,22,99,39,59,3
