0,1,2,3,4,5,6,7,8,9,10,11,12,13
3,9,9,85,1,8,10,0,31,10,10,55,65,5
2,10,0,43,10,3,10,4,19,5,0,57,21,5
6,5,4,70,8,10,8,9,5,1,8,17,93,8
10,4,1,13,4,8,8,4,7,1,6,13,41,5
8,4,5,49,1,5,10,10,45,10,8,15,20,8
3,10,8,4,6,1,10,3,87,4,8,51,45,4
1,5,5,35,7,4,5,10,45,7,7,80,8,8
7,6,0,14,0,2,2,0,79,9,5,71,35,0
2,6,0,68,10,6,0,9,26,0,2,89,89,6
7,9,7,21,3,8,6,2,51,9,0,21,90,0
3,10,1,50,8,8,5,10,5,2,4,26,4,4
7,7,5,20,10,3,0,4,37,4,7,94,90,9
7,1,4,83,2,8,10,5,75,1,4,29,96,8
8,6,6,94,3,6,4,6,27,10,10,62,44,8
8,10,7,18,8,0,2,2,15,1,2,4,0,4
10,7,2,62,8,9,5,2,70,8,7,96,29,1
4,3,2,63,3,4,2,3,2,2,7,85,66,0
6,10,6,84,2,8,8,4,48,7,9,99,99,6
8,3,1,9,4,8,10,5,96,0,3,64,66,10
10,9,6,48,6,4,1,3,14,9,5,64,81,3
10,10,2,14,8,7,9,5,35,4,9,99,34,3
4,10,9,85,5,1,6,10,60,4,7,19,86,7
9,3,8,87,1,3,9,9,59,5,5,64,78,8
7,8,3,55,4,5,5,6,92,1,3,44,85,7
4,4,2,55,5,10,9,7,14,3,3,81,56,9
7,8,8,20,7,9,6,5,35,6,6,81,74,9
10,4,3,58,0,3,9,2,45,10,2,86,33,4
0,6,0,87,5,4,1,3,87,4,10,46,2,8
2,6,3,87,9,3,8,3,68,2,10,14,11,1
8,9,3,52,1,0,3,2,69,2,7,99,8,4
1,7,7,35,6,8,10,5,25,10,2,33,93,5
1,4,5,33,2,0,8,1,92,5,4,82,76,3
6,3,0,58,5,10,6,4,94,0,4,61,23,7
2,10,1,76,6,0,6,1,45,8,5,58,39,6
9,3,0,74,6,6,6,10,23,5,5,54,94,2
7,2,4,67,7,7,5,4,62,1,2,5,27,0
7,9,2,76,1,8,10,7,70,3,6,50,83,1
2,9,1,28,1,10,0,6,36,6,10,17,71,6
10,4,7,90,10,7,3,5,88,0,5,98,23,9
9,2,0,80,9,6,3,4,52,5,0,33,29,9
4,4,9,93,2,0,2,8,0,10,10,70,45,7
2,6,2,26,3,4,8,0,73,1,10,11,91,1
10,2,0,46,9,6,1,10,74,7,6,100,55,4
4,4,0,31,7,0,3,4,32,9,8,46,32,1
4,6,10,70,2,7,6,0,60,3,5,36,2,0
2,7,7,35,2,4,8,10,95,10,3,60,45,6
1,8,7,92,2,0,2,1,38,0,6,25,35,10
2,7,1,49,2,10,0,3,33,10,5,60,51,4
2,1,6,34,2,0,7,9,43,1,10,92,16,8
4,6,7,44,5,3,9,7,89,10,9,81,47,3
10,10,4,58,9,2,5,6,18,3,4,82,24,7
9,4,8,37,7,2,1,5,50,10,0,78,82,3
5,5,5,67,2,2,6,2,62,6,2,74,53,0
8,10,5,34,9,8,2,4,41,0,0,17,31,8
0,1,7,17,0,0,0,4,96,9,6,64,77,1
6,2,0,39,6,5,6,7,24,10,10,72,43,7
8,0,3,91,2,10,3,6,79,6,8,55,18,6
8,0,4,92,0,8,3,7,35,9,9,62,8,4
3,8,2,78,1,0,5,9,30,1,3,65,16,1
5,7,3,4,4,0,1,8,28,3,4,76,59,3
7,5,4,81,7,1,10,0,1,0,10,16,46,3
5,6,1,52,9,1,5,9,71,9,4,41,24,3
10,9,1,55,10,7,6,3,92,1,9,27,12,6
6,10,6,39,4,5,0,0,97,4,4,82,75,4
5,5,7,90,6,6,8,9,58,9,2,26,27,7
5,1,7,66,7,7,2,6,30,3,0,32,85,4
9,0,9,63,0,2,7,5,88,9,2,66,16,9
9,7,9,28,2,4,1,9,16,2,9,46,62,4
7,2,7,32,5,6,8,5,94,10,0,20,71,3
6,7,4,90,7,1,5,5,78,5,9,9,37,6
5,5,7,10,6,7,8,8,30,10,10,4,64,6
8,10,6,90,1,6,9,6,22,6,4,66,94,3
4,7,2,62,4,0,8,4,43,10,9,96,25,2
8,8,10,94,4,10,9,9,66,2,10,59,53,6
1,2,0,47,2,10,8,6,56,6,9,96,61,10
7,1,5,41,5,0,1,9,9,9,5,66,35,8
1,0,6,100,5,5,3,10,12,9,10,7,66,0
1,3,10,74,10,0,4,0,28,7,0,93,25,9
10,9,9,0,4,7,2,2,100,0,9,77,75,4
0,1,8,92,3,5,1,10,42,0,8,71,64,3
6,8,0,64,10,5,0,4,90,9,4,97,44,0
1,7,4,13,7,10,3,2,8,4,2,80,78,9
1,10,4,0,2,9,0,9,63,8,2,84,18,9
4,6,0,73,10,5,0,3,9,4,10,20,74,7
6,5,3,20,2,5,8,10,94,10,3,92,71,7
7,4,1,42,9,5,2,9,56,6,6,35,2,9
7,9,4,68,7,7,3,1,87,5,2,39,50,5
5,8,6,70,10,4,5,7,95,6,7,27,6,6
4,9,7,24,6,7,10,4,34,7,10,3,88,4
