,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,5,6,3,3,4,7,2,7,7,8,4,4,3,0
1,0,10,8,8,2,2,6,6,7,2,5,10,7,6
2,6,3,5,1,0,9,8,10,8,2,6,7,9,9
3,6,2,3,5,0,10,7,10,5,4,9,5,6,1
4,10,6,0,5,1,10,5,3,10,0,2,2,0,7
5,9,5,1,3,7,7,2,10,3,10,1,7,10,5
6,9,0,2,8,1,1,5,5,10,3,0,8,4,4
7,9,7,5,9,4,2,3,5,1,4,5,6,2,10
8,7,0,9,7,7,1,1,3,6,6,8,3,10,9
9,5,4,5,8,4,7,8,7,0,5,0,3,7,4
10,8,8,9,4,3,9,8,2,8,10,9,2,6,4
11,2,2,2,1,9,7,3,6,0,1,4,6,6,7
12,9,5,0,10,0,10,3,2,1,7,6,3,4,4
13,5,6,7,8,9,0,1,8,8,10,3,0,7,3
14,3,10,7,2,0,5,7,2,7,7,2,0,10,5
15,3,3,2,1,1,7,0,2,0,10,10,10,2,7
16,4,0,7,7,10,1,3,8,2,7,10,4,2,6
17,5,4,6,7,9,3,4,7,10,7,4,9,9,1
18,0,1,3,8,0,9,1,3,6,2,0,9,10,0
19,10,8,3,5,6,7,10,10,1,6,7,3,3,10
20,7,8,7,8,5,10,5,4,6,7,2,2,5,4
21,0,7,0,2,9,5,10,7,0,8,9,1,1,6
22,10,2,0,6,3,9,10,1,5,8,9,2,1,6
23,8,6,3,2,6,2,2,9,10,2,2,1,3,2
24,7,10,9,9,3,5,4,2,4,7,3,1,5,7
25,0,3,2,8,10,6,9,0,2,7,1,0,3,6
26,5,9,0,5,0,5,4,5,9,6,6,10,5,5
27,0,8,9,0,8,6,7,9,0,9,0,7,3,1
28,6,3,0,2,4,0,6,1,0,1,7,10,6,5
29,8,2,0,4,0,9,9,7,5,3,0,10,8,9
30,1,2,0,10,3,7,0,4,10,0,0,4,6,6
31,7,0,8,2,8,10,2,2,10,6,4,5,0,4
32,7,4,7,1,1,10,2,4,4,7,0,7,1,6
33,0,8,1,6,0,1,3,8,1,1,6,0,2,9
34,8,9,10,10,2,8,7,6,3,4,1,0,2,10
35,5,9,4,3,6,2,8,4,4,8,9,1,1,0
36,10,8,0,2,1,1,3,0,1,9,8,1,5,0
37,5,7,9,0,7,1,6,1,2,2,3,6,5,5
38,4,8,10,8,4,1,5,2,7,10,4,7,0,0
39,8,10,0,5,3,8,6,3,5,6,5,0,8,5
40,1,1,9,4,7,0,2,7,0,1,6,4,4,6
41,8,8,1,4,3,3,5,1,5,9,0,2,7,6
42,9,0,4,10,2,7,5,7,3,4,3,5,8,5
43,7,7,9,2,7,6,6,4,7,3,9,2,6,6
44,8,7,6,3,3,0,1,4,8,0,9,0,3,8
45,1,5,4,6,6,1,9,1,8,0,5,2,5,8
46,2,7,8,7,5,3,8,3,1,3,7,2,10,2
47,0,5,5,3,2,6,10,10,3,10,10,0,10,0
48,6,3,9,9,10,10,7,1,8,7,2,6,7,4
49,3,8,6,1,10,3,10,4,0,8,0,8,3,9
50,3,10,5,9,10,7,3,9,9,0,1,3,10,6
51,2,4,0,4,3,5,0,0,9,6,1,7,4,1
52,10,4,9,7,6,2,10,8,9,7,1,7,6,4
53,6,10,2,7,4,0,2,6,4,0,10,6,6,1
54,1,7,3,7,9,7,5,0,6,3,4,2,3,1
55,5,2,10,5,8,3,5,1,2,2,8,1,10,8
56,6,2,2,2,3,4,2,7,2,6,5,1,3,4
57,3,9,10,5,4,4,1,7,7,0,4,7,4,3
58,1,7,3,1,7,4,10,4,3,6,9,6,10,9
59,5,9,0,8,6,5,10,9,0,5,10,1,7,1
60,4,0,10,4,6,1,10,3,7,1,2,8,6,7
61,4,10,4,4,2,9,10,8,1,1,4,2,4,2
62,7,8,3,6,6,4,9,6,8,7,4,8,3,4
63,0,1,4,10,10,5,4,9,6,6,1,0,9,0
64,5,1,5,6,5,8,7,5,7,5,9,10,1,10
65,9,5,9,1,1,0,7,5,2,5,3,1,8,8
66,7,10,3,1,8,9,0,6,0,0,8,3,9,8
67,8,6,7,5,8,8,9,7,8,5,9,0,10,1
68,5,10,9,5,5,1,2,9,5,4,2,3,3,1
69,1,4,6,6,2,3,6,5,7,3,10,10,3,3
70,5,5,6,10,7,0,0,1,8,2,6,7,6,1
71,10,1,10,5,9,0,1,3,9,1,10,2,8,10
72,4,6,5,0,3,3,3,8,5,9,4,7,2,2
73,7,5,4,5,8,7,3,1,8,3,7,9,1,6
74,8,8,3,7,6,2,8,9,5,0,7,9,8,9
75,6,7,2,4,5,9,1,7,4,6,2,10,0,9
76,8,1,1,7,7,5,6,10,0,6,3,1,2,9
77,5,10,0,10,8,1,7,3,10,3,4,4,8,9
78,0,0,4,7,5,5,9,4,2,1,3,2,10,9
79,1,2,9,4,2,9,4,2,9,7,10,4,10,9
80,3,10,9,5,10,4,8,4,1,0,3,8,1,3
81,5,9,6,6,0,9,5,10,4,6,2,10,3,3
82,7,5,3,7,7,7,8,0,2,0,8,1,9,1
83,1,3,2,1,6,5,1,0,1,4,6,9,7,6
84,9,2,6,10,7,2,9,3,4,5,5,6,7,6
85,4,7,9,7,0,0,3,1,7,6,6,10,3,8
86,8,8,2,5,9,1,0,5,1,8,7,5,8,8
87,6,5,9,8,3,0,1,4,1,6,9,6,2,2
88,1,8,6,7,2,3,1,1,0,7,8,6,6,6
89,3,9,6,3,10,6,5,9,3,10,4,7,0,2
90,3,0,8,8,2,10,5,1,3,1,3,8,9,4
91,6,0,5,0,2,5,5,3,7,2,4,1,7,9
92,4,4,9,5,10,0,10,7,9,9,8,0,4,0
93,5,0,4,0,4,9,4,2,9,9,5,1,1,7
94,8,2,6,0,0,8,5,1,2,4,1,8,9,5
95,1,7,5,7,8,7,3,8,9,4,7,4,5,8
96,1,9,9,7,3,3,5,0,5,7,7,2,7,6
97,10,6,2,4,7,6,8,5,10,6,0,0,10,4
98,7,0,4,1,1,1,1,4,8,0,1,5,5,8
99,0,9,8,1,7,0,2,1,5,0,8,5,9,7
100,0,8,1,8,1,10,4,0,6,4,5,4,9,5
101,9,6,2,1,6,7,4,6,8,0,2,2,6,9
102,2,10,7,8,7,4,8,8,5,5,7,9,10,5
103,0,6,3,5,6,3,5,5,1,3,0,6,3,3
104,6,10,7,8,10,8,7,8,7,10,4,2,4,0
105,10,3,1,9,9,6,2,5,5,1,2,3,1,9
106,1,4,1,4,10,5,10,7,3,1,7,5,1,5
107,9,5,4,2,10,7,1,5,6,2,7,9,3,0
108,0,1,6,0,9,8,8,1,2,0,6,5,1,2
109,9,8,10,6,6,5,0,2,5,2,4,1,7,7
110,9,3,0,0,8,2,4,3,8,0,1,10,10,10
111,3,1,2,8,8,5,5,10,9,2,2,2,5,4
112,4,2,0,1,7,7,0,7,6,2,9,3,2,1
113,9,4,0,1,6,3,5,7,3,9,10,5,6,5
114,9,6,4,8,8,5,2,10,9,7,9,0,0,10
115,3,8,8,4,1,3,8,6,2,9,1,8,3,3
116,3,4,9,7,10,0,5,0,4,5,1,3,9,8
117,5,9,8,9,7,6,7,1,1,10,3,10,10,2
118,10,3,6,4,8,3,0,10,1,0,1,7,3,10
119,5,6,6,9,10,10,10,5,4,5,6,10,3,4
120,7,3,5,9,4,4,7,9,6,2,1,8,0,9
121,1,5,4,2,4,8,0,6,10,5,7,1,4,9
122,2,7,8,2,6,0,1,0,0,3,10,3,4,10
123,9,4,8,9,2,7,4,8,8,3,2,4,9,0
124,6,4,3,3,7,6,7,0,7,5,5,7,9,9
125,5,7,8,3,6,5,3,6,9,5,4,6,10,5
126,9,0,6,4,3,1,3,3,0,6,7,5,7,0
127,7,7,7,2,8,9,0,1,4,9,10,0,10,10
128,5,4,8,5,4,5,9,4,8,9,1,4,1,1
129,10,9,3,5,8,2,10,5,1,1,3,10,1,9
130,3,10,7,9,4,9,4,10,5,6,3,6,0,1
131,0,1,10,4,6,8,5,10,8,1,5,3,2,7
132,9,5,0,7,0,7,8,5,8,9,8,1,0,3
133,10,9,7,2,9,9,1,1,2,9,9,5,6,8
134,8,4,5,3,0,5,2,3,5,4,3,7,6,2
135,6,1,10,4,0,9,4,4,10,8,8,10,9,9
136,1,5,7,5,3,5,6,1,10,6,2,3,9,6
137,10,1,10,10,6,1,7,9,5,4,3,7,6,6
138,8,1,6,6,4,2,2,5,10,9,7,8,8,0
139,9,9,9,10,7,10,0,10,0,3,0,3,1,1
140,7,2,2,10,0,1,1,7,9,8,4,4,7,5
141,2,8,0,10,9,9,2,3,0,10,0,0,0,7
142,6,3,8,10,3,0,4,2,0,5,5,10,1,9
143,2,7,10,4,0,6,0,7,4,8,2,2,1,2
144,6,10,5,8,0,3,1,5,9,10,6,10,6,2
145,9,6,1,4,7,8,0,9,3,10,5,9,10,9
146,0,9,0,2,9,4,1,10,1,8,8,9,9,1
147,2,1,3,0,6,5,4,4,4,4,6,4,6,5
148,7,1,3,4,4,1,1,1,4,7,10,7,8,6
149,1,5,0,9,8,5,4,8,2,4,2,4,5,7
150,1,9,0,5,4,10,10,10,4,8,9,5,6,10
151,10,0,6,1,2,0,4,1,10,7,0,9,5,5
152,7,4,7,5,3,0,10,8,4,4,0,10,9,1
153,9,2,1,10,3,1,8,1,5,4,6,6,8,0
154,1,4,0,4,4,7,10,6,8,0,8,7,10,0
155,9,8,1,1,10,6,0,2,3,8,5,10,8,2
156,3,4,7,4,0,2,0,9,2,3,4,8,1,8
157,4,9,9,1,10,1,7,0,5,10,4,8,1,0
158,8,5,0,5,3,1,2,5,6,1,5,0,5,2
159,5,4,1,4,1,7,4,9,4,2,6,0,5,8
160,5,5,4,8,4,9,5,1,6,3,8,10,4,5
161,8,4,1,4,8,7,9,7,8,10,1,3,10,5
162,8,3,1,6,10,6,3,9,3,0,10,0,8,1
163,8,8,10,0,10,2,5,7,3,6,4,3,7,9
164,3,0,6,9,8,1,7,3,2,9,2,0,0,5
165,1,3,6,6,8,1,10,4,10,2,8,10,9,0
166,0,2,7,6,9,0,1,7,2,2,0,8,0,6
167,6,5,1,9,8,5,6,9,4,10,9,5,2,6
168,6,7,0,8,7,7,6,9,7,0,1,8,4,0
169,10,7,8,0,2,4,2,4,2,5,4,8,9,0
170,1,9,5,2,7,7,5,3,5,0,8,8,3,5
171,3,3,8,4,1,2,2,2,8,10,8,1,6,9
172,6,10,3,4,8,10,7,6,2,5,8,9,7,0
173,4,4,7,5,1,10,3,4,4,1,10,4,9,7
174,4,2,10,0,3,6,1,6,5,0,10,1,6,4
175,6,10,5,9,10,1,4,5,5,5,5,4,1,7
176,3,7,4,10,9,4,1,5,3,2,8,8,10,4
177,2,10,4,1,0,6,3,5,7,9,8,7,7,7
178,2,8,4,1,4,8,0,3,6,0,2,4,9,7
179,5,9,10,1,0,7,6,2,5,4,7,0,0,10
180,10,0,7,1,3,3,6,0,9,6,2,10,0,1
181,8,3,3,7,4,7,2,5,5,1,7,5,2,1
182,6,1,7,3,7,3,5,8,5,4,5,10,9,0
183,5,1,7,10,7,10,6,1,0,3,6,6,4,5
184,8,8,7,10,5,1,4,10,5,9,8,1,1,6
185,3,4,4,1,5,6,5,10,10,5,9,6,4,1
186,0,4,4,3,9,1,5,6,10,2,0,3,3,2
187,8,1,7,2,1,1,6,9,3,6,9,2,2,1
188,5,9,3,4,3,5,7,1,6,3,2,5,8,8
189,4,4,7,5,10,5,7,0,5,0,2,6,9,0
190,0,3,9,1,6,10,1,1,8,8,0,9,6,2
191,6,6,3,8,2,5,0,8,3,7,4,3,7,9
192,1,6,4,6,10,6,6,9,7,9,10,5,3,5
193,6,10,2,8,3,1,4,9,2,5,5,3,4,5
