0,1,2,3,4,5,6,7,8,9,10,11,12,13
3,9,9,85,1,8,10,0,31,10,10,10,10,5
2,10,0,43,10,3,10,4,19,5,0,10,10,5
6,5,4,70,8,10,8,9,5,1,8,10,10,8
10,4,1,13,4,8,8,4,7,1,6,10,10,5
8,4,5,49,1,5,10,10,45,10,8,10,10,8
3,10,8,4,6,1,10,3,87,4,8,10,10,4
1,5,5,35,7,4,5,10,45,7,7,10,8,8
7,6,0,14,0,2,2,0,79,9,5,10,10,0
2,6,0,68,10,6,0,9,26,0,2,10,10,6
7,9,7,21,3,8,6,2,51,9,0,10,10,0
3,10,1,50,8,8,5,10,5,2,4,10,4,4
7,7,5,20,10,3,0,4,37,4,7,10,10,9
7,1,4,83,2,8,10,5,75,1,4,10,10,8
8,6,6,94,3,6,4,6,27,10,10,10,10,8
8,10,7,18,8,0,2,2,15,1,2,4,0,4
10,7,2,62,8,9,5,2,70,8,7,10,10,1
4,3,2,63,3,4,2,3,2,2,7,10,10,0
6,10,6,84,2,8,8,4,48,7,9,10,10,6
8,3,1,9,4,8,10,5,96,0,3,10,10,10
10,9,6,48,6,4,1,3,14,9,5,10,10,3
10,10,2,14,8,7,9,5,35,4,9,10,10,3
4,10,9,85,5,1,6,10,60,4,7,10,10,7
9,3,8,87,1,3,9,9,59,5,5,10,10,8
7,8,3,55,4,5,5,6,92,1,3,10,10,7
4,4,2,55,5,10,9,7,14,3,3,10,10,9
7,8,8,20,7,9,6,5,35,6,6,10,10,9
10,4,3,58,0,3,9,2,45,10,2,10,10,4
0,6,0,87,5,4,1,3,87,4,10,10,2,8
2,6,3,87,9,3,8,3,68,2,10,10,10,1
8,9,3,52,1,0,3,2,69,2,7,10,8,4
1,7,7,35,6,8,10,5,25,10,2,10,10,5
1,4,5,33,2,0,8,1,92,5,4,10,10,3
6,3,0,58,5,10,6,4,94,0,4,10,10,7
2,10,1,76,6,0,6,1,45,8,5,10,10,6
9,3,0,74,6,6,6,10,23,5,5,10,10,2
7,2,4,67,7,7,5,4,62,1,2,5,10,0
7,9,2,76,1,8,10,7,70,3,6,10,10,1
2,9,1,28,1,10,0,6,36,6,10,10,10,6
10,4,7,90,10,7,3,5,88,0,5,10,10,9
9,2,0,80,9,6,3,4,52,5,0,10,10,9
4,4,9,93,2,0,2,8,0,10,10,10,10,7
2,6,2,26,3,4,8,0,73,1,10,10,10,1
10,2,0,46,9,6,1,10,74,7,6,10,10,4
4,4,0,31,7,0,3,4,32,9,8,10,10,1
4,6,10,70,2,7,6,0,60,3,5,10,2,0
2,7,7,35,2,4,8,10,95,10,3,10,10,6
1,8,7,92,2,0,2,1,38,0,6,10,10,10
2,7,1,49,2,10,0,3,33,10,5,10,10,4
2,1,6,34,2,0,7,9,43,1,10,10,10,8
4,6,7,44,5,3,9,7,89,10,9,10,10,3
10,10,4,58,9,2,5,6,18,3,4,10,10,7
9,4,8,37,7,2,1,5,50,10,0,10,10,3
5,5,5,67,2,2,6,2,62,6,2,10,10,0
8,10,5,34,9,8,2,4,41,0,0,10,10,8
0,1,7,17,0,0,0,4,96,9,6,10,10,1
6,2,0,39,6,5,6,7,24,10,10,10,10,7
8,0,3,91,2,10,3,6,79,6,8,10,10,6
8,0,4,92,0,8,3,7,35,9,9,10,8,4
3,8,2,78,1,0,5,9,30,1,3,10,10,1
5,7,3,4,4,0,1,8,28,3,4,10,10,3
7,5,4,81,7,1,10,0,1,0,10,10,10,3
5,6,1,52,9,1,5,9,71,9,4,10,10,3
10,9,1,55,10,7,6,3,92,1,9,10,10,6
6,10,6,39,4,5,0,0,97,4,4,10,10,4
5,5,7,90,6,6,8,9,58,9,2,10,10,7
5,1,7,66,7,7,2,6,30,3,0,10,10,4
9,0,9,63,0,2,7,5,88,9,2,10,10,9
9,7,9,28,2,4,1,9,16,2,9,10,10,4
7,2,7,32,5,6,8,5,94,10,0,10,10,3
6,7,4,90,7,1,5,5,78,5,9,9,10,6
5,5,7,10,6,7,8,8,30,10,10,4,10,6
8,10,6,90,1,6,9,6,22,6,4,10,10,3
4,7,2,62,4,0,8,4,43,10,9,10,10,2
8,8,10,94,4,10,9,9,66,2,10,10,10,6
1,2,0,47,2,10,8,6,56,6,9,10,10,10
7,1,5,41,5,0,1,9,9,9,5,10,10,8
1,0,6,100,5,5,3,10,12,9,10,7,10,0
1,3,10,74,10,0,4,0,28,7,0,10,10,9
10,9,9,0,4,7,2,2,100,0,9,10,10,4
0,1,8,92,3,5,1,10,42,0,8,10,10,3
6,8,0,64,10,5,0,4,90,9,4,10,10,0
1,7,4,13,7,10,3,2,8,4,2,10,10,9
1,10,4,0,2,9,0,9,63,8,2,10,10,9
4,6,0,73,10,5,0,3,9,4,10,10,10,7
6,5,3,20,2,5,8,10,94,10,3,10,10,7
7,4,1,42,9,5,2,9,56,6,6,10,2,9
7,9,4,68,7,7,3,1,87,5,2,10,10,5
5,8,6,70,10,4,5,7,95,6,7,10,6,6
4,9,7,24,6,7,10,4,34,7,10,3,10,4
2,3,8,49,7,9,7,9,98,9,2,10,10,10
1,2,10,95,4,7,9,3,85,4,5,10,10,5
6,1,2,99,9,6,10,10,86,4,4,10,10,2
8,10,4,1,3,3,5,2,42,4,7,1,10,2
9,7,2,88,8,6,6,10,74,6,2,10,10,0
4,0,8,82,1,3,7,8,67,0,1,10,10,9
6,1,1,99,2,7,7,9,58,0,9,10,10,9
3,5,7,46,6,10,6,0,32,5,3,10,10,8
5,8,2,46,7,6,3,4,1,5,8,3,10,2
1,3,0,83,7,8,10,6,95,6,3,6,10,0
3,10,0,45,9,8,8,8,52,6,3,10,3,10
8,2,10,18,1,2,4,9,39,4,3,10,10,10
2,6,8,13,0,3,9,3,23,6,5,10,10,2
2,6,4,44,0,4,6,7,62,0,4,10,10,5
10,7,6,15,5,9,9,10,70,3,9,10,10,9
8,4,3,23,2,8,0,10,57,1,5,10,10,2
6,10,8,52,2,1,8,7,77,6,10,10,10,9
8,2,1,87,3,9,1,0,58,7,3,10,10,2
2,3,7,52,10,6,5,1,98,9,6,10,10,10
7,1,4,80,2,0,9,7,13,2,8,10,10,7
1,8,6,88,1,9,7,3,55,1,8,10,10,5
10,4,4,55,6,8,8,7,13,0,1,2,10,5
2,1,5,67,10,8,1,0,15,9,7,10,10,8
0,2,10,69,6,8,6,7,80,10,0,10,10,4
5,8,3,4,5,7,1,4,32,4,7,10,10,6
8,6,3,35,7,2,5,6,18,10,3,10,10,8
8,3,3,38,10,0,6,0,71,2,5,10,10,3
10,0,3,83,1,3,6,6,94,2,9,10,10,5
10,3,10,37,2,0,7,9,36,7,4,10,3,0
0,3,4,63,2,2,6,7,21,3,0,10,10,1
8,0,3,59,4,6,6,4,14,5,10,10,10,9
10,10,5,17,1,0,2,7,90,5,0,6,10,10
6,0,5,20,9,6,4,5,9,4,0,10,7,3
3,8,1,14,5,1,5,1,7,9,5,10,10,0
6,8,6,91,4,1,10,9,39,9,6,10,9,5
9,0,0,20,3,7,6,3,22,0,1,10,10,0
7,3,3,79,7,1,2,2,60,1,9,10,10,9
10,6,3,58,3,5,6,5,34,8,5,10,10,7
6,2,10,52,0,9,4,2,44,10,10,10,10,2
6,4,3,4,7,9,0,0,57,1,0,10,10,1
1,8,3,10,4,7,1,6,93,8,7,10,10,6
5,9,2,39,0,6,8,10,35,10,3,10,10,3
9,9,1,23,3,8,10,3,1,3,10,10,10,1
5,7,10,33,3,0,7,2,1,3,3,10,10,1
2,5,9,75,0,5,3,9,7,10,6,10,8,5
7,9,4,38,6,7,2,8,96,1,3,10,10,4
9,9,5,45,7,1,9,5,80,0,0,10,10,3
7,10,7,99,9,9,8,0,29,9,4,10,10,7
3,10,5,40,4,0,10,0,32,6,3,10,10,8
9,4,7,99,6,1,3,7,47,3,4,10,10,9
7,2,3,4,3,9,3,3,68,7,5,10,5,6
0,4,5,89,10,7,2,0,9,5,7,10,10,0
10,8,10,45,6,5,0,9,19,2,2,10,10,5
9,0,5,1,10,1,2,4,91,1,1,10,10,8
9,8,2,36,5,10,4,8,7,9,10,10,10,2
10,4,2,75,1,8,2,1,13,2,1,10,10,5
7,5,5,53,6,7,10,10,53,5,9,2,10,1
4,7,0,2,4,2,1,3,78,2,7,10,10,2
1,7,10,23,5,9,7,4,51,3,7,10,10,2
5,2,1,66,4,9,4,10,13,4,4,10,10,0
4,10,3,86,1,0,9,3,3,9,8,10,10,6
10,1,10,25,2,4,7,9,26,1,8,10,10,6
5,10,2,55,9,7,1,3,88,8,2,10,10,3
4,1,4,50,1,4,9,0,27,4,7,10,10,10
0,2,8,21,0,2,9,8,53,9,1,10,10,3
5,7,8,93,5,3,6,3,1,10,1,10,10,5
7,8,5,70,8,4,4,8,15,3,1,10,10,1
6,4,10,55,1,0,2,0,72,5,10,10,10,10
3,2,4,17,0,3,0,7,93,7,6,7,10,8
6,4,3,98,0,0,3,3,3,6,10,10,10,8
6,0,7,34,7,1,10,1,6,10,7,10,10,7
8,6,0,36,2,6,9,2,82,0,6,10,10,2
3,3,9,24,4,5,4,8,92,6,4,10,10,4
10,2,4,48,5,0,9,9,31,7,0,10,10,7
5,7,6,59,10,7,6,10,38,9,0,4,7,5
4,7,7,3,5,7,5,0,72,0,1,10,10,5
2,10,10,83,8,9,5,4,41,6,5,10,10,3
9,4,5,72,8,4,4,5,50,8,6,10,7,1
3,5,7,56,7,3,2,10,64,5,1,10,10,0
6,8,9,65,8,2,3,2,5,4,2,10,10,5
1,2,1,11,2,5,1,9,57,5,9,10,4,3
8,2,0,28,1,10,5,2,54,4,2,4,10,0
9,9,10,28,9,9,6,5,39,10,8,4,10,2
5,5,3,80,0,7,5,7,38,8,9,10,10,6
0,8,6,17,6,3,8,8,58,3,7,10,10,4
1,8,7,3,4,0,2,4,0,5,9,10,10,3
9,8,3,50,8,5,1,7,65,2,8,10,10,10
10,10,8,27,6,5,2,9,76,10,7,10,10,1
7,9,6,47,4,7,3,7,31,1,4,1,10,1
0,7,2,38,4,0,3,6,86,6,8,10,10,4
2,10,8,56,9,9,2,9,72,6,3,10,10,1
4,10,3,0,1,0,3,4,73,5,7,10,10,7
4,7,5,61,6,7,8,10,96,9,2,10,10,2
1,3,7,2,10,5,10,9,24,0,9,10,10,3
0,1,2,60,3,1,3,10,88,0,4,10,10,10
0,6,3,3,5,8,0,2,64,2,6,9,10,10
1,4,10,82,8,10,5,7,39,8,10,10,10,9
1,1,3,13,9,10,6,9,43,9,0,3,10,1
4,3,10,84,5,6,10,4,13,7,9,10,10,4
0,7,10,58,4,3,4,7,58,8,9,10,8,1
2,8,6,61,8,7,2,1,83,9,0,10,10,2
5,1,10,92,10,4,9,4,0,1,1,10,7,7
9,8,3,5,9,2,2,0,0,0,1,1,10,8
4,6,7,39,5,6,9,9,57,8,5,10,10,9
8,10,2,62,2,10,10,0,3,10,4,10,10,4
3,3,7,50,8,5,10,3,76,9,4,10,10,10
9,1,2,48,3,10,5,6,2,8,8,10,10,9
8,3,3,83,3,8,1,6,88,8,9,10,10,6
1,0,2,52,10,1,5,0,41,2,7,10,10,6
6,4,9,66,5,10,6,5,76,10,0,10,10,1
6,8,8,21,1,10,10,8,46,6,7,10,10,5
4,7,7,29,10,10,6,7,33,0,10,10,3,7
8,1,2,57,8,2,3,0,17,4,8,10,10,10
3,9,9,7,5,9,7,10,60,10,4,10,10,5
7,8,0,86,2,3,8,9,39,3,4,2,10,9
9,6,1,80,3,0,10,5,37,5,4,10,10,2
3,10,3,0,2,2,7,10,0,0,0,10,10,7
9,1,3,38,2,5,7,4,99,1,3,1,10,6
1,10,0,83,8,3,10,10,66,6,7,10,10,0
7,2,0,39,3,0,0,10,31,10,10,10,10,8
10,3,10,7,5,4,4,9,2,3,1,10,10,4
2,4,6,33,4,1,5,3,28,7,5,10,10,10
10,1,6,41,8,1,10,5,47,5,3,10,10,0
4,0,5,27,1,2,3,9,94,1,2,10,10,10
9,9,8,72,4,4,6,8,35,8,6,10,10,3
5,4,4,10,7,6,6,0,64,9,8,10,10,7
5,6,1,20,2,9,5,1,48,0,0,10,5,5
3,9,8,92,5,2,3,10,67,6,8,10,10,5
6,4,1,6,2,10,8,6,71,6,8,10,10,5
9,6,6,56,6,8,7,2,12,7,10,10,10,0
2,6,0,94,9,8,9,7,14,10,0,10,10,3
7,8,0,41,6,1,6,9,37,5,3,10,10,6
3,3,2,33,1,2,7,9,74,2,8,10,10,2
5,8,10,54,9,9,9,5,26,3,10,10,0,2
3,8,2,22,3,6,6,7,32,10,10,10,10,7
4,4,10,82,8,9,5,2,81,8,8,10,10,6
10,10,10,96,1,2,10,4,72,2,1,10,10,1
2,5,9,31,2,1,6,6,56,8,3,10,10,8
5,5,5,64,1,10,9,5,25,3,1,10,10,7
6,7,2,60,7,2,3,5,24,10,5,10,10,4
6,4,2,11,3,7,10,4,52,6,10,10,10,4
1,0,4,38,7,9,2,10,78,1,6,10,10,0
1,4,5,17,5,8,5,1,8,2,5,10,10,4
2,4,10,45,1,8,4,5,75,6,1,10,6,1
9,5,0,67,1,4,10,6,99,1,7,10,10,3
3,5,5,69,5,3,1,3,15,4,9,10,10,8
1,7,4,64,0,8,0,8,100,3,1,10,10,1
2,6,3,46,8,9,3,5,15,4,9,10,10,6
8,3,6,21,0,10,10,2,22,6,0,10,10,1
1,8,2,68,2,6,9,10,50,1,4,10,2,8
9,0,1,97,7,2,2,5,65,3,0,10,10,10
4,10,4,53,6,4,8,2,41,9,1,10,7,8
9,2,8,15,3,5,4,10,25,1,0,8,10,4
0,8,0,99,10,10,3,6,24,1,9,10,10,4
3,5,4,8,6,7,5,3,47,1,10,10,8,9
9,9,7,35,4,4,9,3,33,7,0,10,10,5
0,7,7,100,8,2,4,6,28,10,1,10,10,10
5,2,3,23,9,4,7,9,57,9,0,10,10,7
1,7,3,68,3,7,4,1,31,7,9,10,10,8
3,4,9,97,8,3,8,1,100,5,10,10,10,9
6,3,3,20,4,6,7,0,88,7,6,10,10,5
3,5,5,89,8,8,8,1,22,5,2,8,10,6
9,0,4,84,2,0,6,6,59,0,7,6,10,1
6,6,5,65,3,2,5,5,59,10,4,10,10,8
4,10,1,28,6,0,1,1,55,9,3,10,10,5
2,3,10,74,7,9,9,4,14,1,4,10,10,9
1,4,5,12,7,10,6,5,56,10,9,10,10,0
9,6,2,80,2,4,7,4,51,0,3,9,10,8
10,2,7,95,3,7,4,10,9,3,1,10,10,7
0,5,4,37,9,4,3,9,21,2,10,7,10,0
3,3,1,50,8,1,4,10,65,3,3,10,10,0
0,4,5,62,2,6,8,3,24,4,1,10,10,5
0,5,2,67,10,5,8,7,58,9,10,10,10,9
1,1,5,86,9,3,7,10,47,1,4,10,10,8
0,3,9,69,0,0,2,4,60,3,10,10,10,3
4,4,8,44,7,4,1,7,26,2,7,7,10,7
6,2,4,74,3,10,10,10,66,7,7,2,10,6
1,3,9,8,0,0,10,3,16,9,6,10,10,2
4,8,0,27,6,3,0,10,38,6,3,10,10,5
2,9,8,71,4,5,4,3,41,0,8,10,10,0
5,7,8,10,8,1,2,0,47,6,1,10,10,3
4,8,7,93,0,2,4,4,66,7,7,3,10,4
6,7,1,13,10,4,9,9,20,9,8,10,10,9
3,0,2,55,6,5,6,1,57,5,0,10,10,8
4,8,4,29,1,6,7,2,66,3,7,10,10,0
2,5,7,34,9,0,7,3,92,1,4,10,10,7
2,1,5,90,6,0,7,2,71,6,3,10,10,4
6,10,4,19,2,4,6,9,10,1,7,10,10,4
7,1,5,20,8,8,6,4,76,5,0,10,10,9
6,2,6,92,6,8,8,4,12,1,2,10,2,6
0,0,9,58,4,10,2,10,37,9,5,10,7,8
7,4,2,88,9,6,2,10,37,7,7,10,3,1
10,6,4,42,6,0,1,6,21,1,5,10,10,6
6,9,6,46,5,10,4,8,28,10,5,4,10,0
5,6,7,50,7,1,2,1,49,0,8,10,10,6
10,4,0,56,3,0,9,0,15,4,2,10,5,7
10,10,4,73,3,4,8,3,59,4,0,10,10,1
5,10,1,93,7,3,9,8,92,9,2,10,10,7
9,4,7,19,10,5,3,1,39,9,10,10,10,5
2,0,2,4,6,1,6,1,76,4,7,3,10,9
7,8,3,51,6,9,9,9,6,3,3,10,10,8
6,3,1,67,0,6,10,8,91,7,4,10,10,10
4,7,4,5,4,10,2,5,29,4,2,10,10,10
8,3,5,93,2,0,5,4,67,4,10,10,10,1
6,1,0,89,0,0,7,5,86,5,5,10,10,3
10,1,2,68,3,0,8,5,32,5,5,10,10,0
7,7,2,42,5,5,1,3,100,2,4,10,10,1
5,5,6,85,4,9,2,1,99,7,9,10,10,4
9,6,8,38,4,4,8,5,85,3,0,10,10,9
5,5,1,61,10,5,10,1,26,2,1,4,10,5
9,0,8,21,7,9,5,5,88,8,5,10,10,10
3,6,5,41,7,4,3,7,62,6,1,9,10,9
5,8,2,60,9,7,8,2,100,8,9,10,10,8
3,9,9,21,7,4,10,9,62,4,6,10,10,0
8,7,9,31,7,9,5,10,19,6,5,6,10,5
9,6,4,41,3,0,8,4,17,3,0,10,10,4
9,9,4,74,5,6,2,10,10,2,8,10,10,0
1,3,5,93,3,1,2,2,62,0,5,10,10,7
3,0,10,2,6,5,9,10,41,3,3,4,10,0
5,10,4,29,8,2,2,0,17,4,6,10,10,5
9,7,1,97,1,9,8,3,85,1,6,0,10,9
10,1,0,53,5,7,6,1,55,6,2,10,10,6
4,2,3,64,0,9,4,4,67,10,5,10,10,7
4,7,5,49,2,9,5,0,76,0,10,10,10,1
2,6,6,34,4,7,4,4,99,1,5,10,10,3
6,7,1,98,6,6,9,3,92,0,6,10,6,10
6,6,9,81,0,10,5,0,85,4,9,10,10,2
2,2,9,5,1,1,6,8,91,2,10,10,10,2
9,6,10,17,7,3,10,6,27,7,9,10,10,3
9,4,3,75,4,10,8,3,44,6,5,10,10,3
3,0,0,98,4,6,9,10,41,1,2,10,10,0
1,8,1,8,6,5,1,7,96,9,8,10,10,5
4,7,3,62,3,8,6,7,78,9,0,10,10,9
5,5,4,78,2,10,5,7,68,9,1,10,10,2
3,2,0,52,10,2,7,0,35,10,3,10,10,8
6,3,5,77,1,3,7,9,94,5,4,10,10,5
2,3,1,20,2,3,10,3,92,7,1,10,10,0
2,9,10,100,1,10,9,3,0,4,5,6,10,9
10,1,1,95,3,9,5,3,26,10,10,9,10,0
8,0,9,53,0,7,2,9,47,1,1,10,0,0
7,2,6,98,2,3,2,4,23,0,3,10,10,10
8,3,7,59,5,6,2,5,5,1,9,8,10,10
4,9,10,19,5,3,3,3,60,6,5,7,10,2
3,10,3,90,4,9,10,0,0,6,8,10,10,10
3,4,1,83,9,8,0,9,23,10,5,10,2,2
2,8,7,88,10,8,2,8,50,9,4,10,10,3
2,4,0,23,3,10,9,7,90,0,1,10,10,3
0,4,1,6,5,6,1,9,49,10,8,10,10,8
4,5,9,15,4,3,1,1,70,8,6,10,10,9
6,10,4,43,1,7,1,2,48,4,1,10,10,9
2,0,6,2,10,10,4,0,60,10,0,10,10,0
4,8,3,41,9,3,5,0,41,2,2,10,10,5
8,7,2,9,2,10,4,1,84,0,7,10,10,5
2,0,7,44,9,9,9,1,79,4,7,10,10,7
7,2,6,91,6,8,3,7,24,3,5,10,10,1
1,0,8,4,7,10,9,10,80,6,10,0,10,8
