0,1,2,3,4,5,6,7,8,9,10
47,89,98,50,1,6,44,72,18,8,56
67,63,10,82,35,7,17,79,51,3,19
1,82,62,74,71,3,69,61,58,5,55
50,77,44,6,56,2,61,19,25,9,22
100,26,17,58,83,3,70,38,55,0,81
74,86,78,54,31,1,6,55,76,7,41
45,16,60,26,48,9,92,75,7,10,31
10,76,70,89,36,2,74,13,39,4,74
97,57,81,83,3,2,5,80,8,7,65
59,26,93,35,11,1,99,60,34,10,21
75,6,25,24,94,0,40,81,90,9,35
29,34,69,42,52,10,39,47,96,2,21
47,28,85,79,74,6,40,92,39,6,0
82,10,84,11,76,6,81,32,81,6,15
62,36,70,54,60,2,69,73,62,6,41
38,77,40,87,99,6,65,64,47,7,3
90,11,90,71,33,5,58,74,70,8,44
54,47,84,66,45,1,7,30,87,10,60
64,83,59,84,22,8,54,100,0,8,86
88,54,66,95,93,3,18,97,67,4,34
86,44,0,24,75,10,6,54,30,3,95
6,64,35,25,67,2,71,19,34,8,99
43,46,28,29,42,10,50,81,27,5,45
25,33,4,22,47,3,4,43,21,9,50
85,21,77,30,95,8,93,68,33,3,58
51,33,46,86,71,9,31,55,46,6,72
45,86,86,38,37,3,49,94,97,6,19
1,27,49,7,8,4,85,42,11,7,30
98,65,28,44,48,2,91,3,36,5,46
95,19,12,33,67,2,50,75,71,0,7
73,2,25,41,97,8,63,43,19,4,2
10,49,16,25,59,6,19,57,76,3,84
56,33,8,95,85,8,30,67,67,0,48
78,28,17,31,79,9,65,44,65,8,46
25,68,100,29,8,6,69,10,18,8,19
54,29,80,1,88,1,18,59,17,7,77
24,52,77,39,62,6,71,37,5,2,100
90,8,45,60,25,6,21,89,17,2,86
60,62,6,2,43,2,57,45,3,9,82
86,95,84,96,85,7,29,89,98,9,25
7,25,63,37,49,3,21,85,43,3,30
28,83,59,60,70,4,14,92,84,9,68
87,99,53,64,86,7,24,79,81,5,96
56,1,27,20,45,9,54,98,62,10,76
44,96,20,71,57,3,92,99,26,3,9
15,56,48,89,31,4,3,65,92,1,48
29,30,41,32,11,1,24,78,41,1,3
81,45,96,28,73,0,63,60,67,6,52
65,63,37,55,51,8,19,54,12,9,60
2,93,65,20,86,1,78,54,55,6,71
81,68,64,62,82,10,22,6,23,4,19
43,29,96,83,64,1,42,98,15,2,42
40,43,56,83,56,1,55,79,37,8,58
74,96,95,96,43,3,46,61,94,8,48
34,17,99,65,100,4,71,87,56,0,36
71,72,96,26,59,6,51,96,76,3,44
19,94,46,72,47,2,25,49,55,7,19
47,60,48,65,6,7,37,89,53,7,62
88,82,66,94,89,0,17,19,22,0,9
38,88,42,74,0,1,42,22,84,9,38
84,57,70,77,67,6,50,18,90,1,40
77,72,88,91,12,0,55,76,45,10,46
96,98,48,68,76,0,80,89,0,1,6
22,4,25,4,5,9,82,78,94,6,90
51,71,5,31,18,9,67,62,94,9,32
61,71,53,7,17,5,79,79,53,10,93
91,23,13,65,28,7,98,4,44,2,64
53,80,20,82,30,0,30,59,58,1,23
1,87,77,95,67,8,64,9,100,1,95
74,46,70,16,21,6,80,55,2,2,29
3,48,52,43,88,3,66,68,26,5,48
80,84,37,53,51,6,47,24,47,8,1
91,78,72,24,41,3,86,84,70,1,60
8,100,99,4,16,3,100,8,20,4,71
98,39,80,88,62,2,93,97,93,1,76
99,86,16,57,33,6,84,65,63,7,32
92,98,14,69,10,3,30,67,80,5,75
93,95,61,58,39,0,9,3,52,5,6
20,49,38,34,72,5,34,17,64,4,98
48,23,17,95,62,9,80,77,27,7,89
17,55,6,93,22,2,24,28,61,10,34
75,25,70,52,60,4,5,45,73,4,87
63,42,59,10,39,5,9,24,46,5,11
34,0,43,36,37,5,3,84,68,8,31
58,59,73,10,84,9,83,9,30,6,75
11,57,96,23,98,6,68,21,51,5,23
74,58,47,27,29,8,45,92,61,6,24
23,90,76,94,47,8,35,40,87,9,78
78,38,7,94,44,7,8,59,95,6,46
40,92,46,39,52,8,94,3,49,1,5
60,7,5,83,84,5,19,20,34,9,56
56,69,85,77,46,3,65,75,57,7,15
18,25,97,53,42,0,10,61,97,10,57
43,2,47,92,63,2,48,50,44,7,13
88,22,18,32,37,2,68,79,40,9,87
61,69,45,38,100,1,58,70,92,1,3
64,100,91,86,65,10,20,49,72,2,58
30,55,3,94,96,0,49,87,65,2,77
88,76,28,51,12,3,25,5,62,2,33
82,18,14,24,34,1,49,44,46,2,8
95,91,84,11,54,10,73,90,95,1,97
12,51,60,63,60,7,31,88,4,10,75
69,16,64,97,34,0,30,23,31,10,0
73,72,10,48,68,3,85,76,70,9,4
3,99,64,100,62,8,24,71,7,2,14
87,85,15,63,82,4,71,96,38,3,68
24,40,5,65,30,1,46,57,82,1,72
53,99,72,26,29,9,59,63,9,3,35
46,22,7,72,22,0,53,64,44,4,83
6,89,48,38,23,1,10,46,19,7,15
73,1,60,53,27,3,71,75,9,0,99
2,80,31,40,73,3,16,6,46,8,54
92,73,0,19,99,2,18,54,87,0,61
4,71,70,22,8,7,92,9,21,8,9
94,7,44,74,26,8,22,88,83,5,61
2,44,79,56,0,0,82,69,96,5,41
72,12,75,93,100,10,26,40,3,9,53
11,36,36,16,68,9,71,18,57,0,23
46,93,34,1,76,4,45,90,2,3,71
2,81,15,59,42,6,66,40,85,0,7
37,78,13,46,51,7,28,78,62,7,48
84,31,89,64,12,0,23,85,86,4,23
85,59,78,76,50,2,81,76,48,9,58
10,26,90,84,96,7,39,13,18,6,6
51,13,98,47,45,6,66,3,27,5,92
38,59,86,73,43,9,7,29,72,6,52
57,85,69,48,83,8,23,75,12,4,38
69,16,83,33,29,1,17,95,51,2,97
56,84,81,71,46,9,89,58,23,8,52
31,43,8,99,13,3,82,22,8,6,54
33,15,62,92,52,3,100,16,20,9,56
33,42,68,23,19,3,37,47,41,0,25
83,5,96,58,83,1,34,58,73,3,10
13,68,98,77,65,8,42,77,23,5,87
21,47,93,13,70,4,6,45,82,6,79
66,43,82,27,10,0,69,75,35,0,51
69,86,31,65,39,1,11,19,48,5,93
68,99,24,47,16,1,53,70,6,4,86
90,86,8,7,52,9,57,11,39,5,51
10,90,5,65,82,8,30,83,84,9,8
34,31,97,22,25,8,65,69,81,4,43
85,93,79,34,9,2,83,43,22,2,49
74,67,63,96,27,8,5,39,71,5,95
30,92,2,37,97,0,5,44,33,8,45
38,87,46,91,30,5,100,99,80,8,34
54,41,67,51,59,9,6,37,96,1,18
54,7,100,67,96,3,76,66,41,3,7
63,74,39,86,97,9,86,87,66,2,98
95,83,70,94,86,7,33,82,24,8,75
31,69,77,92,39,10,57,82,19,1,51
55,33,20,60,28,0,51,57,59,3,60
93,64,78,41,92,9,7,56,74,0,82
5,84,98,14,89,9,89,36,16,1,28
77,55,53,80,79,3,70,12,8,3,31
69,95,90,18,58,1,27,1,76,10,42
3,32,89,23,3,9,69,6,71,3,96
44,98,73,97,38,6,82,96,37,7,10
47,1,84,28,84,7,25,32,91,6,22
44,89,82,73,88,2,99,94,75,3,92
22,84,52,7,88,6,23,52,14,4,78
0,0,17,63,87,2,38,82,98,3,43
92,12,34,42,29,5,5,44,100,2,0
60,74,48,42,87,8,49,26,19,2,63
83,98,37,42,51,10,71,14,65,8,44
86,12,16,48,62,9,23,67,62,10,33
28,75,82,19,79,2,79,75,17,7,89
61,65,91,48,17,5,42,22,76,3,40
82,93,40,62,47,4,29,92,18,4,62
17,12,26,61,74,2,12,74,29,0,71
30,19,10,42,76,8,92,88,44,2,32
36,62,72,40,30,9,95,53,39,0,21
25,14,40,26,2,4,68,92,13,2,100
4,41,49,80,96,7,31,82,90,3,42
17,14,44,37,85,4,10,75,100,8,90
98,35,38,48,64,9,23,79,7,0,0
91,68,93,4,39,3,93,49,79,8,51
75,32,43,87,96,8,78,100,64,6,24
58,5,86,18,62,1,43,82,81,5,51
3,27,27,31,71,1,44,40,73,5,82
27,69,32,20,18,5,12,61,26,9,3
72,29,84,12,24,2,88,5,81,7,87
42,1,56,10,48,5,20,32,13,1,96
96,65,4,81,62,4,88,81,39,3,95
32,13,86,45,78,6,94,61,15,0,52
73,93,64,46,25,9,9,55,34,4,52
15,49,3,13,67,1,21,18,13,8,37
42,14,36,33,91,4,68,33,67,5,42
36,64,76,50,91,6,70,32,6,1,17
95,93,79,37,86,7,15,30,62,0,53
14,29,25,23,19,4,15,55,37,3,93
62,70,73,4,65,7,71,6,52,4,60
5,87,7,41,12,0,18,39,89,10,42
19,86,54,82,15,4,41,41,61,7,79
53,2,97,61,3,5,76,62,60,6,11
61,23,71,68,11,4,3,95,37,9,26
62,60,54,35,54,1,94,95,77,5,68
88,83,11,18,71,8,84,78,57,10,8
26,19,87,48,48,10,56,62,92,8,44
43,73,27,22,24,2,71,79,30,1,95
28,25,12,6,47,1,4,20,40,5,11
74,12,65,45,64,5,5,80,27,6,74
69,73,81,45,38,5,64,45,48,8,31
59,26,81,59,64,8,94,80,82,4,31
80,59,49,74,39,7,42,29,39,4,0
50,38,98,0,25,8,8,16,31,8,95
79,74,20,95,40,3,50,82,47,0,40
90,61,29,74,24,7,83,49,74,4,61
68,30,87,9,23,5,6,71,18,9,56
0,33,41,55,87,7,62,82,18,8,5
78,46,96,66,2,0,67,84,54,3,11
7,10,85,24,0,6,67,15,57,6,59
4,44,79,89,95,1,95,6,52,0,21
97,77,29,18,14,6,75,64,80,1,85
55,21,50,98,44,3,61,73,84,5,15
16,81,93,61,40,7,37,18,73,5,84
17,84,10,40,100,8,38,55,10,5,54
21,12,89,87,53,7,63,42,69,9,44
99,66,87,40,68,7,13,53,86,4,25
57,26,26,72,96,9,70,47,44,3,30
26,40,92,4,51,3,46,0,77,7,66
59,54,29,97,27,10,80,6,31,5,73
43,44,20,83,34,10,48,28,50,1,3
95,0,86,32,100,8,94,66,44,1,41
33,6,19,92,15,1,58,44,5,9,58
74,93,70,3,44,7,94,3,42,3,74
4,40,7,44,27,2,53,49,95,3,30
74,73,2,53,33,10,47,18,49,2,37
86,19,65,12,67,3,0,45,63,3,27
30,86,24,93,93,0,36,86,93,3,94
82,91,3,15,10,8,63,98,5,7,64
63,88,35,41,84,1,79,87,99,8,49
36,55,89,83,10,1,88,41,96,5,10
78,84,24,95,62,7,71,79,84,1,56
32,80,65,20,87,0,16,46,68,2,12
28,56,41,60,28,2,55,87,67,2,100
6,17,90,90,91,10,54,76,14,4,17
87,7,10,73,86,7,96,100,78,1,51
