0,1,2,3,4,5,6,7,8,9,10
10,10,98,50,1,6,44,72,10,8,10
10,10,10,82,35,7,17,79,10,3,10
1,10,62,74,71,3,69,61,10,5,10
10,10,44,6,56,2,61,19,10,9,10
10,10,17,58,83,3,70,38,10,0,10
10,10,78,54,31,1,6,55,10,7,10
10,10,60,26,48,9,92,75,7,10,10
10,10,70,89,36,2,74,13,10,4,10
10,10,81,83,3,2,5,80,8,7,10
10,10,93,35,11,1,99,60,10,10,10
10,6,25,24,94,0,40,81,10,9,10
10,10,69,42,52,10,39,47,10,2,10
10,10,85,79,74,6,40,92,10,6,0
10,10,84,11,76,6,81,32,10,6,10
10,10,70,54,60,2,69,73,10,6,10
10,10,40,87,99,6,65,64,10,7,3
10,10,90,71,33,5,58,74,10,8,10
10,10,84,66,45,1,7,30,10,10,10
10,10,59,84,22,8,54,100,0,8,10
10,10,66,95,93,3,18,97,10,4,10
10,10,0,24,75,10,6,54,10,3,10
6,10,35,25,67,2,71,19,10,8,10
10,10,28,29,42,10,50,81,10,5,10
10,10,4,22,47,3,4,43,10,9,10
10,10,77,30,95,8,93,68,10,3,10
10,10,46,86,71,9,31,55,10,6,10
10,10,86,38,37,3,49,94,10,6,10
1,10,49,7,8,4,85,42,10,7,10
10,10,28,44,48,2,91,3,10,5,10
10,10,12,33,67,2,50,75,10,0,7
10,2,25,41,97,8,63,43,10,4,2
10,10,16,25,59,6,19,57,10,3,10
10,10,8,95,85,8,30,67,10,0,10
10,10,17,31,79,9,65,44,10,8,10
10,10,100,29,8,6,69,10,10,8,10
10,10,80,1,88,1,18,59,10,7,10
10,10,77,39,62,6,71,37,5,2,10
10,8,45,60,25,6,21,89,10,2,10
10,10,6,2,43,2,57,45,3,9,10
10,10,84,96,85,7,29,89,10,9,10
7,10,63,37,49,3,21,85,10,3,10
10,10,59,60,70,4,14,92,10,9,10
10,10,53,64,86,7,24,79,10,5,10
10,1,27,20,45,9,54,98,10,10,10
10,10,20,71,57,3,92,99,10,3,9
10,10,48,89,31,4,3,65,10,1,10
10,10,41,32,11,1,24,78,10,1,3
10,10,96,28,73,0,63,60,10,6,10
10,10,37,55,51,8,19,54,10,9,10
2,10,65,20,86,1,78,54,10,6,10
10,10,64,62,82,10,22,6,10,4,10
10,10,96,83,64,1,42,98,10,2,10
10,10,56,83,56,1,55,79,10,8,10
10,10,95,96,43,3,46,61,10,8,10
10,10,99,65,100,4,71,87,10,0,10
10,10,96,26,59,6,51,96,10,3,10
10,10,46,72,47,2,25,49,10,7,10
10,10,48,65,6,7,37,89,10,7,10
10,10,66,94,89,0,17,19,10,0,9
10,10,42,74,0,1,42,22,10,9,10
10,10,70,77,67,6,50,18,10,1,10
10,10,88,91,12,0,55,76,10,10,10
10,10,48,68,76,0,80,89,0,1,6
10,4,25,4,5,9,82,78,10,6,10
10,10,5,31,18,9,67,62,10,9,10
10,10,53,7,17,5,79,79,10,10,10
10,10,13,65,28,7,98,4,10,2,10
10,10,20,82,30,0,30,59,10,1,10
1,10,77,95,67,8,64,9,10,1,10
10,10,70,16,21,6,80,55,2,2,10
3,10,52,43,88,3,66,68,10,5,10
10,10,37,53,51,6,47,24,10,8,1
10,10,72,24,41,3,86,84,10,1,10
8,10,99,4,16,3,100,8,10,4,10
10,10,80,88,62,2,93,97,10,1,10
10,10,16,57,33,6,84,65,10,7,10
10,10,14,69,10,3,30,67,10,5,10
10,10,61,58,39,0,9,3,10,5,6
10,10,38,34,72,5,34,17,10,4,10
10,10,17,95,62,9,80,77,10,7,10
10,10,6,93,22,2,24,28,10,10,10
10,10,70,52,60,4,5,45,10,4,10
10,10,59,10,39,5,9,24,10,5,10
10,0,43,36,37,5,3,84,10,8,10
10,10,73,10,84,9,83,9,10,6,10
10,10,96,23,98,6,68,21,10,5,10
10,10,47,27,29,8,45,92,10,6,10
10,10,76,94,47,8,35,40,10,9,10
10,10,7,94,44,7,8,59,10,6,10
10,10,46,39,52,8,94,3,10,1,5
10,7,5,83,84,5,19,20,10,9,10
10,10,85,77,46,3,65,75,10,7,10
10,10,97,53,42,0,10,61,10,10,10
10,2,47,92,63,2,48,50,10,7,10
10,10,18,32,37,2,68,79,10,9,10
10,10,45,38,100,1,58,70,10,1,3
10,10,91,86,65,10,20,49,10,2,10
10,10,3,94,96,0,49,87,10,2,10
10,10,28,51,12,3,25,5,10,2,10
10,10,14,24,34,1,49,44,10,2,8
10,10,84,11,54,10,73,90,10,1,10
10,10,60,63,60,7,31,88,4,10,10
10,10,64,97,34,0,30,23,10,10,0
10,10,10,48,68,3,85,76,10,9,4
3,10,64,100,62,8,24,71,7,2,10
10,10,15,63,82,4,71,96,10,3,10
10,10,5,65,30,1,46,57,10,1,10
10,10,72,26,29,9,59,63,9,3,10
10,10,7,72,22,0,53,64,10,4,10
6,10,48,38,23,1,10,46,10,7,10
10,1,60,53,27,3,71,75,9,0,10
2,10,31,40,73,3,16,6,10,8,10
10,10,0,19,99,2,18,54,10,0,10
4,10,70,22,8,7,92,9,10,8,9
10,7,44,74,26,8,22,88,10,5,10
2,10,79,56,0,0,82,69,10,5,10
10,10,75,93,100,10,26,40,3,9,10
10,10,36,16,68,9,71,18,10,0,10
10,10,34,1,76,4,45,90,2,3,10
2,10,15,59,42,6,66,40,10,0,7
10,10,13,46,51,7,28,78,10,7,10
10,10,89,64,12,0,23,85,10,4,10
10,10,78,76,50,2,81,76,10,9,10
10,10,90,84,96,7,39,13,10,6,6
10,10,98,47,45,6,66,3,10,5,10
10,10,86,73,43,9,7,29,10,6,10
10,10,69,48,83,8,23,75,10,4,10
10,10,83,33,29,1,17,95,10,2,10
10,10,81,71,46,9,89,58,10,8,10
10,10,8,99,13,3,82,22,8,6,10
10,10,62,92,52,3,100,16,10,9,10
10,10,68,23,19,3,37,47,10,0,10
10,5,96,58,83,1,34,58,10,3,10
10,10,98,77,65,8,42,77,10,5,10
10,10,93,13,70,4,6,45,10,6,10
10,10,82,27,10,0,69,75,10,0,10
10,10,31,65,39,1,11,19,10,5,10
10,10,24,47,16,1,53,70,6,4,10
10,10,8,7,52,9,57,11,10,5,10
10,10,5,65,82,8,30,83,10,9,8
10,10,97,22,25,8,65,69,10,4,10
10,10,79,34,9,2,83,43,10,2,10
10,10,63,96,27,8,5,39,10,5,10
10,10,2,37,97,0,5,44,10,8,10
10,10,46,91,30,5,100,99,10,8,10
10,10,67,51,59,9,6,37,10,1,10
10,7,100,67,96,3,76,66,10,3,7
10,10,39,86,97,9,86,87,10,2,10
10,10,70,94,86,7,33,82,10,8,10
10,10,77,92,39,10,57,82,10,1,10
10,10,20,60,28,0,51,57,10,3,10
10,10,78,41,92,9,7,56,10,0,10
5,10,98,14,89,9,89,36,10,1,10
10,10,53,80,79,3,70,12,8,3,10
10,10,90,18,58,1,27,1,10,10,10
3,10,89,23,3,9,69,6,10,3,10
10,10,73,97,38,6,82,96,10,7,10
10,1,84,28,84,7,25,32,10,6,10
10,10,82,73,88,2,99,94,10,3,10
10,10,52,7,88,6,23,52,10,4,10
0,0,17,63,87,2,38,82,10,3,10
10,10,34,42,29,5,5,44,10,2,0
10,10,48,42,87,8,49,26,10,2,10
10,10,37,42,51,10,71,14,10,8,10
10,10,16,48,62,9,23,67,10,10,10
10,10,82,19,79,2,79,75,10,7,10
10,10,91,48,17,5,42,22,10,3,10
10,10,40,62,47,4,29,92,10,4,10
10,10,26,61,74,2,12,74,10,0,10
