,0,1,2,3,4,5,6,7,8,9,10
0,47,89,98,50,1,6,44,72,18,8,56
1,67,63,10,82,35,7,17,79,51,3,19
2,1,82,62,74,71,3,69,61,58,5,55
3,50,77,44,6,56,2,61,19,25,9,22
4,100,26,17,58,83,3,70,38,55,0,81
5,74,86,78,54,31,1,6,55,76,7,41
6,45,16,60,26,48,9,92,75,7,10,31
7,10,76,70,89,36,2,74,13,39,4,74
8,97,57,81,83,3,2,5,80,8,7,65
9,59,26,93,35,11,1,99,60,34,10,21
10,75,6,25,24,94,0,40,81,90,9,35
11,29,34,69,42,52,10,39,47,96,2,21
12,47,28,85,79,74,6,40,92,39,6,0
13,82,10,84,11,76,6,81,32,81,6,15
14,62,36,70,54,60,2,69,73,62,6,41
15,38,77,40,87,99,6,65,64,47,7,3
16,90,11,90,71,33,5,58,74,70,8,44
17,54,47,84,66,45,1,7,30,87,10,60
18,64,83,59,84,22,8,54,100,0,8,86
19,88,54,66,95,93,3,18,97,67,4,34
20,86,44,0,24,75,10,6,54,30,3,95
21,6,64,35,25,67,2,71,19,34,8,99
22,43,46,28,29,42,10,50,81,27,5,45
23,25,33,4,22,47,3,4,43,21,9,50
24,85,21,77,30,95,8,93,68,33,3,58
25,51,33,46,86,71,9,31,55,46,6,72
26,45,86,86,38,37,3,49,94,97,6,19
27,1,27,49,7,8,4,85,42,11,7,30
28,98,65,28,44,48,2,91,3,36,5,46
29,95,19,12,33,67,2,50,75,71,0,7
30,73,2,25,41,97,8,63,43,19,4,2
31,10,49,16,25,59,6,19,57,76,3,84
32,56,33,8,95,85,8,30,67,67,0,48
33,78,28,17,31,79,9,65,44,65,8,46
34,25,68,100,29,8,6,69,10,18,8,19
35,54,29,80,1,88,1,18,59,17,7,77
36,24,52,77,39,62,6,71,37,5,2,100
37,90,8,45,60,25,6,21,89,17,2,86
38,60,62,6,2,43,2,57,45,3,9,82
39,86,95,84,96,85,7,29,89,98,9,25
40,7,25,63,37,49,3,21,85,43,3,30
41,28,83,59,60,70,4,14,92,84,9,68
42,87,99,53,64,86,7,24,79,81,5,96
43,56,1,27,20,45,9,54,98,62,10,76
44,44,96,20,71,57,3,92,99,26,3,9
45,15,56,48,89,31,4,3,65,92,1,48
46,29,30,41,32,11,1,24,78,41,1,3
47,81,45,96,28,73,0,63,60,67,6,52
48,65,63,37,55,51,8,19,54,12,9,60
49,2,93,65,20,86,1,78,54,55,6,71
50,81,68,64,62,82,10,22,6,23,4,19
51,43,29,96,83,64,1,42,98,15,2,42
52,40,43,56,83,56,1,55,79,37,8,58
53,74,96,95,96,43,3,46,61,94,8,48
54,34,17,99,65,100,4,71,87,56,0,36
55,71,72,96,26,59,6,51,96,76,3,44
56,19,94,46,72,47,2,25,49,55,7,19
