0,1,2,3,4,5,6
100,10,10,9,2,2,60
92,10,10,10,0,10,88
12,10,10,10,4,4,28
4,10,10,10,8,10,42
96,10,4,9,5,10,57
62,10,6,10,5,10,74
96,10,6,10,9,10,7
8,10,10,10,4,10,60
20,10,10,10,1,10,5
83,10,10,10,6,10,93
99,10,10,10,7,10,50
73,10,10,10,10,10,78
76,10,10,0,6,10,26
100,10,10,5,8,10,13
48,10,5,10,10,10,29
20,6,10,10,5,10,9
29,6,10,10,3,10,98
77,10,10,10,7,1,20
46,10,10,10,2,10,67
24,10,10,10,9,10,45
41,10,10,10,5,10,80
19,10,5,10,0,10,8
58,10,0,10,9,10,66
61,6,10,10,10,10,17
69,10,10,10,2,10,6
51,10,10,10,10,10,53
30,10,10,10,7,10,65
3,10,1,10,10,10,70
6,10,10,10,1,10,65
58,10,10,10,3,10,46
52,10,10,10,7,10,35
35,10,10,10,10,10,67
74,10,10,10,4,10,50
22,10,10,10,5,10,4
79,10,10,10,0,10,81
55,10,10,10,1,10,88
0,10,10,10,8,10,60
5,10,4,10,10,10,73
9,10,7,10,7,10,16
95,10,10,10,8,10,87
14,10,10,10,1,10,54
67,10,10,10,1,10,41
11,10,10,10,9,10,74
14,10,10,10,3,10,72
36,10,10,10,9,10,58
16,10,10,10,8,10,60
53,10,10,10,3,10,100
71,2,10,10,5,10,50
90,10,8,10,1,10,8
10,10,10,10,9,10,20
60,10,10,10,9,10,56
99,10,10,7,6,10,65
85,10,10,10,5,10,73
73,10,7,10,7,10,15
13,10,10,10,4,10,32
30,10,10,10,5,10,48
77,10,10,10,5,10,8
36,10,10,10,1,10,41
45,10,10,10,0,10,28
42,8,10,10,4,10,55
93,9,10,10,5,10,87
26,10,10,3,10,10,61
55,10,10,10,5,10,73
66,10,2,10,2,10,70
8,10,10,10,0,10,77
96,10,10,10,5,10,31
82,10,10,10,1,10,63
49,10,10,10,9,10,98
2,10,10,10,2,10,13
6,10,10,5,2,10,63
37,10,10,10,1,10,85
59,10,10,10,2,10,71
32,10,10,10,4,10,58
67,10,10,10,1,10,12
81,10,10,10,2,10,19
83,10,10,5,2,10,11
83,10,10,10,4,10,8
35,10,10,4,3,10,77
3,10,10,10,6,10,1
41,2,10,10,6,10,75
21,10,10,10,9,10,32
90,10,10,10,6,10,13
44,10,10,10,5,10,97
86,10,10,10,0,10,39
74,10,7,10,1,10,82
82,10,10,10,10,10,85
71,10,10,10,4,10,55
5,10,10,10,7,10,6
26,10,10,10,10,10,19
92,10,10,10,1,10,37
14,10,10,10,9,10,94
87,10,10,10,10,10,18
22,10,10,10,2,10,6
4,10,10,10,8,10,15
47,10,10,9,10,10,79
89,8,4,10,0,10,8
1,10,10,10,0,10,62
78,10,10,3,4,10,34
99,10,10,10,0,10,16
48,10,10,8,6,10,74
39,10,10,1,9,10,10
81,10,0,10,10,4,11
35,10,5,10,3,10,26
16,10,10,10,7,10,80
99,10,10,10,1,10,94
23,10,0,10,2,10,46
41,10,1,10,3,10,76
2,3,10,10,3,10,82
37,10,6,10,6,10,57
33,5,10,10,6,10,24
81,10,10,10,3,10,81
38,10,6,10,6,10,57
62,10,10,10,10,10,82
86,10,10,10,1,0,62
26,10,10,10,1,10,79
70,10,10,10,2,10,61
88,10,10,10,10,10,71
4,6,10,10,6,10,53
39,10,10,10,2,5,17
39,10,10,10,5,10,3
26,10,10,10,6,10,61
74,10,10,10,0,10,22
74,10,10,6,10,10,21
34,10,10,10,1,10,15
61,10,10,10,2,10,21
73,10,10,10,7,10,53
37,10,4,10,7,9,51
27,10,10,10,7,10,63
57,10,10,10,5,10,98
39,10,10,10,4,10,12
41,10,10,0,2,10,41
