,0,1,2,3,4,5,6
0,100,10,99,9,2,2,60
1,92,47,48,72,0,11,88
2,12,82,90,44,4,4,28
3,4,90,19,36,8,82,42
4,96,30,4,9,5,99,57
5,62,11,6,54,5,47,74
6,96,65,6,51,9,14,7
7,8,35,36,57,4,28,60
8,20,52,81,15,1,26,5
9,83,80,92,15,6,90,93
10,99,76,47,35,7,78,50
11,73,89,23,26,10,15,78
12,76,15,91,0,6,57,26
13,100,18,53,5,8,84,13
14,48,52,5,91,10,83,29
15,20,6,89,39,5,55,9
16,29,6,64,79,3,56,98
17,77,47,20,15,7,1,20
18,46,76,70,64,2,98,67
19,24,33,41,30,9,49,45
20,41,99,30,68,5,72,80
21,19,38,5,55,0,69,8
22,58,96,0,72,9,36,66
23,61,6,73,90,10,63,17
24,69,57,36,38,2,82,6
25,51,49,11,45,10,47,53
26,30,26,56,38,7,71,65
27,3,48,1,13,10,17,70
28,6,27,79,28,1,32,65
29,58,53,40,80,3,18,46
30,52,65,63,97,7,11,35
31,35,71,89,48,10,35,67
32,74,15,88,48,4,71,50
33,22,82,87,25,5,90,4
34,79,30,87,99,0,80,81
35,55,58,83,60,1,56,88
36,0,81,32,98,8,44,60
37,5,81,4,99,10,82,73
38,9,62,7,46,7,24,16
39,95,88,43,11,8,92,87
40,14,73,54,55,1,36,54
41,67,53,50,91,1,100,41
42,11,97,18,58,9,51,74
43,14,61,56,77,3,88,72
44,36,98,97,36,9,49,58
45,16,59,52,57,8,62,60
46,53,96,12,23,3,77,100
47,71,2,96,20,5,46,50
48,90,29,8,25,1,25,8
49,10,16,88,11,9,50,20
50,60,43,21,52,9,10,56
51,99,99,64,7,6,47,65
52,85,17,79,14,5,36,73
53,73,12,7,60,7,45,15
54,13,59,87,28,4,58,32
55,30,66,93,14,5,97,48
56,77,17,99,13,5,22,8
57,36,86,63,27,1,45,41
58,45,45,10,39,0,27,28
59,42,8,82,80,4,21,55
60,93,9,43,18,5,11,87
61,26,36,89,3,10,14,61
62,55,84,26,21,5,15,73
63,66,32,2,42,2,26,70
64,8,32,82,36,0,63,77
65,96,64,99,47,5,40,31
66,82,71,11,22,1,44,63
67,49,73,88,34,9,76,98
68,2,88,66,10,2,26,13
69,6,45,72,5,2,50,63
70,37,21,50,45,1,30,85
71,59,69,12,70,2,92,71
72,32,95,11,51,4,52,58
73,67,69,97,42,1,21,12
74,81,34,85,59,2,85,19
75,83,77,94,5,2,42,11
76,83,23,97,37,4,54,8
77,35,12,16,4,3,56,77
