,0,1,2,3,4,5
0,3,8,6,7,10,2
1,9,8,2,7,6,5
2,3,9,1,7,10,6
3,8,1,0,2,5,2
4,3,2,3,10,4,10
5,8,0,3,8,7,4
6,10,0,7,1,6,0
7,5,7,5,2,1,2
8,7,0,9,10,1,9
9,0,9,1,7,10,3
10,6,5,8,4,9,10
11,7,7,7,1,7,6
12,8,7,1,10,10,8
13,5,10,7,1,9,6
14,1,2,4,4,2,6
15,10,3,0,9,3,1
16,7,8,10,10,3,10
17,1,7,2,8,5,10
18,7,2,4,3,2,2
19,7,8,8,7,5,5
20,9,5,8,3,10,6
21,10,8,0,10,9,4
22,3,9,0,7,5,6
23,10,7,3,9,10,5
24,6,2,10,10,10,0
25,3,2,3,0,10,0
26,4,10,4,0,10,7
27,5,8,5,7,5,2
28,9,2,6,6,9,0
29,6,3,10,2,10,4
30,10,9,4,0,4,3
31,1,9,10,4,5,1
32,3,2,3,8,7,8
33,2,0,0,3,9,6
34,6,0,7,4,0,10
35,7,4,9,6,7,7
36,2,3,1,8,9,7
37,1,2,6,5,4,6
38,6,5,9,5,6,6
39,5,10,7,4,4,5
40,3,2,4,2,10,7
41,4,3,6,3,10,4
42,0,5,4,2,0,6
43,6,6,5,3,10,10
44,8,1,9,1,10,7
45,5,6,6,1,3,3
46,2,2,7,3,7,10
47,10,4,4,3,3,1
48,1,3,10,9,6,1
49,8,5,6,10,8,8
50,10,9,0,1,7,5
51,5,9,9,5,5,4
52,1,7,1,8,0,0
53,4,10,0,1,8,7
54,0,3,9,2,6,8
55,1,2,10,5,5,6
56,8,2,10,5,9,10
57,7,8,2,6,7,2
58,1,1,1,5,8,0
59,9,0,9,10,8,7
60,9,5,8,3,5,1
61,2,5,4,4,0,0
62,9,7,0,6,3,6
63,5,1,8,4,8,9
64,1,10,10,5,5,1
65,0,8,10,2,6,9
66,7,1,8,0,6,7
67,4,4,2,8,9,3
68,8,1,7,7,8,9
69,2,8,3,5,4,1
70,6,2,8,0,9,4
71,7,7,10,9,1,2
72,1,5,9,9,2,8
73,9,6,0,5,3,0
74,7,7,4,9,5,3
75,6,2,7,7,3,0
76,0,8,10,6,7,3
77,4,8,0,8,9,1
78,1,4,4,6,7,4
79,9,8,8,9,0,7
80,4,7,0,7,9,4
81,8,6,9,6,7,3
82,3,6,3,1,8,9
83,1,8,8,7,3,3
84,9,8,0,4,4,6
85,9,8,5,1,6,4
86,1,3,8,1,0,9
87,8,0,0,5,9,6
88,3,5,4,9,6,4
89,6,5,4,8,4,6
90,4,7,0,10,0,2
91,9,10,9,10,0,6
92,9,4,4,0,8,5
93,0,8,0,0,5,2
94,1,2,2,7,10,10
95,6,4,4,8,2,2
96,8,9,6,4,4,5
97,1,1,6,7,8,2
98,6,4,0,2,5,3
99,8,1,6,7,8,2
100,3,9,1,5,7,2
101,10,3,5,3,9,2
102,2,6,1,0,1,9
103,3,4,2,10,9,6
104,9,3,1,2,4,4
105,5,0,9,9,1,10
106,8,8,8,5,6,7
107,4,3,0,0,9,3
108,2,8,3,6,8,6
109,5,2,2,0,0,4
110,0,5,6,9,1,6
111,0,7,2,7,6,4
112,6,10,2,5,6,0
113,4,2,10,0,9,4
114,4,1,2,6,0,2
115,3,0,5,8,6,2
116,10,6,10,2,3,8
117,4,7,5,2,1,8
118,0,1,5,9,7,7
119,1,9,1,5,7,7
120,0,4,3,7,1,10
121,4,2,6,3,0,2
122,6,8,9,10,1,5
123,5,5,4,2,4,10
124,9,2,10,5,0,4
125,4,1,1,0,10,10
126,6,4,10,9,2,9
127,6,3,10,7,2,6
128,0,8,5,9,6,5
129,2,0,0,9,2,10
130,0,1,9,5,8,3
131,7,6,2,2,5,0
132,4,9,7,2,6,3
133,0,7,2,10,7,5
134,9,6,5,6,0,9
135,7,7,1,0,5,5
136,10,10,4,10,7,8
137,4,6,5,4,2,3
138,10,2,4,8,7,0
139,3,7,2,7,1,2
140,4,2,3,3,8,8
141,2,2,6,7,3,0
142,9,8,3,7,10,7
143,7,6,10,9,7,4
144,6,3,4,3,0,0
145,6,4,4,1,8,4
146,0,5,3,5,8,6
147,1,1,2,1,6,6
148,7,6,8,6,10,4
149,1,9,10,3,9,3
150,10,3,1,2,1,2
151,1,6,7,5,10,3
152,1,1,2,0,0,3
153,9,0,4,0,9,2
154,8,6,10,5,3,10
155,3,2,8,9,6,0
156,4,6,3,9,6,8
157,8,3,4,9,6,5
158,1,4,2,7,9,9
159,2,5,1,3,2,8
160,4,2,9,7,9,8
161,3,7,2,10,5,10
