,0,1,2,3,4,5
0,,10.0,1.0,3.0,,8.0
1,,,,6.0,6.0,
2,,,,7.0,6.0,
3,3.0,,9.0,,3.0,
4,,,6.0,,,
5,,,9.0,2.0,1.0,
6,,,,1.0,1.0,
7,6.0,0.0,,,,3.0
8,4.0,3.0,,,,
9,,,,,,4.0
10,3.0,3.0,6.0,0.0,6.0,
11,0.0,4.0,0.0,8.0,,
12,,,,,,
13,4.0,4.0,10.0,,,2.0
14,0.0,10.0,,7.0,,5.0
15,,,,,,
16,,,,,,3.0
17,3.0,1.0,3.0,,,8.0
18,9.0,,,9.0,5.0,
19,9.0,,,4.0,,
20,,,,,,6.0
21,0.0,,,5.0,2.0,
22,,,,7.0,,9.0
23,4.0,,,1.0,,8.0
24,1.0,,,1.0,5.0,
25,5.0,1.0,0.0,,3.0,
26,9.0,9.0,3.0,8.0,3.0,
27,,,10.0,2.0,,
28,3.0,,6.0,8.0,1.0,8.0
29,,7.0,7.0,5.0,5.0,
30,,6.0,,,,
31,9.0,1.0,,4.0,,5.0
32,,9.0,,5.0,,10.0
33,0.0,9.0,9.0,,6.0,
34,6.0,1.0,5.0,7.0,,
35,0.0,9.0,,,,
36,,,4.0,1.0,,4.0
37,6.0,2.0,2.0,9.0,,
38,,,2.0,,7.0,1.0
39,6.0,7.0,3.0,,9.0,10.0
40,9.0,0.0,3.0,,,
41,1.0,,,5.0,,
42,,2.0,,1.0,7.0,
43,10.0,4.0,1.0,6.0,,
44,8.0,3.0,10.0,,3.0,
45,0.0,10.0,,4.0,2.0,3.0
46,,,1.0,,,
47,7.0,,,2.0,,1.0
48,,,,1.0,7.0,
49,7.0,,9.0,1.0,4.0,
50,,,0.0,0.0,6.0,
51,,5.0,9.0,0.0,8.0,4.0
52,,,,9.0,8.0,
53,9.0,,7.0,,,
54,10.0,1.0,,2.0,,
55,9.0,9.0,,3.0,,1.0
56,,6.0,,,6.0,
57,8.0,,9.0,,,
58,1.0,4.0,,,,1.0
59,5.0,,3.0,,7.0,6.0
60,,3.0,,,9.0,
61,10.0,,,8.0,,
62,,,4.0,10.0,3.0,
63,1.0,7.0,,2.0,,0.0
64,6.0,,3.0,,0.0,
65,6.0,9.0,10.0,2.0,5.0,9.0
66,,,3.0,10.0,5.0,
67,2.0,6.0,3.0,,,
68,,,,,7.0,
69,3.0,,7.0,,0.0,0.0
70,,10.0,6.0,,4.0,1.0
71,,6.0,0.0,,6.0,
72,2.0,,,,,5.0
73,2.0,1.0,,10.0,4.0,
74,0.0,,0.0,,7.0,
75,0.0,4.0,,5.0,,0.0
76,,,,9.0,9.0,
77,,,,,,0.0
78,,,7.0,,10.0,
79,,1.0,1.0,,,7.0
80,1.0,,,3.0,9.0,4.0
81,,2.0,7.0,8.0,,4.0
82,,,4.0,,,
83,,2.0,1.0,,,
84,3.0,,9.0,,2.0,6.0
85,3.0,8.0,,,,0.0
86,,6.0,3.0,8.0,5.0,
87,6.0,,8.0,,10.0,1.0
88,1.0,,,,0.0,10.0
89,,,4.0,3.0,3.0,9.0
90,,,,,2.0,
91,,7.0,,7.0,10.0,
92,,0.0,,,,
93,2.0,6.0,,4.0,,8.0
94,5.0,8.0,10.0,,,1.0
95,,,,,,4.0
96,7.0,7.0,1.0,,7.0,1.0
97,,,9.0,6.0,,2.0
98,,,4.0,,2.0,9.0
99,,,2.0,2.0,0.0,
100,,10.0,8.0,,,
101,,6.0,7.0,,,7.0
102,,6.0,,1.0,,10.0
103,,,0.0,6.0,,4.0
104,9.0,2.0,,,,4.0
105,,4.0,3.0,9.0,,
106,6.0,5.0,3.0,1.0,,0.0
107,4.0,0.0,,2.0,,
108,9.0,,,,,8.0
109,7.0,,,,5.0,6.0
110,,2.0,,,5.0,
111,,3.0,1.0,,,4.0
112,2.0,2.0,,7.0,7.0,6.0
113,2.0,,,,,1.0
114,10.0,8.0,,,,
115,,8.0,2.0,,,2.0
116,,,6.0,,7.0,
117,,7.0,,9.0,4.0,5.0
118,2.0,0.0,,,5.0,3.0
119,,8.0,2.0,,4.0,
120,,,,6.0,,10.0
121,6.0,,,,9.0,
122,,,6.0,,,
123,4.0,,7.0,,,
124,,,,2.0,,10.0
125,,10.0,,7.0,3.0,1.0
126,,4.0,5.0,9.0,,
127,10.0,9.0,3.0,1.0,10.0,
128,,2.0,10.0,8.0,10.0,
129,5.0,4.0,,,,
130,6.0,10.0,8.0,4.0,9.0,
131,0.0,4.0,,,2.0,10.0
132,,9.0,,,8.0,9.0
133,,,,,4.0,3.0
134,,,,,,9.0
135,,,1.0,,9.0,
136,4.0,,9.0,10.0,,
137,10.0,7.0,,2.0,,2.0
138,,,,,1.0,0.0
139,,,,3.0,,7.0
140,8.0,,3.0,1.0,,
141,4.0,8.0,,5.0,,2.0
142,,4.0,,6.0,,
143,8.0,,8.0,,10.0,
144,0.0,2.0,8.0,9.0,2.0,0.0
145,,7.0,8.0,8.0,,
146,,,,0.0,,
147,4.0,,0.0,,,8.0
148,,3.0,,8.0,,10.0
149,1.0,,,,5.0,0.0
150,6.0,,,,,
151,,2.0,,9.0,,
152,,8.0,,7.0,,3.0
153,,,6.0,3.0,,7.0
154,,,,,,9.0
155,,2.0,1.0,4.0,,9.0
156,8.0,,8.0,,,
157,3.0,10.0,1.0,,,
158,1.0,10.0,5.0,6.0,,
159,,,9.0,0.0,,
160,,10.0,,,,
161,7.0,4.0,,,,
162,,5.0,,9.0,,
163,6.0,,9.0,,,
164,9.0,2.0,4.0,,,6.0
165,,0.0,,8.0,3.0,
166,8.0,3.0,5.0,,7.0,3.0
167,,2.0,7.0,9.0,9.0,
168,,8.0,,,,
169,,1.0,9.0,6.0,,0.0
170,10.0,,,,,6.0
171,,,,0.0,,
172,,5.0,,2.0,3.0,
173,2.0,,,,,
174,10.0,6.0,7.0,,,6.0
175,5.0,6.0,8.0,,2.0,
176,5.0,3.0,2.0,,6.0,9.0
177,,0.0,0.0,,5.0,
178,8.0,,,5.0,,
179,10.0,,,,9.0,10.0
180,10.0,,,9.0,,5.0
181,,3.0,1.0,,10.0,
182,,7.0,,,8.0,
183,8.0,0.0,,10.0,,
184,9.0,10.0,6.0,,1.0,1.0
185,,10.0,6.0,,7.0,
186,,4.0,1.0,,6.0,8.0
187,9.0,0.0,9.0,,,1.0
188,,4.0,,,5.0,
189,1.0,4.0,4.0,1.0,,
190,,2.0,8.0,10.0,,8.0
191,10.0,,6.0,5.0,,
192,,2.0,2.0,7.0,,5.0
193,,,,,7.0,
194,,,9.0,,4.0,3.0
195,,,8.0,7.0,,1.0
196,,,0.0,,7.0,8.0
197,,,,6.0,,
198,,,6.0,8.0,2.0,
199,,10.0,8.0,9.0,,8.0
200,,1.0,5.0,,,
201,5.0,9.0,4.0,,,
202,,,9.0,1.0,,
203,1.0,5.0,5.0,2.0,6.0,
204,,,,6.0,,
205,6.0,7.0,8.0,,,2.0
206,9.0,,4.0,,,
207,,5.0,2.0,2.0,,
208,,9.0,,4.0,4.0,4.0
209,4.0,,,,9.0,
210,,8.0,,,,
211,,,4.0,,2.0,7.0
212,9.0,,4.0,,4.0,
213,,,,,7.0,
214,4.0,,,2.0,,1.0
215,,5.0,,4.0,4.0,8.0
216,1.0,,,7.0,,0.0
217,,,,,,
218,5.0,,,,2.0,9.0
219,,1.0,10.0,0.0,,
220,5.0,6.0,4.0,5.0,,
221,4.0,10.0,,7.0,0.0,10.0
222,8.0,8.0,,,,9.0
223,9.0,,,,,3.0
224,7.0,,,,,3.0
225,,,,,8.0,2.0
226,0.0,,,6.0,5.0,
227,,,5.0,,8.0,
228,,4.0,,,,2.0
229,2.0,,,4.0,,2.0
230,,5.0,,5.0,,
231,,3.0,,1.0,3.0,1.0
232,,,3.0,,9.0,
233,,,,7.0,3.0,
234,2.0,,,6.0,,6.0
235,5.0,7.0,,7.0,,
236,5.0,2.0,3.0,,0.0,5.0
237,,5.0,5.0,5.0,,
238,10.0,,1.0,2.0,7.0,0.0
239,,,1.0,3.0,,8.0
240,3.0,,6.0,10.0,3.0,
241,7.0,,0.0,,,
242,6.0,,5.0,2.0,8.0,0.0
243,7.0,,5.0,4.0,,
244,,,4.0,,,
245,,,,,,
246,7.0,7.0,9.0,,0.0,
247,5.0,5.0,0.0,2.0,2.0,
248,,10.0,,4.0,,
249,6.0,4.0,,2.0,1.0,
250,7.0,6.0,0.0,7.0,,
251,7.0,10.0,,6.0,,
252,0.0,8.0,,10.0,5.0,
253,7.0,,5.0,7.0,,7.0
254,,,,1.0,,7.0
255,,4.0,,,10.0,
256,,6.0,6.0,6.0,,
257,1.0,4.0,,2.0,,7.0
258,3.0,6.0,,3.0,,
259,0.0,,,,,2.0
260,2.0,8.0,,,5.0,
261,,,,4.0,6.0,6.0
262,4.0,0.0,0.0,3.0,8.0,10.0
263,,1.0,,,2.0,1.0
264,1.0,,,0.0,5.0,10.0
265,3.0,6.0,5.0,,,9.0
266,1.0,5.0,5.0,,0.0,6.0
267,,1.0,,,7.0,
268,8.0,7.0,,,,
269,9.0,5.0,,3.0,,0.0
270,3.0,,,5.0,7.0,
271,1.0,,1.0,9.0,,4.0
272,6.0,8.0,,,4.0,
273,,0.0,,,,
274,0.0,,10.0,,,2.0
275,,5.0,,3.0,5.0,
276,,10.0,0.0,,,
277,1.0,1.0,0.0,8.0,,0.0
278,9.0,9.0,,0.0,,
279,,2.0,,,,
280,2.0,9.0,,4.0,,
281,8.0,10.0,8.0,,,7.0
282,,,4.0,,,
283,3.0,2.0,7.0,,,
284,,,2.0,7.0,,0.0
285,5.0,,,4.0,,
286,4.0,,8.0,,,3.0
287,0.0,,,,0.0,
288,1.0,,,,,3.0
289,7.0,10.0,1.0,5.0,,2.0
290,,2.0,,5.0,0.0,
291,9.0,,0.0,,,
292,,,,8.0,0.0,
293,,7.0,1.0,9.0,,3.0
294,,,5.0,5.0,,10.0
295,3.0,10.0,10.0,,8.0,
296,2.0,,,,,
297,2.0,2.0,1.0,,,10.0
298,,7.0,6.0,1.0,,0.0
299,,,5.0,3.0,,
300,7.0,,,,4.0,2.0
301,1.0,,,,9.0,7.0
302,,,5.0,3.0,8.0,6.0
303,,4.0,,4.0,5.0,7.0
304,2.0,7.0,2.0,9.0,,
305,,,,9.0,10.0,4.0
306,,,7.0,,7.0,4.0
307,3.0,,8.0,,,10.0
308,9.0,6.0,3.0,1.0,,6.0
309,1.0,,,,2.0,1.0
310,8.0,,9.0,,,3.0
311,,9.0,5.0,5.0,,2.0
312,,,,,8.0,
313,,3.0,,9.0,,
314,,,,,1.0,
315,7.0,,2.0,3.0,6.0,
316,,,10.0,1.0,1.0,3.0
317,,,,,,7.0
318,,8.0,9.0,,,
319,2.0,2.0,5.0,,,
320,9.0,10.0,,,,
321,8.0,,,,,8.0
322,,1.0,0.0,6.0,9.0,
323,,,3.0,0.0,,
324,,6.0,,,0.0,0.0
325,5.0,2.0,,10.0,,5.0
326,0.0,10.0,,,,
327,,,9.0,,,
328,,0.0,,1.0,8.0,9.0
329,,5.0,0.0,,,
330,3.0,,,6.0,,6.0
331,3.0,,,7.0,,
332,,9.0,10.0,10.0,6.0,6.0
333,0.0,,8.0,,,9.0
334,,9.0,10.0,,4.0,
335,0.0,,3.0,9.0,,2.0
336,,,2.0,,,1.0
337,,,,,,
338,,1.0,,7.0,,
339,,,,5.0,,
340,4.0,,1.0,0.0,,8.0
341,3.0,,0.0,5.0,,5.0
342,2.0,8.0,3.0,7.0,2.0,
343,,,7.0,8.0,3.0,
344,7.0,,10.0,2.0,3.0,
345,8.0,,10.0,,6.0,6.0
346,,3.0,,3.0,5.0,6.0
347,,8.0,,8.0,,
348,10.0,,4.0,,,8.0
349,5.0,9.0,,6.0,,
350,5.0,0.0,6.0,3.0,4.0,7.0
351,6.0,,8.0,3.0,,1.0
352,5.0,5.0,,,,
353,,,4.0,,,0.0
354,6.0,5.0,3.0,5.0,4.0,
355,7.0,2.0,,,2.0,
356,5.0,0.0,4.0,4.0,1.0,7.0
357,,,1.0,,,2.0
358,,1.0,4.0,,7.0,
359,,6.0,3.0,10.0,,
360,,,2.0,,,4.0
361,,,4.0,8.0,,
362,8.0,3.0,,,1.0,
363,,,,,,
364,2.0,,,,1.0,7.0
365,9.0,4.0,,2.0,6.0,
366,4.0,1.0,4.0,0.0,,9.0
367,8.0,10.0,,,3.0,0.0
368,,5.0,,,8.0,4.0
369,0.0,,,,,3.0
370,,10.0,,,6.0,
371,1.0,,6.0,8.0,3.0,7.0
372,1.0,,8.0,9.0,,7.0
373,3.0,,,,,
374,6.0,,7.0,,,
375,10.0,1.0,,5.0,4.0,
376,,,0.0,,7.0,1.0
377,0.0,4.0,6.0,0.0,,9.0
378,,,,5.0,,8.0
379,,8.0,,5.0,3.0,
380,2.0,4.0,7.0,,,10.0
381,,,5.0,8.0,,1.0
382,,,8.0,,,
383,,,,2.0,7.0,
384,,,,6.0,8.0,
385,6.0,,9.0,0.0,3.0,
386,2.0,0.0,8.0,9.0,,
387,,3.0,,2.0,9.0,
388,0.0,2.0,3.0,8.0,,10.0
389,1.0,6.0,1.0,7.0,,2.0
390,,,9.0,,,9.0
391,,9.0,,9.0,7.0,
392,0.0,9.0,0.0,1.0,7.0,
393,5.0,6.0,6.0,9.0,,3.0
394,6.0,10.0,,7.0,4.0,
395,3.0,,10.0,,,
396,,,,,1.0,
397,,4.0,9.0,,,
398,1.0,,1.0,1.0,,
399,,,10.0,,10.0,
400,0.0,,0.0,,0.0,
401,4.0,8.0,0.0,6.0,1.0,7.0
402,,10.0,,9.0,,
403,5.0,,,,0.0,10.0
404,,10.0,,7.0,0.0,
405,,9.0,6.0,,3.0,7.0
406,,2.0,7.0,3.0,5.0,10.0
407,,,9.0,7.0,5.0,
408,2.0,9.0,6.0,,,
409,4.0,9.0,,5.0,,0.0
410,,9.0,7.0,,,
411,,,,1.0,10.0,6.0
412,,,,,,3.0
413,,,10.0,,9.0,7.0
414,,,,10.0,4.0,5.0
415,10.0,,9.0,6.0,,6.0
416,,,2.0,,,1.0
417,,3.0,8.0,,,
418,5.0,3.0,8.0,,7.0,
419,,,,,,9.0
420,,10.0,5.0,2.0,,
421,,,,,,
422,2.0,,,8.0,,
423,0.0,0.0,,7.0,,4.0
424,3.0,7.0,,3.0,1.0,
425,0.0,,10.0,,0.0,1.0
426,2.0,6.0,2.0,,,
427,10.0,,,8.0,,
428,7.0,8.0,,7.0,,
429,,10.0,,9.0,7.0,1.0
430,4.0,,,8.0,,7.0
431,8.0,,,4.0,,7.0
432,,8.0,4.0,0.0,,
433,2.0,,,2.0,,3.0
434,6.0,7.0,,,2.0,8.0
435,6.0,7.0,3.0,,,1.0
436,,1.0,,,1.0,0.0
437,1.0,,,4.0,,1.0
438,6.0,,6.0,,5.0,3.0
439,5.0,5.0,,6.0,3.0,
440,,10.0,5.0,,1.0,8.0
441,,3.0,,7.0,,
442,5.0,,,6.0,,5.0
443,7.0,,,,,3.0
444,,,,,,
445,,1.0,,3.0,,
446,,,10.0,,,
447,,9.0,7.0,7.0,,
448,3.0,,4.0,,,
449,,,,,,9.0
450,6.0,,3.0,,7.0,
451,7.0,,0.0,,,
452,,5.0,,5.0,,
453,6.0,10.0,,6.0,,
454,,,,9.0,0.0,2.0
455,10.0,7.0,8.0,2.0,,6.0
456,8.0,,,,,7.0
457,8.0,,7.0,0.0,,
458,1.0,,,,,4.0
459,,7.0,,7.0,8.0,10.0
460,,0.0,10.0,,8.0,
461,1.0,10.0,,,,2.0
462,5.0,,,5.0,,8.0
463,,,4.0,,5.0,4.0
464,6.0,8.0,,7.0,4.0,
465,10.0,,,7.0,,
466,10.0,,10.0,1.0,,
467,0.0,,,2.0,,5.0
468,7.0,5.0,,2.0,8.0,
469,,,,,8.0,
470,1.0,0.0,,3.0,,
471,,3.0,7.0,,8.0,
472,,2.0,9.0,,1.0,
473,8.0,,,3.0,,7.0
474,,1.0,9.0,,3.0,8.0
475,,,10.0,,3.0,
476,9.0,,5.0,,9.0,
477,,4.0,,4.0,4.0,7.0
478,4.0,3.0,,,,10.0
479,8.0,5.0,7.0,6.0,,7.0
480,,10.0,,,,
481,,,0.0,,,
482,,3.0,10.0,,1.0,2.0
483,,,9.0,9.0,,5.0
484,,,0.0,,,
485,3.0,,7.0,3.0,,
486,,5.0,,,10.0,8.0
487,4.0,,,,3.0,2.0
488,3.0,10.0,5.0,,,
489,9.0,,,10.0,0.0,
490,,1.0,2.0,0.0,7.0,
491,4.0,,,4.0,,10.0
492,,10.0,,,,5.0
493,,,5.0,9.0,,3.0
494,9.0,6.0,6.0,,3.0,
495,,2.0,5.0,2.0,,7.0
496,,7.0,2.0,,,4.0
497,2.0,4.0,,,4.0,6.0
498,,,,6.0,,
499,7.0,,,2.0,,3.0
500,,,5.0,10.0,4.0,8.0
501,,6.0,4.0,,10.0,
502,4.0,,0.0,,,
503,,,5.0,,,
504,2.0,,,4.0,0.0,
505,4.0,,1.0,5.0,,5.0
506,1.0,4.0,9.0,,9.0,0.0
507,2.0,9.0,,6.0,,9.0
508,0.0,2.0,3.0,7.0,4.0,9.0
509,2.0,3.0,6.0,,,10.0
510,4.0,5.0,,5.0,,8.0
511,6.0,,2.0,,6.0,
512,6.0,,3.0,,,
513,,,7.0,5.0,,
514,,6.0,8.0,9.0,,
515,,,,3.0,,
516,,,10.0,,1.0,
517,8.0,,10.0,1.0,10.0,
518,10.0,10.0,,,,
519,2.0,,,10.0,10.0,
520,,,,7.0,2.0,4.0
521,8.0,,,5.0,8.0,0.0
522,,9.0,,1.0,,
523,,2.0,6.0,1.0,1.0,2.0
524,,,9.0,,8.0,1.0
525,,,,6.0,4.0,9.0
526,5.0,,,,2.0,1.0
527,1.0,2.0,,1.0,5.0,
528,0.0,6.0,,9.0,,
529,,,,7.0,,
530,,1.0,7.0,,5.0,0.0
531,1.0,6.0,,10.0,,9.0
532,8.0,,,,7.0,8.0
533,,8.0,10.0,,9.0,
534,,,9.0,,6.0,4.0
535,,,10.0,,9.0,
536,,0.0,5.0,6.0,,
537,0.0,0.0,,10.0,,5.0
538,3.0,,4.0,1.0,7.0,
539,,,,2.0,,
540,6.0,1.0,,3.0,9.0,
541,3.0,9.0,,4.0,1.0,
542,0.0,,,5.0,0.0,
543,,,6.0,4.0,5.0,7.0
544,,,,,3.0,
545,5.0,8.0,10.0,,,
546,,3.0,9.0,,0.0,0.0
547,,,4.0,2.0,2.0,5.0
548,,5.0,,9.0,,2.0
549,3.0,,4.0,,,1.0
550,10.0,,,,10.0,8.0
551,,,,,,
552,0.0,10.0,3.0,7.0,7.0,4.0
553,1.0,5.0,4.0,,4.0,
554,,8.0,0.0,,,
555,,,,,3.0,7.0
556,,,0.0,3.0,3.0,
557,2.0,,5.0,8.0,0.0,1.0
558,4.0,8.0,8.0,,,
559,,8.0,4.0,9.0,,
560,,3.0,,4.0,,0.0
561,,,,,,10.0
562,,,,,,3.0
563,,6.0,,,2.0,
564,4.0,9.0,,9.0,,
565,,8.0,,7.0,,8.0
