0,1,2,3,4,5,6,7,8,9,10,11
33,43,10,10,10,19,7,0,34,6,68,0
18,15,10,4,10,58,6,9,82,4,42,2
78,59,10,10,10,13,6,2,10,9,51,6
37,25,10,10,10,4,1,7,98,6,87,0
19,47,10,10,10,93,2,5,6,2,16,6
74,75,10,10,10,27,9,0,74,3,22,8
56,15,10,10,10,46,7,3,58,0,44,5
11,45,10,10,10,22,8,2,36,7,11,9
99,70,10,10,10,26,9,6,7,8,41,0
66,54,10,10,10,74,4,7,83,9,100,6
80,88,10,10,10,80,4,3,66,2,74,3
52,14,10,10,7,23,6,10,85,10,19,3
55,55,8,10,10,14,8,3,55,3,37,6
95,91,10,10,10,7,4,9,36,6,77,4
55,92,10,10,10,84,1,10,86,9,41,2
94,90,10,5,10,46,6,4,50,4,1,6
30,4,10,10,10,44,6,1,52,0,7,4
48,72,10,3,10,92,1,4,93,3,23,6
43,73,10,10,10,61,4,9,55,1,17,10
79,21,5,10,10,93,10,8,40,0,77,9
44,80,10,10,10,66,5,8,23,4,78,9
25,44,10,4,10,6,0,6,98,7,88,10
21,62,10,3,10,42,10,3,38,6,68,6
89,95,10,10,10,59,7,2,7,7,74,10
18,62,7,10,10,32,10,9,66,7,61,9
82,44,10,10,10,95,3,0,38,5,83,3
100,28,10,10,10,88,10,9,91,10,53,10
56,1,10,10,10,37,5,2,80,1,73,4
64,17,10,10,10,10,2,8,17,6,83,10
74,80,10,10,10,7,2,1,60,4,7,2
34,38,10,10,10,42,1,8,35,1,0,1
48,53,10,0,10,64,1,8,22,9,21,1
82,29,10,10,7,3,2,4,31,6,60,6
23,52,10,10,10,6,4,8,7,9,72,6
76,56,10,10,1,7,8,1,43,2,86,3
61,4,10,10,10,97,9,4,53,7,10,9
89,54,10,10,10,65,6,7,18,9,56,7
53,13,10,10,10,58,1,8,66,9,40,1
66,46,10,10,10,80,0,1,85,0,12,8
16,44,10,10,10,93,1,6,26,1,57,10
19,84,10,10,10,38,0,1,15,7,51,3
97,22,10,10,10,90,2,8,66,6,0,7
22,51,10,10,10,100,10,9,90,0,0,6
88,67,10,5,10,40,5,9,78,8,59,7
17,28,10,8,10,37,7,3,79,4,7,0
80,52,10,10,10,65,10,0,50,4,48,7
34,1,10,10,10,78,3,4,23,5,5,5
74,82,4,10,10,4,5,0,43,2,44,1
10,36,10,10,10,77,9,2,6,8,33,3
75,28,10,10,5,3,1,5,35,10,44,1
7,89,10,10,10,50,7,10,35,0,40,1
47,68,10,10,10,27,9,5,95,5,14,4
60,69,10,10,10,13,3,7,34,9,10,2
29,94,10,10,10,30,8,6,61,2,33,5
57,3,10,10,10,7,5,4,48,10,6,8
23,72,10,10,10,20,10,9,8,7,90,8
85,21,10,10,10,83,1,1,49,0,57,8
60,65,10,10,10,29,9,3,54,3,23,9
55,49,10,10,10,66,2,1,36,5,70,0
83,99,10,10,10,70,0,5,84,4,6,9
36,14,10,10,10,8,6,0,16,3,0,10
62,25,10,10,10,42,1,3,91,1,59,1
94,56,10,7,2,27,2,7,61,1,74,5
9,15,10,10,10,52,5,3,30,4,99,3
51,53,10,10,10,55,8,0,77,1,35,7
47,18,10,10,10,50,0,4,32,2,80,8
50,0,10,5,10,6,5,2,49,2,37,0
15,0,10,10,10,85,1,4,100,2,83,0
87,15,10,10,10,86,8,4,7,1,13,8
90,98,10,10,2,31,10,2,8,7,7,10
25,97,10,10,10,43,0,7,17,6,70,0
88,42,10,10,10,1,4,3,54,10,86,3
95,23,0,10,10,53,0,5,85,10,29,8
46,68,10,10,10,91,1,6,56,2,69,1
64,72,10,10,2,18,8,2,6,8,17,4
65,31,10,10,10,33,6,3,86,3,24,5
19,11,10,10,10,1,5,2,61,3,100,9
49,87,10,10,10,76,3,5,12,4,1,7
42,8,10,0,10,52,1,0,19,6,59,3
23,20,10,10,10,74,10,3,89,7,51,5
43,23,10,10,10,10,5,8,64,7,90,7
44,15,10,10,10,42,3,9,27,6,36,1
91,22,10,2,10,95,3,6,45,5,32,0
8,80,10,3,10,16,6,2,60,2,8,4
73,12,10,10,10,32,3,8,4,3,67,10
91,73,10,10,10,72,5,8,1,9,35,2
86,9,10,10,10,24,5,1,42,2,75,8
79,36,10,10,10,18,6,9,70,6,43,0
50,80,10,10,10,36,2,9,13,2,41,7
67,11,10,10,7,77,9,2,92,10,95,10
86,96,10,10,10,13,0,8,73,0,21,1
42,39,9,1,10,98,10,5,29,4,80,7
90,47,10,10,10,17,0,7,45,8,82,2
90,55,10,10,3,66,0,2,31,1,86,8
84,78,10,10,2,55,8,8,38,0,55,3
76,92,10,10,10,47,7,2,36,9,0,9
9,10,10,10,10,28,4,0,48,5,87,6
93,45,10,10,10,37,0,6,35,0,63,6
78,54,10,10,10,79,1,9,45,8,32,6
41,16,10,10,10,71,10,1,85,4,97,6
7,8,10,10,10,91,2,5,66,9,90,4
93,48,10,10,10,61,5,7,17,2,96,2
37,7,10,10,10,1,2,2,90,9,98,4
54,69,10,10,10,87,0,0,95,6,82,1
91,71,10,10,2,83,7,1,63,4,14,3
54,60,10,7,10,26,10,6,9,1,34,7
15,96,10,10,10,22,2,4,80,9,75,4
69,24,10,10,10,13,1,4,87,7,99,3
70,75,10,10,10,5,3,5,66,3,64,7
34,84,10,10,10,8,4,6,19,5,30,2
9,80,10,10,10,51,10,1,15,1,95,5
98,100,9,10,10,92,3,3,14,2,17,9
45,37,6,10,10,92,4,1,91,2,71,9
58,64,10,10,10,56,2,7,18,7,47,8
72,50,10,10,5,83,3,8,15,3,58,6
20,36,10,10,10,63,8,4,59,10,45,7
17,34,10,10,10,7,6,7,83,1,92,4
70,28,10,10,10,24,4,8,18,0,87,9
58,64,10,10,10,67,3,1,47,5,89,8
53,60,10,10,10,31,5,3,58,9,48,3
19,37,10,10,1,16,8,5,16,4,87,5
38,26,10,10,10,8,0,1,12,7,44,10
64,40,10,10,10,81,7,4,58,3,36,5
54,9,10,10,10,6,6,5,53,3,16,4
19,20,10,10,10,64,3,1,40,9,41,7
38,6,10,10,10,16,10,3,3,0,38,4
