,0,1,2,3,4,5,6,7,8,9,10,11
0,5,3,5,4,1,4,0,4,6,3,2,0
1,1,0,2,5,4,9,7,7,10,10,8,9
2,9,0,6,0,10,8,0,9,3,8,7,1
3,3,8,3,0,1,6,9,4,8,9,6,6
4,8,9,6,9,6,3,6,6,8,7,2,3
5,2,5,8,7,0,5,2,5,3,6,0,8
6,1,9,4,1,1,10,9,8,6,0,6,3
7,2,5,4,1,4,2,1,1,8,7,5,2
8,7,8,3,5,6,7,10,7,0,0,8,9
9,1,3,4,1,2,5,2,7,2,2,10,5
10,0,10,6,9,4,3,10,8,5,5,10,7
11,9,6,8,5,3,9,8,4,4,2,8,7
12,10,1,7,5,8,9,3,8,8,8,9,2
13,4,2,4,10,10,6,3,2,3,1,0,6
14,9,9,3,10,4,5,3,1,2,8,3,0
15,9,3,10,6,1,0,4,3,9,0,9,1
16,5,4,10,5,4,9,10,3,4,0,9,8
17,1,7,3,2,5,6,1,2,10,6,0,1
18,10,3,4,7,8,0,1,0,0,8,0,3
19,8,9,0,4,10,8,0,7,2,9,1,3
20,9,1,6,0,1,7,10,3,2,3,9,2
21,10,4,8,0,1,1,3,2,0,2,7,5
22,8,7,4,3,4,9,9,9,10,0,6,10
23,7,8,10,9,7,3,5,2,10,7,7,10
24,4,7,10,7,5,8,4,4,9,8,10,7
25,5,0,6,3,7,3,7,9,5,10,7,0
26,8,2,8,2,4,1,10,2,1,8,7,4
27,1,0,1,8,6,3,6,8,3,0,1,0
28,4,5,2,8,6,9,7,3,3,7,3,5
29,10,3,7,2,10,2,7,0,7,9,4,10
30,10,7,3,5,3,7,10,2,6,8,10,5
31,8,5,6,9,8,3,1,1,4,3,7,10
32,10,2,3,7,3,3,3,9,3,6,3,7
33,1,0,3,0,2,3,10,6,0,2,9,3
34,5,8,6,4,0,4,8,4,9,1,7,1
35,4,9,2,0,7,6,5,8,1,4,0,5
36,2,5,10,9,1,1,3,4,7,6,6,3
37,4,0,1,8,4,1,9,2,0,7,0,1
38,5,1,7,2,1,3,6,1,7,9,7,8
39,8,1,8,4,3,10,10,9,0,9,5,6
40,4,2,7,3,8,5,4,3,1,7,4,0
41,7,0,2,10,0,3,9,0,0,2,2,8
42,4,5,3,5,0,0,6,8,3,8,2,10
43,0,3,0,1,1,0,1,3,9,1,4,1
44,2,3,0,4,6,4,9,4,6,0,3,1
45,9,5,10,1,3,6,5,2,6,8,2,6
46,5,7,7,5,7,4,7,5,5,0,1,8
47,0,7,6,3,1,6,6,5,4,2,8,5
48,10,1,5,9,5,1,0,10,0,10,8,2
49,2,6,0,5,9,3,4,2,1,6,4,5
50,7,6,3,0,4,10,2,6,9,3,7,1
51,3,0,1,9,2,8,7,2,7,6,1,8
52,1,0,4,6,1,2,1,6,3,8,6,3
53,6,0,6,8,2,6,9,2,2,1,0,9
54,8,2,7,7,2,10,4,7,9,8,9,4
55,4,8,0,7,2,8,7,10,4,10,0,1
56,0,9,8,10,7,8,7,2,7,9,4,0
57,10,0,5,7,0,3,8,5,10,2,10,6
58,5,9,4,7,1,1,2,7,7,1,0,10
59,7,7,6,7,1,1,5,10,8,4,2,7
60,6,6,5,4,3,9,5,3,6,7,7,5
61,8,9,5,2,1,1,1,8,0,7,6,6
62,7,6,3,6,6,6,3,6,6,9,5,5
63,5,9,7,6,10,5,9,9,8,1,4,5
64,1,9,2,10,10,8,0,9,10,7,2,1
65,4,7,6,1,8,0,6,5,3,3,6,0
66,5,3,7,3,9,0,7,8,8,4,7,9
67,8,3,7,2,9,8,10,2,10,4,10,7
68,9,5,4,0,10,7,4,5,5,5,6,7
69,10,7,9,4,3,6,5,6,2,2,3,8
70,1,7,6,3,9,0,6,0,7,6,5,3
71,4,9,7,1,1,7,1,5,5,6,9,1
72,9,1,3,7,4,7,3,10,5,9,10,5
73,2,8,8,10,2,3,0,9,6,3,2,1
74,3,2,4,1,8,8,10,0,4,2,1,1
75,0,7,5,1,9,0,2,1,8,10,4,1
76,0,2,6,2,5,4,2,4,5,8,10,1
77,8,0,8,7,0,2,2,6,9,9,2,1
78,8,6,6,10,5,0,10,9,3,4,9,6
79,5,10,9,7,10,1,3,8,6,5,4,6
80,0,0,0,3,0,1,10,1,0,5,0,7
81,5,2,10,6,3,7,7,3,7,3,6,9
82,8,2,6,3,0,10,9,7,1,2,6,6
83,6,1,8,7,10,3,1,7,3,10,6,7
84,10,0,4,0,2,5,4,10,2,4,0,3
85,9,4,4,2,10,9,6,6,0,5,7,10
86,6,1,10,2,2,5,10,6,1,10,1,9
87,2,8,3,1,4,8,10,0,10,4,4,2
88,10,3,4,3,5,5,8,5,2,9,0,3
89,10,7,4,8,1,8,1,9,5,10,4,1
90,0,5,5,0,0,2,7,9,1,6,8,9
91,4,2,5,10,10,3,6,7,10,7,10,0
92,4,8,3,5,6,4,3,10,5,3,6,2
93,7,5,10,1,10,3,9,4,10,3,4,5
94,7,3,8,2,7,0,0,3,9,8,6,10
95,2,6,0,8,7,9,8,3,7,1,8,4
96,0,7,8,0,7,10,8,4,10,2,1,5
97,3,1,4,6,5,8,5,4,2,6,10,9
98,6,7,9,2,1,9,1,10,4,8,10,2
99,0,7,10,0,9,6,2,0,6,8,8,0
100,5,8,7,5,8,0,7,0,10,3,3,8
101,6,1,4,4,1,6,10,0,0,10,0,2
102,6,10,8,0,9,0,10,10,8,8,7,9
103,4,1,0,0,9,10,6,4,1,9,0,2
104,7,4,7,5,2,2,3,7,1,7,10,7
105,5,1,4,1,8,8,9,7,4,4,4,5
106,6,4,4,9,2,10,3,4,5,5,6,3
107,7,4,6,2,6,4,2,6,10,2,5,0
108,1,8,10,9,9,10,4,2,1,3,0,1
109,9,9,10,5,4,2,1,8,5,9,7,5
110,1,2,9,2,7,5,9,2,10,8,8,8
111,6,9,6,8,4,4,5,0,0,9,4,4
112,5,10,8,3,9,3,3,3,2,1,0,5
113,1,3,4,1,3,6,4,9,1,10,6,0
114,0,10,3,6,1,0,8,7,9,2,4,1
115,1,3,10,6,7,0,1,4,7,6,3,7
116,3,4,8,1,0,8,6,8,3,10,3,10
117,9,0,3,7,9,9,10,2,4,7,3,0
118,5,6,3,8,9,3,9,5,2,9,7,1
119,0,10,5,9,0,9,2,10,2,6,8,2
120,2,1,9,7,8,1,10,8,1,9,2,4
121,4,5,0,9,4,0,3,1,10,7,3,3
122,4,6,9,7,6,7,10,3,2,1,8,8
123,4,0,10,10,7,2,10,5,5,0,9,8
124,1,9,2,0,0,8,10,1,9,3,7,1
125,1,3,5,2,2,1,8,5,3,4,0,1
126,6,5,1,4,9,4,7,1,3,3,0,8
127,5,7,8,2,5,6,4,2,6,4,7,3
128,10,10,3,5,3,5,5,3,5,10,8,8
129,1,1,0,4,6,8,6,5,8,3,8,5
130,7,9,6,9,3,7,9,10,8,9,4,9
131,0,3,7,7,5,5,6,4,7,9,4,9
132,3,7,1,6,0,5,6,3,5,10,4,6
133,2,6,0,3,3,1,1,5,7,0,5,8
134,7,2,6,9,0,10,6,4,0,10,3,5
135,10,2,0,7,7,8,8,4,9,8,2,9
136,2,2,3,6,9,5,9,0,7,2,8,1
137,10,9,6,6,0,6,7,3,9,3,9,0
138,2,10,5,9,3,10,4,7,4,1,2,10
139,4,0,6,10,9,7,2,9,2,1,9,6
140,0,0,9,8,1,10,1,9,6,8,10,8
141,5,10,2,2,1,4,0,0,8,1,7,0
142,6,10,8,10,6,0,6,3,5,4,9,2
143,8,4,9,1,10,2,6,2,7,1,7,6
144,0,2,8,6,2,3,0,0,0,7,6,2
145,0,2,8,8,5,3,1,9,3,6,4,8
146,9,7,1,6,2,10,5,5,5,6,7,2
147,9,2,0,1,2,7,6,6,6,0,3,1
148,7,6,8,9,3,3,0,3,4,7,4,1
149,7,6,8,8,2,3,9,3,2,0,9,8
150,7,0,1,10,5,5,3,3,8,8,9,2
151,1,2,0,1,10,1,9,0,7,5,8,5
152,3,9,7,6,2,3,3,1,7,0,6,2
153,8,9,3,2,4,4,7,2,9,5,3,0
154,0,7,0,10,8,3,3,0,1,9,7,9
155,5,3,2,8,3,1,9,2,9,3,5,7
156,3,8,9,7,6,2,8,10,7,1,9,5
157,10,3,10,0,0,1,6,9,6,10,2,0
158,2,4,2,3,7,3,6,6,9,8,4,2
159,0,6,8,7,6,8,10,6,5,2,9,5
160,8,9,8,9,10,9,4,4,8,10,8,7
161,7,10,4,7,8,10,0,8,9,5,4,3
162,4,0,0,4,7,6,1,7,4,9,4,9
163,1,8,10,10,8,10,9,2,10,5,3,5
164,0,2,2,6,6,2,9,9,2,2,6,7
165,8,0,2,9,6,10,0,5,10,3,4,0
166,9,0,6,4,9,9,4,7,4,10,6,1
167,7,9,1,7,3,2,7,8,6,9,4,10
168,10,0,4,4,10,9,8,8,1,3,5,9
169,10,3,8,3,10,0,10,10,5,6,3,0
170,3,5,2,0,9,4,5,8,9,9,9,8
171,10,5,0,7,5,2,7,4,5,8,4,0
172,6,6,7,3,10,4,9,9,2,3,8,7
173,10,9,1,6,5,9,10,7,0,1,5,9
174,4,9,2,3,3,0,2,7,6,1,5,0
175,7,0,8,4,3,8,5,3,2,5,1,1
176,9,7,0,10,10,0,5,6,2,1,0,1
177,1,4,10,6,2,2,5,10,1,0,2,10
178,3,8,10,2,7,5,1,1,7,7,8,0
179,7,6,6,7,4,2,10,7,5,3,7,8
180,9,7,0,5,0,2,0,3,7,7,9,10
181,8,3,5,5,0,4,5,3,10,4,8,0
182,5,0,10,9,0,7,10,7,3,5,0,8
183,5,5,6,6,3,10,4,7,2,8,7,1
184,1,0,4,5,0,2,5,10,4,8,5,5
185,7,1,9,10,6,1,6,9,8,9,6,0
186,2,1,3,2,0,5,6,8,9,7,10,6
187,1,9,3,0,3,2,4,8,2,0,9,1
188,0,5,1,3,5,2,9,1,9,2,0,5
189,0,2,10,2,7,8,6,0,6,2,1,3
190,3,3,2,7,0,5,0,4,5,5,10,3
191,7,3,8,1,3,8,3,7,0,3,2,1
192,4,7,6,8,1,9,3,0,8,2,4,8
193,0,1,8,8,0,8,0,8,4,4,3,4
194,2,7,0,2,2,6,9,3,3,5,9,7
195,6,1,1,5,7,8,2,9,4,4,8,7
196,8,8,9,1,5,1,5,3,9,0,0,1
197,6,4,2,3,4,5,0,4,3,5,4,0
198,0,0,2,10,8,5,0,10,3,4,8,1
199,1,1,6,6,8,2,6,4,1,3,9,9
200,3,5,10,5,3,6,10,9,4,4,1,6
201,3,0,10,7,6,5,2,6,8,4,4,7
202,0,10,1,9,8,10,3,10,5,1,4,9
203,7,5,7,1,10,7,3,9,9,6,1,4
204,8,5,7,0,10,10,6,10,3,9,5,2
205,10,5,8,8,2,3,2,1,2,3,4,4
206,4,5,7,1,8,4,10,0,7,5,8,7
207,7,9,1,10,10,3,2,8,4,8,1,0
208,9,2,4,7,5,0,7,3,4,9,3,6
209,2,3,1,4,3,5,10,9,5,6,5,1
210,9,4,4,5,3,0,6,6,5,0,8,2
211,3,0,8,10,2,9,4,1,7,10,3,6
212,9,9,3,4,1,10,5,2,4,3,9,9
213,8,3,3,2,1,9,0,9,3,9,10,5
214,0,9,9,7,2,5,9,3,4,4,4,8
215,10,2,9,3,1,5,2,0,1,4,8,7
216,1,3,10,10,2,5,4,7,4,9,8,1
217,2,8,9,2,10,10,2,6,10,4,2,1
218,3,5,4,5,7,3,8,9,3,8,9,5
219,4,1,9,1,10,0,4,4,0,0,6,9
220,2,5,4,0,2,2,7,7,2,4,3,0
221,10,4,6,4,10,8,5,6,6,0,5,1
222,9,3,0,6,4,0,0,6,3,1,0,7
223,9,8,5,4,4,5,9,9,6,10,7,8
