,0,1,2,3,4,5,6,7,8,9,10,11
0,33,43,81,75,71,19,7,0,34,6,68,0
1,18,15,88,4,82,58,6,9,82,4,42,2
2,78,59,49,52,27,13,6,2,10,9,51,6
3,37,25,36,32,26,4,1,7,98,6,87,0
4,19,47,10,91,71,93,2,5,6,2,16,6
5,74,75,23,33,100,27,9,0,74,3,22,8
6,56,15,51,49,53,46,7,3,58,0,44,5
7,11,45,65,10,65,22,8,2,36,7,11,9
8,99,70,83,55,62,26,9,6,7,8,41,0
9,66,54,25,89,25,74,4,7,83,9,100,6
10,80,88,58,90,82,80,4,3,66,2,74,3
11,52,14,65,66,7,23,6,10,85,10,19,3
12,55,55,8,83,48,14,8,3,55,3,37,6
13,95,91,60,54,61,7,4,9,36,6,77,4
14,55,92,87,39,85,84,1,10,86,9,41,2
15,94,90,56,5,24,46,6,4,50,4,1,6
16,30,4,61,12,49,44,6,1,52,0,7,4
17,48,72,29,3,92,92,1,4,93,3,23,6
18,43,73,28,64,27,61,4,9,55,1,17,10
19,79,21,5,69,40,93,10,8,40,0,77,9
20,44,80,61,90,51,66,5,8,23,4,78,9
21,25,44,11,4,12,6,0,6,98,7,88,10
22,21,62,40,3,91,42,10,3,38,6,68,6
23,89,95,16,29,63,59,7,2,7,7,74,10
24,18,62,7,34,56,32,10,9,66,7,61,9
25,82,44,38,76,27,95,3,0,38,5,83,3
26,100,28,61,19,25,88,10,9,91,10,53,10
27,56,1,81,42,48,37,5,2,80,1,73,4
28,64,17,84,32,39,10,2,8,17,6,83,10
29,74,80,76,53,37,7,2,1,60,4,7,2
30,34,38,91,63,16,42,1,8,35,1,0,1
31,48,53,32,0,13,64,1,8,22,9,21,1
32,82,29,10,35,7,3,2,4,31,6,60,6
33,23,52,39,11,57,6,4,8,7,9,72,6
34,76,56,98,46,1,7,8,1,43,2,86,3
35,61,4,63,42,42,97,9,4,53,7,10,9
36,89,54,70,78,68,65,6,7,18,9,56,7
37,53,13,13,69,84,58,1,8,66,9,40,1
38,66,46,96,33,39,80,0,1,85,0,12,8
39,16,44,19,72,13,93,1,6,26,1,57,10
40,19,84,78,35,90,38,0,1,15,7,51,3
41,97,22,77,64,60,90,2,8,66,6,0,7
42,22,51,72,26,46,100,10,9,90,0,0,6
43,88,67,69,5,36,40,5,9,78,8,59,7
44,17,28,66,8,35,37,7,3,79,4,7,0
45,80,52,18,98,96,65,10,0,50,4,48,7
46,34,1,73,44,58,78,3,4,23,5,5,5
47,74,82,4,26,70,4,5,0,43,2,44,1
48,10,36,73,55,36,77,9,2,6,8,33,3
49,75,28,16,98,5,3,1,5,35,10,44,1
50,7,89,50,48,65,50,7,10,35,0,40,1
51,47,68,87,13,48,27,9,5,95,5,14,4
52,60,69,44,84,35,13,3,7,34,9,10,2
53,29,94,67,48,97,30,8,6,61,2,33,5
54,57,3,40,36,63,7,5,4,48,10,6,8
55,23,72,50,39,17,20,10,9,8,7,90,8
56,85,21,28,54,26,83,1,1,49,0,57,8
57,60,65,75,88,87,29,9,3,54,3,23,9
