0,1,2,3,4,5,6,7,8,9
6.0,9,9,5,1,8,2,,8.0,6
7.0,0,10,1,10,5,9,7.0,10.0,9
5.333333333333333,10,8,1,0,5,10,6.666666666666667,8.0,6
3.6666666666666665,3,2,2,0,0,8,6.333333333333333,7.75,0
2.0,9,5,6,10,5,3,6.0,7.5,5
8.0,6,4,10,6,7,1,7.0,7.25,9
7.5,7,0,3,3,1,1,5.666666666666667,7.0,7
7.0,5,3,10,9,8,1,4.333333333333334,8.0,8
7.0,1,4,1,8,4,10,3.0,7.666666666666667,6
1.0,7,1,2,9,6,1,3.6666666666666665,7.333333333333333,4
4.0,6,6,1,9,2,9,4.333333333333333,7.0,5
9.0,4,10,4,9,2,6,5.0,7.0,4
3.0,9,0,8,3,5,9,4.0,7.0,5
4.666666666666667,7,1,0,8,4,0,4.0,7.0,2
6.333333333333334,6,6,4,3,7,7,4.0,7.0,3
8.0,10,0,2,7,6,1,4.0,7.0,3
5.0,1,4,5,1,4,10,7.0,7.0,5
4.333333333333333,5,5,0,7,4,2,5.333333333333333,10.0,4
3.666666666666667,0,6,8,2,2,0,3.6666666666666665,1.0,0
3.0,1,8,5,6,8,3,2.0,3.0,1
3.0,2,2,0,0,4,3,3.0,5.0,10
3.0,5,0,6,5,5,3,6.5,7.0,7
3.0,10,5,7,9,8,6,10.0,4.0,4
3.0,7,3,10,0,1,6,10.0,4.333333333333333,8
3.5,3,10,7,10,1,8,10.0,4.666666666666667,3
4.0,2,5,0,9,0,8,3.0,5.0,10
4.5,5,3,2,8,9,7,3.0,4.0,7
5.0,7,10,2,9,0,7,3.0,3.0,2
3.0,8,8,1,9,7,2,4.333333333333333,2.0,8
1.0,7,5,4,7,6,2,5.666666666666666,1.0,1
10.0,10,6,0,6,8,6,7.0,0.0,6
0.0,9,10,3,0,3,2,7.0,9.0,6
1.25,7,2,10,6,2,9,1.0,5.5,10
2.5,3,10,4,2,8,5,4.0,2.0,8
3.75,10,8,9,9,5,9,7.0,4.0,6
5.0,0,6,10,5,1,8,7.0,6.0,0
6.0,7,4,9,4,0,4,7.0,5.4,2
7.0,8,6,3,4,5,5,3.5,4.8,10
8.0,0,3,6,1,8,5,0.0,4.2,10
7.5,1,2,6,6,7,1,2.5,3.6,2
7.0,6,9,10,0,9,7,5.0,3.0,9
6.0,9,0,7,7,2,2,7.5,6.0,5
5.0,5,6,8,4,5,9,10.0,6.0,7
6.5,0,9,2,4,5,9,3.0,7.0,6
8.0,4,7,5,2,3,6,2.5,7.0,7
6.333333333333333,7,0,3,0,10,7,2.0,7.0,10
4.666666666666666,10,7,2,0,1,1,6.0,7.0,3
3.0,1,0,7,5,10,6,10.0,8.0,5
3.6666666666666665,6,5,6,9,8,10,1.0,4.5,4
4.333333333333333,3,4,0,8,6,8,2.0,1.0,6
5.0,3,8,4,8,7,10,0.0,2.8,9
9.0,6,2,8,6,0,3,7.0,4.6,8
4.0,8,2,6,9,5,8,5.666666666666667,6.4,7
2.0,1,1,7,1,6,0,4.333333333333334,8.2,8
6.0,6,0,9,2,9,1,3.0,10.0,3
9.0,0,3,8,8,0,3,5.333333333333334,8.0,2
7.5,6,0,9,7,10,7,7.666666666666667,6.0,3
6.0,1,10,1,3,6,5,10.0,4.0,4
0.0,6,4,8,10,10,1,1.0,2.0,6
0.8333333333333334,7,5,1,9,9,5,3.0,7.0,9
1.6666666666666667,4,0,5,8,4,3,0.0,6.5,2
2.5,10,4,1,1,1,9,0.0,6.0,0
3.3333333333333335,10,6,8,8,9,9,1.6666666666666667,8.0,10
4.166666666666667,7,2,7,8,6,7,3.3333333333333335,8.0,6
5.0,9,10,0,7,5,1,5.0,1.0,10
2.5,10,6,8,9,10,7,3.333333333333333,3.0,9
0.0,4,7,7,3,9,3,1.6666666666666665,5.0,10
4.0,10,4,2,1,7,9,0.0,7.0,5
5.0,5,9,5,3,3,1,1.5,6.6,1
6.0,5,2,3,7,6,3,3.0,6.2,10
7.0,4,1,2,7,4,5,3.5,5.8,4
