,0,1,2,3,4
0,7,3.0,0.0,3,2
1,2,1.0,,8,6
2,3,9.0,,4,4
3,2,,10.0,10,1
4,1,6.0,,10,4
5,10,6.0,,7,3
6,8,,,3,7
7,8,,4.0,1,1
8,2,,,4,2
9,0,,2.0,5,5
10,2,,3.0,3,4
11,5,,4.0,4,9
12,7,,1.0,7,3
13,3,,10.0,10,8
14,8,8.0,3.0,3,8
15,0,2.0,,7,9
16,1,8.0,,3,5
17,10,9.0,5.0,4,10
18,8,,,3,5
19,10,3.0,,6,1
20,7,2.0,9.0,5,10
21,6,,9.0,9,10
22,7,,,9,9
23,2,9.0,,4,8
24,6,,8.0,6,8
25,4,,,6,1
26,10,,,2,9
27,7,9.0,0.0,3,0
28,9,,9.0,3,10
29,0,,,3,2
30,1,,7.0,2,3
31,0,,2.0,9,7
32,10,,,1,3
33,2,,8.0,8,1
34,7,4.0,,10,7
35,8,,,3,9
36,2,,,6,6
37,8,4.0,3.0,9,0
38,2,2.0,,7,9
39,2,2.0,,10,5
40,7,4.0,,2,6
41,9,,10.0,9,10
42,3,,,2,2
43,1,0.0,0.0,9,8
44,2,9.0,6.0,3,6
45,8,3.0,,4,10
46,7,,7.0,3,3
47,1,10.0,3.0,3,3
48,0,,,6,7
49,1,2.0,3.0,1,5
50,1,,,10,5
51,5,,,0,7
52,0,,1.0,5,10
53,4,,2.0,2,8
54,1,10.0,5.0,7,4
55,3,,,5,0
56,1,,,7,3
57,6,,3.0,6,8
58,4,5.0,4.0,6,5
59,8,6.0,,2,2
60,2,10.0,,3,3
61,0,,,1,0
62,4,,2.0,4,10
63,5,,2.0,3,9
64,2,,,9,4
65,9,8.0,,1,10
66,0,3.0,,4,0
67,4,,1.0,4,10
68,9,,5.0,1,6
69,0,2.0,5.0,3,5
70,8,,,6,4
71,3,,6.0,10,6
72,10,,,9,0
73,3,9.0,6.0,10,0
74,1,2.0,,7,2
75,3,10.0,,0,6
76,1,1.0,,7,6
77,5,,4.0,1,3
78,7,,4.0,0,7
79,8,,3.0,8,10
80,8,1.0,,10,1
81,6,,4.0,3,8
82,6,,,4,8
83,1,,9.0,3,4
84,1,,,8,3
85,4,,9.0,3,4
86,0,0.0,6.0,7,0
87,8,9.0,,1,5
88,0,3.0,10.0,7,8
89,7,9.0,,8,3
90,5,,6.0,9,8
91,9,,,9,5
92,0,0.0,,10,3
93,5,9.0,,1,8
94,6,,,6,9
95,8,,,8,2
96,6,,,10,2
97,8,10.0,,1,6
98,9,,0.0,8,9
99,0,,5.0,2,6
100,0,4.0,6.0,10,6
101,2,5.0,,9,5
102,5,,9.0,7,4
103,1,10.0,,10,4
104,4,7.0,4.0,3,1
105,5,,6.0,10,7
106,4,3.0,,10,6
107,0,5.0,,5,5
108,9,7.0,10.0,3,8
109,10,,,7,8
110,1,,,6,9
111,2,,,5,6
112,7,,4.0,0,7
113,8,1.0,8.0,4,7
114,5,5.0,6.0,9,6
115,0,2.0,5.0,1,4
116,4,3.0,,10,9
117,8,,3.0,3,2
118,5,,7.0,9,5
119,3,10.0,,3,6
120,6,2.0,4.0,1,7
121,7,,,10,10
122,3,,4.0,8,3
123,7,,,6,2
124,4,10.0,9.0,4,3
125,7,7.0,0.0,10,7
126,0,,,8,9
127,6,9.0,,10,3
128,9,2.0,0.0,7,4
129,3,5.0,,8,2
130,4,,3.0,5,3
131,4,,,9,7
132,8,,4.0,0,10
133,10,0.0,3.0,1,9
134,8,5.0,,10,6
135,6,9.0,9.0,0,6
136,10,,8.0,2,3
137,4,2.0,,8,0
138,0,,8.0,7,0
139,7,5.0,,4,3
140,5,10.0,,5,8
141,2,3.0,8.0,5,9
142,6,10.0,,1,8
143,7,4.0,,3,8
144,5,6.0,,4,9
145,3,4.0,3.0,10,8
146,8,5.0,7.0,6,3
147,5,,6.0,7,5
148,10,4.0,,9,6
149,6,,,4,9
150,8,,,7,6
151,3,,,0,8
152,8,5.0,,5,1
153,1,5.0,2.0,6,5
154,10,,,9,1
155,9,,0.0,3,6
156,8,6.0,9.0,5,4
157,0,,5.0,3,2
158,0,0.0,4.0,10,7
159,10,10.0,6.0,3,2
160,3,,,0,1
161,10,9.0,1.0,9,2
162,4,0.0,1.0,3,4
163,10,2.0,2.0,4,5
164,1,0.0,2.0,10,7
165,2,4.0,,1,7
166,8,,7.0,7,2
167,6,4.0,6.0,1,5
168,0,2.0,,7,2
169,3,7.0,2.0,9,4
170,2,,0.0,8,8
171,10,9.0,0.0,7,9
172,8,,,8,0
173,9,4.0,,3,10
174,9,,,3,5
175,2,1.0,,6,5
176,1,,1.0,7,3
177,5,,1.0,4,4
178,6,,,4,1
179,9,,,6,0
180,8,,,0,5
181,3,,0.0,2,9
182,6,,,7,3
183,6,4.0,0.0,0,5
184,3,8.0,9.0,4,1
185,5,,,10,9
186,2,4.0,,7,5
187,0,,,10,3
188,2,,0.0,0,4
189,8,3.0,,2,3
190,8,,,9,1
191,3,,0.0,2,5
192,2,2.0,9.0,8,1
193,8,,,3,1
194,5,,,8,8
195,9,,3.0,8,6
196,4,,4.0,7,10
197,3,10.0,,3,5
198,2,3.0,,10,2
199,8,4.0,,0,5
200,6,,9.0,2,5
201,3,,7.0,10,8
202,3,6.0,1.0,0,1
203,8,,0.0,8,5
204,8,,,3,5
205,3,7.0,10.0,1,1
206,9,,7.0,7,3
207,8,,,5,6
208,0,,8.0,0,0
209,4,,,5,7
210,9,7.0,,10,10
211,3,,,2,3
212,0,,,10,8
213,9,8.0,9.0,0,3
214,3,6.0,9.0,3,4
215,1,,,1,6
216,0,,,8,1
217,10,8.0,,2,2
218,3,,,0,5
219,3,2.0,,7,0
220,3,9.0,1.0,8,3
221,4,9.0,6.0,2,4
222,6,0.0,,1,3
223,7,,,8,1
224,3,7.0,2.0,2,8
225,9,7.0,1.0,6,7
226,4,,7.0,5,2
227,8,,0.0,1,2
228,3,2.0,,4,0
229,3,,1.0,6,8
230,7,,4.0,7,1
231,7,10.0,10.0,4,3
232,8,,6.0,9,6
233,3,,,0,0
234,10,,,8,7
235,5,3.0,2.0,6,4
236,3,6.0,,0,2
237,6,,,0,7
238,9,9.0,,3,5
239,6,6.0,,2,9
240,3,2.0,8.0,7,1
241,8,7.0,,5,9
242,10,,9.0,4,9
243,2,5.0,5.0,4,1
244,7,,9.0,8,5
245,5,10.0,,7,0
246,5,2.0,3.0,9,1
247,7,8.0,,8,7
248,3,9.0,5.0,10,1
249,3,6.0,,7,6
250,3,,4.0,9,4
251,10,,,8,8
252,1,,,2,7
253,4,3.0,4.0,8,0
254,10,,,9,9
255,0,4.0,,0,3
256,0,7.0,9.0,8,7
257,5,1.0,2.0,6,2
258,8,,3.0,9,9
259,5,,1.0,2,5
260,9,7.0,,5,2
261,2,10.0,4.0,2,2
262,7,7.0,6.0,9,3
263,9,,0.0,3,7
264,8,10.0,3.0,0,2
265,4,4.0,2.0,8,2
266,3,,0.0,9,4
267,1,,1.0,3,9
268,9,,,8,8
269,1,10.0,8.0,4,5
270,5,1.0,,8,6
271,8,8.0,,9,10
272,2,,,6,2
273,6,,,7,6
274,3,,,6,6
275,1,8.0,4.0,6,0
276,6,,,3,0
277,9,,5.0,2,0
278,5,1.0,3.0,5,5
279,10,7.0,5.0,3,0
280,1,,,2,4
281,5,,,10,8
282,6,,5.0,7,5
283,4,,,0,1
284,2,,,1,1
285,7,,,6,10
286,1,9.0,3.0,5,4
287,4,,10.0,0,8
288,9,3.0,10.0,9,2
289,2,,4.0,0,6
290,0,7.0,,9,6
291,9,4.0,2.0,7,7
292,8,7.0,,1,0
293,1,8.0,,8,5
294,10,,2.0,0,9
295,5,,6.0,3,10
296,7,,5.0,6,8
297,1,,,8,6
298,7,,2.0,7,0
299,0,5.0,3.0,1,2
300,2,,,10,3
301,5,,7.0,3,3
302,9,0.0,4.0,0,3
303,1,2.0,9.0,9,1
304,5,7.0,10.0,6,2
305,4,,,3,9
306,8,,3.0,7,8
307,5,7.0,5.0,5,5
308,0,4.0,,4,10
309,10,,9.0,4,7
310,9,9.0,,6,6
311,9,1.0,3.0,7,8
312,5,,,5,0
313,5,,0.0,1,9
314,9,5.0,3.0,3,6
315,5,6.0,,5,0
316,2,,1.0,5,6
317,3,1.0,6.0,7,8
318,0,8.0,,9,4
319,7,,,5,2
320,8,10.0,10.0,6,9
321,7,1.0,,7,9
322,0,,9.0,2,10
323,7,4.0,10.0,6,3
324,10,,0.0,2,5
325,7,,7.0,3,7
326,9,7.0,,4,10
327,0,10.0,,8,5
328,5,,5.0,7,1
329,6,3.0,,3,7
330,10,,4.0,10,7
331,10,,,1,4
332,10,,7.0,9,9
333,3,,,3,5
334,9,6.0,5.0,3,0
335,9,10.0,8.0,9,3
336,4,,9.0,3,3
337,6,6.0,2.0,7,3
338,5,,,9,8
339,10,,,4,2
340,0,,,4,5
341,7,,0.0,10,4
342,5,8.0,2.0,6,2
343,4,9.0,,6,4
344,7,9.0,,9,6
345,9,2.0,,10,7
346,6,5.0,,5,8
347,4,,9.0,0,3
348,3,,3.0,5,3
349,5,,,1,5
350,1,4.0,3.0,0,4
351,6,0.0,,2,10
352,10,,,2,3
353,10,,,4,3
354,5,,,6,8
355,6,6.0,2.0,9,1
356,8,1.0,,5,0
357,4,8.0,,0,9
358,2,1.0,7.0,6,5
359,9,,,8,2
360,7,,7.0,2,3
361,8,9.0,0.0,7,5
362,5,,9.0,1,2
363,5,,,6,5
364,3,4.0,5.0,10,6
365,4,8.0,,6,10
366,9,1.0,7.0,1,9
367,10,9.0,,9,8
368,8,,,4,2
369,3,,,8,10
370,7,5.0,,6,3
371,9,,,2,4
372,1,,2.0,3,10
373,5,,3.0,2,4
374,5,6.0,,3,8
375,9,9.0,7.0,4,8
376,5,8.0,,7,10
377,4,1.0,,6,4
378,9,0.0,8.0,1,8
379,6,,,2,5
380,5,0.0,1.0,6,3
381,1,6.0,5.0,10,9
382,3,9.0,,6,5
383,7,,,5,4
384,4,,3.0,7,7
385,2,4.0,2.0,10,2
386,1,3.0,3.0,3,10
387,9,10.0,1.0,7,3
388,5,1.0,,5,6
389,6,3.0,,6,6
390,6,,,3,4
391,1,,,7,5
392,7,,,7,2
393,4,,7.0,4,8
394,0,10.0,,0,3
395,2,,,2,8
396,8,10.0,5.0,0,3
397,3,0.0,,7,4
398,9,,10.0,8,5
399,8,,,0,5
400,0,2.0,,7,1
401,0,4.0,,9,6
402,8,6.0,,9,8
403,10,8.0,3.0,10,2
404,6,10.0,,1,8
405,8,,,6,2
406,9,,,8,7
407,0,,,10,2
408,8,4.0,4.0,5,10
409,8,,,10,10
410,9,,5.0,2,0
411,10,7.0,5.0,8,10
412,7,,,0,3
413,0,,3.0,4,10
414,6,,3.0,10,7
415,3,0.0,,6,6
416,6,,,1,1
417,10,2.0,,10,1
418,3,5.0,7.0,10,10
419,10,,2.0,4,4
420,8,10.0,0.0,2,5
421,5,,,8,9
422,8,3.0,1.0,2,9
423,6,,,0,10
424,3,2.0,,8,3
425,7,,,8,1
426,8,4.0,,6,8
427,4,,,10,4
428,10,0.0,,1,3
429,5,,,4,3
430,2,,,6,1
431,4,3.0,,1,0
432,4,1.0,,2,7
433,0,7.0,7.0,10,4
434,9,4.0,7.0,9,2
435,6,3.0,,5,3
436,1,,9.0,0,5
437,4,5.0,1.0,1,4
438,10,,,4,5
439,2,,,1,0
440,3,,2.0,9,2
441,9,,0.0,9,5
442,6,10.0,,9,10
443,1,7.0,0.0,4,2
444,1,0.0,3.0,9,4
445,5,10.0,,8,1
446,10,,10.0,1,6
447,0,4.0,7.0,9,9
448,7,8.0,2.0,1,5
449,0,,,4,10
450,5,,,5,7
451,1,,,3,5
