,0,1,2,3,4
0,3,8,10,7,8
1,5,2,5,6,2
2,2,7,3,8,5
3,3,8,3,2,3
4,6,6,9,4,7
5,5,8,10,9,2
6,10,6,5,5,2
7,1,2,4,3,3
8,0,3,5,9,7
9,0,6,2,9,1
10,5,3,7,7,10
11,8,0,6,8,0
12,6,5,10,6,10
13,6,8,10,4,0
14,8,6,1,3,2
15,4,4,3,10,4
16,7,9,3,7,8
17,7,9,2,4,7
18,2,0,8,3,5
19,1,6,10,9,2
20,10,6,5,5,0
21,6,9,3,1,10
22,10,0,3,1,5
23,7,1,2,1,8
24,5,7,1,8,2
25,4,6,8,9,3
26,5,2,3,9,4
27,2,5,5,5,1
28,10,4,5,4,8
29,10,6,7,2,5
30,10,8,1,4,2
31,2,2,8,8,10
32,2,5,5,7,0
33,1,4,5,1,3
34,5,8,8,7,6
35,9,1,5,4,4
36,6,10,8,3,1
37,6,2,2,7,2
38,4,6,3,7,8
39,8,2,4,5,7
40,7,9,9,8,3
41,9,10,1,2,5
42,1,8,0,2,10
43,4,7,7,1,9
44,6,1,6,6,6
45,9,4,9,9,1
46,9,10,1,6,5
47,9,7,9,7,8
48,3,4,8,9,7
49,4,8,4,9,6
50,8,6,8,10,4
51,5,6,8,0,8
52,7,4,8,1,7
53,8,0,3,10,8
54,1,8,1,4,4
55,2,9,8,3,6
56,1,4,7,7,3
57,4,2,7,0,9
58,9,10,1,4,2
59,0,5,4,6,7
60,5,7,5,2,8
61,4,5,1,4,4
62,10,2,10,4,9
63,8,4,4,9,5
64,9,6,6,1,1
65,3,3,7,10,1
66,4,4,3,10,7
67,8,5,2,7,6
68,9,2,3,2,3
69,6,10,10,4,3
70,1,1,3,4,10
71,3,9,3,9,5
72,0,9,5,0,6
73,2,7,1,1,10
74,3,7,2,1,10
75,3,10,1,10,9
76,0,8,3,8,2
77,0,9,4,6,6
78,9,5,4,8,4
79,5,1,5,2,10
80,3,1,0,0,4
81,10,1,4,0,10
82,2,5,4,3,6
83,5,5,9,3,1
84,10,3,3,2,7
85,0,9,5,7,6
86,3,2,7,0,9
87,4,5,1,2,10
88,1,10,1,2,5
89,0,10,4,7,9
90,10,5,7,2,0
91,5,6,2,0,7
92,10,5,0,10,4
93,5,2,2,10,0
94,2,7,0,0,9
95,6,2,2,2,1
96,5,2,2,6,5
97,8,6,5,1,5
98,8,6,4,0,8
99,10,9,5,5,2
100,6,3,5,9,1
101,6,3,5,10,0
102,3,5,6,4,5
103,1,2,10,10,9
104,3,4,9,6,7
105,9,9,8,2,4
106,2,9,1,4,0
107,3,7,4,8,4
108,10,9,0,3,9
109,2,7,0,3,3
110,9,6,1,7,8
111,4,10,0,5,4
112,0,3,2,5,0
113,8,8,1,0,9
114,6,0,3,1,10
115,3,5,0,5,4
116,6,0,2,6,4
117,9,3,8,0,4
118,0,3,1,5,5
119,3,2,4,2,1
120,1,8,1,2,6
121,7,6,6,5,7
122,4,6,0,5,3
123,8,7,9,0,6
124,6,1,2,1,7
125,4,0,4,0,1
126,4,6,8,5,4
127,8,7,3,2,8
128,1,0,8,10,9
129,7,1,4,7,1
130,9,5,9,4,0
131,3,5,6,0,0
132,2,7,0,0,5
133,9,0,0,7,9
134,5,8,10,3,1
135,0,3,10,8,5
136,10,0,4,10,0
137,9,1,10,9,7
138,9,10,10,2,1
139,2,3,4,7,4
140,6,9,5,10,9
141,10,9,2,7,9
142,3,0,10,9,1
143,5,7,2,6,4
144,10,9,1,3,5
145,8,6,9,9,6
146,6,2,8,2,4
147,7,9,4,7,6
148,4,0,5,4,10
149,1,6,7,5,0
150,3,4,1,5,10
151,6,3,4,5,3
152,4,2,0,10,7
153,6,7,6,10,6
154,3,2,8,6,9
155,5,7,9,8,1
156,2,0,5,9,4
157,8,8,3,9,6
158,9,6,10,6,0
159,6,8,2,5,1
160,6,7,5,3,1
161,8,1,3,3,8
162,8,1,10,8,3
163,9,2,8,1,3
164,2,4,2,5,1
165,3,8,9,6,5
166,2,10,6,2,1
167,2,7,2,5,2
168,3,1,1,3,2
169,0,9,3,0,0
170,8,3,3,10,0
171,9,0,4,7,3
172,6,8,10,1,0
173,4,9,5,10,10
174,7,8,6,3,0
175,2,3,8,4,10
176,9,6,2,3,5
177,3,2,7,7,7
178,9,10,5,1,8
179,2,1,4,6,7
180,9,10,0,6,4
181,9,6,9,9,1
182,7,3,2,0,3
183,2,6,10,2,9
184,8,9,10,0,8
185,3,8,6,10,3
186,6,5,2,6,3
187,6,2,6,8,3
188,9,10,8,0,5
189,4,6,5,4,9
190,6,4,1,3,10
191,2,0,7,8,0
192,9,6,8,1,1
193,1,10,8,5,9
194,6,4,1,5,0
