0,1,2,3,4
7,3.0,0.0,3,2
2,1.0,3.3333333333333335,8,6
3,9.0,6.666666666666667,4,4
2,7.5,10.0,10,1
1,6.0,8.5,10,4
10,6.0,7.0,7,3
8,6.222222222222222,5.5,3,7
8,6.444444444444445,4.0,1,1
2,6.666666666666667,3.0,4,2
0,6.888888888888889,2.0,5,5
2,7.111111111111111,3.0,3,4
5,7.333333333333333,4.0,4,9
7,7.555555555555555,1.0,7,3
3,7.777777777777778,10.0,10,8
8,8.0,3.0,3,8
0,2.0,3.6666666666666665,7,9
1,8.0,4.333333333333333,3,5
10,9.0,5.0,4,10
8,6.0,6.333333333333333,3,5
10,3.0,7.666666666666666,6,1
7,2.0,9.0,5,10
6,4.333333333333334,9.0,9,10
7,6.666666666666667,8.666666666666666,9,9
2,9.0,8.333333333333334,4,8
6,9.0,8.0,6,8
4,9.0,5.333333333333334,6,1
10,9.0,2.666666666666667,2,9
7,9.0,0.0,3,0
9,8.285714285714286,9.0,3,10
0,7.571428571428571,8.0,3,2
1,6.857142857142858,7.0,2,3
0,6.142857142857142,2.0,9,7
10,5.428571428571429,5.0,1,3
2,4.714285714285714,8.0,8,1
7,4.0,6.75,10,7
8,4.0,5.5,3,9
2,4.0,4.25,6,6
8,4.0,3.0,9,0
2,2.0,4.75,7,9
2,2.0,6.5,10,5
7,4.0,8.25,2,6
9,2.666666666666667,10.0,9,10
3,1.3333333333333335,5.0,2,2
1,0.0,0.0,9,8
2,9.0,6.0,3,6
8,3.0,6.5,4,10
7,6.5,7.0,3,3
1,10.0,3.0,3,3
0,6.0,3.0,6,7
1,2.0,3.0,1,5
1,3.6,2.3333333333333335,10,5
5,5.2,1.6666666666666667,0,7
0,6.800000000000001,1.0,5,10
4,8.4,2.0,2,8
1,10.0,5.0,7,4
3,8.75,4.333333333333333,5,0
1,7.5,3.666666666666667,7,3
6,6.25,3.0,6,8
4,5.0,4.0,6,5
8,6.0,3.5,2,2
2,10.0,3.0,3,3
0,9.6,2.5,1,0
4,9.2,2.0,4,10
5,8.8,2.0,3,9
2,8.4,1.75,9,4
9,8.0,1.5,1,10
0,3.0,1.25,4,0
4,2.6666666666666665,1.0,4,10
9,2.3333333333333335,5.0,1,6
0,2.0,5.0,3,5
8,3.75,5.5,6,4
3,5.5,6.0,10,6
10,7.25,6.0,9,0
3,9.0,6.0,10,0
1,2.0,5.5,7,2
3,10.0,5.0,0,6
1,1.0,4.5,7,6
5,1.0,4.0,1,3
7,1.0,4.0,0,7
8,1.0,3.0,8,10
8,1.0,3.5,10,1
6,0.8333333333333334,4.0,3,8
6,0.6666666666666667,6.5,4,8
1,0.5,9.0,3,4
1,0.33333333333333337,9.0,8,3
4,0.16666666666666674,9.0,3,4
0,0.0,6.0,7,0
8,9.0,8.0,1,5
0,3.0,10.0,7,8
7,9.0,8.0,8,3
5,6.0,6.0,9,8
9,3.0,5.25,9,5
0,0.0,4.5,10,3
5,9.0,3.75,1,8
6,9.25,3.0,6,9
8,9.5,2.25,8,2
6,9.75,1.5,10,2
8,10.0,0.75,1,6
9,8.0,0.0,8,9
0,6.0,5.0,2,6
0,4.0,6.0,10,6
2,5.0,7.5,9,5
5,7.5,9.0,7,4
1,10.0,6.5,10,4
4,7.0,4.0,3,1
5,5.0,6.0,10,7
4,3.0,7.333333333333333,10,6
0,5.0,8.666666666666666,5,5
9,7.0,10.0,3,8
10,5.8,8.5,7,8
1,4.6,7.0,6,9
2,3.4000000000000004,5.5,5,6
7,2.2,4.0,0,7
8,1.0,8.0,4,7
5,5.0,6.0,9,6
0,2.0,5.0,1,4
4,3.0,4.0,10,9
8,5.333333333333334,3.0,3,2
5,7.666666666666667,7.0,9,5
3,10.0,5.5,3,6
6,2.0,4.0,1,7
7,4.0,4.0,10,10
3,6.0,4.0,8,3
7,8.0,6.5,6,2
4,10.0,9.0,4,3
7,7.0,0.0,10,7
0,8.0,0.0,8,9
6,9.0,0.0,10,3
9,2.0,0.0,7,4
3,5.0,1.5,8,2
4,3.75,3.0,5,3
4,2.5,3.5,9,7
8,1.25,4.0,0,10
10,0.0,3.0,1,9
8,5.0,6.0,10,6
6,9.0,9.0,0,6
10,5.5,8.0,2,3
4,2.0,8.0,8,0
0,3.5,8.0,7,0
7,5.0,8.0,4,3
5,10.0,8.0,5,8
2,3.0,8.0,5,9
6,10.0,6.75,1,8
7,4.0,5.5,3,8
5,6.0,4.25,4,9
3,4.0,3.0,10,8
8,5.0,7.0,6,3
5,4.5,6.0,7,5
10,4.0,5.333333333333333,9,6
6,4.25,4.666666666666667,4,9
8,4.5,4.0,7,6
3,4.75,3.3333333333333335,0,8
8,5.0,2.666666666666667,5,1
1,5.0,2.0,6,5
10,5.333333333333333,1.0,9,1
9,5.666666666666667,0.0,3,6
8,6.0,9.0,5,4
0,3.0,5.0,3,2
0,0.0,4.0,10,7
10,10.0,6.0,3,2
3,9.5,3.5,0,1
10,9.0,1.0,9,2
4,0.0,1.0,3,4
10,2.0,2.0,4,5
1,0.0,2.0,10,7
2,4.0,4.5,1,7
8,4.0,7.0,7,2
6,4.0,6.0,1,5
0,2.0,4.0,7,2
3,7.0,2.0,9,4
2,8.0,0.0,8,8
10,9.0,0.0,7,9
8,6.5,0.2,8,0
9,4.0,0.4,3,10
9,2.5,0.6000000000000001,3,5
2,1.0,0.8,6,5
1,1.375,1.0,7,3
5,1.75,1.0,4,4
6,2.125,0.75,4,1
9,2.5,0.5,6,0
8,2.875,0.25,0,5
3,3.25,0.0,2,9
6,3.625,0.0,7,3
6,4.0,0.0,0,5
3,8.0,9.0,4,1
5,6.0,6.75,10,9
2,4.0,4.5,7,5
0,3.6666666666666665,2.25,10,3
2,3.3333333333333335,0.0,0,4
8,3.0,0.0,2,3
8,2.6666666666666665,0.0,9,1
3,2.3333333333333335,0.0,2,5
2,2.0,9.0,8,1
8,3.6,7.0,3,1
5,5.2,5.0,8,8
9,6.800000000000001,3.0,8,6
4,8.4,4.0,7,10
3,10.0,5.25,3,5
2,3.0,6.5,10,2
8,4.0,7.75,0,5
6,4.666666666666667,9.0,2,5
3,5.333333333333333,7.0,10,8
3,6.0,1.0,0,1
8,6.333333333333333,0.0,8,5
8,6.666666666666667,5.0,3,5
3,7.0,10.0,1,1
9,7.0,7.0,7,3
8,7.0,7.5,5,6
0,7.0,8.0,0,0
4,7.0,8.2,5,7
9,7.0,8.4,10,10
3,7.333333333333333,8.6,2,3
0,7.666666666666667,8.8,10,8
9,8.0,9.0,0,3
3,6.0,9.0,3,4
1,6.666666666666667,7.666666666666667,1,6
0,7.333333333333333,6.333333333333334,8,1
10,8.0,5.0,2,2
3,5.0,3.666666666666667,0,5
3,2.0,2.333333333333334,7,0
3,9.0,1.0,8,3
4,9.0,6.0,2,4
6,0.0,4.666666666666667,1,3
7,3.5,3.3333333333333335,8,1
3,7.0,2.0,2,8
9,7.0,1.0,6,7
4,5.333333333333333,7.0,5,2
8,3.6666666666666665,0.0,1,2
3,2.0,0.5,4,0
3,4.666666666666666,1.0,6,8
7,7.333333333333333,4.0,7,1
7,10.0,10.0,4,3
8,8.25,6.0,9,6
3,6.5,4.666666666666667,0,0
10,4.75,3.3333333333333335,8,7
5,3.0,2.0,6,4
3,6.0,3.2,0,2
6,7.5,4.4,0,7
9,9.0,5.6,3,5
6,6.0,6.8,2,9
3,2.0,8.0,7,1
8,7.0,8.5,5,9
10,6.0,9.0,4,9
2,5.0,5.0,4,1
7,7.5,9.0,8,5
5,10.0,6.0,7,0
5,2.0,3.0,9,1
7,8.0,4.0,8,7
3,9.0,5.0,10,1
3,6.0,4.5,7,6
3,5.25,4.0,9,4
10,4.5,4.0,8,8
1,3.75,4.0,2,7
4,3.0,4.0,8,0
10,3.5,5.666666666666667,9,9
0,4.0,7.333333333333334,0,3
0,7.0,9.0,8,7
5,1.0,2.0,6,2
8,3.0,3.0,9,9
5,5.0,1.0,2,5
9,7.0,2.5,5,2
2,10.0,4.0,2,2
7,7.0,6.0,9,3
9,8.5,0.0,3,7
8,10.0,3.0,0,2
4,4.0,2.0,8,2
3,5.5,0.0,9,4
1,7.0,1.0,3,9
9,8.5,4.5,8,8
1,10.0,8.0,4,5
5,1.0,7.333333333333333,8,6
8,8.0,6.666666666666667,9,10
2,8.0,6.0,6,2
6,8.0,5.333333333333334,7,6
3,8.0,4.666666666666667,6,6
1,8.0,4.0,6,0
6,5.666666666666666,4.5,3,0
9,3.333333333333333,5.0,2,0
5,1.0,3.0,5,5
10,7.0,5.0,3,0
1,7.285714285714286,5.0,2,4
5,7.571428571428571,5.0,10,8
6,7.857142857142857,5.0,7,5
4,8.142857142857142,4.5,0,1
2,8.428571428571429,4.0,1,1
7,8.714285714285714,3.5,6,10
1,9.0,3.0,5,4
4,6.0,10.0,0,8
9,3.0,10.0,9,2
2,5.0,4.0,0,6
0,7.0,3.0,9,6
9,4.0,2.0,7,7
8,7.0,2.0,1,0
1,8.0,2.0,8,5
10,7.5,2.0,0,9
5,7.0,6.0,3,10
7,6.5,5.0,6,8
1,6.0,3.5,8,6
7,5.5,2.0,7,0
0,5.0,3.0,1,2
