,0,1,2,3,4,5
0,0,5,0,1,8,1
1,8,6,4,6,2,4
2,1,7,9,2,4,6
3,0,5,7,10,6,2
4,2,6,9,5,5,4
5,6,1,2,8,2,3
6,5,10,4,6,1,10
7,4,2,1,7,0,8
8,0,6,8,9,7,10
9,7,8,7,9,0,6
10,3,3,2,1,8,3
11,5,6,8,3,0,8
12,5,5,10,10,0,6
13,4,8,3,1,4,5
14,5,4,7,7,10,3
15,5,8,0,2,2,1
16,3,10,7,9,7,9
17,3,3,1,9,7,3
18,3,1,4,2,3,5
19,8,6,5,10,9,8
20,8,0,10,0,0,5
21,10,3,2,0,5,10
22,3,7,4,2,5,5
23,4,0,2,2,9,2
24,2,6,6,4,5,6
25,7,5,4,2,4,6
26,5,3,7,0,3,7
27,5,1,7,9,6,4
28,4,10,6,6,7,1
29,2,3,7,4,1,10
30,4,5,10,7,5,10
31,6,8,2,4,8,3
32,5,3,9,6,4,0
33,6,1,4,4,0,3
34,0,7,7,3,2,8
35,1,9,0,2,10,1
36,1,2,8,10,4,1
37,8,4,5,0,10,4
38,7,8,1,8,8,9
39,5,4,10,8,5,1
40,1,2,7,8,4,2
41,2,7,0,9,6,8
42,6,8,9,8,3,8
43,10,6,1,7,2,3
44,5,4,6,9,3,4
45,0,3,4,6,7,6
46,9,3,4,10,1,9
47,4,6,8,6,5,3
48,8,1,4,10,9,6
49,9,8,1,10,7,7
50,6,4,7,9,9,0
51,7,2,1,0,9,8
52,10,10,3,3,6,8
53,1,7,5,2,6,2
54,6,9,10,9,8,10
55,4,3,7,4,4,4
56,4,6,0,8,0,6
57,10,6,0,3,0,2
58,6,10,1,9,10,7
59,6,7,3,7,0,8
60,9,10,4,8,5,2
61,1,3,9,0,10,8
62,0,0,2,3,0,5
63,0,3,6,0,5,10
64,4,8,9,6,2,0
65,6,7,10,2,8,5
66,10,9,5,6,5,1
67,6,7,1,5,9,1
68,10,4,3,0,5,7
69,6,2,8,2,8,5
70,5,8,6,0,10,2
71,6,10,7,2,1,9
72,5,0,1,9,9,0
73,4,6,1,6,1,6
74,5,4,8,9,6,8
75,10,1,7,5,7,3
76,7,0,7,8,1,5
77,9,1,7,4,2,4
78,3,7,7,4,8,6
79,5,4,5,1,9,9
80,2,6,10,3,2,4
81,4,9,3,0,4,6
82,7,10,3,3,3,6
83,6,1,5,8,3,9
84,10,4,8,10,2,2
85,2,6,6,5,7,9
86,7,9,7,6,10,3
87,7,3,7,10,1,6
88,7,8,0,7,5,10
89,7,0,4,2,6,1
90,5,2,7,5,1,10
91,2,0,7,5,8,0
92,7,2,10,8,8,2
93,9,6,1,1,10,8
94,8,7,10,9,8,4
