0,1,2,3,4,5,6,7
6,1,3,4,0,39,8,10
6,3,0,1,0,96,7,10
3,9,9,4,8,72,0,10
3,10,10,3,9,62,5,10
2,3,7,9,9,4,0,10
1,8,8,5,7,47,1,10
10,2,1,9,1,31,5,3
4,6,4,4,10,83,3,10
2,3,7,3,3,21,6,10
0,3,4,8,9,71,8,10
6,0,4,1,9,56,6,6
1,7,10,7,0,53,9,10
2,8,6,6,8,70,1,10
1,8,8,10,10,49,7,10
1,2,8,0,6,14,10,10
2,6,9,1,4,61,6,10
1,9,3,5,1,67,6,10
7,1,5,7,8,82,2,10
8,5,7,1,2,52,6,10
10,0,4,10,10,28,2,10
0,9,0,7,1,61,8,10
4,4,1,5,6,46,8,10
4,9,5,2,10,9,2,10
8,9,7,5,4,20,8,10
9,1,1,7,7,67,1,10
4,9,1,7,9,56,5,10
0,1,5,0,2,32,8,10
7,3,1,2,8,79,9,10
5,2,5,3,3,6,6,1
10,3,4,10,10,83,9,10
6,6,9,1,6,4,6,10
10,10,5,10,0,80,3,10
1,2,10,1,5,44,4,10
3,6,2,5,4,26,4,10
3,5,10,6,1,79,10,10
7,10,3,9,1,93,5,10
9,7,6,9,5,78,2,9
0,1,5,8,8,20,4,10
1,4,1,3,0,24,3,10
1,5,6,6,5,8,1,10
7,1,3,7,8,19,9,10
1,4,8,6,0,78,3,10
6,0,0,2,6,50,7,10
6,5,3,1,2,27,0,10
2,0,1,6,9,82,4,10
0,7,0,8,6,77,4,10
5,9,5,2,2,88,8,10
5,7,10,8,3,21,3,6
0,8,1,8,6,1,7,10
5,8,9,1,7,89,1,10
10,7,8,8,5,55,9,10
2,4,0,3,4,23,9,10
3,8,6,3,10,88,2,10
4,2,10,10,7,41,2,10
0,8,5,9,9,1,6,10
5,5,6,7,7,4,6,10
3,4,0,10,3,86,1,10
1,9,10,6,9,4,7,10
7,1,2,9,2,78,10,10
0,7,4,1,5,90,6,10
7,6,4,7,8,84,1,10
1,7,2,5,1,6,9,10
4,1,1,5,10,53,8,10
1,7,7,1,2,44,8,10
6,8,2,3,10,93,7,10
3,3,9,1,10,89,8,10
6,10,4,3,3,39,4,10
7,9,6,10,8,13,5,10
10,4,3,5,2,56,6,10
7,8,8,0,2,94,9,0
9,9,9,10,5,62,9,1
7,6,3,4,3,35,9,10
0,0,0,2,8,86,9,8
5,4,9,2,1,73,8,6
3,4,9,9,7,89,10,10
6,1,10,5,1,41,7,10
8,6,8,2,6,95,5,10
6,6,10,1,6,11,1,10
7,2,0,2,1,11,0,10
6,3,0,5,0,79,6,10
4,6,3,9,2,8,4,10
3,8,7,0,1,43,9,4
7,5,2,5,10,39,9,10
9,5,5,8,4,62,0,10
6,0,6,10,6,12,5,10
8,4,4,5,1,51,3,8
6,1,10,0,0,28,3,10
2,4,4,6,4,97,9,10
9,10,4,8,3,12,3,10
1,5,6,1,1,96,2,10
5,1,9,8,6,4,9,4
3,5,1,7,1,10,8,10
1,10,7,8,8,81,10,10
9,3,1,8,0,84,8,1
0,9,3,8,7,7,2,10
9,7,7,4,7,23,7,10
0,4,2,9,8,96,4,1
1,2,5,2,2,32,10,10
0,9,3,8,4,18,1,10
8,6,1,1,5,35,4,8
4,4,1,8,4,5,9,6
8,7,8,4,1,61,1,10
3,2,3,1,8,12,3,10
8,10,4,4,2,42,1,0
3,1,10,0,2,89,10,10
1,10,9,1,0,85,4,10
6,6,6,5,0,41,2,10
6,1,10,6,2,49,2,8
2,4,1,5,2,92,4,10
2,4,0,1,2,18,8,10
7,1,3,10,1,26,4,10
2,3,4,5,8,64,10,10
6,10,0,2,0,9,7,10
0,0,6,8,3,71,3,10
10,10,6,2,0,1,8,10
8,4,0,7,1,23,1,10
9,10,0,4,0,41,10,10
3,4,5,5,5,28,1,10
5,8,9,7,8,45,6,10
7,5,5,0,10,25,5,10
1,4,3,2,3,88,8,10
4,8,0,0,8,74,0,9
0,0,2,6,3,47,5,10
3,7,10,1,9,45,9,10
2,1,10,7,7,84,8,10
0,10,3,7,0,20,7,10
3,2,1,1,6,22,10,10
8,9,3,1,6,5,0,10
1,3,10,7,3,94,1,10
9,9,4,10,0,79,5,10
7,7,8,2,5,86,2,10
3,7,6,6,6,96,1,10
3,10,10,3,6,74,2,10
10,2,9,10,6,31,2,10
0,3,1,2,5,26,8,10
7,4,8,6,8,33,10,10
3,1,3,7,7,26,6,10
7,7,5,4,3,75,2,7
4,4,9,8,10,34,8,10
8,2,2,8,1,97,10,10
3,8,10,0,6,18,1,10
0,3,9,3,7,24,1,10
4,10,1,0,1,7,3,0
7,10,7,4,0,70,2,10
3,2,6,5,4,89,7,10
5,4,9,9,2,12,6,10
9,9,9,5,7,48,2,10
3,7,5,5,8,9,5,10
1,8,2,7,3,87,8,10
5,0,2,5,4,69,6,10
8,0,3,6,10,25,1,10
5,10,5,3,1,36,8,10
7,0,7,0,9,61,4,6
9,10,0,0,3,37,9,10
10,10,10,4,5,95,6,10
4,10,1,6,6,16,9,9
