,0,1,2,3,4,5,6,7
0,6,1,3,4,0,39,8,46
1,6,3,0,1,0,96,7,13
2,3,9,9,4,8,72,0,83
3,3,10,10,3,9,62,5,21
4,2,3,7,9,9,4,0,52
5,1,8,8,5,7,47,1,100
6,10,2,1,9,1,31,5,3
7,4,6,4,4,10,83,3,64
8,2,3,7,3,3,21,6,100
9,0,3,4,8,9,71,8,31
10,6,0,4,1,9,56,6,6
11,1,7,10,7,0,53,9,24
12,2,8,6,6,8,70,1,79
13,1,8,8,10,10,49,7,72
14,1,2,8,0,6,14,10,69
15,2,6,9,1,4,61,6,84
16,1,9,3,5,1,67,6,73
17,7,1,5,7,8,82,2,36
18,8,5,7,1,2,52,6,88
19,10,0,4,10,10,28,2,82
20,0,9,0,7,1,61,8,95
21,4,4,1,5,6,46,8,74
22,4,9,5,2,10,9,2,49
23,8,9,7,5,4,20,8,27
24,9,1,1,7,7,67,1,73
25,4,9,1,7,9,56,5,62
26,0,1,5,0,2,32,8,84
27,7,3,1,2,8,79,9,23
28,5,2,5,3,3,6,6,1
29,10,3,4,10,10,83,9,89
30,6,6,9,1,6,4,6,41
31,10,10,5,10,0,80,3,97
32,1,2,10,1,5,44,4,29
33,3,6,2,5,4,26,4,89
34,3,5,10,6,1,79,10,11
35,7,10,3,9,1,93,5,20
36,9,7,6,9,5,78,2,9
37,0,1,5,8,8,20,4,13
38,1,4,1,3,0,24,3,65
39,1,5,6,6,5,8,1,49
40,7,1,3,7,8,19,9,61
41,1,4,8,6,0,78,3,25
42,6,0,0,2,6,50,7,54
43,6,5,3,1,2,27,0,61
44,2,0,1,6,9,82,4,59
45,0,7,0,8,6,77,4,83
46,5,9,5,2,2,88,8,54
47,5,7,10,8,3,21,3,6
48,0,8,1,8,6,1,7,15
49,5,8,9,1,7,89,1,87
50,10,7,8,8,5,55,9,96
51,2,4,0,3,4,23,9,89
52,3,8,6,3,10,88,2,52
53,4,2,10,10,7,41,2,90
54,0,8,5,9,9,1,6,78
55,5,5,6,7,7,4,6,77
56,3,4,0,10,3,86,1,65
57,1,9,10,6,9,4,7,19
58,7,1,2,9,2,78,10,20
59,0,7,4,1,5,90,6,26
60,7,6,4,7,8,84,1,69
61,1,7,2,5,1,6,9,52
62,4,1,1,5,10,53,8,79
63,1,7,7,1,2,44,8,84
64,6,8,2,3,10,93,7,21
65,3,3,9,1,10,89,8,17
66,6,10,4,3,3,39,4,91
67,7,9,6,10,8,13,5,81
68,10,4,3,5,2,56,6,98
69,7,8,8,0,2,94,9,0
70,9,9,9,10,5,62,9,1
71,7,6,3,4,3,35,9,74
72,0,0,0,2,8,86,9,8
73,5,4,9,2,1,73,8,6
74,3,4,9,9,7,89,10,39
75,6,1,10,5,1,41,7,93
76,8,6,8,2,6,95,5,79
77,6,6,10,1,6,11,1,75
