,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,9,7.0,,,,6.0,,5,5,3,,,,5,4.0
1,10,,,,,,,7,10,5,,,,6,
2,2,,,5.0,,,,0,10,5,,5.0,,10,
3,2,,,,,,,9,7,3,,,,9,
4,9,,,,8.0,,,5,1,7,,,,2,
5,10,,,,,3.0,,6,3,6,,,,2,
6,8,,,,,,,3,10,9,,,,8,
7,6,,,,,,,8,3,10,,,,7,
8,10,,,,,,,2,0,3,,,,4,
9,0,,7.0,,,4.0,,6,1,8,,,,2,
10,2,,5.0,,,,,1,4,4,,,,1,
11,7,,,,,,,10,6,10,,,,7,
12,3,,,,,,,9,10,0,,6.0,,8,
13,8,,1.0,,,,,6,10,4,,,,8,
14,8,,,,,,,9,2,9,,8.0,10.0,7,0.0
15,5,,,,,,7.0,10,8,10,,8.0,,0,
16,6,,3.0,,,,,9,3,9,,,4.0,9,
17,8,,3.0,,,8.0,,4,4,1,,,,2,
18,6,,,,3.0,,,1,8,1,,,,3,
19,3,,,,,,,2,3,5,,,,10,
20,9,,,,,,,6,9,3,,,,6,
21,10,,,,,0.0,,1,0,10,,,,10,
22,1,3.0,,,,,,4,10,2,,3.0,,3,
23,6,,,,,,,1,1,1,,,,0,
24,8,,,,,,,10,2,9,4.0,,,8,
25,3,,,,,,,4,9,0,,,,3,
26,4,,,,2.0,,,10,1,2,,,,9,
27,4,,,,,3.0,,0,1,2,,,,3,
28,8,,,,,,,4,9,6,5.0,,,8,
29,2,,,,,,,0,6,6,,,,1,
30,8,10.0,,,,,,7,6,3,,,,5,
31,9,,,,,,,4,6,9,,,,0,
32,2,,,,,,,2,10,10,,,,2,
33,1,,,,,,,9,6,1,,,,0,
34,1,,,,,,,5,10,0,,,,0,
35,6,3.0,,,,,3.0,8,0,9,,,,9,
36,9,0.0,,,,2.0,,0,4,7,,,,3,
37,3,,,,,,,2,1,9,,4.0,,0,
38,10,,,,1.0,,,0,7,10,,,,10,10.0
39,8,,,,,,,9,7,8,,,,2,
40,3,6.0,,,,,,9,7,2,,,,3,
