,0,1,2,3,4,5,6
0,2,3,0,1,9,0,5
1,10,5,2,7,10,10,4
2,6,3,5,7,3,1,8
3,4,7,5,5,5,7,0
4,9,6,9,6,5,6,6
5,10,9,2,2,7,1,1
6,10,7,10,8,3,0,5
7,10,2,9,4,2,9,8
8,7,9,9,2,7,8,6
9,2,7,2,1,10,4,7
10,7,7,7,6,2,0,2
11,7,4,9,7,2,4,8
12,6,9,9,8,4,7,4
13,7,0,8,0,3,9,0
14,5,4,6,3,10,7,6
15,4,4,2,5,2,2,5
16,10,2,4,10,2,4,5
17,0,7,9,8,2,6,1
18,7,5,1,3,0,10,4
19,1,7,0,6,8,10,0
20,8,8,10,5,9,7,10
21,8,3,9,0,4,7,5
22,0,2,8,9,9,0,2
23,9,2,1,7,7,3,1
24,3,4,8,4,7,2,10
25,6,8,7,0,2,10,10
26,7,6,0,10,8,8,9
27,3,4,6,1,7,8,5
28,5,1,0,0,6,5,9
29,6,8,7,4,3,1,3
30,3,7,0,7,0,6,10
31,0,0,10,9,1,9,1
32,2,5,5,2,9,5,2
33,1,6,7,7,5,7,4
34,4,6,3,8,7,8,0
35,6,6,6,6,1,3,9
36,8,9,3,1,3,3,5
37,3,2,8,10,0,0,0
38,1,10,9,1,0,9,10
39,3,9,1,8,5,2,8
40,0,0,7,1,6,2,3
41,2,10,1,9,3,8,9
42,9,6,7,6,1,3,5
43,4,10,9,1,10,6,3
44,6,4,0,4,7,6,8
45,9,8,8,6,10,5,7
46,3,8,2,5,6,8,7
47,3,6,0,4,5,2,10
48,5,1,5,6,5,1,2
49,2,3,2,6,9,0,2
50,10,9,7,3,8,6,10
51,7,9,0,8,8,5,10
52,3,1,2,7,0,3,10
53,7,5,9,7,10,10,0
54,10,0,4,1,10,10,8
55,3,10,2,2,5,1,7
56,2,5,4,10,2,9,6
57,4,0,3,3,6,3,4
58,8,2,9,3,2,0,4
59,7,10,7,5,2,7,0
60,7,10,4,7,1,8,2
61,0,8,6,7,7,7,10
62,2,5,10,9,5,10,9
63,3,9,8,8,9,9,5
64,9,5,7,8,0,7,0
65,7,4,6,9,9,3,8
66,0,2,6,7,0,6,10
67,6,1,8,3,4,2,3
68,1,10,8,10,0,1,6
69,9,0,8,4,8,8,2
70,9,2,6,8,4,6,3
71,6,5,2,9,9,10,5
72,9,9,10,9,2,3,3
73,9,7,1,9,3,10,10
74,10,7,4,10,4,1,2
75,7,4,10,3,6,8,10
76,3,10,3,9,10,0,10
77,4,7,10,2,5,5,6
78,1,1,7,7,2,1,7
79,8,4,8,7,0,6,10
80,0,8,0,2,8,2,0
81,9,2,8,8,7,9,7
82,9,7,3,9,1,9,1
83,9,7,7,7,8,1,0
84,5,8,4,2,5,2,1
85,7,10,5,10,4,1,3
86,0,9,8,10,7,6,10
87,1,7,0,9,5,5,3
88,5,10,1,7,2,5,5
89,1,8,3,3,2,9,6
90,9,1,7,2,5,1,6
91,1,0,4,8,0,8,2
92,3,8,4,2,6,3,0
93,10,4,4,8,3,5,4
94,5,5,2,6,2,4,3
95,6,2,4,3,4,8,4
96,9,9,10,3,7,10,2
97,3,1,4,10,1,0,4
98,7,9,7,9,1,10,10
99,2,10,7,4,8,1,5
100,10,1,6,8,8,4,10
101,2,7,8,8,10,6,2
102,1,8,6,1,6,0,0
103,2,5,3,0,0,9,7
104,9,3,7,7,4,1,7
105,3,6,9,7,10,0,5
106,6,9,1,9,10,7,1
107,2,5,6,8,10,2,6
108,1,10,5,5,2,10,2
109,3,2,9,6,8,6,6
110,10,10,2,3,5,4,8
111,1,8,3,10,10,10,2
112,0,0,3,0,3,7,5
113,0,7,4,3,10,1,0
114,9,4,9,10,6,6,8
115,3,4,3,0,7,8,6
116,9,4,4,5,3,7,2
117,1,0,3,10,9,9,3
118,0,1,7,10,0,3,9
119,8,9,2,1,1,2,7
120,1,7,9,1,3,0,6
121,6,4,6,3,0,5,4
122,8,1,0,1,6,2,8
123,4,2,5,4,3,0,3
124,8,3,9,0,8,4,2
125,3,10,0,2,4,4,1
126,9,4,8,3,10,4,5
127,7,8,9,4,3,5,4
128,5,10,5,5,10,7,9
129,2,3,10,7,10,3,5
130,7,4,10,4,5,1,3
131,2,10,8,6,3,9,10
132,9,8,7,10,7,9,1
133,5,6,0,5,7,3,6
134,8,7,4,9,4,6,7
135,1,10,5,3,1,4,2
136,4,9,7,6,10,10,7
137,5,10,8,10,0,8,6
138,8,4,6,9,8,10,4
139,5,4,0,1,0,1,7
140,1,9,9,7,8,0,9
141,4,8,10,3,4,2,5
142,9,8,6,7,4,9,0
143,0,3,10,7,1,10,4
144,5,7,8,4,3,7,7
145,8,3,5,6,7,10,9
146,6,4,9,8,2,5,10
147,2,10,6,1,2,7,7
148,0,10,1,1,4,3,5
149,4,7,1,1,0,0,5
150,8,1,3,0,0,2,10
151,9,1,10,7,6,4,5
152,3,2,7,8,9,3,2
153,2,4,7,1,6,10,1
154,7,7,5,9,5,5,2
155,8,4,7,8,10,10,10
156,10,9,7,3,9,6,5
157,5,9,5,5,0,0,4
158,0,8,8,0,1,3,7
159,3,1,1,3,10,10,3
160,4,9,7,6,8,2,8
161,4,1,2,6,2,6,4
162,6,5,9,6,9,7,9
163,1,0,1,4,6,1,7
164,0,2,10,10,9,0,5
165,10,8,0,4,4,9,3
166,9,10,10,1,0,10,10
167,2,6,0,2,2,2,1
168,0,3,4,5,1,8,5
