0,1,2,3,4,5
5,4,4,44,12,55
1,4,0,70,64,80
7,1,0,48,71,6
2,5,9,21,74,12
0,8,10,58,30,52
0,6,6,36,35,11
7,7,7,13,26,54
9,9,10,95,41,92
7,4,1,62,3,67
1,10,0,97,15,60
9,4,1,40,90,32
5,5,0,76,51,93
8,2,10,80,44,77
8,5,9,9,45,96
9,10,9,95,73,44
8,1,8,68,65,32
9,6,10,46,81,26
9,3,6,40,68,70
3,1,9,33,0,16
5,1,5,2,14,4
10,7,1,70,10,73
4,5,8,74,53,85
6,4,2,85,59,24
6,9,10,62,95,46
3,1,9,47,24,63
5,8,4,71,99,97
1,10,3,14,39,54
10,10,1,70,24,79
10,4,1,3,91,54
1,0,0,34,22,89
1,5,3,58,0,67
6,5,5,92,47,59
1,9,8,17,8,44
4,8,5,43,84,66
8,1,5,80,47,47
0,3,9,84,49,25
9,7,1,0,20,67
0,0,3,88,62,25
4,8,3,59,72,75
5,1,3,51,62,58
6,1,2,84,100,44
0,6,9,45,55,5
4,9,6,16,59,19
1,7,0,7,13,67
3,2,2,80,71,49
6,0,10,79,53,51
4,1,9,73,69,25
7,2,4,83,73,52
5,2,6,71,91,83
9,1,5,43,73,10
1,4,6,99,95,53
2,3,6,58,58,44
1,8,6,41,51,39
7,0,6,99,64,47
3,3,1,23,52,72
6,4,9,71,34,5
0,3,9,81,48,48
2,1,7,42,5,40
4,5,4,29,91,58
1,6,6,77,68,12
5,7,7,99,52,11
6,5,9,99,1,25
2,1,3,30,87,60
6,1,10,98,39,91
6,9,10,19,32,70
9,8,8,2,30,83
3,6,2,92,66,54
1,7,4,32,45,14
6,3,3,99,82,53
9,0,1,42,91,43
5,7,1,44,8,73
4,4,0,68,23,57
2,10,10,42,46,73
0,5,3,95,77,30
4,9,5,14,82,18
7,5,4,78,80,15
2,0,8,99,71,60
8,5,8,64,56,64
1,7,3,69,32,62
8,0,5,42,27,52
8,4,0,19,33,3
5,5,10,13,26,34
1,10,2,55,28,14
4,10,5,32,11,80
8,5,4,0,44,94
4,7,1,12,85,2
2,0,0,0,21,13
0,10,9,42,23,5
3,2,3,32,20,12
7,7,6,18,17,43
4,7,5,33,89,10
3,0,7,90,60,1
5,2,9,89,15,44
5,1,8,98,9,28
7,3,10,40,45,44
8,3,2,96,35,4
1,8,1,68,28,10
9,5,10,27,84,45
6,6,9,68,45,25
8,0,5,20,65,11
8,0,6,88,34,64
5,1,7,79,56,37
6,3,7,85,74,45
7,4,4,71,71,89
1,2,2,93,96,66
0,1,3,63,82,22
0,3,6,99,0,97
10,2,6,45,60,21
8,0,6,28,86,27
10,0,1,44,14,71
8,10,5,40,82,59
2,8,1,69,10,94
10,0,2,72,97,21
8,0,6,47,36,52
9,4,9,73,36,61
4,0,5,42,87,30
6,0,7,95,25,83
8,8,7,42,56,79
2,7,1,27,39,70
9,0,9,84,11,25
10,9,7,44,49,100
6,6,1,49,42,30
3,1,9,91,28,26
6,6,10,75,42,5
6,10,4,25,47,39
1,6,0,46,59,80
9,2,7,12,51,16
7,6,10,14,66,15
4,6,10,98,99,0
9,2,1,83,39,73
6,1,1,59,76,36
10,9,2,30,86,24
8,5,2,53,10,24
1,9,8,88,71,69
9,7,6,100,20,9
10,5,4,95,98,16
4,7,1,63,28,67
2,9,10,11,97,12
3,3,10,56,11,19
7,8,7,84,58,18
10,2,9,65,8,78
7,1,6,94,31,3
10,10,10,64,45,60
0,6,7,10,9,48
5,6,0,89,63,70
4,6,8,31,69,68
6,9,2,42,45,53
2,5,1,49,95,45
10,1,9,56,16,80
1,1,7,92,24,97
9,8,10,54,10,16
4,7,6,38,18,39
1,8,2,89,60,32
10,8,1,78,37,89
10,0,4,15,58,53
6,0,2,43,76,49
4,0,2,43,6,69
1,10,0,41,32,13
5,8,1,90,95,60
6,7,0,0,73,79
5,3,3,87,16,96
4,3,2,79,89,73
1,9,5,79,100,61
2,3,2,82,88,22
10,10,2,56,13,55
2,3,2,92,78,30
4,0,5,65,56,87
0,8,7,84,97,58
8,9,10,77,96,66
6,0,3,82,46,28
10,8,10,45,53,13
7,4,4,1,86,25
1,7,2,25,17,45
10,9,10,65,24,65
1,1,0,41,92,33
3,6,0,54,15,0
7,8,2,83,31,57
10,6,7,33,81,67
3,5,9,76,84,30
4,7,5,88,16,18
3,7,6,59,48,75
0,6,2,17,12,21
7,6,5,62,67,90
3,5,0,0,89,75
7,2,8,72,22,16
2,9,4,53,75,98
1,0,5,27,1,62
9,2,10,57,98,64
8,6,6,21,36,13
9,4,7,55,21,2
10,5,5,13,42,91
5,4,0,94,19,45
3,0,3,15,41,41
10,2,5,50,37,52
5,2,8,55,52,12
4,2,10,26,65,97
0,4,5,77,83,42
9,1,0,2,43,35
1,5,9,4,88,91
2,0,9,21,93,25
10,1,7,59,49,78
1,9,4,88,83,73
8,1,9,68,42,63
2,9,10,86,94,35
10,8,2,75,44,30
0,6,2,35,31,38
8,4,5,73,50,64
10,9,5,12,96,84
1,2,3,71,85,2
4,5,7,81,50,5
5,9,7,37,68,90
8,8,4,24,13,56
5,3,9,33,78,0
4,4,1,90,81,73
0,3,6,13,65,65
5,2,5,37,87,83
2,10,3,33,85,18
1,2,2,88,10,0
1,1,6,59,65,23
3,3,8,41,98,0
9,10,0,53,35,76
10,0,1,75,93,92
4,3,6,82,15,18
4,7,6,80,0,15
1,1,10,11,83,41
8,9,8,23,6,68
8,0,6,19,7,44
0,9,8,18,62,14
2,8,0,5,95,86
7,2,5,36,64,13
0,0,0,100,92,63
9,7,9,9,19,51
4,1,2,80,47,71
2,2,8,32,35,59
3,3,0,13,8,0
3,4,3,81,77,26
9,3,0,38,29,81
1,2,5,77,7,36
4,1,3,60,4,26
7,2,4,11,65,21
7,6,8,92,24,70
7,0,7,52,99,54
5,6,7,59,86,64
7,1,10,44,97,65
2,8,5,79,27,85
2,5,6,49,3,82
6,6,6,67,50,49
5,10,10,60,78,91
6,0,1,84,44,96
7,9,5,84,22,69
0,10,5,100,81,76
8,6,5,79,97,9
3,2,8,88,66,65
7,8,3,20,9,50
5,2,1,43,100,33
0,0,4,95,49,0
6,6,4,100,40,85
1,2,8,72,31,98
2,2,7,88,7,31
0,7,0,53,2,44
9,0,1,91,87,46
5,5,4,52,13,14
2,8,6,62,86,67
1,6,3,73,62,15
4,4,1,86,50,94
5,3,5,33,91,6
6,7,2,64,32,93
2,4,4,51,23,79
3,9,1,12,12,17
7,3,5,29,53,81
6,6,2,84,81,15
2,4,0,16,50,21
3,0,5,83,50,39
4,3,10,5,57,36
8,0,7,0,34,62
4,3,0,13,79,63
4,8,10,8,96,47
9,4,0,68,12,26
0,3,2,82,99,0
3,0,9,29,42,19
10,4,3,12,98,73
8,9,5,92,28,64
7,3,1,99,90,63
3,2,1,47,34,50
10,4,1,92,1,72
9,5,9,10,57,80
4,9,1,24,35,23
4,9,4,100,18,23
1,8,2,73,100,21
9,4,1,64,43,51
9,0,6,69,33,33
3,6,2,32,72,54
4,9,9,18,100,90
1,3,5,25,77,81
4,6,9,33,22,25
7,8,7,1,81,13
9,3,1,2,94,20
6,6,7,39,16,7
4,7,0,88,86,84
8,8,0,83,73,82
0,3,6,38,34,15
3,5,1,62,90,93
8,8,6,80,43,28
6,2,6,93,55,56
4,7,8,7,53,44
1,7,8,32,53,70
7,1,5,87,92,80
8,5,2,34,21,66
0,4,6,56,96,99
6,0,4,28,8,83
0,4,8,10,53,72
5,7,9,27,38,38
7,2,1,85,20,68
2,10,5,49,30,1
6,8,7,98,73,63
8,6,2,0,6,34
3,0,6,49,94,7
9,3,2,76,28,12
10,9,10,83,28,44
6,4,5,63,47,0
7,5,10,96,33,6
7,6,5,34,18,5
1,2,5,34,83,79
3,7,4,19,46,84
5,7,9,95,12,26
2,3,2,97,45,87
2,6,0,31,67,41
3,7,4,53,60,58
5,7,0,89,68,14
3,7,2,43,32,73
9,7,5,25,16,10
4,10,6,73,10,55
5,6,3,39,99,79
6,1,8,87,47,30
5,0,1,38,36,26
9,10,0,45,92,29
2,10,7,52,73,41
4,9,4,13,95,65
9,1,3,60,43,30
4,4,8,37,97,32
2,5,8,71,56,1
2,5,8,36,45,67
9,1,2,64,64,74
5,3,8,17,5,81
3,10,3,73,83,26
8,3,8,92,65,39
8,6,4,99,10,58
8,6,1,60,89,2
5,2,5,74,22,0
2,8,6,68,21,80
4,0,2,99,29,85
1,4,2,8,66,63
3,6,8,72,3,8
1,0,8,13,53,10
0,4,10,100,35,87
0,9,7,55,30,65
0,4,2,22,68,50
6,9,2,72,5,17
10,7,7,79,30,28
4,0,4,46,60,88
4,3,10,18,98,39
2,6,9,9,100,23
2,6,6,51,7,75
4,9,6,98,21,60
8,3,9,1,41,41
10,5,6,51,6,43
8,7,7,13,34,77
8,0,9,5,65,97
1,7,8,42,45,90
5,7,1,73,10,60
0,1,2,37,26,66
1,10,4,88,92,33
0,4,4,15,89,76
7,3,4,84,69,63
9,2,5,60,16,42
2,0,8,99,32,97
2,5,10,39,75,33
3,1,5,22,18,63
6,1,1,70,58,90
8,10,0,38,8,70
5,2,8,93,99,95
7,8,9,26,68,54
7,4,8,58,4,8
0,0,0,69,63,59
6,5,4,35,68,2
7,6,8,3,51,39
3,8,3,4,89,25
10,5,10,90,90,50
9,7,5,43,75,4
1,7,10,46,30,27
10,4,4,24,4,68
6,10,10,15,71,85
3,0,10,45,0,47
9,3,5,1,68,55
10,9,4,35,47,17
6,9,2,92,13,59
10,3,5,2,25,100
