,0,1,2,3,4,5
0,0,7,7,4,4,4
1,5,10,7,10,9,3
2,2,9,5,8,8,6
3,8,7,3,7,1,7
4,2,9,1,6,9,0
5,0,5,1,8,7,2
6,3,9,3,6,2,5
7,5,0,4,2,2,10
8,8,7,6,4,7,4
9,3,3,4,4,2,5
10,7,5,5,4,3,1
11,4,7,9,8,7,8
12,10,5,4,8,1,5
13,4,5,1,9,4,10
14,6,2,1,2,8,7
15,9,10,2,3,10,8
16,1,5,9,10,4,8
17,7,0,5,8,7,1
18,5,10,7,9,3,10
19,0,9,1,4,10,0
20,5,10,5,8,2,0
21,6,4,4,0,5,0
22,9,0,10,4,3,6
23,7,0,6,4,8,7
24,1,2,7,8,5,4
25,7,6,4,4,10,0
26,0,3,8,0,3,6
27,0,2,9,1,0,5
28,5,8,4,0,5,7
29,8,1,4,3,8,10
30,7,10,3,3,3,9
31,9,7,2,3,2,8
32,7,9,10,0,7,0
33,8,10,3,9,9,9
34,8,1,10,4,6,6
35,1,2,9,0,2,1
36,10,4,4,7,0,10
37,5,6,8,4,4,2
38,6,8,6,1,10,4
39,4,2,7,4,0,2
40,10,1,5,6,4,3
41,7,7,9,6,9,7
42,10,7,9,9,9,1
43,4,9,9,5,2,1
44,4,0,8,0,6,4
45,3,2,2,3,5,4
46,6,0,5,2,5,1
47,2,5,9,3,2,8
48,9,6,0,5,9,8
49,7,3,9,10,1,2
50,5,2,3,0,10,1
51,3,8,10,9,0,9
52,5,6,10,0,0,4
53,7,7,8,9,2,0
54,9,8,2,9,2,0
55,8,7,2,8,9,4
56,3,9,3,9,7,3
57,5,6,6,0,1,1
58,7,0,2,9,8,8
59,5,5,10,2,7,5
60,9,2,3,2,10,1
61,3,3,4,10,1,8
62,3,6,9,9,1,10
63,2,6,0,9,7,3
64,3,3,6,7,2,4
65,7,8,4,3,1,10
66,9,8,3,6,1,9
67,4,5,1,2,1,3
68,9,6,0,8,5,4
69,2,5,7,10,9,3
70,7,7,4,8,3,2
71,3,4,8,2,4,4
72,10,7,7,1,4,2
73,7,1,5,3,3,1
74,6,9,2,10,2,9
75,9,8,2,4,2,4
76,1,2,4,0,3,2
77,8,6,2,4,4,0
78,6,0,3,9,4,10
