0,1,2,3,4,5
5,4,4,10,12,10
1,4,0,10,64,10
7,1,0,10,71,6
2,5,9,10,74,10
0,8,10,10,30,10
0,6,6,10,35,10
7,7,7,10,26,10
9,9,10,10,41,10
7,4,1,10,3,10
1,10,0,10,15,10
9,4,1,10,90,10
5,5,0,10,51,10
8,2,10,10,44,10
8,5,9,9,45,10
9,10,9,10,73,10
8,1,8,10,65,10
9,6,10,10,81,10
9,3,6,10,68,10
3,1,9,10,0,10
5,1,5,2,14,4
10,7,1,10,10,10
4,5,8,10,53,10
6,4,2,10,59,10
6,9,10,10,95,10
3,1,9,10,24,10
5,8,4,10,99,10
1,10,3,10,39,10
10,10,1,10,24,10
10,4,1,3,91,10
1,0,0,10,22,10
1,5,3,10,0,10
6,5,5,10,47,10
1,9,8,10,8,10
4,8,5,10,84,10
8,1,5,10,47,10
0,3,9,10,49,10
9,7,1,0,20,10
0,0,3,10,62,10
4,8,3,10,72,10
5,1,3,10,62,10
6,1,2,10,100,10
0,6,9,10,55,5
4,9,6,10,59,10
1,7,0,7,13,10
3,2,2,10,71,10
6,0,10,10,53,10
4,1,9,10,69,10
7,2,4,10,73,10
5,2,6,10,91,10
9,1,5,10,73,10
1,4,6,10,95,10
2,3,6,10,58,10
1,8,6,10,51,10
7,0,6,10,64,10
3,3,1,10,52,10
6,4,9,10,34,5
0,3,9,10,48,10
2,1,7,10,5,10
4,5,4,10,91,10
1,6,6,10,68,10
5,7,7,10,52,10
6,5,9,10,1,10
2,1,3,10,87,10
6,1,10,10,39,10
6,9,10,10,32,10
9,8,8,2,30,10
3,6,2,10,66,10
1,7,4,10,45,10
6,3,3,10,82,10
9,0,1,10,91,10
5,7,1,10,8,10
4,4,0,10,23,10
2,10,10,10,46,10
0,5,3,10,77,10
4,9,5,10,82,10
7,5,4,10,80,10
2,0,8,10,71,10
8,5,8,10,56,10
1,7,3,10,32,10
8,0,5,10,27,10
8,4,0,10,33,3
5,5,10,10,26,10
1,10,2,10,28,10
4,10,5,10,11,10
8,5,4,0,44,10
4,7,1,10,85,2
2,0,0,0,21,10
0,10,9,10,23,5
3,2,3,10,20,10
7,7,6,10,17,10
4,7,5,10,89,10
3,0,7,10,60,1
5,2,9,10,15,10
5,1,8,10,9,10
7,3,10,10,45,10
8,3,2,10,35,4
1,8,1,10,28,10
9,5,10,10,84,10
6,6,9,10,45,10
8,0,5,10,65,10
