,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,44,5,8,3,54,13,77,10,82,46,85,32,7,8
1,70,72,8,1,65,43,95,4,79,74,60,66,9,8
2,33,92,7,3,74,70,62,0,92,5,35,17,2,1
3,42,95,2,10,100,55,89,8,12,32,85,44,4,8
4,75,37,6,9,5,48,10,1,25,50,67,66,7,1
5,75,19,6,9,95,59,95,3,43,88,36,86,7,1
6,69,23,4,5,86,55,93,4,77,78,37,54,4,4
7,46,9,0,8,73,61,97,5,67,12,66,70,0,7
8,55,44,1,5,36,79,34,0,57,20,58,61,7,6
9,73,88,5,3,10,24,79,6,54,28,50,60,10,8
10,63,35,7,10,25,13,48,5,89,77,89,99,6,10
11,91,53,8,9,6,10,44,4,3,1,82,25,0,6
12,66,35,5,3,96,97,81,5,74,35,87,86,3,1
13,54,8,7,5,53,42,60,10,44,2,85,89,7,6
14,95,58,8,8,18,89,54,2,65,16,56,33,1,9
15,96,10,6,0,32,33,18,10,87,55,72,97,10,4
16,26,50,6,10,24,19,23,10,86,28,10,86,1,2
17,15,47,0,6,14,41,86,10,54,34,11,46,1,9
18,12,3,6,5,94,68,18,10,76,57,67,17,8,0
19,49,19,5,5,49,0,68,5,33,20,24,83,4,6
20,2,31,0,0,46,4,1,6,95,16,25,23,9,0
21,47,17,9,1,26,61,61,5,31,71,8,41,0,3
22,30,45,7,9,12,100,75,2,30,81,47,22,3,7
23,2,64,9,4,14,2,93,6,96,71,82,87,1,4
24,30,64,5,6,6,89,80,0,6,92,100,45,6,4
25,4,63,6,4,10,49,5,10,50,11,46,2,7,2
26,85,45,9,1,34,79,9,4,100,41,91,30,3,8
27,91,53,0,8,60,89,57,2,24,30,61,8,1,7
28,3,74,10,1,92,84,55,5,65,68,27,17,6,8
29,28,18,3,6,34,22,9,1,2,52,75,58,0,4
30,64,36,7,5,92,10,23,3,75,17,65,8,5,9
31,0,24,9,2,67,34,53,2,37,29,45,91,10,2
32,84,50,2,0,88,17,40,9,36,73,26,39,10,3
33,3,37,7,6,10,64,59,10,72,63,86,0,6,9
34,36,75,3,0,70,56,1,4,94,37,47,11,5,0
35,20,54,3,1,17,43,24,1,0,35,20,86,3,0
36,82,9,10,1,19,3,78,5,31,100,28,45,9,4
37,16,70,5,6,56,41,60,3,93,73,74,23,5,6
38,96,64,4,9,57,9,18,3,31,1,86,0,2,6
39,68,59,8,7,51,25,42,7,100,49,100,33,3,7
40,68,72,1,9,36,20,14,1,17,87,83,5,0,2
41,31,4,8,7,45,9,30,6,6,77,68,52,7,0
42,36,6,1,0,86,75,100,3,1,85,89,22,3,9
43,51,38,1,1,10,34,79,1,33,48,98,59,4,5
44,94,36,1,7,19,62,9,6,46,48,91,83,4,9
45,38,42,3,0,41,80,28,0,12,38,72,11,8,1
46,93,47,6,3,99,84,66,7,71,72,79,44,2,3
47,45,46,10,7,5,65,51,2,47,60,51,60,2,8
48,31,52,10,1,29,33,58,9,15,66,6,10,0,5
49,15,72,7,10,42,12,85,5,81,53,67,43,1,0
50,8,44,1,1,24,82,85,1,9,24,76,14,8,9
51,30,71,3,2,64,40,65,3,10,89,99,14,8,2
52,14,97,8,2,57,11,39,9,10,94,95,29,2,1
53,29,34,4,1,80,73,31,2,75,79,96,27,7,8
54,6,52,9,8,93,52,78,8,96,95,67,13,8,7
55,68,22,3,7,56,58,24,2,33,72,83,77,10,1
56,51,88,6,0,83,97,84,0,64,89,30,45,4,5
57,25,66,0,7,60,61,2,2,4,77,38,32,3,5
58,61,10,4,6,98,71,55,1,88,14,64,32,1,9
59,64,100,9,2,8,17,21,7,42,23,23,43,3,2
60,34,61,0,3,17,56,9,0,86,37,90,23,4,8
61,24,68,4,9,33,86,7,0,71,19,81,8,6,1
62,39,80,8,1,31,60,17,3,49,11,23,37,7,9
63,63,46,9,6,14,98,64,8,64,71,97,40,6,7
64,43,99,1,9,15,94,56,4,9,65,27,56,1,7
65,76,23,8,3,16,35,62,9,85,47,55,37,3,8
66,51,28,9,10,76,35,4,7,10,57,0,11,3,1
67,71,18,8,7,71,9,73,8,4,47,71,60,7,9
68,97,76,1,2,52,56,31,1,44,0,47,44,8,9
69,46,96,8,4,88,49,73,6,85,40,56,57,7,4
70,69,76,2,5,96,21,93,4,34,31,47,99,5,10
71,16,99,5,8,3,77,12,6,61,31,84,2,0,10
72,96,41,7,3,24,16,21,10,90,94,47,47,9,2
73,80,1,4,1,23,54,73,2,87,76,71,47,9,6
74,41,50,10,3,10,84,87,9,5,82,66,21,3,2
75,9,68,1,2,61,45,24,7,36,37,42,64,0,10
76,40,20,4,10,69,31,44,2,60,69,38,8,9,0
77,79,14,4,8,56,91,91,7,74,34,2,42,5,1
78,58,100,1,5,6,3,67,3,90,24,7,87,9,6
79,96,78,10,2,22,40,40,6,38,96,94,81,9,3
80,49,10,2,2,76,39,73,5,21,67,76,72,2,3
81,46,56,0,3,2,21,78,2,8,83,61,99,10,8
82,48,95,2,0,20,27,78,3,47,7,69,19,8,0
83,0,1,9,3,19,76,46,6,51,67,44,35,6,2
84,68,90,7,0,69,85,31,0,30,74,69,90,0,7
85,35,33,8,4,3,99,78,7,9,7,54,48,0,9
86,85,96,7,4,55,34,53,8,7,7,55,24,3,2
87,82,14,8,7,87,32,30,4,80,91,38,99,7,7
88,83,76,7,2,49,91,21,9,91,34,29,72,6,1
89,55,74,2,1,80,35,58,0,38,0,16,33,8,5
90,42,56,1,10,68,70,81,8,66,1,53,7,3,8
91,3,75,4,5,52,98,96,3,46,42,25,2,2,6
92,3,48,4,2,79,1,95,8,96,2,71,75,10,2
93,72,55,1,9,58,64,15,10,68,100,73,68,5,9
94,30,29,4,10,94,5,40,0,44,13,100,37,3,5
95,57,79,4,3,5,70,38,6,63,48,78,66,9,3
96,12,52,2,6,27,56,51,3,49,58,37,21,2,8
97,29,26,6,5,10,95,4,9,30,50,14,19,5,1
98,45,42,3,10,64,22,23,5,23,41,95,89,10,7
