,0,1,2,3,4,5,6,7,8,9,10
0,10,2,0,1,6,0,1,7,8,0,9
1,10,2,2,10,10,6,8,0,1,6,5
2,8,1,1,7,4,3,6,8,7,5,1
3,0,7,2,1,10,6,4,9,9,2,10
4,4,3,4,2,9,1,6,7,4,5,0
5,4,2,1,1,1,0,6,2,8,6,9
6,7,9,1,4,5,3,10,4,7,3,9
7,6,5,6,8,4,9,8,7,9,4,3
8,2,5,1,4,4,3,8,1,0,9,0
9,6,4,9,0,10,4,5,6,7,1,0
10,9,5,9,1,3,7,4,10,3,9,7
11,0,6,3,7,3,7,1,1,1,6,0
12,5,6,0,9,0,6,5,9,1,6,5
13,5,8,7,9,3,4,6,4,9,8,8
14,0,0,1,2,4,7,8,7,9,0,10
15,2,1,1,1,10,10,3,4,5,4,0
16,4,5,3,10,7,9,9,9,6,9,5
17,4,8,6,7,0,9,0,5,0,4,0
18,2,2,1,10,4,2,6,9,3,9,7
19,6,3,1,1,9,2,2,1,0,0,10
20,0,2,4,4,6,6,6,0,6,5,9
21,2,4,0,6,8,3,9,2,0,3,7
22,2,0,9,6,6,10,4,4,2,9,1
23,4,5,1,7,8,3,5,9,4,0,2
24,4,8,0,9,7,7,3,0,8,1,8
25,0,7,6,7,0,7,1,2,9,8,0
26,3,1,2,10,5,4,10,9,5,10,0
27,1,5,3,2,1,3,2,8,7,1,5
28,4,3,7,5,4,1,6,3,10,6,8
29,4,6,0,2,0,10,0,1,1,6,3
30,6,1,7,4,4,1,2,4,7,4,10
31,7,0,5,5,7,4,6,9,7,3,9
32,10,9,1,0,8,3,10,9,3,3,2
33,0,6,8,1,4,10,3,1,3,3,9
34,9,7,7,8,2,4,6,10,10,3,9
35,10,4,4,8,3,1,5,2,2,4,7
36,8,5,4,4,0,10,3,5,0,8,0
37,3,1,2,10,8,9,7,9,10,4,4
38,3,1,2,6,5,8,8,9,6,8,8
39,2,0,8,0,1,8,4,9,8,8,0
40,7,9,4,8,7,4,0,1,6,0,8
41,10,2,2,0,8,5,9,9,7,10,10
42,1,6,5,5,1,5,1,8,5,3,8
43,2,2,8,2,3,2,5,8,2,5,10
44,2,2,5,6,6,6,9,7,8,0,10
45,1,0,1,7,7,5,6,5,1,4,9
46,3,9,5,5,8,1,0,7,9,8,10
47,1,7,8,2,0,5,9,9,0,7,2
48,5,8,5,9,7,5,2,8,3,4,3
49,2,3,4,5,6,6,5,7,1,0,6
50,1,10,7,6,4,7,9,6,2,5,10
51,2,2,8,6,0,6,10,9,9,0,10
52,3,4,2,4,0,10,6,0,6,8,4
53,4,6,5,7,9,4,0,6,7,4,8
54,7,9,9,0,6,10,2,3,8,1,8
55,7,9,9,8,7,1,2,1,6,9,0
56,6,8,2,0,3,8,10,6,9,1,2
57,8,4,4,8,10,8,2,1,0,7,2
58,8,0,5,1,1,2,3,7,2,1,9
59,1,6,10,8,4,1,1,4,1,6,5
60,6,5,6,3,5,0,0,7,6,3,7
61,9,6,0,8,7,7,5,1,0,6,9
62,10,10,2,8,1,10,5,0,3,2,2
63,8,7,8,7,3,8,0,2,1,2,6
64,10,7,5,4,4,1,7,5,6,3,8
65,9,0,4,5,9,1,6,3,2,7,1
66,5,0,9,4,3,9,9,7,4,0,1
67,0,3,7,3,9,7,4,9,8,10,5
68,3,7,4,8,0,0,3,7,2,10,8
69,3,10,1,5,9,2,0,3,7,7,1
70,4,0,1,3,8,5,7,5,0,2,4
71,4,2,4,10,2,2,6,5,7,4,5
72,9,6,7,6,7,0,5,9,0,0,1
73,6,6,2,2,5,0,4,4,3,2,4
74,3,5,6,3,1,1,2,3,9,9,10
75,4,10,10,4,3,2,0,4,3,8,7
76,10,4,3,2,7,3,8,9,8,2,0
77,8,4,8,10,2,1,8,1,6,10,6
78,2,0,10,8,0,9,2,6,10,9,6
79,9,0,3,4,5,2,2,6,1,6,9
80,2,6,10,8,7,6,9,7,8,3,2
81,7,5,0,3,4,2,6,6,10,4,10
82,10,3,9,4,4,8,4,0,4,7,1
83,2,0,7,5,5,3,5,5,10,6,1
84,7,3,2,9,4,1,3,4,2,4,1
85,6,9,9,5,6,9,9,9,6,1,7
86,2,6,5,6,10,8,4,5,9,2,8
87,5,6,3,4,5,10,0,10,5,2,2
88,4,7,1,4,6,6,1,6,6,0,2
89,0,10,6,0,8,7,4,7,6,5,0
90,2,1,6,4,6,6,3,0,10,1,1
91,5,7,5,0,3,4,6,9,5,8,9
92,2,0,7,2,6,6,10,4,2,5,6
