,0,1,2,3,4,5,6,7,8,9,10
0,5,93,3,94,51,42,56,0,8,70,6
1,3,43,36,11,28,87,6,4,37,24,10
2,2,40,75,90,2,26,37,5,99,74,7
3,2,92,65,100,10,86,86,2,16,50,0
4,4,29,89,93,25,29,94,10,40,68,9
5,3,5,61,41,4,58,58,5,78,69,1
6,1,74,16,1,84,28,12,8,55,62,8
7,0,72,60,96,59,94,92,7,95,61,1
8,9,12,79,12,38,90,86,1,73,15,5
9,1,50,58,59,7,45,16,5,91,72,2
10,3,92,22,62,63,37,81,6,30,20,7
11,9,99,94,58,58,51,28,9,61,34,5
12,9,18,45,64,76,90,25,4,60,43,6
13,7,98,42,97,34,63,11,6,28,29,5
14,1,35,14,46,86,59,1,4,92,28,1
15,0,38,5,43,79,52,97,6,61,43,7
16,5,50,64,32,93,71,73,0,76,40,4
17,10,15,26,22,5,86,10,9,70,32,5
18,6,61,24,22,85,97,45,8,87,78,4
19,2,92,50,79,17,27,85,0,64,43,6
20,9,87,83,60,24,9,78,1,98,98,6
21,3,95,80,59,75,29,77,5,80,76,1
22,1,60,0,40,93,17,19,9,18,69,2
23,10,93,27,82,34,73,9,3,73,99,6
24,0,72,71,91,15,85,30,8,30,43,7
25,9,41,93,56,1,62,51,0,19,81,3
26,3,43,79,91,25,27,9,1,30,64,9
27,2,15,79,88,23,56,12,3,92,21,10
28,3,81,96,53,100,32,29,5,39,71,0
29,9,96,89,23,82,17,87,9,70,73,1
30,9,16,50,64,81,20,50,1,8,91,5
31,10,88,0,27,59,0,76,6,77,91,6
32,1,97,26,55,52,56,38,3,1,65,6
33,9,19,82,84,32,61,22,8,100,48,10
34,5,79,72,97,21,53,28,0,61,86,8
35,7,40,5,18,8,94,52,2,89,45,3
36,4,60,90,1,49,52,89,1,92,100,8
37,0,71,18,64,20,44,100,5,61,24,0
38,5,88,81,44,26,15,44,8,12,15,1
39,0,43,58,82,57,77,82,4,72,40,9
40,2,14,57,1,18,79,22,7,36,56,3
41,5,15,94,0,96,53,26,10,57,75,10
42,10,90,75,18,24,88,9,4,73,5,6
43,5,90,97,72,7,100,31,0,41,0,10
44,8,11,10,13,54,96,6,3,94,7,6
45,4,51,62,56,24,8,99,0,5,92,4
46,9,68,94,2,52,57,33,7,70,25,7
47,0,41,41,45,58,44,21,10,93,25,6
48,2,77,35,56,82,27,38,6,39,98,7
49,6,49,84,41,0,75,31,9,46,87,3
50,4,81,40,31,57,38,97,8,60,66,0
51,0,63,18,79,54,79,78,7,47,49,7
52,9,11,91,58,68,16,9,1,9,95,4
53,7,3,98,74,98,85,34,3,59,35,9
54,3,51,5,62,61,90,1,6,32,23,4
55,9,21,98,73,47,55,4,2,37,39,9
56,0,71,54,41,77,4,1,2,74,16,5
57,7,21,68,77,7,55,30,7,44,37,2
58,3,7,91,10,76,38,79,0,19,27,8
59,3,30,15,77,70,66,20,7,87,59,2
60,2,71,26,20,100,7,86,5,39,41,1
61,8,61,77,78,82,92,21,8,20,74,9
62,3,72,75,67,38,22,60,0,56,42,10
63,10,57,66,20,8,77,42,2,16,21,7
64,8,15,18,41,51,95,57,1,31,37,7
65,3,98,97,1,8,66,29,1,52,6,4
66,2,69,96,51,48,33,54,7,2,0,7
67,6,13,68,22,59,10,59,10,98,14,0
68,7,74,16,3,29,33,89,2,29,100,10
69,3,11,84,20,34,4,29,4,54,72,0
70,1,80,93,20,7,10,42,2,58,74,7
71,8,97,88,92,95,27,54,3,48,46,6
72,5,17,81,17,88,93,17,8,45,69,5
73,6,21,74,21,77,49,23,7,16,66,3
74,3,12,73,50,62,13,34,6,63,82,1
75,5,37,17,33,42,19,68,7,53,20,6
76,2,70,62,27,10,43,24,1,85,95,10
77,3,99,48,41,4,4,77,10,48,17,0
78,4,35,12,67,77,46,75,5,53,14,10
79,5,81,5,10,64,4,36,9,27,32,5
80,9,73,20,75,50,69,56,1,82,77,3
81,6,38,98,77,27,95,46,8,36,26,3
82,1,38,77,5,4,16,80,6,70,25,8
83,4,93,82,85,8,27,62,3,50,17,10
84,8,63,2,86,95,65,12,0,100,11,6
85,7,19,74,84,39,79,1,5,75,32,5
86,5,10,28,17,32,26,92,5,99,79,8
87,0,75,74,64,47,12,18,3,93,60,5
88,4,94,25,42,19,94,57,9,57,31,0
89,3,82,63,99,75,14,60,2,54,45,0
90,3,9,14,71,15,28,5,10,69,4,6
91,7,88,24,79,89,78,31,10,39,88,8
92,8,26,48,4,66,51,14,7,86,80,7
93,5,29,94,58,33,16,65,8,57,70,0
94,8,92,3,52,21,71,63,1,93,28,8
95,1,99,93,93,3,79,89,4,16,30,9
96,10,21,14,30,84,8,43,10,65,76,8
97,9,47,67,75,14,88,93,10,63,99,1
98,8,21,86,5,93,99,9,8,7,48,10
99,9,65,23,11,18,5,48,5,16,5,6
100,5,41,97,78,77,71,56,4,63,34,10
101,1,65,11,100,64,93,20,8,82,11,10
102,5,69,62,49,36,2,45,9,68,95,8
103,5,28,40,64,21,8,5,5,66,12,0
104,3,85,3,27,9,87,49,0,58,92,4
105,9,84,7,13,74,26,69,4,89,92,8
106,6,58,29,70,48,62,43,5,7,56,9
107,5,68,66,5,42,94,94,10,68,17,1
108,1,65,49,25,31,63,95,1,71,65,4
109,9,37,99,97,26,12,67,1,19,93,6
110,2,11,53,15,78,14,91,9,82,75,3
111,9,21,85,95,31,36,9,10,71,45,0
112,8,47,77,38,50,66,5,10,35,58,7
113,0,84,75,59,61,95,20,2,71,31,5
114,8,11,9,53,82,70,68,7,64,12,4
115,7,85,43,82,49,59,65,6,15,41,5
116,1,37,91,93,41,29,4,8,17,83,9
117,5,41,6,13,18,77,16,8,89,39,9
118,10,25,76,59,7,41,59,5,45,31,9
119,4,76,30,27,13,21,59,5,83,68,8
120,8,50,74,17,35,64,20,9,8,14,6
121,7,74,46,20,77,74,63,0,31,68,1
122,8,31,16,96,25,100,48,2,98,76,3
123,10,38,82,27,13,62,64,1,27,56,3
124,3,26,61,14,60,0,0,2,94,63,0
125,2,56,19,51,35,7,24,1,4,82,10
126,8,34,26,9,38,14,87,6,26,20,6
127,8,7,67,99,12,59,50,7,36,14,9
128,5,1,7,22,33,41,88,8,63,66,0
129,4,9,15,67,74,26,68,3,59,69,8
130,1,16,18,55,20,47,3,10,56,89,6
131,5,13,55,97,6,42,58,8,100,75,8
132,1,88,93,60,61,50,39,6,54,29,1
133,10,99,66,100,16,4,10,4,65,64,4
134,2,56,92,65,32,36,60,10,44,57,8
135,8,19,26,70,79,44,32,1,63,85,1
136,2,23,92,12,85,97,17,0,52,32,8
137,2,75,13,61,6,22,89,7,63,78,8
138,6,96,68,15,20,17,11,1,9,56,4
139,7,76,21,14,76,25,86,10,92,42,4
140,5,32,47,37,3,71,33,10,61,10,9
141,7,64,31,79,59,42,66,1,29,24,8
142,8,70,42,81,96,25,31,4,17,67,4
143,4,79,39,44,84,69,91,0,30,34,10
144,6,68,56,85,4,5,42,3,30,44,6
145,5,48,36,100,4,22,80,5,56,46,1
146,9,1,87,12,18,34,16,3,99,3,2
147,8,37,65,5,65,6,66,3,14,21,10
148,10,23,30,85,14,39,57,5,34,27,6
149,2,68,50,41,40,48,74,5,72,42,10
150,3,61,3,92,2,78,5,1,70,65,6
151,5,75,88,79,61,49,58,1,27,55,5
152,6,81,11,59,31,31,22,0,73,93,7
153,9,59,49,64,44,54,84,0,86,44,10
154,6,31,65,62,29,33,56,1,74,31,8
155,7,51,32,59,84,15,33,2,62,63,10
156,6,91,52,6,22,56,6,5,12,25,4
157,8,89,30,1,48,20,64,0,79,65,6
158,6,58,12,44,65,53,98,3,23,8,7
159,9,69,100,53,90,50,97,10,94,63,4
160,10,34,82,34,80,65,42,3,2,72,1
161,4,63,98,55,27,4,74,5,40,23,8
162,1,98,53,76,23,85,50,0,62,94,3
