,0,1,2,3,4,5
0,7,7,7,7,4,8
1,2,7,0,9,10,6
2,0,3,8,10,0,2
3,3,8,4,4,10,7
4,0,7,8,10,0,7
5,0,6,0,2,7,10
6,2,2,7,4,3,3
7,8,2,2,3,4,5
8,3,2,5,1,8,10
9,2,5,4,2,10,7
10,9,8,0,9,0,6
11,7,1,1,3,9,8
12,6,6,6,8,3,0
13,3,9,8,0,9,3
14,1,5,5,9,5,7
15,1,5,6,2,4,5
16,6,0,5,2,0,3
17,1,1,7,2,9,6
18,3,0,5,5,8,5
19,7,2,7,2,8,5
20,2,0,0,10,5,7
21,6,5,9,3,4,5
22,1,2,8,6,6,6
23,2,0,8,8,7,1
24,4,1,8,1,2,9
25,3,10,2,0,5,0
26,10,1,10,2,4,4
27,7,7,10,5,10,7
28,5,5,9,2,3,8
29,10,5,10,4,4,8
30,2,2,3,2,10,10
31,10,6,3,10,10,9
32,0,1,0,2,0,3
33,8,5,1,4,7,8
34,8,7,4,0,9,8
35,7,6,7,9,9,3
36,5,9,2,1,4,9
37,9,1,5,10,8,7
38,0,9,5,7,5,6
39,3,5,0,1,2,0
40,2,4,10,10,5,6
41,1,7,2,1,9,4
42,10,5,0,6,4,0
43,1,3,4,5,0,4
44,10,5,8,4,10,3
45,6,6,10,10,5,3
46,3,0,8,1,10,0
47,1,4,4,5,10,8
48,6,5,0,9,3,4
49,0,2,8,1,3,5
50,7,2,1,1,1,3
51,1,1,1,0,1,5
52,4,3,1,0,9,10
53,6,0,3,7,1,0
54,9,7,8,1,3,7
55,8,7,8,3,6,7
56,4,2,2,6,9,7
57,0,2,2,8,1,4
58,9,9,0,9,2,7
59,9,8,8,9,1,5
60,7,6,1,9,7,7
61,4,3,8,3,10,10
62,4,1,5,3,2,2
63,5,9,9,3,4,6
64,7,1,1,6,4,8
65,6,0,9,9,7,9
66,7,1,4,5,0,5
67,2,7,9,4,7,4
68,5,1,8,6,2,0
69,4,7,8,1,2,9
70,7,5,8,3,8,0
71,6,7,1,7,3,1
72,3,3,5,1,10,8
73,9,9,8,6,3,0
74,2,5,0,0,10,7
75,1,8,9,5,10,1
76,7,1,8,8,7,5
77,1,1,8,0,3,2
78,4,2,8,1,7,6
79,2,4,2,8,9,6
80,8,0,9,8,1,5
81,7,4,10,3,9,5
82,0,0,0,3,7,3
83,7,3,5,7,9,4
84,1,0,0,5,3,3
85,9,5,9,6,6,9
86,7,3,7,3,4,4
87,5,9,2,1,5,7
88,0,9,2,0,5,6
89,8,8,8,9,10,9
90,5,10,4,1,8,2
91,10,5,0,8,0,4
92,10,10,1,10,4,6
93,7,5,5,0,9,4
94,10,6,6,0,4,6
95,5,8,1,10,5,8
96,7,5,4,4,9,9
97,1,5,9,2,8,7
98,5,10,8,10,2,1
99,5,8,9,5,5,4
100,9,0,7,9,2,9
101,7,8,2,0,9,9
102,8,8,6,0,8,7
103,7,6,8,1,1,10
104,9,9,10,3,3,2
105,10,9,9,5,3,9
106,9,4,7,4,9,4
107,5,9,6,9,9,3
108,8,9,3,9,1,10
109,4,6,4,8,1,4
110,10,7,10,2,0,1
111,4,9,5,9,5,3
112,9,6,7,10,0,8
113,5,0,0,7,10,2
114,1,10,0,2,7,1
115,8,5,10,8,7,9
116,3,4,3,6,5,9
117,8,5,3,6,0,0
118,4,7,1,4,2,5
119,1,7,8,2,5,10
120,6,3,5,5,4,7
121,10,5,5,4,8,5
122,1,10,5,9,1,0
123,5,5,10,4,1,1
124,3,4,7,8,0,7
125,8,4,6,3,9,5
126,2,6,10,6,4,3
127,5,6,2,3,9,5
128,9,7,0,2,6,9
129,8,3,5,10,3,2
130,4,9,10,2,3,9
131,9,2,2,0,4,2
132,7,9,2,9,6,3
133,8,9,8,8,1,5
134,4,1,6,2,0,4
135,7,5,6,1,0,7
136,1,2,0,7,10,10
137,6,6,9,7,0,0
138,6,1,6,10,7,6
139,1,5,8,3,8,1
140,10,3,2,5,4,4
141,7,6,1,6,5,4
142,8,5,4,3,3,2
143,6,6,10,0,1,4
144,5,7,0,5,3,5
145,8,0,9,0,3,3
146,5,10,4,9,10,10
147,7,3,0,4,1,9
148,3,9,8,1,7,7
149,3,5,2,5,1,5
150,3,0,7,9,3,4
151,1,5,10,9,6,3
152,6,6,2,4,1,5
153,2,8,5,3,5,2
154,7,1,3,4,8,10
155,3,6,5,1,5,9
156,0,7,4,2,5,9
157,5,7,4,3,0,6
158,7,5,4,7,8,10
159,8,3,7,6,5,10
160,1,6,5,9,5,6
161,3,6,7,10,6,9
162,0,0,5,0,7,6
163,2,5,7,10,10,2
164,1,10,3,2,4,3
165,3,6,5,9,2,10
166,2,4,3,10,7,0
167,7,3,4,7,8,2
168,8,8,7,0,0,3
169,10,2,10,4,4,3
170,3,7,5,7,10,8
171,6,8,7,1,2,10
172,9,4,9,4,1,3
173,1,9,9,10,2,8
174,6,5,4,9,0,9
175,6,3,5,4,10,8
176,2,0,1,4,6,10
177,3,10,9,1,5,4
178,1,10,2,6,3,9
179,9,8,6,5,0,3
180,9,9,8,8,1,6
181,2,9,6,6,3,2
182,2,9,1,5,7,10
183,3,1,1,9,6,7
184,0,1,7,3,8,4
185,3,5,2,10,7,2
186,0,0,1,5,8,9
187,2,8,8,8,0,7
188,10,9,9,3,1,5
189,0,2,10,7,2,9
190,1,9,9,3,6,3
191,7,2,4,4,2,0
192,9,3,2,5,8,10
193,1,5,1,3,3,1
194,1,4,1,7,8,5
195,6,1,3,7,6,9
196,5,2,9,10,6,5
197,5,2,6,6,3,5
198,10,9,2,6,7,9
199,8,4,7,9,7,10
200,1,7,0,7,3,8
201,2,7,0,3,6,4
202,9,8,6,7,0,9
203,9,5,3,6,9,5
204,4,3,6,10,6,4
205,6,7,6,9,6,0
206,10,7,9,3,2,9
207,0,10,6,2,0,7
208,6,7,4,9,8,0
209,0,10,0,10,10,0
210,8,3,2,6,6,6
211,8,4,1,2,10,8
212,1,1,3,9,0,3
