,0,1,2,3,4,5
0,72,40,87,39,49,40
1,50,22,37,27,91,60
2,82,12,3,63,51,45
3,97,46,9,68,47,74
4,8,29,4,29,89,54
5,42,35,85,81,36,36
6,6,40,78,12,61,6
7,56,87,32,36,34,33
8,79,47,87,37,19,70
9,80,27,91,19,85,8
10,53,88,29,60,43,51
11,28,60,78,99,86,42
12,14,8,9,54,79,33
13,90,40,83,91,75,58
14,72,10,89,100,16,65
15,12,89,22,72,57,62
16,13,44,29,37,50,11
17,62,67,11,46,90,12
18,5,99,75,11,81,99
19,38,50,33,95,37,97
20,16,28,17,81,34,53
21,6,15,4,92,54,76
22,96,70,32,43,14,97
23,14,95,58,13,17,41
24,74,68,2,38,10,78
25,15,28,82,41,47,55
26,70,97,6,87,45,27
27,70,87,0,70,63,27
28,97,100,72,68,11,50
29,9,3,61,9,29,30
30,59,87,57,82,65,63
31,37,10,48,43,67,93
32,47,35,9,17,100,16
33,34,61,54,81,27,22
34,86,11,36,21,1,9
35,98,98,40,18,64,26
36,2,0,49,63,87,30
37,17,24,74,89,47,97
38,4,83,18,40,76,90
39,68,2,19,73,63,12
40,97,41,8,56,10,98
41,43,10,6,21,9,73
42,95,87,18,72,48,96
43,74,78,94,2,68,39
44,39,78,99,77,90,78
45,9,19,0,4,87,81
46,57,92,20,51,100,19
47,30,19,19,87,86,69
48,72,64,12,94,52,44
49,27,98,97,48,51,43
50,65,16,12,20,28,5
51,62,53,57,17,39,14
52,49,85,36,4,53,37
53,92,67,84,30,46,60
54,24,56,65,54,19,64
55,80,52,66,47,100,82
56,97,14,74,6,51,100
57,99,25,25,97,19,100
58,71,92,14,69,38,94
59,62,23,94,69,76,23
60,9,26,29,43,67,73
61,9,31,91,28,57,4
62,85,45,47,6,12,85
63,25,27,36,59,90,48
64,49,80,23,89,74,93
65,42,95,17,42,39,42
66,32,2,40,73,31,49
67,30,89,24,71,1,94
68,51,18,47,32,53,85
69,8,77,21,97,38,29
70,10,17,40,6,72,82
71,43,48,34,51,54,87
72,30,93,20,84,25,55
73,4,59,56,78,80,58
74,79,65,79,69,50,53
75,95,99,39,69,92,61
76,53,94,84,34,62,86
77,30,20,24,74,48,70
78,20,73,25,51,74,70
79,16,82,15,51,80,1
80,90,66,98,91,100,21
81,25,16,52,5,55,91
82,82,39,37,80,62,75
83,36,54,61,93,40,37
84,82,52,46,40,36,81
85,86,22,97,18,29,89
86,8,11,20,96,77,97
87,79,10,21,28,7,70
88,79,65,44,85,19,70
89,14,55,38,13,35,1
90,11,7,78,45,76,2
91,1,67,22,23,55,80
92,58,79,80,23,31,8
93,93,80,49,9,45,72
94,86,74,36,48,96,22
95,96,80,75,72,28,15
96,10,67,8,87,57,14
97,4,80,33,61,25,65
98,12,40,43,18,67,1
99,51,82,60,56,75,7
100,9,9,74,60,43,78
101,20,54,1,61,58,25
102,46,9,49,64,54,43
103,43,79,9,91,71,71
104,17,67,81,77,67,84
105,47,65,61,0,93,38
106,36,33,84,80,50,52
107,74,79,16,88,1,81
108,52,18,43,66,94,74
109,83,81,100,52,74,29
110,58,59,10,12,69,72
111,58,41,2,79,9,26
112,26,21,20,40,25,60
113,94,58,45,50,47,39
114,21,1,98,6,32,20
115,14,41,33,65,85,100
116,84,74,88,49,54,75
117,68,31,47,53,29,19
118,69,95,75,11,73,44
119,53,74,85,43,14,47
120,19,9,51,85,74,56
121,57,98,18,75,12,55
122,97,11,11,68,47,96
123,53,65,34,6,29,19
124,8,98,40,32,12,69
125,16,92,55,27,90,61
126,12,66,28,54,57,93
127,30,4,91,84,6,2
128,26,90,99,7,52,1
129,43,21,91,36,100,32
130,73,63,66,8,68,62
131,77,84,59,83,73,71
132,61,71,42,71,89,53
133,73,64,2,73,84,22
134,92,44,51,42,60,78
135,32,50,41,55,34,99
136,30,42,79,45,63,25
137,22,92,15,14,95,51
138,81,22,61,32,45,80
139,19,8,50,30,80,93
140,98,52,38,97,54,30
141,18,17,3,70,98,1
142,65,23,0,66,44,83
143,5,28,94,14,97,23
144,90,67,68,18,10,80
145,64,42,23,17,56,2
146,56,11,50,97,86,75
147,28,93,26,19,8,99
148,92,24,3,41,72,80
149,9,71,17,8,40,63
150,42,84,68,42,91,58
151,75,74,80,14,27,99
152,8,44,47,83,81,39
153,95,19,42,40,39,59
154,80,46,84,36,28,18
155,38,24,99,89,65,5
156,74,86,95,38,35,2
157,38,74,65,15,93,60
158,18,32,72,40,60,29
159,54,56,24,33,10,54
160,71,73,93,25,97,50
161,99,71,81,64,23,61
162,64,11,26,14,56,85
163,50,95,89,40,24,34
164,56,16,53,75,37,18
165,66,2,36,34,28,13
166,18,75,35,60,42,34
167,3,30,0,13,89,57
168,99,93,80,91,10,73
169,6,85,32,30,58,27
170,22,71,63,85,63,81
171,35,81,18,0,50,41
172,22,66,93,53,86,80
173,56,52,32,38,91,74
174,27,12,73,98,39,66
175,44,80,11,90,0,69
176,89,41,37,8,1,30
177,48,93,19,7,0,11
178,66,7,100,86,13,8
179,8,15,30,13,63,92
180,40,54,27,59,8,44
181,26,23,91,2,89,67
182,100,87,74,77,75,83
183,19,83,31,37,13,31
184,67,1,27,42,70,17
185,2,91,41,76,35,4
186,72,49,61,64,9,18
187,46,59,87,20,12,33
188,45,79,27,85,49,37
189,67,7,45,42,58,14
190,99,0,67,54,43,35
191,79,35,100,57,95,24
192,6,29,30,93,81,87
193,69,29,78,87,77,8
194,93,87,69,35,36,81
195,64,25,26,54,67,42
196,49,59,39,96,88,23
197,63,14,10,44,75,82
198,21,96,57,85,57,63
199,34,86,89,11,8,50
200,69,56,41,11,20,21
201,33,23,9,58,50,37
202,63,83,88,76,11,66
203,20,58,36,77,37,45
204,88,67,94,2,7,90
205,95,47,47,67,90,60
206,0,12,52,80,46,48
207,7,86,84,93,9,58
208,35,50,88,36,10,85
209,82,14,53,11,31,41
210,99,16,66,47,38,100
211,89,28,29,95,31,41
212,80,39,2,90,63,61
213,52,74,10,75,55,14
214,33,38,35,80,89,79
215,77,61,83,24,79,78
216,76,44,46,18,12,24
217,63,51,47,92,25,49
218,61,25,36,13,83,37
219,13,60,49,69,42,97
220,23,54,56,58,65,69
221,84,45,2,36,28,92
222,34,91,62,33,93,54
223,88,12,36,9,93,71
224,79,43,100,6,68,34
225,56,45,45,77,19,15
226,99,87,55,64,60,72
227,70,29,1,36,43,96
228,86,64,13,67,18,49
229,81,55,23,4,50,71
230,66,5,61,2,89,10
231,47,38,18,94,5,79
232,87,37,25,78,87,85
233,99,93,57,59,92,77
234,46,2,0,89,80,68
235,99,68,32,80,82,65
236,45,72,63,7,43,62
237,20,99,31,25,89,90
238,93,13,62,92,16,88
239,54,88,50,15,75,69
240,45,85,26,70,80,84
241,23,64,40,37,48,96
242,45,89,72,58,92,81
243,79,89,22,35,31,26
244,54,98,96,83,46,94
245,11,76,86,89,13,50
246,35,92,26,4,46,55
247,73,37,0,95,31,72
248,72,33,54,43,22,92
249,19,95,13,6,92,94
250,35,12,32,12,57,3
251,86,89,21,41,39,56
252,11,18,49,66,30,90
253,48,5,99,15,89,75
