,0,1,2,3,4,5,6,7,8,9,10
0,,9,,6,2,2,10,4,0,7,10
1,,8,,6,8,1,5,2,10,10,5
2,8.0,6,5.0,10,10,1,10,7,9,3,5
3,,9,10.0,0,1,8,1,2,10,9,3
4,,5,,8,6,0,7,7,8,0,1
5,8.0,10,6.0,5,3,2,4,2,1,5,1
6,9.0,0,,7,1,3,6,7,8,3,9
7,5.0,8,,0,3,9,7,10,10,6,0
8,,6,,3,0,4,8,0,9,10,10
9,,6,4.0,8,3,3,9,10,6,7,2
10,,8,1.0,6,5,3,0,5,3,10,6
11,,7,7.0,6,10,9,5,8,0,5,4
12,10.0,8,,4,10,9,7,2,3,3,3
13,3.0,2,,0,7,0,7,7,6,10,0
14,,9,,0,8,1,8,8,0,3,1
15,7.0,9,8.0,9,2,9,6,2,9,9,6
16,,4,,0,9,7,8,5,10,0,2
17,6.0,1,4.0,10,9,0,3,6,0,10,10
18,,4,,3,6,1,4,4,6,5,3
19,2.0,5,,6,7,2,7,10,4,1,9
20,,4,8.0,8,2,8,4,5,9,0,4
21,,9,,2,5,10,6,3,3,5,1
22,,4,6.0,5,6,7,7,5,5,7,9
23,,7,2.0,7,4,4,3,3,6,10,7
24,,4,,1,8,3,10,6,2,3,4
25,6.0,1,,10,9,9,4,7,3,5,6
26,,2,,4,6,4,3,9,10,10,8
27,2.0,4,0.0,10,9,7,10,7,3,6,9
28,7.0,5,,8,4,4,4,10,6,5,1
29,9.0,3,,10,0,0,2,0,6,7,9
30,8.0,3,,2,9,2,4,4,0,6,2
31,1.0,7,,10,3,4,4,5,2,4,9
32,5.0,2,6.0,1,1,9,8,3,6,9,4
33,5.0,7,,3,0,8,8,4,3,7,5
34,2.0,10,1.0,6,4,1,4,9,0,4,5
35,,4,,7,6,4,7,2,5,6,9
36,,6,,4,4,3,8,5,7,0,4
37,,6,1.0,3,10,9,2,10,8,9,8
38,,2,,1,7,9,1,0,3,5,9
39,,9,,8,6,5,2,1,10,0,2
40,3.0,1,,3,9,5,7,0,10,4,5
41,,5,2.0,4,10,9,8,0,4,1,1
42,,8,10.0,6,9,5,3,1,8,9,3
43,8.0,9,,9,7,5,2,9,3,9,4
44,6.0,4,8.0,8,7,9,9,10,10,1,1
45,,3,8.0,0,8,9,3,8,8,4,3
46,6.0,9,0.0,6,5,1,2,5,4,3,9
47,,2,,2,6,7,1,6,2,10,10
48,1.0,10,4.0,2,0,9,8,5,10,5,1
49,8.0,3,1.0,7,5,4,6,4,7,8,10
50,,9,9.0,9,1,7,1,10,10,9,4
51,3.0,5,,4,5,9,2,6,8,7,9
52,6.0,10,,8,2,10,6,9,2,10,3
53,0.0,5,,5,2,0,0,6,0,10,10
54,4.0,6,8.0,3,5,6,3,9,4,1,10
55,7.0,8,,4,8,9,10,8,4,5,1
56,10.0,2,5.0,5,2,8,1,8,0,1,6
57,1.0,8,8.0,0,6,7,6,7,6,2,1
58,4.0,9,,10,6,4,2,3,6,9,5
59,9.0,8,,3,2,1,10,9,10,9,9
60,4.0,4,,5,9,0,7,0,3,7,7
61,5.0,3,,7,8,1,3,6,9,10,3
62,,9,8.0,7,1,2,10,10,7,4,3
63,,5,1.0,1,4,5,5,3,8,9,8
64,6.0,10,,1,3,7,1,0,10,3,2
65,4.0,5,,8,3,9,8,2,3,3,2
66,9.0,3,,4,3,0,2,0,7,2,1
67,,7,6.0,6,10,0,5,2,1,0,4
68,,6,6.0,5,8,3,3,10,6,0,8
69,,0,,0,5,6,10,7,0,4,7
70,0.0,3,,8,2,2,1,3,8,2,7
71,8.0,1,,9,7,7,8,6,3,5,9
72,,7,,0,1,8,8,6,0,1,8
73,,3,2.0,2,5,2,7,1,7,1,4
74,,10,3.0,2,4,7,0,4,10,8,6
75,,6,,9,4,8,3,4,7,5,4
76,,1,,9,9,8,5,5,3,0,2
77,6.0,5,,2,4,6,10,6,0,7,8
78,7.0,1,,8,4,4,4,1,2,4,10
79,,4,4.0,3,4,8,5,5,6,7,6
80,,10,,9,3,7,2,9,3,2,7
81,8.0,8,,5,8,10,0,10,9,2,2
82,5.0,5,,9,3,0,0,1,10,7,3
83,,3,6.0,9,10,0,0,3,1,9,5
84,,1,8.0,2,0,10,0,4,3,0,3
85,,8,,5,4,9,10,5,1,9,9
86,,0,,8,0,2,0,4,4,9,7
87,,4,0.0,4,5,3,9,5,9,8,10
88,,10,,9,2,0,6,2,9,5,6
89,7.0,10,5.0,4,10,1,10,10,2,7,9
90,,8,,8,6,2,0,0,10,9,10
91,,7,,10,10,3,2,3,10,6,7
92,4.0,3,,0,8,5,0,5,5,2,9
93,0.0,10,,5,8,8,2,10,10,3,6
94,,8,7.0,7,2,9,9,2,1,10,6
95,9.0,4,4.0,1,10,9,9,1,1,1,4
96,0.0,4,0.0,8,0,6,4,9,1,10,9
97,0.0,8,,9,5,10,10,8,0,0,1
98,,6,2.0,8,0,10,1,1,5,9,10
99,,9,,3,1,7,10,2,4,9,8
100,1.0,5,1.0,7,8,5,8,5,5,0,7
101,5.0,6,7.0,7,0,6,2,7,3,3,3
102,7.0,5,,0,1,10,9,7,8,8,5
103,0.0,7,8.0,0,6,5,3,0,2,0,1
104,0.0,2,6.0,4,4,8,6,4,5,9,4
105,,9,,2,4,10,10,9,4,3,6
106,,0,0.0,3,8,10,9,10,6,9,2
107,0.0,4,,0,8,1,4,10,5,0,1
108,6.0,5,6.0,0,2,3,10,6,1,7,5
109,,6,,0,0,10,9,4,5,2,9
110,,5,,3,6,1,0,2,2,9,0
111,,0,,10,1,6,5,10,6,9,6
112,,6,6.0,4,4,0,7,8,6,10,8
113,10.0,0,2.0,4,3,4,9,3,0,2,4
114,4.0,3,,7,1,1,0,3,5,0,4
115,,7,7.0,10,2,7,9,9,8,4,10
116,0.0,3,,3,10,3,5,6,8,6,10
117,,1,10.0,1,4,3,2,0,0,6,10
118,,1,0.0,0,5,7,5,7,0,1,10
119,,0,1.0,2,6,3,6,5,1,1,3
120,,8,,5,4,5,1,10,8,5,7
121,,3,3.0,6,9,2,2,6,3,9,5
122,,3,0.0,7,3,5,9,1,1,10,9
123,1.0,9,4.0,9,9,4,5,0,0,9,2
124,,10,4.0,10,10,8,6,4,8,1,2
125,4.0,2,,10,4,0,1,2,5,8,10
126,0.0,4,,7,1,2,1,10,2,10,0
127,1.0,4,7.0,9,4,2,3,7,0,4,8
128,5.0,7,3.0,2,6,7,6,7,7,5,8
129,,2,,7,7,0,4,0,7,6,0
130,9.0,6,0.0,9,2,2,5,3,5,10,0
131,,9,3.0,3,9,0,4,10,10,3,6
132,5.0,6,2.0,0,10,8,3,2,9,9,6
133,8.0,7,,1,8,2,3,5,9,8,9
134,5.0,1,10.0,2,8,9,7,6,7,6,8
135,,8,7.0,9,10,2,10,2,3,8,2
136,,0,,6,6,9,10,10,4,4,3
137,9.0,8,,0,1,6,5,9,3,7,0
138,,5,7.0,10,7,4,7,5,1,0,4
139,,8,,6,7,9,10,5,0,0,5
140,3.0,2,7.0,9,3,2,9,7,0,4,6
141,7.0,0,4.0,9,1,5,8,1,10,9,6
142,8.0,7,7.0,8,3,8,2,10,9,0,8
143,,9,,9,7,10,5,0,10,5,0
144,,6,,8,1,2,7,9,0,6,3
145,3.0,8,8.0,5,9,8,7,5,7,9,5
146,,9,,7,10,3,10,5,9,4,5
147,3.0,7,5.0,4,2,10,7,6,4,3,4
148,2.0,10,3.0,4,6,10,0,4,0,7,2
149,8.0,8,,2,10,5,3,0,10,5,9
150,0.0,9,,7,3,8,0,9,7,10,4
151,4.0,5,,5,6,0,1,5,3,4,8
152,9.0,3,,5,2,8,6,9,6,2,5
153,10.0,4,,7,6,2,7,0,0,2,5
154,,0,6.0,10,7,7,7,3,4,2,6
155,,8,7.0,7,1,8,8,9,5,2,5
156,,2,10.0,5,6,5,8,6,5,3,8
157,,3,,0,6,8,8,2,2,4,0
158,,3,2.0,8,4,10,2,2,8,7,3
159,1.0,7,2.0,2,2,6,2,6,3,6,9
160,,10,,2,0,4,3,6,8,8,0
161,4.0,0,,5,2,10,2,8,10,1,4
162,,1,,9,3,10,3,1,6,9,3
163,8.0,2,1.0,9,9,10,6,8,3,8,3
164,,5,,0,2,8,6,5,7,7,4
165,,2,,1,6,9,0,6,7,5,8
166,,7,,1,10,10,7,6,2,7,8
167,,1,,5,6,5,2,8,3,0,10
168,,1,,5,2,1,10,7,8,8,0
169,1.0,6,,3,9,1,9,5,2,10,0
170,,0,5.0,2,6,10,0,4,4,9,8
171,1.0,4,,4,10,6,5,0,9,2,4
172,9.0,5,,5,9,5,0,4,9,4,9
173,10.0,8,,1,4,4,10,5,9,3,7
174,5.0,4,5.0,8,0,5,7,3,5,10,6
175,3.0,9,9.0,2,2,7,4,4,6,0,3
176,4.0,6,8.0,0,2,9,5,6,4,7,2
177,,7,,4,8,9,10,3,10,0,1
178,,7,,7,2,4,5,8,4,3,0
179,5.0,1,,8,10,1,6,10,0,6,10
180,10.0,10,6.0,4,5,8,4,1,0,0,1
181,,1,,5,8,10,7,9,7,9,7
182,9.0,6,9.0,4,4,4,0,4,8,6,5
183,5.0,9,,10,2,2,7,2,3,3,3
184,5.0,10,,6,1,9,6,3,2,2,8
185,,2,0.0,7,0,5,4,9,4,2,4
186,1.0,4,6.0,3,5,10,10,0,4,8,3
187,,7,,6,0,6,8,6,1,1,2
188,10.0,6,6.0,1,9,7,9,1,2,6,4
189,6.0,8,2.0,7,0,0,7,3,6,7,8
190,,9,,1,8,10,9,9,0,0,1
191,,9,,6,3,7,3,10,7,8,9
192,7.0,6,,5,3,10,9,6,5,9,7
193,,0,,2,2,8,5,8,5,10,3
194,8.0,2,,10,1,3,7,9,4,7,1
195,,10,,8,10,5,10,2,3,9,10
196,2.0,7,,9,2,1,6,6,2,10,9
197,,7,1.0,5,6,4,10,5,3,1,1
198,,2,,4,0,3,0,7,1,1,3
199,1.0,10,,6,6,5,6,6,0,7,3
200,,6,,7,1,4,6,3,5,7,1
201,8.0,3,,2,9,1,1,6,1,1,8
202,,5,5.0,7,0,1,2,5,2,3,8
203,5.0,7,,9,6,9,3,1,1,0,7
204,9.0,3,10.0,5,6,9,4,0,3,0,8
205,,4,,7,4,10,0,3,3,3,4
206,3.0,0,5.0,7,8,3,2,9,5,1,7
207,,3,,0,6,1,3,3,7,5,6
208,,8,4.0,0,7,2,0,3,9,1,4
209,,7,7.0,6,9,5,1,7,9,9,10
210,,8,6.0,3,6,7,10,0,10,4,3
211,10.0,10,2.0,5,1,8,3,1,4,5,2
212,,8,2.0,5,1,1,6,9,4,8,1
213,,5,,7,7,10,3,3,1,7,10
214,4.0,10,6.0,4,5,3,4,4,1,2,4
215,,4,,7,8,8,1,5,1,8,5
216,8.0,3,,9,6,1,5,3,6,7,9
217,8.0,4,10.0,0,9,2,4,0,5,10,3
218,7.0,10,,6,5,6,10,10,10,2,0
219,0.0,5,,8,2,5,4,6,0,5,5
220,7.0,9,8.0,4,7,5,6,3,10,5,6
221,,3,8.0,3,3,0,2,6,3,4,2
222,0.0,2,8.0,6,9,6,2,6,6,2,8
223,8.0,6,7.0,10,3,0,0,4,0,2,5
224,,4,,3,4,2,7,1,6,4,9
225,5.0,3,,2,3,4,6,7,1,3,2
226,,5,2.0,1,5,2,8,6,10,3,7
227,3.0,6,0.0,1,3,2,3,1,5,10,10
228,,4,3.0,10,4,4,10,6,4,6,0
229,4.0,8,3.0,5,4,1,10,0,1,8,0
230,,6,9.0,7,5,0,4,3,9,6,7
231,,4,8.0,7,9,7,0,1,6,3,9
232,4.0,1,0.0,5,4,3,2,9,2,2,9
233,,7,1.0,3,9,3,5,7,5,3,7
234,,5,7.0,8,7,5,1,8,5,4,8
235,,5,5.0,10,5,5,0,10,0,1,8
236,1.0,5,7.0,9,6,9,7,9,3,10,5
237,6.0,4,9.0,3,6,5,10,8,2,3,3
238,4.0,6,2.0,5,2,3,4,6,9,7,1
239,3.0,6,3.0,6,6,5,3,3,1,5,10
240,,8,,1,2,4,1,7,2,0,6
241,1.0,2,1.0,9,8,4,1,5,7,9,10
242,1.0,8,2.0,4,6,10,9,4,6,6,1
243,6.0,2,8.0,6,9,7,10,0,5,5,7
244,0.0,9,,0,1,2,4,9,6,0,9
245,1.0,9,5.0,4,3,7,5,7,8,2,4
246,,8,,3,4,7,8,3,7,0,5
247,6.0,3,3.0,0,3,0,1,3,2,7,4
248,4.0,8,,7,3,7,0,6,0,3,9
249,0.0,10,2.0,4,8,7,3,0,1,2,8
250,,2,7.0,2,1,9,2,8,6,3,10
251,6.0,9,5.0,4,7,9,5,5,10,1,7
252,,6,9.0,7,9,3,2,9,1,6,5
253,,9,6.0,2,3,2,2,1,1,5,6
254,3.0,8,6.0,3,7,8,7,3,4,10,10
255,7.0,3,3.0,9,10,8,5,1,1,7,3
256,,10,3.0,8,4,7,4,0,8,5,8
257,,5,2.0,3,5,2,2,3,6,9,7
258,6.0,1,1.0,10,2,8,2,4,0,5,8
259,3.0,9,0.0,8,7,4,8,6,5,5,7
260,3.0,4,,2,6,7,4,9,0,4,8
261,7.0,10,,7,2,1,2,2,0,1,1
262,,2,,10,8,9,10,4,7,2,4
263,4.0,8,8.0,3,2,4,4,4,7,1,8
264,2.0,9,7.0,5,9,0,4,3,3,1,6
265,,5,,6,2,7,9,8,3,0,3
266,10.0,5,,0,7,5,0,3,6,6,2
267,,9,,8,0,5,3,4,9,5,4
268,2.0,6,,2,9,2,7,1,7,4,7
269,3.0,4,8.0,3,5,6,0,0,0,8,7
270,7.0,9,,2,6,9,4,1,8,6,2
271,2.0,7,4.0,3,2,5,5,10,4,6,0
272,,9,,6,6,4,1,9,1,5,10
273,6.0,9,7.0,6,8,0,8,2,4,10,9
274,,7,,3,5,10,2,9,6,0,4
275,,8,,1,8,3,10,5,2,10,10
276,10.0,9,7.0,9,7,1,10,0,1,4,7
277,,6,,2,10,2,7,8,6,3,3
278,,3,2.0,1,7,1,10,10,6,8,5
279,0.0,9,10.0,6,1,9,0,1,4,1,7
280,,7,5.0,2,0,0,6,7,1,8,2
281,,6,3.0,8,6,2,5,2,1,0,0
282,,8,,6,4,0,6,4,8,10,5
283,1.0,2,,2,0,8,1,10,7,7,7
284,,6,5.0,10,8,5,10,4,2,2,6
285,8.0,9,5.0,0,3,7,2,1,3,6,0
286,0.0,10,6.0,9,6,7,10,8,2,8,0
287,,6,8.0,6,1,5,3,0,8,8,5
288,,7,0.0,8,5,6,8,7,2,7,2
289,8.0,7,10.0,1,8,9,1,10,6,7,10
290,,10,4.0,4,2,8,1,0,0,6,5
291,,5,8.0,10,5,2,7,5,9,1,5
292,6.0,10,,3,4,0,0,10,6,8,5
293,5.0,4,,4,3,7,8,7,7,8,5
294,5.0,6,9.0,7,8,6,10,5,2,7,4
295,,0,,8,3,6,2,2,8,6,2
296,,4,1.0,1,9,10,8,5,9,8,2
297,,6,,2,1,3,5,5,4,3,9
298,,4,,3,6,1,3,6,7,3,10
299,7.0,1,0.0,3,2,2,5,9,2,6,9
300,9.0,7,10.0,10,9,5,4,7,2,1,5
301,1.0,6,,5,4,7,2,7,3,0,2
302,,7,5.0,8,6,4,8,5,2,1,5
303,,2,,9,1,0,8,3,10,3,8
304,1.0,7,,4,1,7,5,4,8,2,0
305,10.0,8,2.0,3,8,0,8,8,2,5,0
306,,5,7.0,5,3,9,8,1,3,7,7
307,10.0,2,10.0,9,6,0,1,3,6,10,6
308,,1,6.0,3,4,5,4,10,7,8,7
309,,3,,8,3,8,1,8,1,6,7
310,,5,9.0,3,5,3,6,7,7,8,2
311,2.0,9,,10,5,7,1,8,2,2,7
312,,2,,2,4,7,8,8,0,3,4
