,0,1,2,3,4,5,6,7,8,9,10
0,7,9,8,0,8,2,0,4,3,1,9
1,3,4,3,5,9,7,8,5,10,0,9
2,4,7,3,9,8,10,0,1,4,9,8
3,7,10,3,1,0,2,0,7,4,8,8
4,0,10,8,6,7,4,0,4,7,4,3
5,10,6,9,9,5,2,9,9,10,8,8
6,2,5,4,4,8,7,2,8,8,6,5
7,4,9,7,7,4,10,1,7,5,4,10
8,6,4,10,6,3,3,10,0,6,3,10
9,0,3,0,2,6,5,9,8,6,0,3
10,3,3,8,7,9,8,8,7,7,8,9
11,3,6,1,1,0,7,10,1,0,9,2
12,10,0,4,3,1,4,0,8,9,0,6
13,3,9,8,6,2,8,2,5,6,2,3
14,0,5,2,7,10,9,4,6,4,8,3
15,9,5,7,6,0,6,6,0,5,3,6
16,9,5,6,6,6,7,7,10,10,7,4
17,7,10,10,5,2,8,9,6,2,2,9
18,1,7,10,2,5,10,9,8,1,10,1
19,4,2,3,8,8,7,0,1,0,3,1
20,2,7,3,0,4,6,8,2,3,9,10
21,1,6,8,0,8,3,1,4,5,9,4
22,1,9,8,10,0,3,5,10,7,10,3
23,3,2,5,5,3,3,3,1,7,10,8
24,2,1,10,5,7,5,8,2,4,4,7
25,2,2,1,4,6,2,10,9,2,9,2
26,8,4,0,6,7,3,0,2,0,7,8
27,1,8,1,9,2,1,7,9,8,0,6
28,7,9,4,2,6,9,8,3,8,8,9
29,4,9,0,0,0,6,4,2,7,9,8
30,0,6,6,9,6,4,6,0,4,10,8
31,3,6,4,5,4,10,4,9,0,4,4
32,4,5,8,10,3,2,3,6,1,7,7
33,10,7,6,8,9,3,3,5,5,8,8
34,9,5,0,9,9,5,2,3,10,1,7
35,1,7,10,9,7,1,6,9,4,10,6
36,1,10,3,9,5,4,8,7,5,4,1
37,2,5,1,4,5,10,1,9,6,10,3
38,1,1,7,6,7,0,7,3,4,1,4
39,0,6,1,1,4,0,5,0,8,4,9
40,1,7,1,3,4,4,2,5,9,4,5
41,0,4,6,10,10,10,1,7,2,9,5
42,0,0,4,4,0,3,2,0,9,2,1
43,4,2,9,2,9,8,10,3,9,0,4
