0,1,2,3,4,5,6,7,8,9,10,11,12
,2,7,2.0,5.0,5,10,1.0,1,,,9.0,4.0
,1,0,6.0,6.666666666666667,0,4,2.0,4,,4.0,7.0,8.0
6.0,8,9,10.0,8.333333333333334,7,6,3.25,10,,5.0,5.0,4.0
3.0,7,7,9.0,10.0,3,10,4.5,8,,5.5,3.0,1.0
3.0,9,9,7.0,6.0,4,0,5.75,9,0.0,6.0,1.0,3.0
3.0,6,2,4.0,2.0,0,1,7.0,2,7.0,6.5,2.25,5.0
2.0,3,3,4.666666666666667,4.0,4,7,5.0,1,5.666666666666667,7.0,3.5,7.0
2.0,9,0,5.333333333333333,2.5,8,5,5.0,9,4.333333333333334,6.5,4.75,9.0
4.0,5,5,6.0,1.0,6,5,3.0,9,3.0,6.0,6.0,4.0
6.5,4,7,4.0,3.6666666666666665,8,7,1.0,8,6.5,5.5,5.5,4.666666666666667
9.0,5,4,3.75,6.333333333333333,5,7,0.6666666666666667,0,10.0,5.0,5.0,5.333333333333333
6.0,8,8,3.5,9.0,5,5,0.33333333333333337,9,1.0,4.5,4.5,6.0
5.0,3,5,3.25,8.5,9,0,0.0,1,1.0,4.0,4.0,6.666666666666666
4.0,10,1,3.0,8.0,1,4,8.0,2,1.0,3.5,3.5,7.333333333333333
3.0,2,7,3.3333333333333335,7.0,7,2,7.5,0,1.0,3.0,3.0,8.0
2.0,4,4,3.6666666666666665,6.0,6,9,7.0,9,2.0,2.5,2.0,2.0
1.0,1,9,4.0,2.0,4,8,4.666666666666666,5,6.0,2.0,1.0,1.0
3.0,7,1,3.5,3.0,7,10,2.333333333333333,6,6.5,1.0,2.333333333333333,1.5
5.0,9,9,3.0,3.25,5,8,0.0,7,7.0,2.0,3.6666666666666665,2.0
7.0,7,6,6.0,3.5,10,1,0.0,1,8.0,3.0,5.0,4.0
8.0,1,3,4.0,3.75,2,1,1.0,6,6.5,1.5,6.333333333333333,6.0
9.0,8,9,2.0,4.0,1,10,8.0,0,5.0,0.0,7.666666666666666,5.0
8.0,7,3,0.0,0.0,9,1,10.0,7,10.0,0.0,9.0,2.5
4.5,7,6,0.25,0.5,6,8,9.5,3,6.5,1.0,9.0,0.0
1.0,3,7,0.5,1.0,3,3,9.0,3,3.0,4.0,8.6,2.3333333333333335
4.0,10,1,0.75,2.666666666666667,1,5,8.5,4,8.0,7.0,8.2,4.666666666666667
7.0,8,5,1.0,4.333333333333334,7,3,8.0,4,8.0,10.0,7.8,7.0
7.0,5,8,1.25,6.0,1,9,1.0,0,8.0,4.0,7.4,0.0
5.333333333333333,0,9,1.5,2.0,5,7,9.0,6,8.0,6.0,7.0,2.0
3.6666666666666665,9,9,1.75,6.0,6,10,6.333333333333334,6,4.0,8.0,8.0,4.0
2.0,10,1,2.0,10.0,9,8,3.666666666666667,3,3.5,8.0,9.0,2.0
3.0,6,3,5.0,10.0,6,8,1.0,5,3.0,1.0,5.0,5.0
8.0,5,6,8.0,10.0,7,3,5.0,4,2.5,3.0,0.0,5.5
3.0,6,1,5.0,10.0,7,3,6.0,5,2.0,5.0,0.0,6.0
7.0,10,6,3.5,10.0,4,6,9.0,1,4.0,7.0,1.5,6.5
7.5,0,10,2.0,10.0,7,6,4.0,8,4.666666666666667,3.0,3.0,7.0
8.0,6,0,5.5,10.0,6,8,2.0,5,5.333333333333333,4.5,5.0,2.0
8.5,9,1,9.0,10.0,0,6,9.0,7,6.0,6.0,5.333333333333333,4.666666666666666
9.0,9,10,5.0,10.0,7,1,9.5,3,4.0,9.0,5.666666666666667,7.333333333333333
8.0,3,9,1.0,8.0,2,5,10.0,4,2.0,0.0,6.0,10.0
5.0,8,3,4.0,7.666666666666667,9,9,7.0,4,6.0,4.5,9.0,8.0
9.0,6,5,7.0,7.333333333333333,10,1,4.0,5,1.0,9.0,9.0,6.0
2.0,7,2,5.0,7.0,7,10,1.0,10,5.0,4.5,10.0,4.0
2.5,0,1,3.0,7.5,3,0,3.0,1,10.0,0.0,0.0,2.0
3.0,8,2,3.5,8.0,5,9,5.0,0,2.0,7.0,3.0,4.0
2.5,5,9,4.0,3.0,9,10,1.0,5,10.0,7.75,6.0,6.0
2.0,0,4,8.0,5.0,10,7,1.0,1,7.0,8.5,2.0,7.0
1.5,4,0,6.0,4.0,10,1,5.0,7,4.0,9.25,4.0,8.0
1.0,0,9,7.333333333333333,5.0,5,5,5.5,2,1.0,10.0,6.0,8.0
1.6666666666666665,5,6,8.666666666666666,3.0,7,2,6.0,7,3.0,8.0,2.0,3.0
2.333333333333333,9,6,10.0,4.0,7,6,6.0,7,5.0,6.5,4.5,2.0
3.0,1,3,9.0,8.0,9,4,4.0,6,7.0,5.0,7.0,6.0
5.0,3,7,7.0,7.0,3,4,2.0,0,10.0,8.0,1.0,0.0
10.0,1,4,6.5,6.0,8,5,5.0,4,9.0,4.0,1.0,9.0
9.0,10,7,6.0,5.0,8,2,4.333333333333333,0,8.0,0.0,6.0,1.0
8.0,7,8,5.5,3.0,9,3,3.666666666666667,5,7.0,0.6666666666666666,2.0,4.0
7.0,7,9,5.0,1.0,7,4,3.0,9,7.0,1.3333333333333333,10.0,4.0
6.0,4,1,5.333333333333333,3.0,10,2,8.0,10,10.0,2.0,2.0,4.0
