,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,2,7,2.0,5.0,5,10,1.0,1,,,9.0,4.0
1,,1,0,,,0,4,2.0,4,,4.0,7.0,8.0
2,6.0,8,9,10.0,,7,6,,10,,5.0,,4.0
3,3.0,7,7,9.0,10.0,3,10,,8,,,3.0,1.0
4,,9,9,7.0,,4,0,,9,0.0,,1.0,
5,3.0,6,2,4.0,2.0,0,1,7.0,2,7.0,,,
6,2.0,3,3,,4.0,4,7,5.0,1,,7.0,,
7,2.0,9,0,,,8,5,5.0,9,,,,9.0
8,4.0,5,5,6.0,1.0,6,5,3.0,9,3.0,,6.0,4.0
9,,4,7,4.0,,8,7,1.0,8,,,,
10,9.0,5,4,,,5,7,,0,10.0,,,
11,6.0,8,8,,9.0,5,5,,9,1.0,,,
12,,3,5,,,9,0,0.0,1,,4.0,,
13,,10,1,3.0,8.0,1,4,8.0,2,,,,
14,,2,7,,,7,2,,0,1.0,,3.0,8.0
15,,4,4,,6.0,6,9,7.0,9,2.0,,,2.0
16,1.0,1,9,4.0,2.0,4,8,,5,6.0,2.0,1.0,1.0
17,,7,1,,3.0,7,10,,6,,1.0,,
18,,9,9,3.0,,5,8,0.0,7,7.0,,,2.0
19,7.0,7,6,6.0,,10,1,0.0,1,8.0,3.0,,
20,,1,3,,,2,1,1.0,6,,,,6.0
21,9.0,8,9,,4.0,1,10,8.0,0,5.0,0.0,,5.0
22,8.0,7,3,0.0,0.0,9,1,10.0,7,10.0,0.0,9.0,
23,,7,6,,,6,8,,3,,1.0,9.0,0.0
24,1.0,3,7,,1.0,3,3,,3,3.0,,,
25,,10,1,,,1,5,,4,8.0,,,
26,7.0,8,5,,,7,3,8.0,4,,10.0,,7.0
27,7.0,5,8,,6.0,1,9,1.0,0,,4.0,,0.0
28,,0,9,,2.0,5,7,9.0,6,8.0,,7.0,
29,,9,9,,,6,10,,6,4.0,8.0,,4.0
30,2.0,10,1,2.0,10.0,9,8,,3,,8.0,9.0,2.0
31,3.0,6,3,,,6,8,1.0,5,,1.0,5.0,5.0
32,8.0,5,6,8.0,,7,3,5.0,4,,,0.0,
33,3.0,6,1,5.0,,7,3,6.0,5,2.0,,0.0,
34,7.0,10,6,,,4,6,9.0,1,4.0,7.0,,
35,,0,10,2.0,,7,6,4.0,8,,3.0,3.0,7.0
36,,6,0,,,6,8,2.0,5,,,5.0,2.0
37,,9,1,9.0,,0,6,9.0,7,6.0,6.0,,
38,9.0,9,10,,10.0,7,1,,3,,9.0,,
39,8.0,3,9,1.0,8.0,2,5,10.0,4,2.0,0.0,6.0,10.0
40,5.0,8,3,,,9,9,,4,6.0,,9.0,
41,9.0,6,5,7.0,,10,1,4.0,5,1.0,9.0,9.0,
42,2.0,7,2,,7.0,7,10,1.0,10,5.0,,10.0,
43,,0,1,3.0,,3,0,,1,10.0,0.0,0.0,2.0
44,3.0,8,2,,8.0,5,9,5.0,0,2.0,7.0,,
45,,5,9,4.0,3.0,9,10,1.0,5,10.0,,6.0,6.0
46,,0,4,8.0,5.0,10,7,1.0,1,,,2.0,
47,,4,0,6.0,4.0,10,1,5.0,7,,,,8.0
48,1.0,0,9,,5.0,5,5,,2,1.0,10.0,6.0,8.0
49,,5,6,,3.0,7,2,6.0,7,,8.0,2.0,3.0
50,,9,6,10.0,4.0,7,6,6.0,7,,,,2.0
51,3.0,1,3,9.0,8.0,9,4,,6,7.0,5.0,7.0,6.0
52,5.0,3,7,7.0,,3,4,2.0,0,10.0,8.0,1.0,0.0
53,10.0,1,4,,,8,5,5.0,4,,,1.0,9.0
54,,10,7,,5.0,8,2,,0,,0.0,6.0,1.0
55,,7,8,,,9,3,,5,7.0,,2.0,4.0
56,,7,9,5.0,1.0,7,4,3.0,9,7.0,,10.0,
57,,4,1,,3.0,10,2,8.0,10,10.0,2.0,2.0,
58,,2,6,,,5,4,9.0,7,2.0,,1.0,
59,4.0,2,6,,5.0,3,4,,3,,,0.0,
60,,1,1,,6.0,10,7,6.0,10,,4.0,3.0,4.0
61,1.0,2,8,,,10,1,,4,,8.0,5.0,
