,0,1,2,3,4,5,6,7,8,9,10,11,12
0,7,4,8,9,0,8,6,2,8,9,2,5,0
1,4,8,5,7,7,4,0,9,8,4,8,1,6
2,9,0,7,10,5,1,4,2,1,5,6,4,7
3,2,1,0,4,5,7,2,2,3,5,8,5,10
4,4,9,5,6,8,9,5,8,1,4,4,3,3
5,9,3,4,10,5,4,3,6,0,5,3,3,5
6,7,4,8,4,9,1,3,5,2,5,7,0,0
7,9,6,1,7,2,10,6,9,2,5,9,1,4
8,5,3,7,5,5,9,10,5,5,0,0,7,10
9,3,10,4,2,3,1,9,4,0,1,7,9,10
10,8,3,6,1,6,0,5,4,2,8,3,3,7
11,10,3,0,7,7,6,0,8,5,8,2,6,5
12,6,6,1,1,8,9,6,4,8,3,10,6,0
13,3,10,3,7,5,2,4,9,0,4,10,6,9
14,0,0,0,2,3,4,7,9,4,7,1,0,6
15,7,5,7,3,0,3,10,10,5,0,7,4,3
16,4,4,2,10,7,0,3,1,0,7,3,9,2
17,3,9,9,7,2,3,7,10,2,3,7,3,4
18,5,4,8,7,1,10,2,3,8,7,0,9,5
19,5,5,10,2,1,1,10,0,6,3,10,5,4
20,8,9,4,10,4,0,4,5,1,8,4,2,8
21,8,3,8,7,10,0,7,3,5,4,3,6,3
22,2,6,4,0,6,7,8,2,2,8,8,3,0
23,1,5,1,1,7,3,9,8,2,9,2,0,4
24,2,10,0,9,6,0,1,9,3,10,3,2,9
25,4,9,3,2,8,9,7,10,3,8,7,8,2
26,4,2,10,0,3,1,7,2,2,5,4,5,6
27,4,3,7,4,8,6,4,5,9,1,1,6,3
28,10,0,3,1,7,6,9,8,1,6,7,8,5
29,0,10,8,4,9,6,2,8,0,5,0,5,6
30,6,8,4,4,10,9,3,0,7,5,7,8,2
31,1,8,1,5,9,9,7,3,0,1,10,2,3
32,2,9,1,7,7,10,5,0,7,6,4,6,6
33,3,3,9,3,0,8,3,9,0,6,2,3,2
34,7,5,6,0,7,2,1,7,7,5,2,10,4
35,2,2,6,4,8,1,9,10,6,8,7,7,6
36,1,1,7,5,10,0,1,0,8,9,9,8,2
37,6,5,9,9,2,1,7,7,6,1,4,3,4
38,3,3,2,3,1,2,1,9,4,6,3,6,10
39,0,7,7,5,3,7,4,10,0,2,9,6,7
40,5,7,6,6,1,4,0,6,4,9,1,1,10
41,2,9,7,7,1,8,2,8,2,3,2,9,10
42,6,5,5,0,0,5,1,1,7,8,3,3,7
43,2,4,10,8,8,1,0,10,8,0,0,9,8
44,4,8,0,5,5,10,2,10,8,9,3,8,0
45,5,4,5,7,7,8,10,6,6,4,2,9,6
46,1,2,5,0,6,7,4,10,3,8,8,10,3
47,3,6,4,0,1,9,5,10,4,9,1,6,10
48,0,10,6,10,10,3,9,7,2,9,3,3,10
49,3,7,10,10,8,0,8,2,6,10,5,0,2
50,4,8,7,8,8,3,6,5,0,1,1,4,0
51,3,1,6,5,0,10,5,10,7,5,4,7,9
52,7,5,3,6,4,4,1,3,8,0,9,0,2
53,5,7,9,4,1,0,4,3,1,4,6,9,3
54,0,6,1,1,9,10,10,5,9,5,10,5,3
55,9,0,9,5,8,6,6,9,0,3,2,6,10
56,6,3,5,4,5,2,9,5,8,0,2,6,8
57,1,7,7,2,0,1,2,4,3,9,6,9,5
58,0,1,2,5,5,9,10,5,4,8,1,1,9
59,6,7,8,4,4,9,10,8,10,6,4,9,10
60,1,7,10,2,3,10,9,9,5,8,1,9,9
61,5,6,10,3,2,6,0,4,6,0,5,6,1
62,1,2,0,0,3,0,6,9,7,6,7,10,0
63,6,8,0,3,9,1,3,2,8,0,1,4,10
64,1,0,8,5,5,8,0,4,10,9,9,7,6
65,1,0,6,0,10,5,8,6,9,4,7,2,3
66,9,5,9,9,5,5,5,10,0,9,8,4,3
67,0,8,3,8,6,7,7,4,9,4,9,5,8
68,6,8,6,3,5,4,4,3,2,6,0,3,0
69,4,0,0,10,10,6,7,2,2,3,3,1,2
70,4,4,7,1,0,0,1,9,4,7,0,0,3
71,8,8,10,3,7,0,9,3,7,4,3,4,8
72,8,8,6,4,5,2,2,5,6,9,4,1,2
73,7,7,1,9,3,8,7,3,0,7,2,9,7
74,5,9,5,6,2,7,3,6,6,8,9,10,2
75,4,3,6,7,5,3,9,1,5,6,4,0,4
76,1,2,1,8,3,0,6,9,9,8,6,10,1
77,10,4,0,0,7,2,9,4,0,2,0,7,2
78,2,7,8,10,3,0,7,9,10,0,2,5,6
79,4,10,1,5,7,8,10,1,7,9,1,8,9
80,7,6,5,6,10,9,3,3,0,1,3,10,5
81,10,4,2,2,6,2,7,5,9,6,10,4,10
82,2,8,5,10,9,5,2,8,8,6,2,2,10
83,6,9,10,1,0,1,10,4,3,3,6,9,2
84,4,4,8,7,6,8,6,3,6,0,3,1,5
85,6,0,5,5,7,0,1,7,7,8,4,2,5
86,6,2,1,8,7,5,3,5,9,8,9,5,1
87,0,9,1,4,1,0,1,3,10,2,8,9,1
88,4,9,7,9,8,6,7,4,6,10,8,2,3
89,1,3,0,3,3,3,1,2,4,9,3,9,5
90,7,0,10,8,2,10,0,4,10,5,3,8,9
91,5,8,4,3,2,2,0,6,5,8,4,2,3
92,10,9,9,2,0,7,9,5,5,8,10,4,3
93,4,8,6,8,3,2,8,0,7,7,4,8,6
94,7,3,0,9,8,5,10,6,7,1,0,2,7
95,8,10,1,1,3,3,10,10,8,8,9,8,9
96,8,8,5,7,0,8,3,0,6,8,10,2,1
97,8,10,10,3,2,5,10,9,3,7,9,0,9
98,2,1,6,4,7,4,5,7,0,4,8,10,0
99,9,9,5,0,5,8,4,3,0,9,1,8,6
100,9,9,2,0,5,10,2,9,5,3,10,10,9
101,5,1,10,4,9,6,4,10,6,6,0,9,1
102,0,9,3,6,10,3,1,8,0,8,3,1,4
103,0,3,2,5,2,6,8,0,7,4,3,5,2
104,2,9,3,10,10,10,10,9,8,1,10,5,1
105,10,0,10,3,8,4,2,0,1,10,7,2,5
106,0,6,10,5,9,8,6,9,6,7,4,0,7
107,0,9,1,8,5,1,7,3,5,2,10,8,0
108,1,9,3,3,3,9,7,7,3,7,2,2,5
109,3,1,0,8,9,0,0,6,4,2,6,9,9
110,1,9,4,7,1,7,10,7,6,6,1,5,0
111,2,0,8,7,5,5,6,2,7,0,9,1,5
112,7,5,0,5,8,7,6,0,6,0,6,3,10
113,9,2,9,9,9,1,7,2,6,1,2,4,2
114,10,1,7,1,0,10,1,2,9,5,4,3,6
115,0,3,8,5,10,1,5,6,7,10,5,9,10
116,9,7,3,10,2,5,0,8,4,6,2,10,0
117,9,0,9,8,10,10,1,10,3,2,7,10,2
118,1,0,9,1,1,8,3,3,0,10,2,6,1
119,8,6,3,3,6,5,1,9,2,10,0,9,7
120,6,9,6,7,0,4,8,7,10,5,3,0,9
121,6,6,10,5,0,7,0,1,2,7,0,2,8
122,1,0,7,7,5,6,10,8,3,8,7,8,1
123,5,10,7,4,10,5,2,7,7,2,6,5,6
124,5,4,8,9,8,5,10,4,6,4,1,1,7
125,1,0,2,6,7,5,9,2,1,6,10,1,7
126,2,7,8,0,10,9,4,5,6,10,6,1,0
127,7,7,8,4,9,8,7,2,0,4,5,8,9
128,10,1,8,4,4,1,2,1,9,2,5,2,7
129,3,10,4,7,6,3,3,4,6,3,6,1,7
130,9,10,6,0,9,8,6,6,6,1,0,10,6
131,7,9,8,3,7,6,4,4,7,9,1,7,3
132,2,9,8,10,1,8,4,5,10,7,3,0,5
133,0,2,8,2,8,1,1,9,1,10,2,7,3
134,6,10,3,8,7,3,6,9,8,6,0,9,10
135,3,1,1,7,8,1,10,7,6,8,0,5,2
136,2,7,4,7,5,9,3,1,4,9,3,8,6
137,6,7,2,10,7,2,2,10,10,3,8,3,10
138,6,1,6,3,0,9,4,4,0,9,2,8,9
139,8,4,1,0,2,0,8,10,7,7,3,7,6
140,10,8,3,0,7,3,3,2,3,7,10,9,1
141,6,1,2,10,8,0,6,6,0,0,10,2,0
