,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,7,,8.0,7,,9,5.0,3,10,8,1.0,2
1,,6,7.0,5.0,8,,0,,1,7,1,,10
2,4.0,4,,,0,0.0,7,1.0,8,4,2,2.0,0
3,1.0,1,,2.0,8,,9,,5,10,4,1.0,5
4,4.0,3,10.0,9.0,5,7.0,4,2.0,10,9,7,,10
5,,1,,,4,3.0,10,9.0,8,8,1,,3
6,0.0,3,9.0,,5,2.0,8,,3,9,3,4.0,5
7,3.0,1,,,1,0.0,1,8.0,5,5,6,3.0,10
8,3.0,3,6.0,4.0,2,,6,7.0,6,0,5,10.0,0
9,,9,10.0,6.0,3,,0,3.0,10,10,4,10.0,1
10,5.0,7,7.0,3.0,3,0.0,0,5.0,9,10,0,4.0,8
11,6.0,10,,,3,8.0,10,,3,8,5,,3
12,3.0,6,9.0,5.0,9,3.0,5,5.0,6,7,9,10.0,6
13,2.0,5,,,9,10.0,10,,8,6,3,9.0,9
14,,1,3.0,,7,3.0,3,9.0,2,6,9,,10
15,8.0,0,,,7,0.0,8,,4,3,6,,9
16,4.0,5,3.0,,9,2.0,2,,2,10,1,,1
17,3.0,0,,,3,3.0,4,0.0,10,6,10,,4
18,0.0,10,,0.0,8,,6,0.0,0,6,8,9.0,3
19,8.0,9,9.0,,3,0.0,9,,8,6,5,10.0,1
20,,5,,,7,,7,0.0,6,6,3,3.0,9
21,2.0,9,,6.0,3,1.0,8,7.0,0,2,3,0.0,5
22,5.0,5,,,4,,9,,9,0,4,,10
23,10.0,7,7.0,6.0,10,6.0,5,,3,10,1,,8
24,,1,5.0,,1,7.0,7,,3,6,0,1.0,8
25,,0,,,1,5.0,2,,1,10,4,,4
26,,0,7.0,6.0,3,3.0,4,,5,5,3,0.0,10
27,,6,,,5,7.0,2,8.0,2,5,0,8.0,8
28,,10,,,7,4.0,10,,8,10,3,,2
29,,7,10.0,,9,,6,4.0,7,0,0,8.0,3
30,4.0,4,4.0,,5,1.0,2,2.0,3,2,2,9.0,6
31,,8,8.0,8.0,2,,8,7.0,5,9,9,,5
32,9.0,8,8.0,8.0,6,4.0,1,2.0,9,6,6,,8
33,,10,,5.0,10,4.0,6,4.0,10,9,2,6.0,9
34,,7,3.0,6.0,0,9.0,7,2.0,0,2,3,,7
35,,3,,2.0,1,,2,3.0,0,3,6,1.0,2
36,5.0,7,,7.0,0,4.0,10,,5,8,5,,8
37,,5,5.0,,3,1.0,0,7.0,10,8,0,,0
38,,1,2.0,,8,,4,,9,9,2,7.0,2
39,6.0,3,,3.0,5,,3,10.0,2,9,8,,7
40,0.0,4,10.0,,0,,0,5.0,1,6,2,6.0,4
41,,9,0.0,,6,,8,10.0,7,3,0,1.0,7
42,,4,,,4,,10,2.0,9,6,5,4.0,6
43,3.0,6,,,1,,9,,1,9,5,,9
44,8.0,4,0.0,10.0,1,5.0,3,,3,2,0,1.0,0
45,,8,2.0,,1,8.0,2,,2,1,1,,2
46,,0,,,2,6.0,0,,9,10,5,7.0,0
47,,6,9.0,5.0,0,,2,0.0,10,7,5,,8
48,,9,10.0,,9,,3,10.0,3,1,7,6.0,3
49,,7,,,4,,7,3.0,5,6,2,2.0,2
50,,3,,,3,9.0,5,9.0,1,2,4,,1
51,,10,,,3,,1,7.0,5,2,9,2.0,6
52,1.0,4,,,1,8.0,2,9.0,1,7,8,,2
53,1.0,3,0.0,3.0,7,6.0,10,2.0,9,5,5,5.0,10
54,,9,5.0,5.0,9,,4,1.0,2,6,0,,7
55,,8,0.0,10.0,8,,1,5.0,1,2,5,,0
56,3.0,5,,,6,,0,4.0,6,4,6,9.0,5
57,,9,5.0,,4,3.0,10,,9,10,3,,7
58,,1,,1.0,2,,9,,8,6,8,10.0,0
59,,7,,7.0,7,5.0,9,,0,7,2,3.0,0
60,7.0,3,9.0,8.0,6,,9,3.0,6,1,4,5.0,1
61,,3,,5.0,1,4.0,7,,9,3,8,,3
62,,6,,,2,5.0,0,2.0,10,1,2,,0
63,,1,9.0,8.0,6,,2,9.0,1,3,4,,8
64,,9,,,8,8.0,2,3.0,5,3,4,8.0,6
65,4.0,0,,,4,6.0,6,6.0,4,0,2,9.0,10
66,4.0,7,8.0,4.0,4,,5,7.0,4,8,9,,6
67,,8,4.0,,9,,4,4.0,1,10,4,6.0,2
68,8.0,7,,3.0,7,6.0,7,0.0,4,10,0,,10
69,,2,,4.0,5,6.0,1,6.0,0,3,6,,1
70,4.0,5,,,0,,0,,1,2,10,,4
71,,3,,,9,7.0,10,9.0,9,2,4,7.0,4
72,0.0,1,9.0,,0,,8,1.0,7,9,3,,2
73,,2,,6.0,0,9.0,3,3.0,3,10,1,,5
