,0,1,2,3,4,5,6,7,8,9,10
0,6,7,8,3,6,6,8,7,5,10,6
1,1,9,1,4,2,9,10,3,8,0,8
2,6,8,6,4,6,10,1,0,10,7,4
3,2,8,10,5,0,4,2,0,9,8,6
4,7,7,10,9,10,8,7,0,4,2,3
5,3,1,6,3,8,8,6,1,2,3,0
6,8,7,7,4,2,4,1,6,0,3,0
7,7,8,0,8,1,6,3,0,4,2,2
8,0,3,7,3,1,7,6,4,10,0,6
9,9,0,2,4,2,5,8,4,5,2,9
10,1,3,2,10,7,9,1,3,9,0,1
11,2,10,6,7,3,6,8,7,7,4,10
12,5,6,2,3,7,5,8,4,4,9,5
13,7,8,3,9,10,9,2,4,6,0,7
14,8,9,7,8,4,2,7,0,2,0,4
15,3,0,4,5,1,8,6,10,5,2,6
16,0,0,3,8,2,4,0,3,8,5,9
17,5,1,9,2,7,8,1,6,2,8,5
18,4,7,8,5,4,8,0,1,1,4,2
19,1,4,2,9,4,4,5,7,3,2,0
20,5,5,3,5,1,1,8,10,10,8,1
21,0,6,8,9,10,6,3,0,2,2,3
22,1,4,9,7,9,0,5,5,0,5,9
23,0,0,9,9,7,0,9,8,0,10,4
24,1,0,9,7,2,6,2,7,4,3,9
25,3,7,10,2,5,2,2,5,1,2,5
26,1,7,7,10,3,4,5,6,10,4,1
27,4,5,4,2,7,2,0,8,0,8,9
28,8,2,2,3,9,0,6,1,7,8,5
29,7,3,5,10,9,8,9,7,10,3,3
30,0,6,8,6,8,5,8,9,7,1,5
31,10,9,0,0,4,1,1,0,0,2,8
32,7,6,3,4,4,1,0,7,6,0,10
33,3,2,3,2,0,3,4,2,9,8,10
34,6,10,3,5,1,7,9,7,3,5,3
35,10,6,7,3,3,2,0,7,5,9,5
36,3,8,10,10,3,8,4,7,2,10,0
37,3,8,4,8,9,6,4,4,2,1,10
38,4,8,4,5,6,3,5,4,3,3,0
39,10,2,0,2,7,7,9,7,7,7,0
40,2,2,10,5,6,7,7,2,10,5,10
41,0,9,9,0,7,7,7,6,1,3,7
42,9,4,6,10,7,5,10,5,7,5,1
43,9,9,9,10,1,5,0,8,10,4,5
44,5,9,3,6,2,3,3,9,4,0,8
45,10,2,9,2,6,7,1,5,1,8,8
46,4,4,4,2,3,9,5,10,3,5,7
47,10,4,10,3,9,6,7,5,9,8,8
48,0,6,10,10,2,10,8,10,2,10,7
49,0,4,1,0,5,1,9,6,10,2,5
50,5,8,3,1,0,7,5,5,1,9,0
51,2,2,4,1,5,0,1,8,4,7,0
52,3,5,2,4,9,9,10,1,2,7,1
53,1,3,2,4,8,8,3,10,6,9,9
54,3,10,9,6,8,3,2,8,4,4,3
55,1,5,6,1,2,1,1,7,10,8,1
56,0,4,8,1,0,4,4,8,8,7,4
57,1,4,5,10,3,10,1,6,9,3,9
58,10,5,4,7,10,0,9,0,3,0,7
59,3,8,3,7,6,5,9,1,1,0,3
60,2,7,0,5,4,7,3,0,9,3,4
61,5,7,5,5,2,4,4,0,10,10,8
62,9,4,3,8,9,0,6,1,8,9,1
63,0,4,10,5,1,6,3,7,8,2,10
64,6,2,8,1,2,5,3,9,3,5,1
65,0,5,0,4,7,10,0,2,7,10,8
66,5,5,5,0,9,6,1,4,10,8,1
67,10,8,8,6,4,5,6,1,3,9,4
68,1,2,1,3,6,10,0,10,10,9,0
69,5,0,7,7,1,0,4,2,8,3,7
70,2,2,9,6,9,5,6,5,6,7,2
71,7,0,10,10,10,9,0,1,6,2,4
72,0,0,6,0,8,3,7,1,10,1,9
73,0,1,4,9,3,4,5,2,1,8,1
74,1,2,0,0,3,5,9,2,5,0,8
75,10,8,9,10,7,10,9,1,6,9,4
76,0,7,1,7,2,0,1,10,0,7,6
77,6,7,6,9,7,10,3,3,0,4,2
78,4,9,9,7,4,6,6,10,1,8,6
79,9,8,7,7,7,3,5,10,2,0,0
80,10,8,7,0,2,3,1,1,5,5,6
81,5,6,5,10,9,4,2,6,4,8,9
82,5,0,9,2,0,4,0,1,7,1,4
83,10,10,4,6,3,1,10,2,5,2,10
84,0,4,0,8,6,8,4,3,9,5,10
85,6,5,10,4,10,9,9,4,1,5,10
86,6,8,8,9,0,5,0,8,2,1,7
87,6,6,8,2,9,4,5,10,6,10,7
88,9,0,9,9,10,2,5,10,4,9,3
