,0,1,2,3,4,5,6
0,3,50,30,25,88,65,8
1,61,78,50,20,32,6,23
2,7,13,60,70,2,24,16
3,91,66,84,22,76,76,41
4,17,63,70,54,72,99,67
5,49,45,62,14,96,17,47
6,44,65,84,71,83,70,18
7,65,85,62,14,98,22,6
8,50,77,84,60,7,72,94
9,84,72,68,62,22,93,68
10,4,72,4,62,18,72,12
11,78,89,42,21,85,23,22
12,31,78,62,61,11,97,82
13,11,33,31,70,7,22,13
14,82,34,56,95,52,38,81
15,3,4,91,17,35,13,28
16,18,22,65,51,38,19,44
17,21,78,45,32,58,18,28
18,87,83,62,78,88,37,15
19,17,8,45,30,17,41,82
20,100,28,89,41,38,21,76
21,73,78,8,31,17,85,94
22,95,21,94,27,37,54,21
23,37,11,14,45,48,31,40
24,91,38,85,78,94,64,8
25,34,28,8,65,28,85,7
26,45,39,43,68,89,1,10
27,94,71,8,38,99,49,74
28,47,84,42,42,50,75,60
29,1,96,36,83,3,72,71
30,21,79,41,34,9,74,64
31,37,38,96,49,74,17,36
32,7,41,14,44,50,2,52
33,44,60,27,32,67,99,22
34,93,25,59,70,50,28,56
35,47,40,30,25,6,84,45
36,84,30,51,28,46,96,48
37,88,74,78,34,62,22,61
38,61,19,90,52,18,8,24
39,100,81,32,20,96,16,99
40,46,77,98,37,9,72,35
41,37,59,14,44,31,60,71
42,12,0,32,31,99,43,49
43,6,21,35,3,51,93,41
44,69,30,28,78,3,87,88
45,44,27,87,30,72,9,1
46,3,68,66,61,94,21,87
47,65,11,31,81,23,35,88
48,37,27,35,54,59,96,53
49,34,7,45,11,79,26,61
50,15,74,95,50,87,24,76
51,19,33,55,79,74,62,59
52,58,80,9,43,81,63,83
53,12,73,92,19,48,94,14
54,34,39,55,43,76,63,45
55,88,38,66,45,87,53,91
56,39,5,58,24,83,11,41
57,78,67,52,89,74,55,43
58,0,45,37,18,9,54,10
59,74,90,72,23,76,100,37
60,71,67,21,47,99,58,32
61,15,9,25,90,13,91,88
62,69,52,92,78,65,90,3
63,21,79,82,8,78,18,18
64,61,98,67,80,12,32,9
65,25,24,62,13,79,23,35
66,77,63,90,1,97,90,87
67,44,50,32,9,41,76,52
68,85,38,9,76,39,65,63
69,100,77,32,12,94,90,32
70,50,13,5,43,73,41,33
71,42,89,66,95,52,31,47
72,82,97,56,68,31,32,31
73,75,52,66,59,17,85,56
74,56,96,71,62,77,96,99
75,96,79,58,96,5,80,26
76,98,74,63,21,31,40,31
77,40,60,24,37,4,66,10
78,45,59,69,3,10,3,37
79,24,97,18,74,22,50,63
80,58,2,51,3,75,87,41
81,12,73,84,31,92,20,94
82,80,43,20,63,58,59,93
83,69,7,77,61,5,85,87
84,59,93,75,19,16,30,68
85,49,94,80,54,92,52,93
86,37,13,55,88,43,41,25
87,85,99,30,72,2,79,46
88,88,49,31,25,19,3,34
89,44,13,9,41,76,83,55
90,32,58,30,7,94,89,6
91,97,13,98,12,34,57,12
92,21,14,11,30,67,22,21
93,22,76,49,72,93,99,95
94,69,13,67,68,10,60,61
95,21,14,51,92,40,72,68
96,93,63,14,19,95,73,61
97,33,78,44,83,49,78,29
98,55,62,100,81,58,78,70
99,6,26,64,94,70,52,18
100,48,76,6,87,50,87,72
101,34,82,42,17,29,51,40
102,91,4,99,1,53,21,84
103,23,20,33,16,82,98,78
104,65,86,66,51,70,17,45
105,50,59,65,50,7,96,76
106,88,79,77,67,13,66,21
107,36,37,27,71,45,84,37
108,7,58,50,23,61,20,88
109,58,47,30,52,3,99,71
110,98,8,40,90,79,73,97
111,44,53,100,72,91,21,74
112,38,100,54,31,72,55,24
113,74,8,34,82,68,92,65
114,87,30,51,86,95,66,55
115,10,39,92,37,89,9,57
116,47,34,7,81,68,70,6
117,2,41,47,99,73,60,4
118,89,3,38,5,68,96,0
119,25,75,73,13,46,36,31
120,34,80,82,74,39,26,98
121,17,31,6,96,83,81,68
122,3,69,54,93,6,11,50
123,13,20,24,38,83,89,51
124,22,34,69,19,53,40,30
125,68,5,81,10,15,54,100
126,39,35,51,83,26,64,61
127,61,25,4,89,82,41,4
128,79,74,12,13,27,83,60
129,23,5,85,97,77,53,73
130,12,48,44,37,39,16,45
131,17,76,3,66,7,4,51
132,61,42,53,78,26,68,70
133,98,65,66,13,61,12,4
134,9,85,75,15,38,11,19
135,75,13,88,32,29,75,45
136,65,99,47,96,69,65,56
137,63,88,14,63,72,39,91
