,0,1,2,3,4,5,6
0,10,3,8,5,4,2,7
1,6,6,7,0,5,0,7
2,10,0,2,6,6,5,4
3,5,4,10,2,4,5,2
4,7,4,6,6,4,2,1
5,4,7,2,4,2,10,7
6,4,8,10,3,3,3,10
7,4,9,6,2,9,8,5
8,0,2,5,5,4,10,8
9,6,7,0,4,0,8,5
10,4,7,0,3,5,3,6
11,6,8,9,5,5,4,0
12,6,4,5,7,2,4,0
13,3,5,6,7,6,7,5
14,0,8,5,8,10,8,4
15,3,6,8,0,2,0,5
16,8,1,4,8,5,5,0
17,9,6,5,7,7,1,5
18,3,4,8,6,3,3,6
19,6,1,1,2,8,1,4
20,0,0,10,9,4,1,0
21,4,2,1,3,0,5,7
22,3,6,2,2,3,10,1
23,7,1,3,6,6,7,6
24,0,3,9,10,7,5,1
25,1,10,4,0,3,4,2
26,9,7,8,8,10,0,9
27,6,7,8,10,9,0,5
28,4,10,6,10,6,6,0
29,8,0,3,3,6,4,5
30,7,2,0,1,6,4,2
31,3,9,6,7,4,5,8
32,3,2,1,5,6,3,4
33,0,4,4,5,5,4,9
34,2,9,3,5,2,0,3
35,9,5,4,7,6,8,7
36,4,10,6,3,6,10,3
37,4,10,6,4,10,5,1
38,7,5,2,9,9,2,9
39,4,9,1,6,3,6,5
40,9,0,4,4,9,1,3
41,4,7,9,10,8,10,6
42,4,5,0,2,3,10,7
43,0,5,7,10,4,8,0
44,7,8,4,0,2,8,3
45,7,5,9,0,9,5,9
46,0,1,9,2,3,9,7
47,1,4,9,1,5,1,8
48,9,6,9,2,7,1,10
49,5,2,6,3,8,10,7
50,1,7,4,3,10,8,9
51,9,0,0,7,4,3,9
52,2,7,1,1,2,7,8
53,0,3,8,10,4,7,8
54,2,7,1,6,5,3,10
55,10,2,4,6,10,3,1
56,9,3,7,8,10,6,9
57,9,2,8,9,7,8,9
58,7,3,8,7,10,10,4
59,0,1,6,8,10,7,5
60,6,5,10,0,4,9,1
61,2,3,4,4,3,2,1
62,2,6,4,7,6,6,4
63,3,7,4,3,1,4,10
64,10,3,10,8,5,9,10
65,6,9,1,2,0,5,8
66,10,1,10,9,8,5,4
67,6,2,5,4,3,5,3
68,5,8,1,4,0,6,8
69,10,2,1,7,6,8,10
70,4,1,0,2,3,10,0
71,9,4,6,10,0,7,5
72,2,9,10,10,8,7,0
73,2,1,2,1,7,8,4
74,5,10,5,2,3,3,5
75,3,1,4,6,7,6,6
76,6,4,8,9,5,6,10
77,2,7,9,3,9,4,5
78,9,0,4,6,9,4,8
79,2,3,2,6,5,1,3
80,5,2,8,3,2,7,8
81,0,0,6,3,0,4,5
82,9,9,0,2,6,8,9
83,5,1,8,3,3,8,2
84,4,0,1,8,5,4,7
85,9,8,3,5,5,9,5
86,3,10,1,5,5,9,2
87,0,8,3,0,1,2,2
88,6,0,8,2,10,4,1
89,9,5,9,9,10,7,4
90,1,5,10,6,1,5,1
91,5,5,6,5,3,6,1
92,10,6,3,2,0,0,7
93,2,10,6,2,5,8,3
94,1,3,2,2,7,10,2
95,6,5,7,6,1,1,4
96,9,0,1,7,6,0,6
97,9,6,1,1,10,2,1
98,2,0,0,10,1,0,3
99,4,0,7,8,2,10,2
100,2,2,8,2,9,0,0
101,5,9,4,8,0,4,9
102,2,0,7,2,9,5,9
103,3,0,3,2,10,1,8
104,10,6,4,6,9,3,5
105,2,4,9,4,0,9,1
106,3,1,9,3,5,6,6
107,10,7,4,0,1,7,6
108,5,9,6,2,10,3,7
109,8,9,6,6,7,5,4
110,1,0,4,8,1,2,7
111,5,7,1,2,8,2,4
112,8,0,7,0,8,6,9
113,7,0,10,8,4,7,3
114,9,4,10,2,7,9,0
115,9,5,0,4,8,8,0
116,0,4,7,3,6,1,2
117,5,3,10,9,4,1,9
118,4,6,0,3,5,0,5
119,0,7,7,4,10,5,4
120,2,3,7,1,6,7,7
121,10,7,6,0,7,7,1
122,0,3,6,8,2,0,0
123,9,6,3,2,3,7,10
124,4,8,10,10,4,1,5
125,3,2,2,1,1,7,0
126,0,0,3,5,2,1,3
127,2,4,3,7,2,9,9
128,0,3,9,5,0,2,3
129,8,10,10,2,7,7,2
130,1,10,8,8,6,9,1
131,3,5,8,8,3,10,2
132,1,8,10,10,8,7,10
133,10,7,9,5,7,10,7
134,10,5,5,2,8,1,0
135,9,3,4,6,9,8,5
136,6,9,6,4,2,0,4
137,4,9,5,8,5,6,2
138,2,4,5,4,4,8,8
139,1,1,9,10,1,1,9
140,10,4,0,8,5,9,1
141,10,4,5,6,5,9,8
142,8,6,6,4,6,1,9
143,0,4,8,2,1,6,4
144,1,9,0,8,4,4,9
145,4,7,9,9,8,9,4
146,0,6,1,0,6,2,2
147,5,7,0,1,6,0,9
148,9,1,5,5,0,3,10
149,10,2,5,1,7,7,5
150,3,3,2,6,1,2,6
151,10,0,10,2,6,6,3
152,9,8,10,0,3,8,2
153,8,4,3,5,6,3,1
154,2,2,3,3,0,5,3
155,2,10,5,5,7,9,5
156,3,0,3,0,2,8,3
157,0,7,3,5,1,10,9
158,2,6,7,9,1,10,7
159,7,6,7,9,7,10,7
160,0,10,4,9,6,0,0
161,3,3,8,6,3,9,0
162,4,4,1,0,7,4,5
163,9,9,2,4,2,7,0
164,0,3,2,6,8,9,0
165,2,4,10,1,6,4,4
166,8,10,0,4,10,5,2
167,6,8,8,3,1,9,9
168,7,8,8,6,0,3,6
169,5,6,3,2,1,3,8
170,6,3,10,10,8,7,6
171,10,10,9,9,10,2,10
172,10,1,9,9,3,6,8
173,10,2,6,4,4,2,8
174,8,2,6,4,5,4,3
175,6,4,7,5,3,3,7
176,9,7,7,8,10,7,0
177,6,9,4,0,4,7,1
178,10,0,6,2,9,7,2
179,1,9,9,3,4,7,5
180,5,6,3,10,4,0,0
181,7,0,4,2,1,8,7
182,5,1,4,2,10,10,7
183,4,7,1,9,0,10,4
184,2,10,0,8,5,4,1
185,9,0,1,0,6,2,0
186,6,9,4,10,4,8,10
187,0,4,0,3,0,2,3
188,2,9,0,8,5,9,4
189,7,8,4,3,2,9,9
190,2,6,8,6,9,8,0
191,3,3,1,5,8,2,0
192,7,4,4,4,5,4,8
193,6,3,3,5,4,2,4
194,9,5,3,9,7,4,5
195,1,8,6,6,10,0,4
196,6,2,5,3,7,5,8
197,2,1,5,3,6,10,1
198,1,6,6,8,4,6,2
199,1,8,1,8,5,7,1
200,3,6,6,3,5,1,9
201,9,5,3,6,2,3,6
202,7,10,6,2,8,3,6
203,6,7,1,2,1,4,7
204,5,5,1,1,7,2,5
205,10,9,4,6,8,5,4
206,3,2,7,6,6,1,7
207,3,6,3,5,3,3,9
208,0,8,9,6,0,0,5
209,9,6,8,4,4,4,0
210,2,4,6,7,3,2,8
211,10,0,0,5,3,2,1
212,0,1,7,7,1,4,10
213,2,0,0,0,2,9,7
214,2,4,3,7,1,2,8
215,8,4,3,6,3,4,0
