0,1,2,3,4
25,10,10,8,8
100,10,6,1,9
66,10,4,1,8
72,10,4,10,5
36,10,6,6,5
100,10,2,5,4
52,10,7,10,1
38,10,0,10,0
89,10,3,2,10
54,10,7,5,8
40,10,3,3,8
24,10,0,6,7
62,10,2,9,5
26,10,3,8,9
9,10,10,1,10
48,10,10,0,2
40,10,0,3,7
74,10,0,2,2
13,10,3,0,9
26,10,9,9,5
12,5,6,3,1
6,10,1,5,7
65,9,7,0,10
0,10,8,7,8
60,10,3,0,9
32,10,4,1,7
87,10,3,0,3
10,10,4,3,1
62,10,8,10,8
17,10,10,0,3
91,10,3,8,4
89,10,1,9,1
91,10,0,2,9
87,10,8,4,0
24,10,7,6,7
14,10,8,3,9
23,10,0,5,10
87,10,4,8,4
84,10,3,5,3
9,1,8,7,9
60,10,8,2,5
49,10,1,7,8
99,10,8,0,1
9,10,4,10,7
51,10,3,9,6
88,10,4,6,8
100,10,2,4,0
17,10,3,2,9
69,10,10,8,7
32,10,10,5,5
19,6,7,5,8
66,10,6,1,4
12,10,0,5,6
50,10,2,0,7
27,10,6,3,4
85,10,7,5,6
40,10,7,2,10
61,10,10,9,5
43,10,0,0,4
89,10,9,4,2
76,10,7,10,5
65,10,10,7,1
42,4,6,6,5
23,10,2,5,5
49,10,0,9,7
83,10,6,4,3
49,10,1,4,6
65,10,6,6,2
21,10,7,2,5
51,10,5,7,0
99,10,9,0,2
98,10,10,4,10
23,8,1,2,8
98,10,7,0,3
58,10,2,1,8
34,10,5,8,0
84,10,1,3,4
91,10,0,2,9
32,10,3,7,7
31,10,1,1,7
28,10,2,8,4
59,10,0,8,4
58,10,5,4,7
40,10,8,5,10
86,8,10,8,7
23,8,0,4,3
99,6,10,8,3
91,9,2,7,1
75,10,7,6,6
96,10,1,4,10
55,10,5,10,3
79,7,5,2,2
68,10,8,1,3
35,10,5,2,9
13,10,6,5,5
82,10,6,4,1
59,10,5,10,4
70,10,10,8,6
45,10,9,4,5
13,5,7,8,7
63,10,5,1,5
49,10,4,5,4
77,10,3,0,4
28,10,1,5,5
29,10,8,2,2
0,10,2,0,9
21,10,1,1,10
4,10,7,2,2
90,10,3,6,2
63,10,9,2,9
100,10,7,10,3
81,10,2,6,10
98,10,5,2,7
37,10,9,9,4
50,10,6,6,8
95,10,3,0,4
60,10,0,0,5
26,10,5,0,4
13,10,2,10,7
72,10,6,5,1
55,10,6,5,7
27,10,4,8,1
74,10,8,5,8
84,5,7,0,6
92,10,0,6,7
42,10,1,4,6
55,10,6,5,4
46,10,4,5,10
30,3,5,5,4
27,10,5,6,3
91,2,10,9,2
57,10,8,6,10
48,10,0,7,8
87,10,2,0,7
73,10,1,8,0
25,10,10,5,2
67,10,9,7,9
86,10,4,2,8
18,10,9,2,10
88,10,5,0,10
65,10,0,10,2
84,10,4,9,10
3,10,9,4,4
28,10,2,5,0
78,10,7,3,10
19,10,10,10,9
5,10,7,2,3
41,4,0,0,1
3,10,8,4,10
13,10,0,10,9
98,10,7,9,2
52,10,5,2,9
53,10,0,8,1
60,10,10,4,8
68,10,10,5,8
