0,1,2,3,4
25,78,10,8,8
100,14,6,1,9
66,94,4,1,8
72,38,4,10,5
36,84,6,6,5
100,49,2,5,4
52,91,7,10,1
38,99,0,10,0
89,25,3,2,10
54,55,7,5,8
40,97,3,3,8
24,99,0,6,7
62,82,2,9,5
26,14,3,8,9
9,15,10,1,10
48,33,10,0,2
40,39,0,3,7
74,77,0,2,2
13,64,3,0,9
26,74,9,9,5
12,5,6,3,1
6,75,1,5,7
65,9,7,0,10
0,22,8,7,8
60,40,3,0,9
32,71,4,1,7
87,73,3,0,3
10,16,4,3,1
62,32,8,10,8
17,87,10,0,3
91,22,3,8,4
89,48,1,9,1
91,61,0,2,9
87,85,8,4,0
24,91,7,6,7
14,84,8,3,9
23,12,0,5,10
87,22,4,8,4
84,98,3,5,3
9,1,8,7,9
60,96,8,2,5
49,23,1,7,8
99,34,8,0,1
9,89,4,10,7
51,17,3,9,6
88,47,4,6,8
100,41,2,4,0
17,47,3,2,9
69,47,10,8,7
32,20,10,5,5
19,6,7,5,8
66,94,6,1,4
12,50,0,5,6
50,34,2,0,7
27,52,6,3,4
85,34,7,5,6
40,42,7,2,10
61,18,10,9,5
43,82,0,0,4
89,85,9,4,2
76,100,7,10,5
65,47,10,7,1
42,4,6,6,5
23,92,2,5,5
49,29,0,9,7
83,30,6,4,3
49,75,1,4,6
65,71,6,6,2
21,68,7,2,5
51,22,5,7,0
99,50,9,0,2
98,72,10,4,10
23,8,1,2,8
98,46,7,0,3
58,40,2,1,8
34,19,5,8,0
84,84,1,3,4
91,76,0,2,9
32,72,3,7,7
31,61,1,1,7
28,100,2,8,4
59,44,0,8,4
58,63,5,4,7
40,64,8,5,10
86,8,10,8,7
23,8,0,4,3
99,6,10,8,3
91,9,2,7,1
75,20,7,6,6
96,62,1,4,10
55,71,5,10,3
79,7,5,2,2
68,40,8,1,3
35,16,5,2,9
13,86,6,5,5
82,64,6,4,1
59,34,5,10,4
70,81,10,8,6
45,71,9,4,5
13,5,7,8,7
63,33,5,1,5
49,59,4,5,4
77,78,3,0,4
28,88,1,5,5
29,91,8,2,2
0,21,2,0,9
21,47,1,1,10
4,94,7,2,2
90,31,3,6,2
63,42,9,2,9
100,83,7,10,3
81,72,2,6,10
98,35,5,2,7
37,94,9,9,4
50,29,6,6,8
95,46,3,0,4
60,46,0,0,5
26,98,5,0,4
13,97,2,10,7
72,47,6,5,1
55,48,6,5,7
27,51,4,8,1
74,49,8,5,8
84,5,7,0,6
92,67,0,6,7
42,100,1,4,6
55,26,6,5,4
46,98,4,5,10
30,3,5,5,4
27,38,5,6,3
91,2,10,9,2
57,90,8,6,10
48,15,0,7,8
87,16,2,0,7
73,14,1,8,0
25,66,10,5,2
67,82,9,7,9
86,47,4,2,8
18,20,9,2,10
88,98,5,0,10
65,31,0,10,2
84,34,4,9,10
3,37,9,4,4
28,10,2,5,0
78,37,7,3,10
19,88,10,10,9
5,90,7,2,3
41,4,0,0,1
3,70,8,4,10
13,10,0,10,9
98,55,7,9,2
52,60,5,2,9
53,32,0,8,1
60,85,10,4,8
68,86,10,5,8
20,33,6,1,6
53,57,10,8,10
93,40,7,9,6
37,94,6,10,6
4,7,8,5,2
91,55,9,7,10
32,37,10,8,3
66,73,2,10,7
31,50,2,9,9
54,42,8,5,1
75,37,9,4,6
59,37,0,2,4
89,14,2,2,10
35,46,6,2,0
19,16,1,2,1
11,93,1,0,3
56,52,5,6,6
92,73,1,0,4
76,94,7,4,3
45,87,8,4,4
56,7,7,10,2
79,9,1,2,1
11,70,3,5,7
22,96,6,0,4
47,41,0,4,0
100,44,4,7,8
97,96,8,3,8
0,62,6,0,1
73,31,3,9,2
2,5,8,4,10
20,79,6,9,4
27,82,1,1,7
63,80,8,8,2
15,44,6,9,10
75,7,7,7,7
43,45,10,5,3
22,35,5,2,6
45,37,6,8,7
92,62,9,6,7
38,54,2,6,9
4,100,1,7,0
64,69,0,1,5
34,87,5,3,3
17,90,5,0,8
47,7,3,1,2
93,59,6,9,4
64,55,0,7,2
93,66,10,0,0
61,75,10,0,4
87,5,10,1,3
21,17,3,5,10
13,25,7,9,1
9,25,10,9,7
47,54,1,1,0
70,80,7,5,4
52,33,4,10,8
73,21,1,4,2
28,47,9,6,8
84,82,4,3,4
3,12,0,2,2
57,16,4,0,4
94,73,0,2,2
54,27,6,8,0
