,0,1,2,3,4
0,1,10,0,10,8
1,7,10,3,0,9
2,4,0,8,2,1
3,9,3,1,3,8
4,7,5,9,2,8
5,2,5,5,7,7
6,1,5,9,4,9
7,4,0,3,10,9
8,5,6,1,7,2
9,2,1,0,4,2
10,2,2,1,0,10
11,8,2,4,8,1
12,4,1,3,3,2
13,6,1,7,2,4
14,10,0,7,3,8
15,3,5,1,4,2
16,1,8,3,6,4
17,8,9,1,7,4
18,8,4,3,1,6
19,7,10,6,3,1
20,8,9,1,1,8
21,6,8,10,9,0
22,2,8,9,2,10
23,10,4,8,1,4
24,10,2,4,8,3
25,3,1,1,6,1
26,3,9,9,9,10
27,3,0,0,1,9
28,6,5,7,6,1
29,0,4,3,5,7
30,1,5,6,4,5
31,5,3,0,5,5
32,9,4,0,2,4
33,2,4,4,4,4
34,1,10,0,2,8
35,3,0,1,5,1
36,6,0,3,3,5
37,0,3,6,7,7
38,7,6,7,8,4
39,0,2,8,10,6
40,1,1,0,5,10
41,9,6,0,0,7
42,6,2,0,0,3
43,6,4,8,4,5
44,8,6,1,1,1
45,0,4,3,4,6
46,1,9,7,8,0
47,4,5,4,1,8
48,6,5,1,4,10
49,7,4,2,0,4
50,10,5,8,0,5
51,7,3,10,6,1
52,10,9,3,9,9
53,2,1,1,1,9
54,3,10,8,8,0
55,0,6,1,0,6
56,5,6,9,8,9
57,2,5,9,8,7
58,1,5,9,7,3
59,4,4,10,10,3
60,7,2,10,6,9
61,0,7,1,4,2
62,0,6,2,3,8
63,7,10,7,9,10
64,6,9,7,1,3
65,9,2,10,8,5
66,6,4,0,2,3
67,4,1,5,6,10
68,3,0,6,2,9
69,4,10,4,3,7
70,0,9,1,7,6
71,7,9,9,7,5
72,5,7,9,7,0
73,3,8,0,9,10
74,5,5,7,4,9
75,3,8,6,2,6
76,3,8,1,8,7
77,2,9,0,1,3
78,7,2,9,2,6
79,8,1,5,5,5
80,6,9,10,0,3
81,10,6,7,1,7
82,1,0,3,8,9
83,8,0,9,10,9
84,7,5,3,10,6
85,5,10,8,2,5
86,7,6,5,6,5
87,0,8,10,1,3
88,5,2,10,5,3
89,2,5,6,7,10
90,3,9,8,1,2
91,9,9,9,5,9
92,3,0,10,10,7
93,2,2,5,7,10
94,7,1,3,3,2
95,0,4,2,9,2
96,1,6,7,1,6
97,1,0,9,10,10
98,1,1,2,6,5
99,5,10,8,5,2
100,0,8,8,10,6
101,3,0,4,8,7
102,7,2,7,3,8
103,10,3,1,6,1
104,8,5,5,3,4
105,5,6,1,6,9
106,9,10,10,0,4
107,8,10,4,4,0
108,9,9,9,9,10
109,10,10,9,7,9
110,3,5,8,2,2
111,5,10,3,9,5
112,1,4,0,4,4
113,8,8,7,6,2
114,6,5,2,8,1
115,4,10,9,6,1
116,4,6,5,8,9
117,2,7,8,9,5
118,3,5,8,7,7
119,2,4,10,0,6
120,1,4,9,5,7
121,1,7,9,2,7
122,8,1,10,3,1
123,0,6,1,1,0
124,5,10,10,9,7
125,8,8,8,2,9
126,6,1,9,10,7
127,4,0,5,7,10
128,2,3,7,4,1
129,0,4,7,10,2
130,7,3,2,9,7
131,4,0,5,4,5
132,10,3,0,2,8
133,5,9,5,10,7
134,1,4,8,9,2
135,0,7,4,5,10
136,1,2,6,10,4
137,3,0,4,8,3
138,7,4,1,9,6
139,0,3,10,6,0
140,4,5,2,10,9
141,1,6,0,7,5
142,5,9,9,4,7
143,8,3,6,3,0
144,4,3,0,2,0
145,10,4,7,4,9
146,1,3,1,6,3
147,4,8,1,0,6
148,6,4,2,8,8
149,5,1,8,2,2
150,2,2,5,4,6
151,10,5,6,5,2
152,3,0,8,6,3
153,7,1,8,2,10
154,10,7,7,0,2
155,1,0,9,6,3
156,0,3,4,6,1
157,9,6,3,6,1
158,3,6,8,4,1
159,2,4,4,3,4
160,8,10,7,8,4
161,5,0,9,8,8
162,9,10,2,4,8
163,4,9,6,7,7
164,8,4,6,0,7
165,6,2,9,0,6
166,1,3,6,4,2
167,1,1,10,3,6
168,0,9,1,8,4
169,0,5,7,5,5
170,4,8,8,0,8
171,9,0,1,4,8
172,7,0,2,8,2
173,3,3,1,1,0
174,10,10,6,4,7
175,0,2,5,4,5
176,3,1,2,10,9
177,9,1,8,0,8
178,9,1,3,4,3
179,7,3,7,4,9
180,0,3,0,7,1
181,8,0,0,10,4
182,0,10,1,8,10
