0,1,2,3,4,5
,6,3.0,6,5,
,9,3.0,7,3,9.0
,0,2.3333333333333335,10,8,3.0
,8,1.6666666666666667,2,4,5.5
,8,1.0,10,5,8.0
,9,9.0,6,10,5.0
1.0,8,7.6,10,1,6.0
2.0,8,6.2,10,0,6.5
3.0,3,4.800000000000001,3,0,7.0
4.0,3,3.4000000000000004,6,5,5.0
5.0,3,2.0,7,10,3.0
6.0,7,5.0,6,5,1.5
4.0,8,8.0,4,9,0.0
2.0,1,2.0,3,10,0.0
3.5,8,1.0,0,8,0.0
5.0,4,3.0,5,10,1.0
6.5,3,9.0,3,6,5.0
8.0,5,8.25,5,8,7.0
7.75,2,7.5,2,7,6.0
7.5,4,6.75,10,0,5.0
7.25,7,6.0,10,10,4.0
7.0,9,10.0,6,9,5.0
9.0,3,9.0,7,4,6.0
8.5,0,8.0,1,9,5.428571428571429
8.0,8,7.0,3,6,4.857142857142858
1.0,7,6.0,3,0,4.285714285714286
2.0,6,4.0,1,9,3.7142857142857144
1.0,3,2.0,7,10,3.1428571428571432
0.5,9,0.0,10,7,2.5714285714285716
0.0,1,3.0,9,7,2.0
4.0,3,8.0,8,7,1.0
5.2,6,1.0,7,8,1.3333333333333333
6.4,5,5.5,9,1,1.6666666666666665
7.6,3,10.0,2,4,2.0
8.8,9,8.5,5,4,5.5
10.0,7,7.0,3,2,9.0
10.0,9,5.5,9,8,2.0
10.0,9,4.0,8,5,8.0
10.0,3,2.5,0,4,9.0
10.0,0,1.0,8,6,10.0
10.0,1,1.0,6,5,3.0
9.6,9,3.0,6,10,6.5
9.2,0,5.0,5,0,10.0
8.8,6,6.333333333333333,10,2,8.5
8.4,9,7.666666666666666,7,3,7.0
8.0,10,9.0,1,9,5.5
4.5,3,10.0,9,8,4.0
1.0,3,7.0,1,6,7.0
1.0,0,4.0,3,0,3.0
2.0,9,5.0,0,6,3.0
4.5,2,6.0,4,6,3.0
7.0,5,7.0,2,2,1.5
6.0,0,9.0,0,0,0.0
6.0,5,4.0,10,6,0.8
6.0,8,4.0,7,9,1.6
6.0,4,4.6,10,4,2.4000000000000004
6.0,3,5.2,4,7,3.2
5.5,3,5.8,7,4,4.0
5.0,3,6.4,3,4,5.0
6.0,10,7.0,1,8,6.0
7.0,9,5.0,5,7,7.0
8.0,8,2.0,0,8,8.0
4.0,6,6.0,6,10,6.5
0.0,10,4.0,1,2,5.0
4.5,3,4.0,0,1,3.666666666666667
9.0,8,4.0,5,9,2.3333333333333335
7.25,8,3.5,3,5,1.0
5.5,2,3.0,9,6,5.0
3.75,1,3.0,0,6,9.0
2.0,7,3.0,8,4,4.5
10.0,5,3.0,6,8,0.0
1.0,5,3.0,8,7,10.0
2.4,5,3.8,9,3,7.0
3.8,4,4.6,9,5,4.0
5.199999999999999,5,5.4,9,2,3.0
6.6,9,6.2,6,6,3.0
8.0,4,7.0,9,7,3.0
5.333333333333334,4,0.0,1,5,3.0
2.666666666666667,7,3.0,9,3,3.0
0.0,3,2.0,8,5,3.0
3.0,2,7.0,1,4,3.0
5.5,2,5.0,10,9,3.0
8.0,5,3.0,9,1,5.0
7.5,8,4.0,0,6,7.0
7.0,8,4.0,6,1,9.0
2.0,4,5.0,9,8,5.0
2.0,2,6.0,3,9,10.0
1.0,2,3.0,4,10,0.0
0.0,4,3.2,8,1,1.6
5.0,7,3.4,7,9,3.2
3.0,10,3.6,5,9,4.800000000000001
2.5,2,3.8,1,1,6.4
2.0,4,4.0,8,4,8.0
2.125,9,7.0,5,1,8.0
2.25,2,10.0,6,2,7.0
2.375,8,9.0,9,0,4.0
2.5,10,4.5,0,9,8.0
2.625,10,0.0,7,4,2.0
2.75,5,3.0,10,2,2.5
2.875,0,6.0,7,5,3.0
3.0,8,4.5,4,7,3.5
2.0,10,3.0,8,7,4.0
4.5,1,1.0,1,10,9.0
7.0,4,5.0,7,3,5.0
3.5,9,1.0,6,0,1.0
0.0,2,2.5,1,1,2.0
2.0,7,4.0,1,9,3.0
4.0,2,4.0,7,8,4.0
3.6,1,4.0,9,2,0.0
3.2,7,3.8,7,8,7.0
2.8,2,3.6,6,7,6.0
2.4,0,3.4,1,6,5.0
2.0,6,3.2,10,3,5.5
2.0,4,3.0,6,3,6.0
1.0,10,3.5,10,1,6.0
0.0,5,4.0,6,9,2.0
3.5,4,4.5,8,4,3.5
7.0,7,5.0,3,1,5.0
4.666666666666666,7,5.5,0,9,8.0
2.333333333333333,8,6.0,3,6,6.0
0.0,8,6.5,7,7,4.0
1.3333333333333333,1,7.0,6,4,3.0
2.6666666666666665,10,10.0,0,3,2.0
4.0,5,7.0,5,1,3.75
6.0,6,2.0,6,5,5.5
5.666666666666667,2,2.6666666666666665,9,2,7.25
5.333333333333333,9,3.333333333333333,8,0,9.0
5.0,6,4.0,0,4,9.0
6.0,2,7.0,9,0,9.0
5.5,4,10.0,1,6,9.0
5.0,7,3.0,10,1,5.5
9.0,2,4.5,6,7,2.0
9.333333333333334,8,6.0,10,4,5.0
9.666666666666666,8,7.0,5,5,7.5
10.0,2,8.0,9,2,10.0
7.666666666666666,7,9.0,2,2,8.5
5.333333333333333,4,9.333333333333334,7,4,7.0
3.0,5,9.666666666666666,8,9,8.0
3.25,10,10.0,2,5,9.0
3.5,9,6.666666666666666,5,0,4.0
3.75,1,3.333333333333333,10,6,6.0
4.0,7,0.0,1,5,7.333333333333333
3.5,6,3.0,4,7,8.666666666666666
3.0,4,3.3333333333333335,8,7,10.0
2.5,7,3.6666666666666665,8,7,5.5
2.0,1,4.0,6,5,1.0
1.7142857142857144,6,4.0,1,10,8.0
1.4285714285714286,4,4.0,5,6,10.0
1.1428571428571428,0,4.0,0,8,8.0
0.8571428571428572,9,5.666666666666667,3,7,8.0
0.5714285714285716,7,7.333333333333334,8,4,8.0
0.2857142857142858,3,9.0,0,9,8.0
0.0,7,9.0,0,6,2.0
6.0,0,9.0,4,4,2.6666666666666665
8.0,5,9.0,0,10,3.333333333333333
10.0,7,8.8,4,0,4.0
