,0,1,2,3,4,5,6,7,8,9
0,5,8,2,2,2,4,9,0,10,1
1,6,8,5,1,1,4,1,2,9,5
2,7,4,4,1,3,10,0,5,8,0
3,1,3,7,1,6,10,0,5,0,0
4,10,2,8,9,3,7,7,5,0,8
5,8,9,9,8,1,1,8,7,7,8
6,8,5,2,9,3,9,3,4,6,10
7,3,3,6,7,6,3,8,0,6,1
8,3,9,2,4,9,9,2,10,10,3
9,6,5,7,8,2,3,9,7,4,10
10,6,1,10,10,6,3,9,5,2,7
11,9,8,3,6,3,7,1,8,9,7
12,8,5,4,1,5,6,7,10,9,0
13,1,4,3,2,1,2,5,10,8,2
14,6,0,8,2,0,10,4,7,0,7
15,1,9,1,6,5,6,0,2,0,9
16,3,8,7,0,5,10,9,3,6,4
17,7,2,3,9,2,9,8,6,0,3
18,7,1,3,10,0,8,6,5,6,6
19,2,10,9,6,7,7,0,1,2,7
20,1,1,10,7,6,7,7,3,0,10
21,9,3,1,2,3,2,5,0,4,0
22,9,0,10,0,0,1,4,3,6,9
23,9,0,9,5,9,9,0,7,10,9
24,8,4,1,10,2,3,7,5,9,3
25,6,10,7,1,5,3,2,10,3,6
26,3,6,0,1,6,2,8,8,6,3
27,4,6,5,3,3,3,8,4,5,0
28,2,8,8,6,0,8,7,0,1,3
29,9,0,5,9,0,4,6,2,4,1
30,2,0,1,3,5,10,3,8,0,7
31,3,2,5,9,10,9,5,6,7,10
32,1,10,5,7,6,5,9,10,10,1
33,5,0,1,2,7,0,1,2,7,10
34,7,8,1,6,8,2,0,9,9,9
35,8,10,1,5,8,5,6,7,9,10
36,4,8,4,6,9,10,8,10,7,1
37,9,5,4,7,5,7,6,2,4,5
38,6,7,4,5,7,2,0,0,3,5
39,8,5,2,10,10,0,9,5,4,7
40,2,3,0,5,10,7,8,7,7,6
41,4,2,7,4,1,1,10,4,9,1
42,6,4,10,8,3,0,8,6,8,3
43,9,10,9,5,3,4,1,10,10,4
44,2,10,10,8,0,6,0,5,4,2
45,0,2,8,1,5,9,4,10,7,5
46,2,2,2,10,4,3,1,3,4,4
47,1,0,9,4,10,2,3,10,4,3
48,8,1,9,1,1,2,1,4,0,4
49,2,9,7,1,6,10,9,5,4,8
50,6,9,8,4,2,9,1,3,9,3
51,1,2,4,2,6,7,10,0,10,1
52,10,3,5,3,3,2,0,10,10,8
53,1,2,9,2,3,1,9,2,5,0
54,8,5,5,2,3,9,5,6,7,3
55,7,3,10,2,10,2,0,3,8,2
56,3,9,4,9,2,10,9,3,1,10
57,3,4,0,7,7,5,4,0,10,0
58,7,6,7,0,9,9,9,3,9,2
59,3,1,9,7,6,7,10,9,10,3
60,8,8,8,3,8,8,0,5,8,5
61,2,10,7,2,10,7,6,6,5,4
62,9,3,6,2,2,2,2,0,5,7
63,7,1,1,10,4,2,7,1,10,7
64,3,2,0,0,9,5,5,10,5,4
65,0,5,3,6,1,1,7,10,2,2
66,5,3,10,5,7,10,0,7,3,0
67,4,1,8,2,5,0,8,2,6,3
68,10,0,4,6,10,6,5,10,8,8
69,3,9,3,1,5,3,9,0,2,10
70,5,2,0,5,2,7,1,8,10,9
71,1,0,8,8,9,5,3,2,9,7
72,6,10,9,5,7,1,1,2,8,5
73,2,3,10,10,6,5,1,7,0,4
74,9,0,1,7,1,4,6,7,6,1
75,1,2,7,1,2,8,1,1,7,5
76,6,6,0,2,5,2,10,6,1,4
77,5,7,2,8,3,9,5,6,7,9
78,2,0,1,4,0,4,10,5,3,9
79,5,10,4,0,9,8,6,5,5,3
80,3,0,2,6,8,4,0,7,9,5
81,7,3,0,9,2,4,6,10,4,10
82,9,2,1,9,8,7,8,9,9,5
83,7,10,10,3,10,10,6,0,6,1
84,4,0,6,7,1,0,0,2,7,5
85,6,3,6,9,2,0,4,7,4,1
86,9,2,9,4,6,2,10,2,7,8
87,10,6,3,1,2,0,3,10,0,5
88,10,8,0,2,5,5,1,1,10,6
89,3,6,9,3,6,8,4,4,9,2
90,1,3,10,4,8,3,8,8,8,6
91,1,6,0,2,2,1,4,0,10,7
92,5,1,10,0,4,9,5,9,3,7
93,10,7,2,10,4,3,2,1,3,5
94,10,8,10,6,3,8,9,4,7,4
95,8,0,5,6,10,6,6,1,6,10
96,7,5,0,3,4,9,2,5,7,7
97,5,10,10,3,2,7,3,8,1,8
98,2,10,6,2,6,3,9,8,10,5
99,9,10,10,2,8,1,1,10,10,2
100,4,0,0,8,0,10,2,0,8,4
101,0,3,6,5,2,9,6,3,5,7
102,8,4,0,1,8,6,1,8,9,10
103,1,1,7,7,0,8,7,1,8,8
104,6,10,3,5,5,10,10,2,2,7
105,0,3,9,4,5,1,10,6,5,9
106,0,5,7,7,8,8,2,0,10,1
107,8,0,6,0,3,5,8,10,5,8
108,8,3,3,10,5,4,9,0,6,1
109,6,10,5,8,8,10,5,4,4,0
110,9,3,8,4,5,6,1,2,9,5
111,6,6,4,8,6,9,7,10,9,10
112,4,8,2,7,9,5,8,1,10,4
113,10,9,0,0,8,1,1,8,4,9
114,4,10,2,7,0,4,1,9,5,3
115,10,7,3,6,10,6,5,9,6,10
116,8,10,4,2,5,1,10,1,7,10
117,3,10,5,6,3,8,10,9,2,5
118,8,9,3,2,1,7,10,2,9,9
119,10,5,9,9,3,2,1,10,2,9
120,6,2,10,8,8,7,1,5,5,7
121,6,5,2,7,7,0,4,7,5,8
122,7,2,10,10,6,9,7,5,10,1
123,5,4,3,7,9,2,10,6,1,6
124,2,2,8,8,10,4,2,7,7,2
125,4,6,0,0,4,7,0,6,9,6
126,0,2,5,10,7,3,8,6,7,7
127,2,6,4,9,7,0,1,8,1,10
128,1,8,1,4,1,7,3,10,8,0
129,3,8,2,10,4,7,8,10,8,6
130,10,5,1,0,1,2,0,5,6,7
131,8,2,3,5,2,5,3,3,5,7
132,2,6,1,1,4,0,6,2,9,5
133,0,10,4,7,6,8,3,6,5,8
134,10,7,10,1,2,4,5,9,8,1
135,9,8,5,0,9,0,6,5,3,5
136,10,6,6,7,1,4,5,2,5,9
137,5,5,6,1,5,5,5,3,5,3
138,0,6,1,4,6,9,4,6,10,4
139,8,9,10,7,6,2,9,7,2,8
140,2,4,10,8,5,0,10,10,9,10
141,1,6,8,7,5,9,4,10,7,2
142,6,10,7,5,5,7,0,1,2,8
143,4,5,2,8,1,10,1,9,0,5
144,10,0,9,3,2,1,7,1,10,10
145,3,2,4,2,5,4,0,2,0,2
146,10,1,6,2,0,0,5,0,4,0
147,9,1,6,2,0,0,3,10,8,3
148,0,2,5,1,6,6,6,5,1,2
149,6,5,7,6,10,8,5,4,8,5
150,9,9,3,2,9,2,6,1,5,6
151,3,9,2,0,0,7,10,6,2,7
152,3,2,4,1,3,8,5,8,1,8
153,6,8,0,3,8,2,1,2,10,10
154,7,0,3,1,9,10,1,2,9,3
155,4,10,10,4,0,1,1,8,9,2
156,5,9,1,7,7,8,8,8,5,4
157,3,2,7,8,2,10,8,3,5,9
158,0,4,8,4,10,7,0,4,5,4
159,2,5,10,5,9,7,8,8,9,5
160,5,10,8,6,9,8,4,3,7,8
161,6,7,8,6,6,1,6,7,7,3
162,1,3,5,7,3,4,5,1,8,9
163,9,6,9,7,0,4,5,10,6,8
164,0,10,1,1,2,8,3,2,7,0
165,5,0,10,9,0,5,8,4,0,2
166,7,6,3,3,10,5,0,8,3,2
167,7,9,2,6,1,6,0,9,9,2
168,6,1,3,6,9,7,9,5,8,4
169,1,9,10,2,3,5,2,4,2,10
170,0,1,1,1,7,4,10,5,6,4
171,4,6,1,3,0,8,3,7,2,0
172,0,5,2,7,0,10,1,2,5,10
173,2,2,2,0,6,1,0,5,2,9
174,3,2,8,4,4,2,7,9,9,4
175,10,2,9,8,5,3,6,2,6,10
176,2,10,4,5,1,5,6,2,5,10
177,0,7,1,3,8,7,10,4,9,4
178,7,9,9,5,4,4,2,7,2,7
179,2,4,3,5,4,6,10,6,2,6
180,1,1,10,0,3,4,2,9,0,7
181,3,0,9,7,2,4,8,7,0,10
182,3,0,9,2,2,2,10,3,2,7
183,0,0,8,2,7,9,5,1,4,6
184,2,9,8,9,10,10,8,8,5,3
185,4,5,5,0,3,3,4,0,9,10
186,8,10,4,4,1,6,6,2,4,9
187,5,9,0,1,10,6,6,7,7,6
188,0,7,3,8,6,9,2,1,1,8
189,2,6,3,10,8,3,0,7,8,3
190,8,6,5,3,0,2,1,3,8,6
191,6,6,1,8,1,8,5,10,9,3
192,7,4,5,1,9,5,2,8,7,4
193,1,7,6,3,10,8,8,8,0,1
194,7,6,4,7,4,10,10,1,8,10
195,9,3,1,10,6,4,5,3,2,7
196,9,10,2,6,4,4,2,4,5,0
197,10,1,0,7,8,10,1,0,3,3
198,10,10,8,1,2,0,3,0,3,6
199,6,5,9,8,2,1,9,10,10,8
200,5,3,9,2,7,9,7,0,1,2
201,1,8,1,6,9,7,8,7,6,8
202,4,8,8,0,2,9,10,8,9,5
203,1,8,10,7,8,10,2,3,7,8
204,7,9,4,4,9,1,4,6,2,9
205,1,8,1,1,2,1,10,6,7,7
206,4,10,5,8,5,0,9,9,4,10
207,0,1,4,2,5,9,5,9,8,6
208,7,0,1,0,10,3,8,6,7,8
209,10,5,9,8,0,2,5,6,7,1
210,9,7,4,10,2,1,5,1,2,9
211,3,1,10,4,4,4,2,5,5,2
212,7,4,5,7,8,0,8,1,7,6
213,3,9,8,7,2,8,4,1,9,0
214,10,5,0,5,2,1,0,1,6,6
215,1,1,1,9,0,9,9,8,2,0
216,2,4,1,4,9,5,1,2,4,10
217,7,4,2,1,10,4,6,10,10,7
218,9,5,7,4,10,8,6,2,1,0
219,3,9,8,6,2,4,7,4,3,6
220,10,10,1,1,2,8,7,0,5,3
221,2,1,10,0,1,6,7,4,6,10
222,5,5,9,4,8,0,8,5,10,10
223,2,1,7,8,9,5,7,0,5,1
224,1,3,1,1,3,1,3,7,0,7
225,4,7,3,2,9,7,2,1,9,8
226,3,1,6,6,6,4,0,4,1,3
227,4,4,1,7,3,4,5,9,10,0
228,7,0,8,2,10,7,6,1,7,3
229,9,5,9,10,3,4,0,9,10,2
230,9,0,0,9,1,10,8,2,4,10
231,4,7,5,1,9,3,2,1,10,7
232,0,5,9,3,7,3,7,0,2,2
233,9,2,1,6,6,5,0,0,3,5
234,2,8,1,2,10,10,3,0,8,4
235,8,9,4,3,7,9,4,0,0,0
236,4,2,5,0,10,3,6,1,10,8
237,6,8,4,7,4,8,7,7,2,5
238,5,5,0,0,1,0,0,5,2,9
239,3,1,3,8,6,2,2,6,8,7
240,10,3,6,1,10,3,10,3,2,5
241,4,4,10,9,6,2,7,8,1,3
242,8,10,9,8,6,5,9,2,1,5
243,5,7,3,3,7,0,7,0,4,6
244,1,6,8,9,5,1,5,9,0,7
245,3,8,2,6,7,0,4,6,10,10
246,4,3,3,1,0,10,10,0,3,0
247,4,9,8,5,5,0,9,10,4,8
248,6,9,0,4,2,5,10,3,9,6
249,7,8,4,9,4,3,8,7,2,8
250,9,8,9,1,7,3,7,5,2,0
251,5,8,10,8,3,0,7,6,0,4
252,9,9,6,9,1,2,9,3,1,8
253,6,9,9,2,2,3,4,1,7,0
254,10,0,9,2,5,1,6,10,5,6
255,0,6,3,1,0,2,10,9,4,5
256,4,2,6,10,8,8,1,4,5,4
257,4,4,1,10,1,7,10,9,0,1
258,4,3,7,2,6,4,5,2,7,3
259,1,3,6,9,1,1,4,4,9,0
260,1,5,1,3,4,5,0,9,3,0
261,6,3,8,8,3,8,3,6,2,4
262,10,2,5,1,0,7,1,10,7,5
263,8,8,4,6,5,7,4,8,0,1
264,8,6,5,0,6,10,6,3,5,4
265,1,1,10,8,10,7,0,0,2,10
266,6,7,1,6,3,6,6,9,8,3
267,9,0,9,5,8,10,9,10,5,3
268,6,8,6,0,8,9,9,8,5,10
269,5,4,6,10,1,5,2,2,6,9
270,5,10,0,6,10,8,4,4,1,3
271,10,5,4,8,9,0,0,0,1,4
272,2,5,3,2,2,6,7,7,9,6
273,8,5,3,1,9,5,2,8,1,5
274,3,3,4,8,8,8,1,4,0,9
275,6,7,2,3,9,9,4,3,6,4
276,6,8,9,10,8,7,8,1,4,7
277,9,5,7,6,6,6,8,2,3,5
278,3,3,10,1,5,4,9,5,0,4
279,3,8,8,6,9,3,4,2,10,3
280,10,3,7,4,4,1,3,7,8,8
281,8,0,0,4,8,7,9,10,9,7
282,2,8,9,0,8,6,7,5,5,9
283,8,7,2,9,0,4,9,0,2,8
284,9,0,8,5,4,4,0,8,10,10
285,8,4,4,9,1,10,7,2,6,9
286,5,7,3,10,5,1,2,4,2,5
287,7,8,10,7,7,2,4,6,1,10
288,2,7,9,6,10,1,3,0,6,7
289,0,9,8,8,10,8,7,5,7,7
290,4,2,8,8,7,5,4,0,4,9
291,2,2,1,6,4,0,2,2,8,7
292,9,8,8,8,8,2,4,1,10,0
293,0,0,7,3,9,6,1,6,4,3
294,4,10,1,5,6,10,8,8,3,1
295,6,5,2,1,3,0,5,5,9,8
296,1,3,3,9,1,5,4,7,7,2
297,7,0,8,9,4,10,9,9,2,0
298,2,5,6,7,4,6,5,6,10,10
299,6,9,1,9,7,9,3,1,8,8
300,7,7,7,2,5,7,4,1,7,10
301,2,10,2,2,6,3,9,9,3,8
302,3,8,2,10,5,9,4,8,8,10
303,4,6,2,1,4,5,0,5,2,8
304,8,0,8,0,7,4,2,4,5,5
305,4,8,1,1,2,2,8,1,9,8
306,7,5,3,8,3,9,3,0,5,9
307,10,9,4,2,1,9,5,2,8,3
308,3,4,10,9,4,2,4,5,9,6
309,6,4,6,6,4,5,2,3,8,4
310,9,10,7,0,1,0,4,0,5,1
311,7,3,5,7,10,9,8,4,4,6
312,10,0,4,4,9,6,4,1,1,1
313,6,10,2,0,10,0,8,5,4,8
314,0,4,2,3,8,8,2,4,5,4
315,7,0,2,4,4,3,0,1,6,1
316,7,9,4,7,4,3,7,2,9,10
317,6,5,1,5,8,0,9,5,1,4
318,8,7,1,1,6,5,3,9,2,1
319,8,4,10,5,10,0,8,10,3,10
320,8,5,2,1,5,0,10,0,8,1
321,5,9,10,8,5,4,0,2,8,6
322,3,1,10,8,8,3,10,8,9,8
323,5,3,1,6,4,9,4,8,7,10
324,1,9,3,5,3,3,4,9,1,4
325,3,6,0,10,6,6,5,7,2,1
326,2,7,8,10,10,3,2,1,4,5
327,2,7,7,1,7,3,9,5,3,3
328,9,4,4,9,5,10,7,9,6,4
329,10,7,7,6,10,4,8,5,3,8
330,6,5,5,9,5,5,6,9,7,3
331,3,3,3,7,5,0,7,1,6,0
332,6,9,8,0,0,0,8,0,1,6
333,0,10,4,9,10,3,5,6,0,0
334,2,6,9,5,5,8,3,10,0,7
335,6,4,7,8,7,0,3,7,4,8
336,1,7,9,9,0,10,4,0,10,10
337,3,6,2,6,8,10,4,9,10,8
338,3,9,3,7,1,5,0,7,10,7
339,4,6,6,5,4,0,8,3,1,1
340,6,2,4,6,3,9,6,3,9,1
341,9,1,10,2,8,8,7,2,10,1
342,10,9,4,7,4,4,1,0,2,2
343,4,6,5,9,7,3,1,8,5,6
344,8,3,7,6,10,6,5,9,8,8
345,1,8,2,0,6,6,10,1,7,7
346,4,1,0,4,10,4,7,8,8,8
347,2,4,5,0,10,8,3,10,10,10
348,0,4,5,3,4,6,7,4,3,9
349,9,5,3,8,3,5,4,9,5,8
350,9,2,8,0,4,5,9,2,4,4
351,10,7,9,5,6,8,1,1,5,3
352,9,0,9,9,1,7,1,7,4,2
353,8,5,3,10,0,2,8,1,2,4
354,1,6,4,1,4,10,4,4,5,10
355,10,6,9,2,8,6,5,9,6,6
356,1,9,8,7,6,4,0,0,7,8
357,6,8,6,5,5,5,1,6,7,0
358,1,8,4,8,3,7,0,0,4,0
359,4,4,1,2,1,2,1,1,1,2
360,7,4,10,10,0,1,3,6,8,1
361,9,2,7,2,4,6,7,0,1,9
362,8,0,9,2,10,3,2,4,2,5
363,8,3,7,7,5,3,7,2,6,1
364,2,7,5,7,1,3,2,8,3,1
365,1,7,6,9,9,5,2,3,10,9
366,6,2,7,7,8,8,2,4,5,1
367,7,6,10,2,0,5,4,8,1,10
368,9,3,9,3,2,9,6,7,8,1
369,8,10,8,8,5,10,8,9,6,3
370,5,9,10,3,2,8,0,7,6,7
371,1,7,0,0,3,4,4,7,3,4
372,1,9,6,6,7,4,2,8,2,8
373,6,5,9,3,7,0,3,7,6,6
374,0,0,2,10,0,3,2,8,2,8
375,8,0,0,1,5,7,0,4,2,6
376,9,9,1,1,3,8,3,6,4,4
377,2,6,0,7,6,7,2,0,8,0
378,0,10,6,10,2,10,6,2,7,3
379,8,9,6,3,3,5,1,5,5,8
380,5,5,4,6,5,2,6,4,6,2
381,4,6,7,3,3,3,6,0,1,5
382,0,10,7,3,9,4,9,5,9,5
383,4,1,7,4,7,0,1,9,4,9
384,2,8,6,0,6,6,7,2,10,9
385,4,6,9,2,7,8,3,6,5,6
