0,1,2,3,4,5,6,7,8,9
76,2,42,10,7,75,20,2,100,4
41,32,31,2,2,0,38,1,7,9
58,30,54,7,10,80,72,2,20,1
98,80,93,8,2,7,52,5,12,6
59,23,29,1,0,21,50,3,13,10
51,14,10,4,7,72,66,0,16,9
86,15,80,6,9,11,14,6,77,1
66,64,100,7,0,74,37,10,83,0
86,4,74,1,1,36,80,3,88,5
0,5,15,3,1,14,13,0,33,8
93,82,91,5,3,94,99,4,21,6
97,75,2,9,4,65,45,10,74,0
74,28,8,3,9,44,19,9,51,0
32,45,86,6,6,50,72,4,34,1
30,6,15,10,8,63,3,3,42,0
51,7,93,6,6,37,17,4,71,1
26,19,20,7,2,42,31,9,11,2
78,66,91,3,10,93,47,10,4,0
28,87,3,8,8,87,25,8,40,4
69,74,69,0,0,15,52,7,67,7
72,0,69,3,10,48,43,9,5,10
66,67,72,5,8,56,39,2,94,3
18,69,6,2,5,43,4,0,93,0
50,92,71,6,8,30,35,6,62,5
94,69,32,5,1,32,94,6,92,9
26,39,41,9,2,32,67,10,32,1
6,52,22,9,5,22,36,6,97,2
38,77,86,4,7,13,63,6,8,8
98,65,76,7,0,83,72,8,51,10
86,92,64,0,3,69,87,10,26,7
25,36,85,5,2,24,76,4,18,5
19,17,19,10,3,46,59,6,41,4
35,34,80,3,4,63,8,8,97,10
20,14,96,0,10,36,99,9,3,6
75,46,1,6,5,57,23,9,81,6
37,5,63,7,1,67,65,9,9,2
70,85,38,5,4,44,78,5,70,3
48,12,57,2,1,1,90,2,43,4
70,39,71,7,1,88,59,10,34,3
70,18,76,8,10,48,57,5,16,8
26,31,37,0,3,87,9,8,93,6
39,51,5,1,9,45,45,8,91,5
67,84,33,0,4,62,61,1,92,8
48,22,87,5,10,82,34,0,66,0
42,2,70,1,8,60,90,2,25,1
66,74,92,3,4,10,99,5,48,6
14,96,64,9,10,5,73,6,33,0
15,21,12,4,6,5,78,3,64,0
79,22,60,3,0,50,85,3,13,6
67,48,73,9,3,69,2,0,94,9
11,2,31,2,6,22,70,7,78,2
90,21,48,10,1,32,12,1,30,8
18,37,15,2,9,37,96,2,75,4
89,89,97,8,5,27,39,10,68,6
78,22,9,9,6,4,91,8,17,6
69,99,48,7,9,80,28,7,55,0
99,34,32,10,10,95,86,7,74,5
65,49,14,0,0,28,4,8,29,3
69,56,4,10,0,67,87,4,74,7
58,75,82,1,7,63,64,4,66,1
58,28,99,6,1,27,18,3,35,2
50,98,49,7,7,40,16,5,74,6
7,24,44,10,4,79,46,7,25,4
74,19,7,7,0,76,64,9,27,0
27,16,63,5,2,90,52,2,95,7
60,46,87,6,6,39,20,6,94,2
61,86,7,9,4,96,45,2,41,4
82,92,74,1,3,26,63,8,86,9
4,77,87,10,7,57,60,9,7,7
41,4,57,9,9,63,49,8,74,4
43,94,42,4,5,99,13,5,50,5
26,68,6,2,1,3,28,2,24,10
29,53,35,8,2,54,54,5,55,6
80,8,73,9,6,66,90,9,55,1
19,31,72,6,3,21,15,9,72,3
17,5,47,9,5,78,92,2,67,5
4,55,29,2,4,35,94,10,8,10
51,54,26,0,4,27,72,6,15,0
51,76,32,5,5,68,69,3,1,7
9,71,83,1,3,31,92,3,88,6
45,14,27,10,3,4,62,7,19,10
24,56,35,1,8,34,78,9,24,4
