0,1,2,3,4,5,6,7,8,9
76,2,10,10,7,10,10,2,100,4
41,32,10,2,2,0,10,1,7,9
58,30,10,7,10,10,10,2,20,1
98,80,10,8,2,7,10,5,12,6
59,23,10,1,0,10,10,3,13,10
51,14,10,4,7,10,10,0,16,9
86,15,10,6,9,10,10,6,77,1
66,64,10,7,0,10,10,10,83,0
86,4,10,1,1,10,10,3,88,5
0,5,10,3,1,10,10,0,33,8
93,82,10,5,3,10,10,4,21,6
97,75,2,9,4,10,10,10,74,0
74,28,8,3,9,10,10,9,51,0
32,45,10,6,6,10,10,4,34,1
30,6,10,10,8,10,3,3,42,0
51,7,10,6,6,10,10,4,71,1
26,19,10,7,2,10,10,9,11,2
78,66,10,3,10,10,10,10,4,0
28,87,3,8,8,10,10,8,40,4
69,74,10,0,0,10,10,7,67,7
72,0,10,3,10,10,10,9,5,10
66,67,10,5,8,10,10,2,94,3
18,69,6,2,5,10,4,0,93,0
50,92,10,6,8,10,10,6,62,5
94,69,10,5,1,10,10,6,92,9
26,39,10,9,2,10,10,10,32,1
6,52,10,9,5,10,10,6,97,2
38,77,10,4,7,10,10,6,8,8
98,65,10,7,0,10,10,8,51,10
86,92,10,0,3,10,10,10,26,7
25,36,10,5,2,10,10,4,18,5
19,17,10,10,3,10,10,6,41,4
35,34,10,3,4,10,8,8,97,10
20,14,10,0,10,10,10,9,3,6
75,46,1,6,5,10,10,9,81,6
37,5,10,7,1,10,10,9,9,2
70,85,10,5,4,10,10,5,70,3
48,12,10,2,1,1,10,2,43,4
70,39,10,7,1,10,10,10,34,3
70,18,10,8,10,10,10,5,16,8
26,31,10,0,3,10,9,8,93,6
39,51,5,1,9,10,10,8,91,5
67,84,10,0,4,10,10,1,92,8
48,22,10,5,10,10,10,0,66,0
42,2,10,1,8,10,10,2,25,1
66,74,10,3,4,10,10,5,48,6
14,96,10,9,10,5,10,6,33,0
15,21,10,4,6,5,10,3,64,0
79,22,10,3,0,10,10,3,13,6
67,48,10,9,3,10,2,0,94,9
11,2,10,2,6,10,10,7,78,2
90,21,10,10,1,10,10,1,30,8
18,37,10,2,9,10,10,2,75,4
89,89,10,8,5,10,10,10,68,6
78,22,9,9,6,4,10,8,17,6
69,99,10,7,9,10,10,7,55,0
99,34,10,10,10,10,10,7,74,5
65,49,10,0,0,10,4,8,29,3
69,56,4,10,0,10,10,4,74,7
58,75,10,1,7,10,10,4,66,1
58,28,10,6,1,10,10,3,35,2
50,98,10,7,7,10,10,5,74,6
7,24,10,10,4,10,10,7,25,4
74,19,7,7,0,10,10,9,27,0
27,16,10,5,2,10,10,2,95,7
60,46,10,6,6,10,10,6,94,2
61,86,7,9,4,10,10,2,41,4
82,92,10,1,3,10,10,8,86,9
4,77,10,10,7,10,10,9,7,7
41,4,10,9,9,10,10,8,74,4
43,94,10,4,5,10,10,5,50,5
26,68,6,2,1,3,10,2,24,10
29,53,10,8,2,10,10,5,55,6
80,8,10,9,6,10,10,9,55,1
19,31,10,6,3,10,10,9,72,3
17,5,10,9,5,10,10,2,67,5
4,55,10,2,4,10,10,10,8,10
51,54,10,0,4,10,10,6,15,0
51,76,10,5,5,10,10,3,1,7
9,71,10,1,3,10,10,3,88,6
45,14,10,10,3,4,10,7,19,10
24,56,10,1,8,10,10,9,24,4
41,1,10,3,9,8,10,7,49,2
57,18,10,10,4,10,0,6,50,7
35,82,10,2,4,10,10,8,26,1
3,45,10,4,4,10,10,7,91,1
63,69,10,0,8,10,10,8,67,10
47,22,10,3,7,10,10,1,98,8
12,42,10,4,7,10,10,2,12,0
46,45,10,1,6,10,10,4,30,6
45,22,10,2,10,10,10,1,70,9
94,3,10,3,4,10,10,3,34,5
14,80,10,0,10,10,10,5,96,1
50,47,10,8,7,10,10,6,42,9
68,17,10,4,1,10,10,9,53,10
3,77,10,1,2,10,10,8,86,9
44,64,10,10,10,10,10,9,65,7
9,80,10,7,6,10,10,6,11,0
85,19,10,1,0,10,2,1,75,5
78,3,10,4,2,10,10,3,60,1
39,50,10,5,10,10,10,3,36,5
8,97,10,3,5,10,10,0,30,4
87,99,10,6,10,10,6,0,92,1
38,54,10,3,7,10,10,9,20,2
73,20,10,0,9,10,10,5,68,0
29,24,10,5,5,10,10,2,45,8
78,17,10,5,1,10,10,1,42,1
86,57,10,10,3,10,10,8,77,5
23,37,10,6,10,10,10,8,74,3
31,15,10,7,7,10,10,9,9,8
30,61,10,7,4,5,10,7,15,1
48,70,10,3,4,10,10,10,2,6
10,97,10,10,8,10,10,0,8,8
10,12,10,9,2,10,10,0,72,4
36,73,10,10,1,10,10,4,93,3
22,25,10,6,3,10,10,2,97,10
2,63,10,9,2,10,10,8,96,5
92,71,10,0,1,10,10,9,97,6
