,0,1,2,3,4,5,6,7,8,9
0,76,2,42,10,7,75,20,2,100,4
1,41,32,31,2,2,0,38,1,7,9
2,58,30,54,7,10,80,72,2,20,1
3,98,80,93,8,2,7,52,5,12,6
4,59,23,29,1,0,21,50,3,13,10
5,51,14,10,4,7,72,66,0,16,9
6,86,15,80,6,9,11,14,6,77,1
7,66,64,100,7,0,74,37,10,83,0
8,86,4,74,1,1,36,80,3,88,5
9,0,5,15,3,1,14,13,0,33,8
10,93,82,91,5,3,94,99,4,21,6
11,97,75,2,9,4,65,45,10,74,0
12,74,28,8,3,9,44,19,9,51,0
13,32,45,86,6,6,50,72,4,34,1
14,30,6,15,10,8,63,3,3,42,0
15,51,7,93,6,6,37,17,4,71,1
16,26,19,20,7,2,42,31,9,11,2
17,78,66,91,3,10,93,47,10,4,0
18,28,87,3,8,8,87,25,8,40,4
19,69,74,69,0,0,15,52,7,67,7
20,72,0,69,3,10,48,43,9,5,10
21,66,67,72,5,8,56,39,2,94,3
22,18,69,6,2,5,43,4,0,93,0
23,50,92,71,6,8,30,35,6,62,5
24,94,69,32,5,1,32,94,6,92,9
25,26,39,41,9,2,32,67,10,32,1
26,6,52,22,9,5,22,36,6,97,2
27,38,77,86,4,7,13,63,6,8,8
28,98,65,76,7,0,83,72,8,51,10
29,86,92,64,0,3,69,87,10,26,7
30,25,36,85,5,2,24,76,4,18,5
31,19,17,19,10,3,46,59,6,41,4
32,35,34,80,3,4,63,8,8,97,10
33,20,14,96,0,10,36,99,9,3,6
34,75,46,1,6,5,57,23,9,81,6
35,37,5,63,7,1,67,65,9,9,2
36,70,85,38,5,4,44,78,5,70,3
37,48,12,57,2,1,1,90,2,43,4
38,70,39,71,7,1,88,59,10,34,3
39,70,18,76,8,10,48,57,5,16,8
40,26,31,37,0,3,87,9,8,93,6
41,39,51,5,1,9,45,45,8,91,5
42,67,84,33,0,4,62,61,1,92,8
43,48,22,87,5,10,82,34,0,66,0
44,42,2,70,1,8,60,90,2,25,1
45,66,74,92,3,4,10,99,5,48,6
46,14,96,64,9,10,5,73,6,33,0
47,15,21,12,4,6,5,78,3,64,0
48,79,22,60,3,0,50,85,3,13,6
49,67,48,73,9,3,69,2,0,94,9
50,11,2,31,2,6,22,70,7,78,2
51,90,21,48,10,1,32,12,1,30,8
52,18,37,15,2,9,37,96,2,75,4
53,89,89,97,8,5,27,39,10,68,6
54,78,22,9,9,6,4,91,8,17,6
55,69,99,48,7,9,80,28,7,55,0
56,99,34,32,10,10,95,86,7,74,5
57,65,49,14,0,0,28,4,8,29,3
58,69,56,4,10,0,67,87,4,74,7
59,58,75,82,1,7,63,64,4,66,1
60,58,28,99,6,1,27,18,3,35,2
61,50,98,49,7,7,40,16,5,74,6
62,7,24,44,10,4,79,46,7,25,4
63,74,19,7,7,0,76,64,9,27,0
64,27,16,63,5,2,90,52,2,95,7
65,60,46,87,6,6,39,20,6,94,2
66,61,86,7,9,4,96,45,2,41,4
67,82,92,74,1,3,26,63,8,86,9
68,4,77,87,10,7,57,60,9,7,7
69,41,4,57,9,9,63,49,8,74,4
70,43,94,42,4,5,99,13,5,50,5
71,26,68,6,2,1,3,28,2,24,10
72,29,53,35,8,2,54,54,5,55,6
73,80,8,73,9,6,66,90,9,55,1
74,19,31,72,6,3,21,15,9,72,3
75,17,5,47,9,5,78,92,2,67,5
76,4,55,29,2,4,35,94,10,8,10
77,51,54,26,0,4,27,72,6,15,0
78,51,76,32,5,5,68,69,3,1,7
79,9,71,83,1,3,31,92,3,88,6
80,45,14,27,10,3,4,62,7,19,10
81,24,56,35,1,8,34,78,9,24,4
82,41,1,72,3,9,8,13,7,49,2
83,57,18,75,10,4,42,0,6,50,7
84,35,82,100,2,4,92,47,8,26,1
85,3,45,56,4,4,32,73,7,91,1
86,63,69,65,0,8,44,66,8,67,10
87,47,22,99,3,7,26,65,1,98,8
88,12,42,51,4,7,18,49,2,12,0
89,46,45,44,1,6,40,93,4,30,6
90,45,22,71,2,10,11,61,1,70,9
91,94,3,57,3,4,35,35,3,34,5
92,14,80,43,0,10,59,79,5,96,1
93,50,47,84,8,7,71,77,6,42,9
94,68,17,73,4,1,61,100,9,53,10
95,3,77,20,1,2,34,44,8,86,9
96,44,64,62,10,10,49,57,9,65,7
97,9,80,26,7,6,37,80,6,11,0
98,85,19,91,1,0,28,2,1,75,5
99,78,3,63,4,2,83,11,3,60,1
100,39,50,33,5,10,46,18,3,36,5
101,8,97,14,3,5,78,98,0,30,4
102,87,99,11,6,10,88,6,0,92,1
103,38,54,77,3,7,18,54,9,20,2
104,73,20,72,0,9,47,46,5,68,0
105,29,24,46,5,5,70,28,2,45,8
106,78,17,28,5,1,98,66,1,42,1
107,86,57,57,10,3,47,15,8,77,5
108,23,37,69,6,10,43,24,8,74,3
109,31,15,43,7,7,38,59,9,9,8
110,30,61,100,7,4,5,95,7,15,1
111,48,70,27,3,4,35,61,10,2,6
112,10,97,53,10,8,43,14,0,8,8
113,10,12,14,9,2,43,72,0,72,4
114,36,73,43,10,1,99,81,4,93,3
115,22,25,47,6,3,38,62,2,97,10
116,2,63,47,9,2,11,97,8,96,5
117,92,71,35,0,1,52,73,9,97,6
118,10,91,11,7,5,73,96,5,74,5
119,80,65,5,6,2,34,52,7,25,5
120,93,78,91,4,1,100,59,0,19,6
121,18,50,39,10,6,86,85,1,55,10
122,64,22,49,4,10,49,85,8,71,4
123,17,22,83,1,4,66,73,1,74,9
124,31,29,70,1,4,33,83,10,0,10
125,74,57,71,0,8,99,19,2,6,10
126,75,45,34,10,9,64,40,0,97,8
127,72,80,24,4,4,65,81,0,52,3
