,0,1,2,3,4,5,6,7,8,9
0,3,6,8,8,7,10,7,10,5,9
1,4,1,9,3,4,10,8,8,4,1
2,1,7,5,9,2,3,10,2,10,10
3,5,10,9,1,3,9,4,2,4,1
4,1,9,3,7,5,8,7,7,7,5
5,4,1,8,9,7,2,8,5,3,10
6,3,3,2,10,6,7,10,9,0,5
7,4,6,1,10,7,8,2,9,9,2
8,1,3,3,5,5,2,7,7,10,9
9,5,9,2,10,6,0,8,10,8,4
10,6,3,2,7,9,1,0,0,1,8
11,1,1,3,3,1,0,7,10,9,2
12,7,6,10,6,2,3,7,2,9,8
13,7,3,10,10,5,9,6,1,0,2
14,6,3,3,6,10,2,9,10,5,10
15,1,0,7,3,6,1,3,7,4,9
16,7,5,8,9,3,8,9,5,6,1
17,8,2,0,2,8,9,3,8,0,2
18,2,3,4,5,4,7,10,2,1,6
19,0,1,7,2,10,10,7,2,2,3
20,0,6,10,8,5,7,10,8,4,1
21,3,9,7,3,2,0,8,8,1,3
22,0,6,9,9,5,4,10,9,3,9
23,0,3,6,2,6,6,0,8,1,4
24,8,3,4,6,3,9,0,9,5,10
25,1,10,2,3,10,6,1,5,5,10
26,10,2,3,4,5,3,10,8,7,4
27,0,4,1,10,0,4,7,5,10,10
28,8,2,2,0,2,7,0,1,6,3
29,1,6,4,10,7,8,8,1,0,10
30,1,7,8,8,0,6,4,3,5,6
31,5,4,3,10,3,8,6,8,9,3
32,1,10,2,9,9,1,5,2,9,8
33,6,10,8,2,8,6,9,2,6,10
34,1,8,2,2,6,7,9,7,4,3
35,0,9,4,6,7,6,6,8,9,9
36,9,2,9,4,9,3,9,4,2,0
37,8,1,2,8,2,4,10,5,3,0
38,5,7,8,0,5,8,8,1,2,3
39,8,1,9,3,7,10,8,1,8,3
40,10,0,5,9,3,0,4,7,4,5
41,2,6,6,9,10,3,5,4,6,8
42,5,4,4,5,1,3,10,5,6,10
43,0,4,7,9,9,1,3,9,3,7
44,10,1,4,2,3,1,2,3,6,7
45,0,9,8,2,10,9,0,0,4,6
46,1,1,3,1,4,8,6,4,10,7
47,1,5,8,3,1,4,6,5,6,7
48,0,2,3,6,8,3,7,7,8,2
49,10,5,1,1,1,8,7,5,7,1
50,10,5,2,10,8,5,7,3,8,2
51,5,8,4,2,4,1,6,9,10,3
52,4,3,5,0,4,3,5,1,3,4
53,0,3,2,5,0,3,3,7,9,5
54,1,2,1,10,1,4,10,6,1,7
55,8,3,9,4,7,7,9,6,4,9
56,3,4,4,9,3,0,7,3,6,7
57,7,4,1,7,8,9,2,10,5,7
58,4,6,6,3,5,4,1,10,6,2
59,9,9,9,8,4,1,6,2,9,9
60,2,9,3,7,1,8,3,6,1,10
61,3,10,2,7,9,8,6,10,10,2
62,2,10,10,8,9,10,10,9,1,8
63,4,5,9,10,6,9,6,2,8,0
64,1,6,10,8,6,10,3,0,0,10
65,6,3,5,6,2,5,2,4,10,3
66,3,2,6,6,1,2,10,5,2,6
67,10,1,2,0,8,3,0,3,3,8
68,3,2,5,7,7,7,3,8,1,8
69,6,3,3,2,8,0,2,7,9,10
70,8,1,1,8,10,3,6,3,0,6
71,9,7,0,7,1,10,1,5,0,0
72,3,6,8,2,3,0,9,4,4,3
73,3,4,8,7,7,1,7,10,9,5
74,10,10,9,3,1,6,4,7,7,10
75,10,9,5,1,6,1,5,7,9,2
