,0,1,2,3,4,5,6,7
0,87,4,34,1,69,48,55,87
1,69,9,61,8,93,75,64,29
2,94,7,56,0,23,56,53,40
3,50,0,66,8,36,96,68,36
4,10,9,99,0,22,44,65,94
5,82,2,31,4,14,40,60,25
6,72,9,90,3,16,49,35,20
7,22,4,41,10,9,4,95,36
8,36,4,39,9,32,32,88,18
9,53,8,79,5,92,72,23,86
10,65,7,5,5,38,26,13,74
11,16,6,63,2,65,21,94,2
12,21,8,11,9,69,57,28,58
13,87,1,69,4,12,89,24,8
14,89,6,10,0,50,51,67,85
15,70,1,43,8,77,21,49,96
16,76,0,64,3,50,92,60,7
17,76,3,65,3,86,33,0,46
18,59,2,65,6,51,52,73,37
19,45,5,17,9,80,27,92,100
20,30,3,14,8,32,94,26,12
21,46,9,33,3,62,1,24,75
22,31,3,15,6,7,44,68,66
23,62,2,77,1,8,34,64,16
24,39,6,56,4,94,90,54,86
25,15,7,98,6,40,87,22,92
26,57,2,57,0,3,68,80,59
27,99,8,100,5,4,72,92,4
28,12,1,23,6,7,50,82,28
29,94,3,47,9,15,69,78,99
30,0,4,71,9,26,7,85,59
31,18,7,21,7,11,88,56,68
32,8,1,20,7,2,61,58,66
33,48,8,98,8,30,15,36,18
34,98,2,27,3,18,73,19,46
35,39,9,51,9,12,71,44,14
36,66,5,6,8,88,47,55,61
37,88,3,33,10,70,13,35,37
38,32,4,1,6,16,94,3,13
39,15,7,75,10,64,89,23,42
40,40,1,6,0,12,34,79,5
41,76,2,21,3,83,0,67,36
42,50,1,92,0,99,52,39,62
43,65,5,53,9,41,53,56,31
44,75,1,2,1,13,68,53,77
45,12,5,44,2,73,62,36,49
46,89,2,33,6,36,77,89,47
47,93,7,48,8,74,91,37,25
48,9,7,58,7,69,87,5,40
49,97,0,97,4,16,91,78,0
50,53,1,32,0,11,76,21,85
51,42,8,27,6,63,43,80,44
52,65,10,48,1,40,11,21,19
53,69,0,49,6,45,18,14,24
54,24,4,92,4,82,77,100,1
55,19,10,81,7,2,90,72,0
56,59,9,78,9,77,81,33,84
57,51,7,9,6,11,57,63,82
58,73,1,32,0,66,41,74,90
59,68,1,21,1,62,72,90,30
60,56,8,32,9,72,21,68,19
61,19,9,71,3,28,59,35,13
62,10,2,38,6,96,27,98,2
63,72,2,43,0,13,70,47,43
64,45,3,65,6,14,51,84,72
65,51,7,8,6,18,100,61,83
66,27,6,11,2,82,29,20,38
67,16,5,5,2,99,58,0,47
68,61,9,4,5,33,95,20,14
69,82,8,57,2,62,18,61,48
70,49,2,66,9,91,76,21,51
71,52,7,94,1,41,46,81,15
72,13,5,40,9,37,38,42,95
73,50,2,38,5,89,55,91,17
74,37,5,59,3,65,29,3,92
75,76,2,67,9,95,100,29,80
76,51,6,22,5,12,68,65,33
77,10,7,25,0,25,96,23,66
78,16,8,53,0,25,11,69,1
79,80,4,3,5,7,52,29,56
80,84,8,18,7,46,28,58,87
81,85,1,99,10,55,86,44,6
82,17,5,92,5,27,16,20,74
83,78,3,29,3,93,100,33,15
84,9,6,67,3,21,1,30,91
85,16,1,37,5,6,77,99,5
86,60,1,88,4,72,87,45,61
87,33,3,40,6,20,97,20,60
88,31,2,3,6,14,54,46,36
89,63,6,62,6,69,38,92,0
90,53,0,29,4,27,86,77,57
91,19,7,69,4,36,56,86,63
92,27,3,55,7,9,42,44,6
93,11,7,91,1,78,13,68,72
94,93,1,19,5,36,95,28,32
95,58,10,71,4,67,41,15,84
96,43,5,61,3,57,67,97,8
97,25,3,17,10,95,26,48,31
98,74,5,78,1,85,60,17,22
99,30,5,63,1,47,51,50,8
100,39,8,32,6,88,74,1,56
101,48,2,94,8,96,61,24,0
102,86,10,74,9,72,18,73,35
103,58,10,63,9,38,65,29,10
104,34,5,33,6,58,43,69,76
105,66,0,25,2,23,62,2,77
106,57,9,0,7,41,98,82,99
107,25,10,54,6,0,44,63,79
108,73,4,23,2,55,84,73,95
109,72,7,97,2,61,42,49,93
110,53,5,75,9,42,5,3,28
111,43,10,34,2,45,71,83,4
112,60,9,38,10,80,88,79,36
113,63,5,53,10,13,57,10,100
114,70,4,50,2,65,82,93,9
115,4,1,10,4,25,64,20,33
116,96,1,51,7,31,45,52,4
117,55,7,76,5,2,73,14,50
118,6,7,88,7,71,68,83,85
119,83,8,21,0,100,55,7,43
120,69,1,44,0,32,18,36,68
121,14,7,72,1,5,93,7,94
122,27,0,64,4,93,83,58,7
123,68,6,31,8,6,20,6,13
124,6,7,7,0,89,100,54,57
125,96,8,50,5,18,90,31,53
126,23,10,58,4,9,56,80,32
127,39,1,15,3,75,4,76,49
128,18,7,72,1,59,24,8,59
129,38,1,9,8,74,21,7,76
130,86,5,31,8,55,80,93,45
131,6,1,44,8,70,26,91,4
132,35,0,58,7,14,75,69,10
133,97,5,32,8,97,63,3,92
134,79,7,56,5,95,53,60,63
135,5,5,72,6,2,72,88,95
136,75,3,59,10,30,96,71,67
137,29,10,29,7,60,51,92,76
138,64,5,97,0,81,43,1,50
139,11,8,33,3,52,93,19,81
140,3,9,12,1,14,27,74,1
141,38,8,58,8,28,5,63,49
142,67,3,84,6,35,80,75,4
143,96,4,13,4,70,49,77,18
144,8,1,85,0,2,54,54,98
145,26,4,33,2,90,50,66,91
146,21,3,89,2,1,57,70,57
147,63,9,55,3,100,47,31,16
148,76,3,62,1,12,15,74,41
149,26,8,20,7,23,68,44,89
150,23,7,63,8,77,84,100,15
151,20,9,58,0,37,92,38,89
152,28,7,43,5,61,91,35,49
153,68,7,32,3,38,90,87,85
154,13,0,34,0,81,93,27,89
155,89,5,17,10,19,49,56,14
156,26,2,53,0,90,77,87,96
157,8,3,24,1,100,53,7,99
158,4,7,45,9,98,74,86,50
159,60,7,0,4,82,80,77,80
160,38,1,80,8,84,18,51,56
161,40,6,14,9,72,42,58,46
162,80,5,17,1,44,65,23,84
163,14,6,6,7,16,53,25,47
164,39,1,98,0,11,95,3,53
165,52,4,56,6,85,79,88,24
166,43,6,16,0,22,39,35,40
167,63,1,72,9,49,13,37,2
168,74,2,66,2,31,4,97,20
169,23,0,84,10,1,5,27,39
170,0,5,55,3,27,79,49,91
171,6,10,80,4,84,79,99,26
172,48,4,83,10,4,57,44,61
173,80,0,64,8,77,87,82,77
174,92,5,68,8,32,34,26,94
175,80,8,83,4,71,52,77,14
176,15,0,35,2,62,26,43,64
177,31,10,50,7,68,59,58,38
178,27,2,49,6,99,66,24,28
179,90,6,58,5,78,31,89,25
180,58,6,70,2,61,58,69,54
181,87,10,6,3,1,45,53,64
182,35,3,57,7,68,56,78,23
183,59,10,23,10,39,34,43,15
184,21,10,85,6,99,91,77,36
185,62,7,62,8,94,76,91,53
186,55,7,55,9,61,33,33,29
187,22,4,37,5,48,89,96,86
188,77,3,26,0,54,87,56,66
189,77,3,57,7,54,65,34,81
190,95,4,70,9,72,55,95,29
191,80,6,25,6,15,42,98,8
192,61,9,30,0,65,45,100,46
193,95,4,21,4,15,14,30,42
194,32,1,43,4,98,60,99,43
195,75,8,98,10,13,11,24,24
196,34,10,14,2,24,48,79,15
197,90,8,5,6,46,81,68,37
198,18,1,66,2,0,78,45,94
199,10,2,77,5,30,78,63,50
200,89,8,17,7,61,87,75,86
201,2,5,55,2,78,88,55,49
202,28,9,11,3,9,85,50,15
203,89,6,24,8,9,14,13,18
204,15,6,83,7,19,51,5,86
205,40,2,60,0,96,65,12,84
206,19,3,41,8,67,13,97,38
207,55,7,100,8,51,58,96,12
208,3,1,3,8,93,89,35,100
209,14,2,20,1,56,93,17,82
210,13,3,59,5,80,57,59,71
211,46,10,21,8,66,26,65,100
212,29,6,69,7,57,56,66,92
213,43,6,23,4,21,63,55,46
214,21,4,61,3,75,60,22,16
215,49,2,52,6,40,93,44,17
216,13,1,51,5,94,47,75,26
217,52,2,32,4,58,14,98,49
218,65,8,13,6,91,11,8,46
219,90,0,2,2,29,13,44,90
220,64,10,75,2,38,97,3,86
221,40,2,51,7,41,91,24,90
222,97,2,45,9,9,24,45,22
223,15,1,39,5,100,49,65,24
224,49,6,21,3,57,62,91,91
225,38,10,96,6,84,86,76,15
226,86,1,100,7,93,35,66,10
227,74,6,54,6,30,49,88,48
228,41,7,29,6,82,14,87,10
229,46,3,56,10,99,90,58,16
230,89,5,46,10,36,68,4,87
231,29,1,44,10,26,54,68,52
232,72,0,1,9,100,1,39,90
233,44,7,58,7,18,10,71,18
234,43,1,48,0,75,41,26,25
235,76,7,47,5,41,76,66,88
236,74,7,2,1,97,2,61,43
237,20,6,69,3,79,57,43,1
238,5,10,97,1,5,0,16,73
239,28,8,86,1,11,38,82,57
240,55,7,46,1,40,42,77,55
241,85,5,19,10,64,30,17,65
242,45,3,61,0,64,64,41,82
243,34,8,33,6,58,12,32,0
244,88,3,95,5,49,97,95,7
245,67,2,69,8,69,16,54,18
246,7,0,53,0,3,26,36,6
247,21,4,68,3,67,63,35,100
248,30,9,38,0,31,71,79,55
249,43,10,41,5,39,37,25,1
250,84,6,93,10,3,79,47,11
251,48,10,62,2,32,66,1,60
252,24,5,3,10,99,65,41,98
253,9,1,80,3,62,81,63,53
254,87,0,77,10,20,68,39,56
255,46,1,29,8,63,49,32,52
256,91,0,66,8,8,99,80,88
257,26,7,68,2,16,26,88,29
258,54,4,89,1,59,76,99,53
259,19,9,18,0,38,45,99,9
260,61,4,17,4,39,28,20,77
261,16,1,52,1,77,40,22,24
262,8,8,73,5,23,13,9,42
263,78,3,86,0,41,10,16,50
264,96,5,33,3,50,20,56,73
265,17,7,5,3,87,36,42,66
266,42,4,94,9,79,83,16,97
267,89,3,78,7,46,39,1,56
268,2,10,18,8,75,34,3,71
269,50,4,20,6,65,89,52,36
270,33,10,32,1,23,75,64,69
271,83,9,77,1,43,19,96,18
272,68,7,23,2,31,16,10,22
273,84,4,22,4,77,60,12,39
274,17,2,0,3,99,53,18,59
275,77,7,87,1,33,58,49,66
276,88,6,76,4,15,87,98,99
277,81,0,27,1,26,73,60,97
278,47,7,78,9,84,0,55,68
279,33,5,36,10,84,44,76,4
