0,1,2,3,4,5,6,7
6,7,,5,7,6.0,,1.0
0,2,,0,6,5.0,,3.0
5,7,7.0,6,4,5.0,0.0,5.0
6,8,7.1,7,4,3.0,3.0,7.0
0,10,7.2,2,3,1.0,6.0,8.0
4,3,7.3,2,3,4.0,9.0,3.0
0,2,7.4,9,4,7.0,4.5,9.0
4,5,7.5,9,1,6.25,0.0,8.5
2,9,7.6,2,0,5.5,4.0,8.0
6,4,7.7,10,3,4.75,8.0,7.5
2,4,7.8,5,4,4.0,6.0,7.0
7,7,7.9,5,6,9.0,4.0,6.5
1,7,8.0,3,6,8.5,6.0,6.0
4,3,8.0,6,10,8.0,8.0,7.0
9,0,6.5,6,1,7.5,10.0,9.0
3,0,5.0,1,10,7.0,5.5,5.0
4,7,3.5,1,5,6.5,1.0,4.0
10,1,2.0,3,9,6.0,10.0,3.0
9,9,3.333333333333333,3,0,9.0,5.5,2.0
10,9,4.666666666666666,0,5,3.0,1.0,5.0
5,4,6.0,7,3,9.0,4.0,7.5
8,1,4.0,4,7,7.0,2.666666666666667,10.0
4,4,10.0,2,4,5.0,1.3333333333333335,8.75
7,2,7.0,0,0,3.0,0.0,7.5
2,4,1.0,9,0,8.0,0.5,6.25
1,4,5.0,6,0,5.666666666666666,1.0,5.0
6,6,9.0,1,7,3.333333333333333,5.5,4.0
6,9,8.0,10,9,1.0,10.0,5.0
8,2,7.0,8,1,1.3333333333333333,9.666666666666666,6.0
2,3,6.0,6,10,1.6666666666666665,9.333333333333334,7.0
1,7,5.0,1,10,2.0,9.0,1.0
6,8,4.0,5,1,2.333333333333333,6.0,3.6666666666666665
7,2,5.0,3,7,2.6666666666666665,5.333333333333333,6.333333333333333
9,7,5.0,1,1,3.0,4.666666666666667,9.0
0,6,6.0,4,0,3.333333333333333,4.0,8.4
10,10,6.0,5,2,3.6666666666666665,5.5,7.8
5,1,6.0,2,7,4.0,7.0,7.2
2,4,6.0,9,6,9.0,3.5,6.6
5,1,0.0,9,0,7.0,0.0,6.0
8,9,4.0,7,9,5.0,1.0,5.333333333333333
3,0,6.0,7,3,3.0,2.0,4.666666666666667
10,9,0.0,2,3,4.0,3.0,4.0
0,3,8.0,1,2,5.0,4.0,8.0
3,7,5.666666666666666,3,1,6.0,6.5,8.0
3,2,3.333333333333333,7,9,10.0,9.0,7.666666666666667
1,9,1.0,4,2,0.0,3.0,7.333333333333333
6,6,2.0,3,1,1.0,7.0,7.0
9,10,3.0,0,5,2.0,7.0,3.0
5,0,4.0,0,8,3.5,7.0,4.0
6,10,5.0,6,5,5.0,7.0,5.0
9,6,6.0,1,7,3.666666666666667,7.0,4.0
4,7,7.0,3,6,2.3333333333333335,7.0,3.0
5,1,8.0,8,9,1.0,7.0,2.0
10,4,7.0,10,2,5.5,7.0,5.5
4,1,6.0,4,9,10.0,6.333333333333333,9.0
6,5,7.0,5,3,9.0,5.666666666666667,8.2
1,4,6.0,9,10,8.0,5.0,7.4
9,8,7.0,2,6,7.333333333333333,4.0,6.6
5,3,8.0,5,2,6.666666666666667,1.0,5.8
6,7,9.0,1,3,6.0,9.0,5.0
