0,1,2,3,4,5,6,7
59,9,10,10,60,10,8,51
89,1,10,10,3,10,6,4
52,4,10,10,16,10,3,70
22,7,10,10,15,10,4,28
20,2,10,10,29,10,4,63
15,5,10,10,95,10,4,41
32,8,10,10,96,10,8,59
56,6,10,10,84,10,1,6
4,2,10,10,18,10,10,80
62,8,10,10,71,10,1,10
14,9,10,10,27,10,0,46
78,4,10,10,36,10,5,26
42,9,10,10,86,10,4,74
55,3,10,10,66,10,3,86
26,8,10,10,75,10,1,26
30,7,10,10,3,10,7,78
38,1,10,10,4,10,7,8
47,7,10,10,38,10,3,97
73,1,10,10,86,10,2,73
93,6,10,10,66,10,8,63
57,6,10,10,93,10,1,55
26,6,10,10,100,10,7,47
21,5,10,10,73,10,5,49
99,9,10,10,70,10,2,95
9,3,10,10,79,10,4,16
40,7,10,10,48,10,9,26
20,0,10,10,55,10,10,4
82,8,10,10,75,10,10,82
25,6,10,10,97,10,7,11
75,4,10,10,21,10,5,9
21,10,10,1,64,10,3,1
15,10,10,10,32,10,3,37
74,8,10,10,58,10,3,80
48,1,10,10,65,10,4,69
11,10,5,10,37,10,10,11
52,9,10,7,3,10,10,17
99,5,10,10,82,10,9,45
4,10,10,10,79,10,3,79
34,5,10,10,22,10,1,66
13,9,10,10,14,1,0,3
94,4,10,10,33,10,9,64
30,1,8,10,80,10,7,16
87,8,10,10,42,10,3,36
51,8,10,3,69,10,8,58
90,6,10,10,38,2,2,19
81,2,10,10,22,10,3,75
35,9,10,10,5,10,2,81
99,3,10,10,53,10,9,43
84,8,10,10,93,10,4,31
33,0,10,10,64,10,2,0
76,2,10,10,9,10,4,9
48,8,10,8,0,10,3,95
19,2,10,10,93,10,9,77
45,1,10,10,57,10,2,76
35,9,10,10,69,10,9,71
46,5,10,3,85,7,0,93
2,7,10,10,49,10,0,62
72,6,10,10,23,10,7,68
70,6,10,10,74,10,1,32
17,1,10,10,58,10,5,60
90,6,10,10,63,10,3,43
74,4,10,10,8,10,5,86
18,1,10,10,88,10,3,86
25,7,10,10,28,10,10,74
17,9,10,10,80,10,10,10
59,3,10,10,83,10,5,24
86,3,10,10,81,10,6,37
8,6,10,2,85,10,0,36
81,8,8,8,50,10,9,83
24,1,10,10,11,10,6,59
74,4,10,10,61,10,8,18
2,1,10,10,88,10,4,29
98,1,10,10,27,10,7,81
54,6,8,6,85,10,9,67
21,6,10,10,42,10,3,32
73,2,10,10,76,3,3,7
41,10,10,10,40,4,10,77
8,2,10,10,14,10,2,43
64,6,10,10,63,10,7,42
14,3,10,10,32,10,10,31
90,6,10,10,28,10,8,16
37,2,10,10,68,10,10,73
88,4,10,10,81,10,7,6
93,3,10,10,58,10,4,3
55,0,5,10,84,10,0,97
70,7,10,10,70,10,4,68
68,2,10,10,41,10,10,55
6,2,10,10,66,10,7,40
80,2,10,10,5,10,2,8
33,5,10,10,43,10,8,67
21,2,10,10,32,10,4,40
45,10,10,10,94,10,9,49
99,1,10,10,10,10,3,60
29,8,10,10,74,10,3,50
75,9,10,10,68,10,6,31
33,9,10,10,65,10,2,98
86,2,10,10,90,10,3,42
19,0,10,10,93,10,6,86
82,3,10,10,25,10,10,29
90,4,10,8,78,10,1,17
63,10,10,10,85,10,10,58
99,0,10,10,21,10,7,47
89,9,10,10,37,10,8,61
1,9,10,10,35,10,5,97
25,2,10,10,61,10,7,12
62,4,10,10,41,4,4,46
74,8,10,10,77,10,7,24
9,2,10,10,70,10,2,75
6,8,10,10,35,10,9,92
12,2,10,10,41,10,6,60
15,9,10,10,11,10,9,19
5,4,10,10,55,10,6,87
69,7,10,10,74,10,5,35
52,5,10,4,39,10,4,17
79,4,10,10,78,5,2,80
67,1,10,10,49,10,9,94
78,6,10,10,67,10,5,71
90,7,10,10,94,10,1,61
89,7,10,10,13,10,5,70
