0,1,2,3,4,5,6,7
59,9,36,60,60,55,8,51
89,1,20,93,3,12,6,4
52,4,50,27,16,75,3,70
22,7,87,67,15,18,4,28
20,2,99,87,29,47,4,63
15,5,19,51,95,40,4,41
32,8,13,90,96,97,8,59
56,6,50,99,84,80,1,6
4,2,81,80,18,75,10,80
62,8,32,61,71,79,1,10
14,9,99,59,27,94,0,46
78,4,97,58,36,71,5,26
42,9,50,43,86,54,4,74
55,3,12,92,66,89,3,86
26,8,14,16,75,22,1,26
30,7,39,41,3,30,7,78
38,1,73,97,4,93,7,8
47,7,90,50,38,33,3,97
73,1,11,26,86,17,2,73
93,6,74,83,66,80,8,63
57,6,55,59,93,66,1,55
26,6,78,64,100,24,7,47
21,5,54,60,73,31,5,49
99,9,40,23,70,44,2,95
9,3,25,86,79,60,4,16
40,7,49,50,48,43,9,26
20,0,99,39,55,76,10,4
82,8,82,64,75,38,10,82
25,6,31,60,97,67,7,11
75,4,62,91,21,86,5,9
21,10,19,1,64,24,3,1
15,10,75,70,32,73,3,37
74,8,69,100,58,61,3,80
48,1,10,21,65,41,4,69
11,10,5,99,37,69,10,11
52,9,72,7,3,65,10,17
99,5,45,91,82,49,9,45
4,10,54,67,79,46,3,79
34,5,97,96,22,60,1,66
13,9,96,70,14,1,0,3
94,4,84,66,33,52,9,64
30,1,8,35,80,33,7,16
87,8,32,72,42,44,3,36
51,8,100,3,69,56,8,58
90,6,45,89,38,2,2,19
81,2,16,99,22,61,3,75
35,9,75,56,5,30,2,81
99,3,64,91,53,40,9,43
84,8,80,28,93,61,4,31
33,0,51,48,64,89,2,0
76,2,87,27,9,80,4,9
48,8,31,8,0,100,3,95
19,2,93,28,93,70,9,77
45,1,65,86,57,17,2,76
35,9,10,16,69,36,9,71
46,5,13,3,85,7,0,93
2,7,63,96,49,95,0,62
72,6,47,11,23,28,7,68
70,6,15,19,74,54,1,32
17,1,99,42,58,44,5,60
90,6,36,56,63,32,3,43
74,4,83,48,8,81,5,86
18,1,55,29,88,88,3,86
25,7,13,12,28,79,10,74
17,9,13,99,80,99,10,10
59,3,39,30,83,48,5,24
86,3,25,75,81,55,6,37
8,6,69,2,85,31,0,36
81,8,8,8,50,16,9,83
24,1,48,84,11,88,6,59
74,4,64,59,61,100,8,18
2,1,23,59,88,26,4,29
98,1,80,79,27,87,7,81
54,6,8,6,85,55,9,67
21,6,48,88,42,37,3,32
73,2,84,35,76,3,3,7
41,10,97,17,40,4,10,77
8,2,75,22,14,38,2,43
64,6,98,21,63,30,7,42
14,3,89,38,32,31,10,31
90,6,65,79,28,34,8,16
37,2,30,36,68,79,10,73
88,4,11,38,81,92,7,6
93,3,85,79,58,58,4,3
55,0,5,89,84,82,0,97
70,7,82,13,70,44,4,68
68,2,25,69,41,15,10,55
6,2,32,48,66,16,7,40
80,2,70,19,5,60,2,8
33,5,40,66,43,98,8,67
21,2,10,51,32,77,4,40
45,10,52,81,94,39,9,49
99,1,20,26,10,53,3,60
29,8,20,24,74,46,3,50
75,9,54,60,68,83,6,31
33,9,42,51,65,57,2,98
86,2,72,88,90,36,3,42
19,0,51,19,93,90,6,86
82,3,51,46,25,88,10,29
90,4,94,8,78,70,1,17
63,10,76,34,85,60,10,58
99,0,27,70,21,65,7,47
89,9,29,27,37,96,8,61
1,9,30,31,35,54,5,97
25,2,55,67,61,84,7,12
62,4,35,14,41,4,4,46
74,8,30,22,77,78,7,24
9,2,53,16,70,39,2,75
6,8,37,61,35,92,9,92
12,2,35,89,41,55,6,60
15,9,49,51,11,38,9,19
5,4,23,16,55,63,6,87
69,7,33,47,74,76,5,35
52,5,86,4,39,82,4,17
79,4,88,82,78,5,2,80
67,1,32,72,49,77,9,94
78,6,75,22,67,81,5,71
90,7,89,79,94,64,1,61
89,7,63,69,13,40,5,70
42,2,45,1,18,21,10,84
78,1,0,33,16,53,1,83
39,6,52,14,58,87,10,40
11,1,93,35,89,3,10,38
39,10,71,17,5,30,0,73
10,6,57,63,39,29,3,14
66,10,75,75,53,25,0,62
7,6,51,2,8,77,9,59
52,4,10,61,85,67,4,27
86,3,92,49,80,17,4,35
76,4,31,63,13,93,7,74
29,9,49,45,36,46,10,82
80,3,76,70,23,22,5,79
13,0,55,9,44,97,7,88
0,7,61,71,66,68,6,9
26,7,59,46,1,39,6,95
74,8,6,25,61,76,4,4
75,8,41,70,6,43,0,2
11,5,68,47,99,62,9,34
91,3,87,45,85,41,5,96
37,3,74,62,21,10,0,55
49,3,40,53,68,25,9,8
50,10,62,71,82,71,6,21
98,9,4,97,90,55,4,79
43,9,11,61,14,27,3,95
67,9,77,52,12,8,10,75
66,2,82,37,81,37,3,4
81,3,81,82,40,45,2,8
9,0,96,43,84,23,8,40
68,0,87,14,31,91,1,53
8,1,36,18,98,86,5,54
51,3,37,80,13,100,10,80
68,1,53,35,5,66,7,12
61,5,24,83,67,39,6,30
17,5,56,61,85,26,8,54
32,6,79,3,47,37,8,71
50,4,6,8,73,85,3,17
59,3,65,57,94,13,7,54
63,0,14,11,45,36,4,81
65,10,42,50,53,11,2,98
0,6,57,3,24,41,9,51
70,0,45,39,98,71,6,87
55,3,78,23,20,34,5,93
87,5,59,99,60,77,8,26
2,6,57,69,96,39,1,17
93,2,83,81,67,14,2,18
67,5,18,62,92,88,6,98
64,0,31,27,14,17,4,86
70,4,63,56,80,8,8,48
13,5,86,55,51,98,6,19
67,7,16,25,52,4,8,4
4,5,57,72,34,84,0,81
51,6,75,56,33,81,1,49
58,1,82,58,45,15,4,75
66,6,92,6,76,8,2,54
4,9,71,35,41,89,5,11
10,8,44,76,0,13,5,59
31,8,42,86,100,87,1,64
49,1,76,12,5,65,1,89
14,10,27,41,72,61,7,11
68,5,49,55,82,25,10,36
56,10,88,68,38,78,3,79
52,9,84,0,68,44,7,92
19,4,35,77,0,48,0,59
1,6,13,86,29,95,1,31
10,4,45,25,38,49,6,9
31,0,73,13,72,66,2,68
29,4,89,10,10,0,1,96
9,7,85,3,5,87,10,91
69,2,42,13,83,93,10,15
49,1,79,32,41,29,3,17
68,1,4,67,77,32,2,31
52,3,89,91,33,83,5,100
89,10,2,5,100,76,7,100
47,3,27,61,98,53,9,42
1,1,13,46,10,4,5,47
28,3,62,39,77,57,8,93
38,1,48,39,44,81,5,24
99,9,67,80,88,27,2,19
33,4,58,99,93,84,2,57
92,7,64,51,63,13,3,46
100,9,62,83,72,83,6,52
27,2,53,19,31,99,4,98
1,7,5,79,45,4,9,54
41,5,98,13,19,9,4,99
23,5,29,24,29,87,5,30
8,6,82,27,22,75,3,10
66,6,25,26,68,29,9,84
56,1,24,52,3,18,8,42
63,1,32,54,38,50,4,60
50,0,50,32,31,54,6,73
90,7,6,4,61,46,10,54
91,5,100,67,25,19,5,32
51,7,78,97,86,54,6,76
60,8,5,65,95,31,8,59
13,8,0,62,63,48,5,5
37,3,19,67,60,0,8,36
25,7,97,8,88,34,5,15
75,5,75,82,20,64,5,2
30,8,45,62,49,43,8,15
58,1,43,60,83,5,3,47
54,0,96,46,43,74,0,59
2,4,48,12,91,90,6,92
73,6,82,26,10,80,10,53
73,0,55,27,77,90,3,65
76,5,48,13,56,97,5,51
29,8,14,75,98,16,9,85
87,9,80,91,37,91,2,62
47,10,30,1,35,74,2,94
45,0,23,92,75,71,10,46
80,4,79,27,26,25,2,6
100,5,7,17,5,84,9,99
42,0,38,73,36,83,2,74
26,9,25,90,56,35,8,86
82,6,99,96,60,11,5,75
26,10,48,14,34,51,3,60
16,10,31,10,68,69,0,41
15,10,47,44,50,42,1,56
13,5,47,52,89,40,8,74
95,9,32,74,75,41,7,91
4,9,72,89,64,33,7,19
72,3,66,71,49,39,10,39
22,10,96,8,78,7,4,48
81,4,67,91,41,36,8,94
93,2,10,71,25,73,2,75
86,5,53,28,77,30,0,7
67,0,94,76,52,39,9,72
68,6,67,96,54,34,5,93
94,5,9,99,40,17,5,48
23,0,1,67,13,44,6,76
29,2,39,83,57,58,4,14
79,2,86,82,95,84,7,17
43,10,73,65,56,87,2,12
96,7,92,10,49,14,1,67
10,2,79,24,33,17,6,44
69,5,40,91,16,8,6,43
3,0,7,82,31,70,9,90
98,8,96,48,54,15,1,100
86,4,57,90,99,79,8,8
17,3,56,81,17,69,8,80
75,6,73,96,2,83,7,80
93,1,69,95,74,26,4,58
10,2,57,1,89,34,9,27
100,9,74,82,30,98,6,8
65,4,26,92,42,85,9,11
40,5,39,95,61,45,8,64
22,10,23,77,24,44,1,60
33,0,94,1,34,43,3,45
61,3,92,87,62,23,0,63
78,5,40,82,61,89,2,52
16,1,31,94,86,18,6,3
33,0,65,30,5,4,10,70
42,1,22,75,2,33,2,20
93,2,98,66,46,1,8,95
69,5,96,21,30,58,6,77
17,2,22,23,38,9,1,9
18,6,19,89,32,53,2,6
89,9,65,21,3,75,6,27
72,7,60,61,96,16,8,89
93,2,83,87,55,57,9,83
100,10,63,44,84,66,7,48
22,1,95,9,41,34,7,94
82,7,6,49,34,57,3,42
78,10,63,99,30,24,7,77
4,6,92,51,10,4,1,61
17,3,18,44,37,23,6,6
99,1,51,17,95,25,8,43
10,0,26,39,41,21,2,69
80,8,65,38,29,43,2,51
33,8,39,4,21,84,5,39
70,10,63,53,27,36,9,41
0,7,2,39,46,88,2,90
43,8,20,80,36,33,6,87
48,6,1,54,23,81,7,30
78,2,89,2,6,94,8,79
31,0,94,79,69,2,5,59
18,3,5,81,53,52,9,9
16,3,46,33,54,84,7,10
29,7,3,40,64,12,0,50
55,5,95,2,27,30,10,13
74,2,43,24,64,23,5,45
79,9,39,100,42,99,4,53
70,7,83,3,86,2,7,54
64,9,93,70,76,92,5,6
35,0,58,55,53,0,5,10
51,9,10,80,60,30,3,99
60,7,71,62,0,87,8,61
98,6,62,4,59,27,2,40
98,8,24,26,24,95,6,46
86,8,91,76,22,29,3,41
95,2,50,33,91,80,5,72
38,1,79,55,97,64,1,100
6,7,53,57,39,42,10,46
