,0,1,2,3,4,5,6,7,8,9,10
0,,0,0,8,9,,,6,3,9,0
1,,7,6,8,2,,6.0,5,2,9,5
2,,1,6,0,1,,,7,10,6,4
3,,5,9,9,8,,8.0,1,7,6,5
4,,2,3,0,6,,4.0,0,9,8,9
5,,1,8,9,3,,,8,2,0,1
6,,9,4,7,1,5.0,9.0,2,5,8,5
7,5.0,3,0,10,6,,3.0,7,8,0,7
8,10.0,9,0,10,1,2.0,,3,10,1,0
9,0.0,2,8,9,6,,,1,8,2,8
10,1.0,4,9,8,0,,,9,5,7,3
11,,9,4,6,0,,,4,5,8,4
12,3.0,9,10,1,7,4.0,,7,3,0,2
13,5.0,8,7,7,0,,5.0,1,4,4,10
14,,5,2,1,9,4.0,6.0,2,0,6,2
15,6.0,6,1,10,0,,1.0,8,2,4,4
16,3.0,1,0,1,4,,,0,0,8,8
17,,9,9,5,8,,,4,5,7,4
18,5.0,5,9,8,5,,,1,5,2,1
19,8.0,4,5,1,3,7.0,7.0,6,10,0,4
20,8.0,2,4,8,6,,,6,2,2,9
21,,4,6,9,7,0.0,,5,5,8,1
22,,2,9,9,0,,3.0,3,5,4,4
23,5.0,10,0,1,8,,,9,6,5,4
24,4.0,9,8,10,7,,,10,6,9,5
25,,1,3,7,3,1.0,10.0,7,4,9,2
26,,5,10,5,2,,,5,10,10,1
27,,6,1,1,10,,3.0,9,3,6,7
28,,3,3,10,4,10.0,2.0,5,4,3,7
29,4.0,8,8,3,4,2.0,3.0,4,1,0,10
30,6.0,10,5,9,3,,,6,7,1,3
31,,1,8,8,1,,3.0,4,9,7,8
32,1.0,6,5,2,8,3.0,,3,10,2,9
33,10.0,8,8,4,10,,,6,9,4,10
34,,3,10,6,10,,,3,6,0,9
35,0.0,10,1,9,10,,,10,6,10,8
36,,7,6,0,10,,10.0,9,9,1,10
37,4.0,2,10,10,8,3.0,,3,9,7,0
38,3.0,6,3,8,8,,10.0,0,7,4,7
39,,8,5,8,3,5.0,,5,1,1,10
40,,2,4,1,1,,,9,1,3,4
41,1.0,6,1,9,8,,2.0,5,6,5,7
42,,4,0,6,3,,,4,8,6,4
43,,8,3,10,6,2.0,1.0,8,3,10,1
44,1.0,6,3,5,2,6.0,9.0,5,9,9,4
45,9.0,10,0,4,1,10.0,1.0,6,9,0,1
46,4.0,10,4,0,2,,3.0,3,10,2,2
47,1.0,8,2,1,8,0.0,,6,5,2,1
48,,4,2,1,4,3.0,1.0,8,1,10,3
49,,5,3,4,5,,,9,1,1,7
50,3.0,10,4,9,9,,,5,8,4,3
51,,0,9,7,9,3.0,,9,8,0,0
52,,7,10,8,4,,7.0,10,7,10,4
53,3.0,3,6,3,3,,,4,6,9,7
54,0.0,7,4,10,4,7.0,8.0,4,9,0,7
55,6.0,3,4,9,6,9.0,,6,5,2,3
56,5.0,6,0,9,9,,,9,9,9,7
57,,8,10,7,4,9.0,,2,7,0,3
58,,6,7,5,10,,9.0,2,9,10,10
59,4.0,5,3,7,0,4.0,7.0,10,1,3,7
60,,2,8,8,0,7.0,9.0,8,9,5,0
61,5.0,2,7,5,1,0.0,,1,3,10,5
62,,7,10,8,0,8.0,,6,10,10,10
63,,10,9,0,5,6.0,,6,1,4,7
64,1.0,3,7,1,10,10.0,2.0,6,8,0,4
65,,7,6,3,9,,,5,1,10,10
66,,3,2,2,2,9.0,4.0,1,3,2,3
67,,6,5,2,0,10.0,,2,3,10,9
68,,6,3,1,3,1.0,,6,6,8,7
69,1.0,4,10,5,10,,,0,9,4,6
70,10.0,8,7,8,3,,1.0,3,4,2,0
71,,8,9,4,4,,,3,3,10,9
72,,6,2,9,3,,6.0,9,1,1,5
73,0.0,6,6,10,0,,,3,0,4,2
74,3.0,9,6,7,6,,6.0,0,9,4,8
75,,0,6,7,7,6.0,7.0,0,7,6,6
76,,0,3,1,5,10.0,1.0,4,10,9,3
77,,3,6,9,3,1.0,7.0,4,2,6,6
78,3.0,9,10,4,9,,2.0,6,7,6,3
79,7.0,2,8,2,10,1.0,6.0,4,3,10,5
80,,7,2,6,1,,10.0,5,3,10,2
81,,2,5,8,10,,,1,5,5,10
82,,3,2,4,5,,,6,9,7,3
83,4.0,0,5,10,5,3.0,,0,0,3,3
84,1.0,7,10,6,2,7.0,10.0,6,5,7,0
85,1.0,3,1,4,0,,7.0,10,10,8,4
86,5.0,0,7,4,9,,,0,8,10,5
87,10.0,5,2,10,1,,,3,10,1,6
88,4.0,0,10,0,9,6.0,,10,6,2,4
89,9.0,5,4,7,8,,3.0,9,4,3,7
90,,4,3,10,9,0.0,3.0,2,7,2,7
91,,7,2,1,8,2.0,,1,7,5,6
92,10.0,1,2,5,0,2.0,0.0,9,3,4,0
93,2.0,6,4,8,7,,,10,0,0,7
94,5.0,2,2,6,6,,7.0,9,5,8,3
95,10.0,6,1,3,0,1.0,1.0,0,9,7,8
96,6.0,7,2,9,4,3.0,5.0,6,9,0,0
97,5.0,10,7,4,2,6.0,10.0,3,1,1,1
98,,0,5,7,2,1.0,8.0,3,3,10,8
99,,9,2,9,3,0.0,,4,1,1,6
100,8.0,10,9,0,4,9.0,,5,5,3,3
101,8.0,8,10,2,8,6.0,4.0,10,0,7,1
102,8.0,10,9,3,5,,,7,3,5,4
103,0.0,4,10,2,6,,,7,8,9,6
104,5.0,3,4,2,6,2.0,,3,0,7,9
105,,4,10,2,2,0.0,9.0,9,5,1,3
106,4.0,10,6,3,5,,,2,3,5,8
107,2.0,0,10,6,6,,,3,8,7,10
108,,6,9,6,6,,,10,0,2,1
109,0.0,7,2,0,4,5.0,,0,8,0,5
110,,9,10,5,3,7.0,,2,5,4,5
111,,2,4,9,0,10.0,,2,3,9,0
112,,3,2,8,1,8.0,0.0,3,0,1,5
113,2.0,6,0,5,6,,,6,7,5,2
114,,8,2,2,8,10.0,4.0,7,8,5,8
115,4.0,8,5,6,4,10.0,,0,2,10,1
116,,8,6,5,7,1.0,,0,4,4,9
117,9.0,4,8,6,7,,,5,5,8,3
118,,1,2,6,9,10.0,,4,5,6,8
119,8.0,5,8,6,3,8.0,9.0,3,4,10,8
120,0.0,2,7,5,1,,3.0,4,7,8,4
121,0.0,0,4,3,10,,0.0,4,2,1,9
122,,6,5,2,8,,,5,10,4,1
123,5.0,4,2,7,10,,1.0,5,2,8,1
124,0.0,9,3,4,4,,,4,6,8,3
125,,1,0,10,10,,,0,4,1,9
126,0.0,9,9,6,10,,0.0,6,5,1,0
127,,0,4,8,8,,,4,3,9,7
128,8.0,4,2,1,7,0.0,,9,10,3,3
129,9.0,8,7,7,9,,,10,5,4,2
130,,0,5,1,8,9.0,6.0,4,4,2,4
131,,8,1,0,8,10.0,,1,7,0,10
132,,10,0,7,8,0.0,,9,1,2,1
133,7.0,8,2,4,10,,,10,7,9,2
134,8.0,9,2,1,1,2.0,,1,6,7,4
135,10.0,0,3,1,10,,1.0,3,3,7,8
136,9.0,2,2,7,10,3.0,,7,6,3,1
137,6.0,1,7,6,3,,,0,4,4,5
138,7.0,9,8,4,0,,0.0,9,7,8,3
139,0.0,4,1,10,7,,,8,10,9,0
140,7.0,0,8,1,6,,,7,10,0,3
141,6.0,5,5,9,2,4.0,,5,5,8,3
142,,10,1,8,9,1.0,,8,3,4,5
143,,6,2,9,9,,8.0,8,10,3,9
144,6.0,8,10,5,4,2.0,,2,6,9,3
145,6.0,2,7,10,7,,9.0,8,7,10,7
146,10.0,9,9,2,0,,,2,0,5,2
147,,9,8,4,4,0.0,,5,0,10,2
148,5.0,9,2,4,10,8.0,7.0,1,6,1,4
149,10.0,5,4,3,2,,4.0,5,6,4,5
150,,5,9,2,9,7.0,,3,7,9,4
151,,8,9,10,7,1.0,8.0,8,10,1,3
152,2.0,5,7,10,6,,7.0,3,6,5,3
153,6.0,0,7,0,7,,8.0,9,10,10,9
154,0.0,2,10,2,7,2.0,,7,4,6,3
155,2.0,0,5,3,3,,3.0,9,9,4,1
156,,9,1,5,2,,1.0,0,7,10,10
157,0.0,9,9,7,1,,,9,4,0,2
158,,9,2,5,10,0.0,7.0,5,6,8,8
159,4.0,7,0,9,5,,,1,1,2,10
160,9.0,6,5,5,3,,,3,1,1,5
161,6.0,6,3,4,5,3.0,0.0,4,7,4,0
162,5.0,6,5,2,6,,,9,10,9,10
163,8.0,1,7,0,1,,2.0,8,0,9,6
164,,8,0,0,8,,,1,4,6,10
165,,5,8,1,1,2.0,,1,7,10,8
166,3.0,2,9,10,3,3.0,4.0,3,2,6,6
167,,6,7,6,9,10.0,8.0,5,8,0,10
168,1.0,1,5,3,8,4.0,6.0,1,6,3,0
169,,6,7,2,6,1.0,,6,1,10,7
170,9.0,7,10,3,10,,,5,2,0,2
171,0.0,4,4,0,8,1.0,,6,1,4,5
172,,10,3,0,0,,8.0,4,8,1,6
173,9.0,6,10,6,1,3.0,,9,3,8,0
174,6.0,4,2,4,4,,6.0,9,6,6,4
175,,9,5,2,9,9.0,2.0,9,8,1,4
176,9.0,6,1,7,8,,9.0,2,5,10,3
177,,10,10,9,3,3.0,,8,8,8,2
178,,8,4,9,3,,0.0,4,9,1,3
179,0.0,3,5,3,8,,3.0,5,6,7,6
180,1.0,0,3,3,0,8.0,6.0,8,8,8,4
181,,3,4,9,1,,6.0,0,9,8,4
182,6.0,1,9,2,0,,1.0,9,4,7,8
183,,10,2,5,7,,8.0,1,4,3,1
184,6.0,0,5,10,0,,10.0,10,5,2,0
185,,1,9,4,3,,0.0,2,6,1,4
186,,4,1,8,5,,,8,6,3,10
187,7.0,1,0,3,1,0.0,10.0,8,4,0,1
188,,7,4,1,3,9.0,2.0,10,6,3,9
189,6.0,6,8,5,9,,,1,7,9,0
190,6.0,4,3,7,8,,4.0,4,10,7,8
191,,4,5,6,1,,5.0,0,10,6,2
192,2.0,9,4,7,6,,10.0,3,9,3,10
193,8.0,8,1,9,8,,,9,9,0,4
194,,8,6,0,6,4.0,7.0,1,4,1,2
195,6.0,1,0,1,3,6.0,,10,5,5,7
196,,4,2,3,3,10.0,,2,5,6,2
197,6.0,6,0,4,4,0.0,5.0,1,9,1,8
198,,4,8,9,8,3.0,,6,4,0,5
199,8.0,6,3,2,5,,,10,10,3,1
200,9.0,3,8,1,0,,,5,5,5,9
201,10.0,5,4,7,1,7.0,,2,0,10,8
202,9.0,1,2,9,6,,0.0,6,5,4,5
203,,4,2,3,1,6.0,10.0,4,6,7,7
204,2.0,4,10,5,10,10.0,0.0,2,7,2,10
205,7.0,1,4,1,5,1.0,,9,5,7,4
206,,8,6,1,10,,,10,8,9,8
207,9.0,1,9,1,2,,2.0,2,1,10,0
208,9.0,9,4,5,10,,1.0,1,8,2,9
209,,2,9,7,8,7.0,,5,5,8,5
210,,2,6,3,5,8.0,,9,0,6,7
211,7.0,8,0,0,5,6.0,6.0,0,2,6,6
212,3.0,5,5,0,8,,,0,1,9,2
213,,1,7,5,10,,1.0,1,5,10,6
214,1.0,4,4,0,4,8.0,6.0,0,0,0,8
215,,1,7,0,8,,,0,1,0,10
216,1.0,3,0,1,7,8.0,,4,0,4,3
217,3.0,3,10,0,5,3.0,,1,7,1,9
218,9.0,6,4,4,3,,4.0,0,6,9,10
