0,1,2,3,4,5,6,7
84,5,10,3,10,10,4,0
12,1,0,2,10,7,1,1
74,10,0,5,10,9,4,6
18,0,1,0,10,9,0,3
76,8,6,10,10,8,5,2
91,5,8,9,10,7,10,9
49,1,8,4,10,7,5,4
17,4,10,0,10,2,7,2
28,9,8,4,0,1,4,4
81,6,7,0,10,5,6,2
29,0,1,5,7,2,7,10
64,7,7,7,10,8,3,10
16,8,5,0,3,5,6,6
25,0,9,3,10,8,8,10
17,6,7,6,10,0,8,6
100,7,5,8,1,7,9,10
98,0,5,7,10,2,4,10
69,0,5,9,10,10,5,1
24,8,2,6,10,9,9,6
27,2,2,8,10,1,10,10
85,10,4,10,10,3,10,5
24,3,10,7,10,3,1,6
75,0,6,1,10,6,8,7
36,3,1,3,10,5,6,10
48,7,3,8,10,7,7,2
4,9,7,2,10,10,2,1
17,8,3,10,10,5,7,9
90,5,5,3,10,5,9,1
34,1,10,1,10,0,0,0
79,4,0,7,10,3,9,3
26,4,7,0,10,0,6,4
100,5,7,6,10,9,9,6
78,2,0,5,2,3,1,3
45,7,1,1,10,6,9,2
98,4,6,7,10,8,2,2
30,1,5,10,10,0,5,10
51,5,10,0,10,1,3,6
10,9,10,4,10,8,6,2
91,10,7,8,10,4,7,6
75,10,0,3,10,3,7,10
53,1,2,10,10,8,7,3
42,3,7,8,10,5,10,0
32,9,5,6,10,9,0,7
32,4,10,8,10,9,5,10
87,8,2,10,10,7,9,4
87,3,3,0,10,6,3,2
31,2,8,2,10,9,3,0
62,2,5,1,10,8,9,10
45,0,0,7,10,9,0,10
18,2,10,0,10,9,4,3
60,0,4,2,7,3,4,3
70,9,1,10,10,5,2,4
69,2,6,4,10,9,4,2
10,9,10,3,10,5,4,6
10,1,0,6,10,5,8,7
79,3,3,2,10,5,6,9
48,2,0,8,10,8,1,0
28,2,7,5,10,7,0,1
94,2,9,6,10,4,0,7
87,4,10,7,10,4,2,4
97,7,7,4,10,1,4,0
72,6,10,1,10,7,5,8
24,8,7,2,10,10,5,7
31,3,7,1,10,1,7,5
22,2,6,7,10,10,1,10
59,7,5,8,10,5,6,1
23,9,0,5,10,6,9,2
78,8,2,4,10,9,7,4
87,6,2,1,10,4,0,7
28,4,6,5,10,6,10,1
39,6,0,9,10,8,6,8
52,5,2,5,10,4,2,6
38,4,7,8,10,5,4,8
10,10,2,7,10,9,0,0
93,1,1,1,10,9,3,4
76,0,3,10,10,9,1,7
40,4,3,4,10,5,3,5
38,4,6,2,10,4,4,3
70,9,9,9,10,7,0,10
83,3,5,5,10,2,8,6
58,4,3,4,10,2,3,3
74,9,1,9,1,5,2,3
10,4,3,1,10,6,9,7
65,5,10,2,10,7,1,0
92,8,2,6,6,0,5,7
76,6,4,10,10,6,6,1
74,4,9,3,10,1,1,10
88,10,8,9,10,0,1,2
83,1,7,8,10,0,3,6
48,4,9,0,9,6,5,4
17,4,9,7,10,7,7,9
56,3,4,6,10,0,1,6
76,4,10,9,5,7,7,4
4,1,7,9,10,10,9,4
18,8,3,8,10,8,3,7
36,4,3,4,1,2,2,10
42,9,8,8,10,1,5,3
72,8,0,0,2,4,10,6
37,3,7,0,10,6,10,3
26,0,10,4,10,1,6,2
32,1,8,4,10,3,0,0
76,9,3,5,10,9,1,0
19,2,3,8,10,0,10,1
4,9,2,2,10,0,8,0
22,2,0,7,10,3,6,7
72,5,1,10,10,5,6,6
83,6,3,6,10,5,10,2
40,1,2,3,10,3,8,5
89,0,9,6,10,0,8,1
41,3,10,10,10,1,9,6
95,5,10,4,10,10,4,7
39,1,7,8,10,4,5,0
13,2,5,2,10,8,6,1
68,5,2,0,10,9,7,5
60,9,4,8,10,2,1,1
78,10,3,1,10,4,0,0
44,8,10,1,10,1,9,10
49,3,3,1,10,8,0,7
70,8,10,7,10,6,4,8
95,0,10,3,10,5,10,8
8,7,0,3,0,6,2,4
40,1,6,6,10,6,3,5
1,8,0,3,10,3,0,7
93,8,0,6,10,10,2,5
15,0,8,9,10,3,10,0
0,3,0,2,10,2,9,3
44,10,9,9,5,6,7,4
45,2,2,2,10,9,7,0
87,9,8,1,10,9,8,0
55,2,5,1,10,8,1,2
23,0,2,3,10,5,10,0
60,1,3,0,10,1,2,1
20,7,3,6,2,1,3,6
44,4,8,3,10,6,8,2
17,10,8,10,10,1,4,7
40,5,9,5,3,1,10,1
29,9,3,1,10,9,4,7
97,5,9,6,10,7,3,4
87,8,10,7,6,3,8,3
82,4,5,4,10,6,4,6
1,8,6,4,9,3,2,2
49,0,4,0,0,9,6,8
81,10,3,2,10,4,3,4
93,6,8,8,10,8,5,3
36,3,8,10,10,10,5,0
35,6,5,9,10,2,1,4
68,3,8,10,10,3,2,6
28,10,8,10,10,6,0,9
17,6,3,9,10,6,6,0
41,10,0,9,10,6,1,1
9,8,8,0,10,2,4,4
97,5,6,7,10,0,7,2
25,5,7,8,10,10,10,10
9,9,7,4,10,7,7,4
69,9,0,1,10,6,5,2
80,2,2,3,10,8,8,4
11,10,10,7,10,4,0,9
58,1,10,2,10,9,2,1
12,2,1,3,10,10,8,0
50,7,2,5,1,4,9,8
78,1,0,2,10,3,3,6
74,0,8,5,10,5,4,9
84,7,2,1,10,2,4,6
11,1,5,10,10,0,4,1
18,10,5,6,10,0,2,3
19,9,5,0,10,3,7,4
54,6,1,8,10,7,7,8
14,2,2,5,10,0,1,2
59,0,3,0,10,7,3,7
36,6,2,7,10,8,9,2
70,1,8,6,10,4,4,8
70,9,4,10,10,10,7,2
16,10,1,0,10,6,9,9
79,9,5,7,10,9,5,2
83,0,6,3,10,7,0,8
93,4,9,3,10,6,1,8
45,3,9,10,10,7,2,2
28,10,0,5,10,7,5,1
3,2,6,2,10,10,4,7
26,0,0,6,10,4,2,4
5,8,8,3,1,9,0,7
21,1,1,8,10,4,8,2
61,7,10,0,10,3,8,7
96,0,9,6,10,8,10,6
35,7,1,0,10,7,1,3
38,0,10,4,10,7,0,10
24,2,5,10,10,4,8,4
83,8,4,2,10,5,7,7
68,4,8,8,10,9,7,9
35,2,10,5,10,2,6,1
89,3,0,10,10,3,0,2
5,10,5,4,10,9,10,4
90,8,4,0,10,5,6,6
93,4,4,1,10,5,5,4
31,9,7,4,10,10,9,6
54,5,7,8,5,1,1,2
69,7,6,2,10,4,4,6
27,5,1,0,10,2,10,6
61,5,3,4,10,7,0,3
39,1,2,8,10,2,4,1
91,9,3,10,10,5,10,2
92,8,10,2,3,2,10,10
49,3,5,8,10,3,8,10
24,7,9,10,10,7,6,0
87,1,4,5,10,3,10,3
100,2,9,1,10,4,10,3
35,6,5,10,10,4,4,1
29,9,0,5,6,2,7,3
30,9,1,8,10,8,2,3
85,1,2,9,10,8,8,9
9,7,10,3,10,6,10,5
37,7,2,5,10,10,0,4
70,8,5,6,10,6,6,8
92,10,8,2,10,2,0,4
84,6,4,10,10,1,1,8
52,0,7,6,10,6,10,2
18,3,2,3,10,10,5,4
49,10,3,9,1,0,2,6
34,3,10,8,10,2,6,9
25,3,10,10,10,0,1,5
98,10,10,9,10,8,6,10
89,9,1,2,10,4,1,10
3,5,5,10,10,6,0,8
8,3,3,1,10,8,2,2
3,8,3,2,10,5,2,4
24,5,7,7,10,6,5,8
79,4,7,10,1,10,0,2
32,3,10,0,10,7,7,6
17,10,0,6,10,1,8,1
63,10,4,5,10,2,8,3
24,7,10,0,10,2,4,2
90,0,7,0,10,4,10,10
98,7,3,6,10,8,10,8
49,6,3,1,0,5,1,10
10,9,3,10,10,1,3,5
47,0,0,7,10,3,2,1
78,9,8,5,10,10,6,6
3,0,2,1,10,7,4,9
68,2,8,7,10,0,5,3
58,0,5,0,10,6,4,0
20,10,9,3,10,6,4,9
62,1,10,1,10,4,3,3
58,8,7,9,10,8,3,7
51,3,0,3,10,9,1,9
3,8,6,3,10,6,9,0
23,4,6,7,1,6,5,0
56,8,10,7,10,10,9,7
5,6,2,8,1,0,5,6
74,7,4,10,10,3,5,9
63,10,5,0,10,0,0,7
50,2,9,1,10,4,9,10
88,4,1,10,10,7,8,3
56,6,9,3,10,2,0,1
48,2,6,6,10,10,6,2
69,6,2,1,10,2,3,1
28,2,6,4,10,3,3,0
74,2,4,7,10,7,7,0
96,9,7,2,10,3,5,4
20,9,10,3,10,8,10,10
7,3,2,9,10,10,3,1
11,3,0,8,10,1,0,10
16,1,9,9,10,1,10,9
85,7,7,7,10,9,6,6
64,10,0,3,10,1,8,5
86,2,2,8,10,0,8,0
78,0,6,10,10,1,4,7
57,2,8,3,10,1,5,1
90,3,0,1,10,10,2,4
83,2,9,7,10,1,5,2
92,7,2,7,6,0,7,8
7,8,9,9,10,4,1,0
82,1,4,8,4,7,1,5
75,10,6,10,3,9,2,7
90,0,8,2,10,0,4,3
12,3,4,3,10,1,9,10
62,2,10,7,10,1,7,6
65,5,5,8,10,10,1,10
30,9,6,0,10,6,0,7
95,9,9,4,10,2,5,3
91,6,10,8,10,4,2,1
76,8,4,8,10,9,9,5
62,8,8,5,10,2,7,2
73,0,2,1,10,6,10,6
62,8,1,3,10,6,4,4
0,9,1,6,10,7,7,0
71,3,8,10,10,0,8,7
95,0,9,1,10,5,10,7
59,3,6,0,10,6,5,9
22,7,2,8,10,1,5,2
94,0,4,6,10,1,9,2
15,1,2,9,4,0,10,9
13,8,2,0,10,8,10,9
71,10,9,3,10,7,7,0
95,1,10,5,10,7,0,4
25,1,4,6,10,0,0,2
0,4,7,0,10,4,5,10
51,5,4,8,10,5,9,4
21,4,5,10,10,10,10,3
87,8,10,5,10,0,3,5
27,2,4,7,10,1,4,7
26,0,10,5,10,9,10,2
3,2,0,1,6,1,2,10
71,7,8,6,10,8,1,7
61,2,0,7,10,7,4,9
71,1,2,2,10,10,7,7
93,0,3,1,10,0,0,1
70,3,0,7,10,4,7,3
64,5,10,6,10,8,8,7
93,4,5,1,3,6,6,7
26,2,10,7,10,0,9,8
