,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2,4,1,0,4,10,7,4,3,9,1,10,10,4,3
1,3,4,10,9,0,10,0,9,10,4,4,7,3,2,8
2,5,5,1,10,0,4,6,1,3,3,4,7,0,9,4
3,8,0,1,1,8,2,5,4,10,7,10,5,9,9,7
4,7,4,7,9,4,4,7,2,2,10,10,4,2,5,8
5,9,7,10,6,7,3,0,8,9,9,7,7,8,10,1
6,4,2,3,9,6,5,9,0,2,4,1,3,1,2,1
7,4,4,6,0,9,0,5,4,9,10,6,10,0,1,6
8,5,2,6,4,0,8,8,5,4,2,1,2,6,0,10
9,1,4,6,6,0,3,2,1,9,4,8,5,4,10,7
10,0,9,0,3,2,3,7,9,7,7,7,5,8,0,5
11,9,8,1,8,1,6,0,1,1,5,8,2,4,6,0
12,7,10,10,8,0,10,3,10,5,5,4,5,2,4,0
13,7,10,6,4,0,6,1,10,3,1,8,5,5,7,9
14,8,1,8,10,2,3,10,2,5,1,1,10,5,4,2
15,3,0,7,6,0,2,1,5,7,5,9,7,5,10,9
16,1,7,5,10,5,3,0,7,4,0,9,10,5,5,9
17,1,9,6,10,5,5,3,4,9,4,7,9,6,10,9
18,4,6,10,3,2,0,1,3,6,3,10,7,2,8,6
19,4,0,10,2,1,2,3,1,5,6,10,10,6,5,6
20,3,1,2,8,10,6,5,3,7,6,9,10,7,10,1
21,0,8,4,1,5,4,7,4,1,0,4,5,1,7,9
22,3,2,6,2,8,4,10,7,5,10,1,7,2,0,1
23,9,4,3,0,6,2,6,4,4,7,9,9,4,3,6
24,7,6,10,7,3,0,3,4,6,9,9,2,0,6,1
25,5,4,8,4,4,10,3,0,7,0,2,6,4,9,0
26,6,4,2,10,7,7,4,8,5,6,4,2,9,5,2
27,0,8,1,9,10,5,7,6,2,10,1,8,2,1,9
28,4,9,10,6,9,1,7,8,7,8,4,10,6,7,0
29,5,6,2,6,2,1,2,7,1,5,6,1,1,3,4
30,5,7,5,10,9,7,7,4,8,9,10,8,7,4,5
31,10,1,5,0,3,10,4,8,6,5,3,10,7,5,1
32,9,9,9,6,3,2,3,9,6,2,1,5,3,10,8
33,8,1,9,5,8,2,5,9,3,2,10,9,1,0,0
34,0,1,0,8,4,10,1,2,8,5,2,3,9,1,8
35,3,6,5,7,4,2,1,5,4,10,1,9,3,5,5
36,6,0,4,7,0,8,7,5,5,2,9,7,4,6,6
37,8,7,5,2,5,6,0,10,7,2,5,4,3,5,7
38,0,6,6,4,5,2,3,5,2,7,10,0,4,7,6
39,1,10,8,4,4,5,7,6,8,3,4,6,0,5,1
40,3,1,7,3,5,4,0,4,4,3,10,3,3,1,1
