0,1,2,3,4,5,6,7,8,9,10,11
10,98,10,70,64,10,10,57,6,10,10,10
10,67,10,34,52,10,10,45,1,10,10,10
4,2,10,6,58,10,10,4,2,5,10,10
10,69,10,62,5,10,10,43,7,10,10,10
7,27,10,92,78,10,5,82,5,10,10,10
10,25,10,36,22,10,10,22,10,10,10,10
10,18,10,28,88,8,10,23,2,10,10,10
10,33,10,73,54,7,10,0,6,9,10,10
10,22,10,10,16,10,10,96,5,10,10,10
10,28,10,48,37,10,10,69,9,10,1,10
10,43,10,2,52,10,1,5,0,9,10,10
10,14,10,96,69,10,10,84,6,10,7,10
10,33,10,83,46,10,10,91,9,2,10,4
10,31,10,80,75,10,10,72,2,10,10,10
10,100,10,56,78,10,10,64,10,10,10,10
10,87,10,12,18,10,10,89,0,10,10,10
10,95,10,93,58,10,7,8,2,10,10,10
10,81,10,8,76,10,10,23,5,10,10,10
10,83,10,60,90,10,10,94,2,10,10,10
10,60,6,2,47,10,10,67,9,10,10,10
10,93,10,1,36,8,10,53,8,10,9,10
10,15,10,23,94,6,10,51,10,3,10,10
10,62,10,27,2,10,10,20,9,10,10,10
10,26,10,59,70,10,10,78,5,10,10,10
10,57,10,1,23,10,10,54,0,10,10,10
7,2,10,80,63,10,10,88,1,10,10,10
10,48,10,29,47,10,10,72,10,10,10,10
10,68,10,57,82,10,10,3,3,10,10,10
10,57,10,85,31,10,10,47,5,10,10,10
10,90,10,24,27,10,10,89,8,10,10,10
10,81,2,13,0,10,10,79,7,10,10,10
10,84,10,15,3,10,10,75,2,10,10,10
10,74,10,50,46,10,0,3,8,10,10,10
10,14,10,49,33,10,10,54,4,10,10,10
10,23,10,32,84,10,10,75,7,10,10,0
10,28,10,34,80,10,10,27,0,10,10,10
10,55,10,99,37,10,10,56,2,10,10,10
10,90,10,50,53,10,10,69,10,10,10,10
10,0,10,73,44,10,10,36,9,10,10,10
10,13,10,4,43,10,10,19,7,10,10,7
10,35,10,23,55,4,10,71,0,10,10,10
10,40,10,81,60,10,10,100,6,5,10,10
10,87,10,85,37,5,10,21,10,10,10,10
10,40,10,86,77,10,10,2,10,10,10,10
10,96,10,31,15,10,10,99,9,10,10,10
10,24,10,100,41,10,10,79,9,10,10,10
10,22,10,59,66,1,10,51,5,10,10,9
10,77,10,47,64,10,10,46,4,10,10,10
10,57,10,79,63,10,10,86,3,10,10,10
10,33,10,76,20,10,10,65,10,10,10,10
10,53,10,71,9,10,10,16,1,10,6,10
0,55,10,92,24,10,10,98,5,7,2,10
10,90,10,82,56,10,10,95,10,2,10,10
10,38,10,49,74,10,9,69,5,10,10,10
10,50,10,77,46,10,10,64,9,10,10,10
10,35,10,77,65,2,10,14,2,10,10,10
3,47,10,86,92,10,10,69,2,10,10,10
10,90,10,3,12,10,10,76,2,0,10,10
10,7,10,16,64,10,10,2,7,0,10,10
10,65,10,57,42,10,10,74,7,10,10,10
10,95,10,94,88,10,10,60,8,10,1,10
10,65,10,72,35,10,10,94,2,10,10,10
10,99,10,76,25,10,10,56,6,10,10,10
10,91,10,50,58,10,10,71,3,6,10,10
10,77,10,16,52,10,10,14,2,10,10,10
10,22,10,48,11,10,10,51,2,10,10,10
2,23,10,100,7,10,10,68,5,8,10,10
10,46,10,54,66,10,10,86,6,10,4,10
10,68,10,13,19,10,10,59,5,10,10,10
10,40,10,79,34,10,10,40,8,10,10,10
10,64,10,24,29,10,10,2,1,10,10,10
10,12,10,53,7,10,0,14,5,10,10,10
10,0,10,74,49,10,10,47,7,10,10,10
