,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2,10,7,78,96,1,3,5,6,0,23,6,80,97
1,0,58,7,5,27,0,10,7,9,1,56,7,71,62
2,9,1,4,21,57,1,0,0,5,2,52,6,34,68
3,8,7,2,36,97,8,5,4,4,2,83,7,63,89
4,10,4,0,69,16,5,9,7,8,9,57,6,93,16
5,6,22,6,45,46,9,7,7,0,9,48,10,22,67
6,1,0,8,67,30,2,4,0,7,1,39,5,91,67
7,7,18,9,38,90,10,1,6,9,7,61,2,91,37
8,5,18,0,36,83,6,6,3,8,6,94,8,94,37
9,8,24,4,45,92,2,5,8,6,2,64,0,10,48
10,8,20,7,26,69,10,2,1,7,9,30,8,90,94
11,7,83,5,39,96,5,2,9,6,3,11,7,48,61
12,3,6,8,2,26,7,0,4,8,3,49,4,15,8
13,1,43,8,77,63,6,3,4,3,0,69,5,43,33
14,3,91,0,64,92,8,8,4,10,9,21,0,69,35
15,2,56,9,87,81,2,3,3,8,2,92,2,65,57
16,7,75,0,21,95,8,7,1,3,0,36,3,61,67
17,5,40,4,62,89,10,3,9,10,7,56,3,75,42
18,6,10,0,92,81,1,5,7,7,4,35,8,10,20
19,10,68,9,45,39,4,3,3,4,5,41,10,4,13
20,4,58,1,5,27,9,0,6,9,1,27,1,91,61
21,3,69,0,45,47,1,4,10,2,10,4,3,17,29
22,0,2,1,67,86,5,4,5,4,6,98,4,67,99
23,7,41,1,91,0,2,10,2,7,6,0,10,90,95
24,0,25,2,66,68,7,7,2,6,0,97,4,74,71
25,6,15,8,59,14,9,8,6,8,5,71,3,70,50
26,2,100,9,91,75,1,5,5,0,6,91,10,12,3
27,10,68,2,62,37,4,7,0,3,9,5,1,82,45
28,0,94,10,86,41,9,1,2,5,0,49,5,50,95
29,7,55,1,47,63,3,2,9,10,8,9,5,78,62
30,9,33,1,90,18,8,0,0,8,6,58,4,97,98
31,7,90,5,95,53,5,8,9,8,5,60,5,17,58
32,7,31,4,58,36,4,5,1,9,5,20,1,25,44
33,9,14,0,28,97,5,0,3,3,4,13,8,4,24
34,8,1,2,74,73,5,2,4,5,7,39,7,89,68
35,5,68,7,10,48,8,7,7,4,5,73,10,87,78
36,5,91,6,9,57,7,1,0,3,1,30,7,20,57
37,9,7,10,85,40,5,0,10,6,5,81,7,14,78
38,5,4,7,10,55,4,10,7,8,3,13,3,74,31
39,0,7,9,64,53,5,3,6,5,7,43,0,25,36
40,7,93,8,39,72,10,0,2,8,7,42,4,89,74
41,7,14,8,36,45,4,10,3,3,1,49,6,70,94
42,3,1,7,34,30,4,10,6,3,8,84,7,54,13
43,9,15,10,3,67,5,0,9,1,6,85,6,34,0
44,5,26,9,100,33,0,2,10,5,2,40,7,87,2
45,4,27,6,56,35,1,8,8,10,5,91,6,2,83
46,6,77,1,100,13,3,8,5,3,9,82,9,92,96
47,3,6,5,38,59,7,2,9,6,1,46,1,43,14
48,2,34,3,17,69,10,2,10,1,9,65,2,94,40
49,9,51,0,100,97,2,2,8,6,9,97,9,20,51
50,10,7,8,86,74,10,6,5,5,10,26,5,93,80
51,2,6,9,50,49,7,6,0,3,6,13,8,26,22
52,2,30,6,6,1,9,2,10,5,9,46,2,94,15
53,3,36,7,74,35,4,9,3,8,1,85,10,40,25
54,4,95,5,40,92,9,8,8,0,7,44,2,91,47
55,9,28,4,53,25,5,7,7,8,7,26,4,91,73
56,0,75,2,6,44,6,6,3,9,5,30,8,72,6
57,4,99,5,58,41,10,6,10,0,5,70,1,40,64
58,4,36,5,31,16,0,2,7,6,3,51,0,54,13
59,7,94,3,72,67,2,5,2,0,0,44,9,31,15
60,0,91,4,41,75,8,1,2,3,10,43,2,48,27
61,1,40,4,78,11,1,0,10,4,2,13,4,68,57
62,2,2,3,71,66,1,10,10,6,0,57,10,50,58
63,3,43,6,91,8,0,5,5,1,4,51,5,15,24
64,2,64,6,7,25,3,10,1,4,1,80,1,66,56
65,2,29,0,11,52,0,7,2,3,1,2,3,57,23
66,9,42,9,76,47,5,2,10,10,5,80,2,17,42
67,5,26,1,75,69,5,0,1,4,6,27,9,9,7
68,8,5,6,27,27,5,0,7,4,3,83,5,89,77
