,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2,10,6,2,3,0,2,10,9,5,4,4,4,3
1,9,6,7,6,2,3,8,10,8,2,1,7,8,3
2,2,0,6,0,1,0,0,9,0,7,7,0,7,10
3,5,2,10,4,1,7,1,2,7,8,6,9,1,5
4,7,8,7,1,6,0,6,5,7,9,10,3,7,9
5,2,5,5,9,3,6,5,2,9,10,10,0,9,8
6,9,6,8,2,7,6,2,1,10,3,5,1,8,0
7,8,2,3,0,8,2,8,9,8,5,10,3,1,0
8,7,10,6,8,1,5,6,7,5,10,2,1,1,4
9,7,0,7,1,6,3,6,9,8,1,0,0,4,2
10,2,5,9,1,1,7,6,9,2,4,1,3,0,8
11,3,2,3,9,3,8,6,7,7,7,2,5,8,1
12,5,4,3,7,6,2,9,4,7,1,10,0,6,3
13,4,3,9,3,10,10,5,8,3,8,1,2,9,8
14,1,1,4,5,1,5,10,7,6,4,0,0,1,2
15,1,3,5,7,4,3,1,9,4,4,10,7,7,4
16,8,6,2,7,9,1,10,8,6,2,6,4,9,6
17,4,9,7,6,5,1,6,7,5,9,2,9,8,6
18,9,4,2,3,2,7,7,3,0,3,2,2,3,10
19,7,7,1,9,1,10,4,10,10,10,4,0,0,1
20,9,9,6,10,10,0,1,0,2,7,5,7,7,4
21,3,2,10,9,1,2,6,7,6,10,2,6,6,2
22,6,8,2,5,6,0,10,4,6,5,10,5,3,1
23,1,10,7,6,4,8,4,7,5,6,7,6,10,9
24,1,5,4,8,3,7,9,0,7,10,4,4,0,9
25,10,7,10,10,6,8,2,8,0,0,10,10,4,5
26,10,8,3,9,7,3,10,1,3,3,1,4,3,9
27,1,1,2,2,7,7,5,7,7,7,10,7,2,5
28,6,10,0,8,3,2,2,10,2,2,8,4,0,9
29,8,9,7,9,6,9,7,0,9,0,4,8,1,4
30,10,8,3,10,1,8,8,3,10,6,1,10,5,4
31,3,4,8,6,6,6,8,6,8,6,6,5,10,10
32,8,10,10,5,7,2,7,9,4,4,6,9,10,0
33,8,2,1,9,7,4,4,9,1,9,7,4,4,1
34,3,1,3,8,2,1,0,5,10,3,3,9,6,0
35,3,10,8,4,2,10,9,4,6,7,10,5,6,5
36,8,0,4,2,5,10,9,6,5,7,10,4,0,6
37,0,7,2,1,6,1,1,6,3,2,10,5,6,8
38,9,3,4,10,4,5,7,7,8,7,10,10,9,3
39,8,6,4,6,0,7,7,5,2,10,10,0,9,4
40,9,8,9,10,1,2,7,9,8,3,1,3,4,9
41,1,9,8,7,1,8,9,7,4,8,9,6,0,8
42,3,8,4,6,6,3,2,2,9,6,7,2,9,6
43,0,1,10,8,1,8,7,4,0,4,0,2,8,5
44,5,4,10,9,3,7,8,8,4,8,5,4,6,6
45,4,6,2,6,5,4,0,10,3,2,1,8,5,7
46,8,8,9,8,8,10,4,7,3,4,9,4,8,9
47,4,0,6,7,4,5,1,6,0,1,6,2,3,2
48,7,5,0,6,10,4,9,1,4,3,8,5,2,9
49,5,4,0,3,7,8,7,5,8,10,5,0,10,6
50,7,4,10,0,5,3,4,10,0,0,9,6,7,0
51,8,5,7,10,9,3,3,6,10,0,3,3,6,6
52,10,3,1,8,2,6,5,1,7,7,5,4,0,1
53,2,6,10,6,10,9,7,0,0,9,3,2,10,2
54,4,4,2,7,0,3,4,5,9,4,7,9,5,4
55,9,2,1,6,2,1,7,6,5,7,1,0,7,1
56,3,7,0,1,3,6,10,9,3,4,0,8,2,1
57,6,3,5,9,1,1,5,7,5,4,2,2,9,2
58,4,6,9,3,10,8,6,9,0,2,6,4,6,7
59,7,10,0,8,7,10,8,1,3,8,9,1,6,8
60,1,1,1,6,5,10,6,7,9,5,8,9,1,7
61,10,5,3,9,9,7,10,2,8,8,5,1,9,7
62,8,3,2,5,6,9,8,1,10,5,8,8,1,0
63,1,1,8,8,3,6,0,6,7,0,8,9,5,10
64,0,3,5,0,10,2,7,10,1,3,6,5,0,0
65,5,9,9,9,4,9,3,8,3,7,10,6,2,3
66,4,4,2,4,8,9,4,0,4,1,9,1,10,2
67,8,1,10,8,10,9,8,5,0,8,9,10,9,0
68,8,7,3,7,0,6,2,3,4,2,8,7,5,2
69,5,1,9,9,1,5,0,1,3,3,4,3,10,6
70,0,7,0,8,8,4,9,8,8,0,8,8,9,9
71,1,3,8,6,5,2,2,1,4,0,8,3,10,9
72,9,3,6,0,1,7,7,8,5,3,4,9,6,2
73,8,8,0,1,4,2,5,6,3,2,5,0,1,0
74,7,10,4,0,5,2,6,3,9,3,6,6,8,3
75,8,6,5,10,4,6,10,2,3,3,2,7,5,0
76,10,9,3,5,7,5,3,8,0,4,0,8,6,6
77,3,7,0,8,8,3,6,1,3,4,1,0,6,0
78,0,1,3,2,10,8,6,8,8,6,9,9,0,10
79,7,5,9,8,7,1,10,10,6,5,10,4,6,9
80,9,7,7,4,0,2,4,6,7,9,3,7,4,1
81,10,1,5,10,5,1,7,4,1,2,3,7,1,6
82,0,8,10,4,8,0,2,5,10,3,9,2,2,6
83,9,3,2,4,9,8,8,4,0,8,1,2,5,3
84,0,8,6,9,10,10,1,5,5,8,5,8,0,3
85,6,8,6,0,0,6,5,1,3,5,5,4,8,6
86,6,3,9,5,4,2,10,0,1,4,6,6,4,1
87,0,10,8,6,0,2,2,6,0,5,7,6,0,0
88,8,10,1,5,6,10,0,1,7,1,6,3,8,6
89,7,9,8,10,5,1,10,6,0,10,7,7,3,7
90,1,9,5,9,2,8,2,8,9,5,5,9,10,7
91,6,1,4,8,10,5,7,0,4,0,2,8,7,9
92,10,1,1,2,5,0,8,8,8,8,10,6,0,4
93,6,9,7,1,6,2,3,4,2,2,4,0,7,10
94,4,6,3,4,6,5,4,1,9,6,3,1,2,2
95,0,3,8,0,10,1,2,8,6,5,3,9,4,10
96,10,0,4,3,6,2,1,3,3,1,1,3,0,4
97,2,7,5,0,6,9,2,6,5,9,6,5,1,9
98,0,3,1,5,2,10,8,5,3,9,7,1,2,7
99,7,2,9,7,1,3,7,7,7,5,2,7,9,4
100,7,7,10,1,4,7,8,1,3,8,3,3,4,2
101,6,7,3,7,10,10,8,6,0,7,7,7,5,8
102,2,9,4,1,4,5,8,3,9,4,10,10,7,3
103,8,2,7,10,4,7,9,5,1,5,5,3,5,2
104,0,6,9,8,5,10,9,7,6,5,7,5,10,1
105,0,1,9,2,0,0,2,6,1,6,4,8,8,7
106,4,8,0,2,10,4,3,4,3,5,4,9,8,10
107,0,5,5,1,5,4,3,4,2,2,7,7,8,6
108,0,7,5,3,4,3,9,7,4,10,7,8,3,8
109,10,8,4,3,2,8,4,1,0,7,10,3,10,2
110,4,1,5,1,8,2,5,10,9,4,1,7,4,7
111,3,6,8,8,1,10,4,6,7,3,0,3,8,0
112,4,1,0,4,0,9,1,2,0,8,7,0,5,8
113,6,9,9,2,8,2,3,4,5,3,9,8,10,0
114,7,0,10,2,2,3,5,8,1,9,8,1,1,6
115,5,9,8,10,4,1,8,4,4,10,6,5,9,6
116,3,1,1,7,1,1,10,7,10,6,10,1,9,5
117,1,10,3,0,6,0,4,5,8,8,7,9,7,4
118,9,7,2,9,1,2,8,5,2,3,5,1,7,3
119,2,5,4,5,7,7,9,10,0,0,4,4,1,10
120,8,5,6,5,9,8,1,0,1,1,4,8,10,9
121,8,10,5,4,2,9,5,0,5,6,1,10,7,5
122,2,3,1,3,6,4,6,0,5,7,9,0,10,5
123,5,10,3,6,6,4,10,1,4,3,5,3,5,4
124,1,6,0,5,2,4,1,6,0,3,7,0,6,0
125,6,8,8,9,5,0,3,2,4,4,1,4,2,7
126,2,1,9,0,6,9,8,2,4,3,0,10,8,0
127,0,8,8,8,9,4,7,7,2,0,10,8,0,7
128,0,3,2,0,9,2,4,7,8,5,3,10,3,1
129,4,0,6,0,8,9,5,4,7,4,2,10,5,9
130,4,7,1,2,4,2,1,1,2,9,8,5,1,2
131,8,0,2,9,5,0,0,2,4,7,8,7,4,1
132,8,3,0,3,2,2,10,5,4,6,2,9,4,0
133,6,3,3,5,10,8,10,8,3,2,0,9,7,3
134,10,1,10,5,9,1,8,9,5,8,6,6,3,6
135,6,9,6,0,9,2,5,0,6,4,5,7,6,8
136,2,2,5,0,2,8,4,3,0,10,6,8,8,4
137,0,7,9,4,2,8,5,1,10,1,8,9,1,9
138,10,1,3,8,8,10,0,0,3,5,4,4,3,1
139,8,5,3,1,9,9,6,7,4,2,1,7,5,10
140,9,5,5,10,3,2,10,2,9,4,1,5,3,1
141,8,7,8,2,3,9,3,0,6,8,6,8,1,5
142,8,4,0,6,1,2,2,3,0,6,10,0,3,2
143,2,1,3,3,1,2,7,5,0,10,10,4,2,2
144,8,9,8,4,8,3,0,5,8,4,5,2,8,10
145,8,0,8,7,6,5,0,8,8,7,6,5,9,8
146,7,8,8,6,4,10,0,5,8,5,4,5,9,7
147,5,3,8,0,7,6,5,2,8,9,5,9,0,6
148,4,0,10,10,6,2,5,3,0,5,1,0,2,4
149,4,5,6,9,3,5,6,7,5,9,10,6,5,3
150,1,2,0,5,10,9,0,4,8,3,5,2,9,10
151,6,6,0,6,0,3,3,8,8,4,3,9,4,6
152,6,8,3,6,9,0,2,3,9,3,6,3,2,6
153,9,1,10,0,6,7,8,9,3,0,7,8,8,9
154,5,3,7,3,0,9,3,6,3,2,2,9,10,9
155,2,0,2,9,8,10,0,5,6,0,4,6,4,8
156,2,1,5,3,6,5,3,2,5,1,0,7,3,3
157,1,2,7,7,9,9,0,6,7,6,9,8,7,4
158,4,9,10,8,10,5,2,10,6,4,7,3,9,7
159,8,5,5,7,10,3,1,5,1,10,6,6,10,10
160,2,6,1,5,7,3,0,5,0,9,10,10,0,2
161,7,9,9,7,3,2,0,0,3,7,0,0,4,5
162,3,3,9,10,0,0,5,4,10,5,2,3,9,0
163,9,0,4,1,8,0,8,6,3,9,7,0,10,6
164,9,8,4,5,2,8,8,9,5,8,0,0,1,10
165,5,9,1,7,0,4,1,4,3,2,4,0,6,4
166,7,8,9,3,2,3,2,8,1,5,10,2,0,2
167,7,7,3,6,9,8,0,9,0,10,4,5,0,3
168,9,5,2,2,5,5,4,8,6,0,4,10,7,7
169,6,0,3,9,0,2,3,8,9,4,2,8,10,3
170,1,3,9,10,3,6,9,4,9,9,9,3,1,10
171,10,3,6,5,5,4,9,2,7,5,3,6,9,1
172,7,8,2,2,7,3,10,8,7,10,1,5,1,2
173,9,10,7,1,4,1,3,1,7,4,9,2,8,8
174,5,7,9,8,0,7,8,3,10,6,9,5,9,1
175,3,3,5,1,1,3,4,4,2,5,3,7,7,7
176,3,2,7,6,9,9,5,6,9,7,1,1,1,2
177,2,9,5,0,5,8,1,1,7,10,9,0,9,6
178,6,0,2,6,7,9,7,5,6,1,0,6,3,4
179,9,9,2,3,5,3,0,9,4,7,1,9,4,5
180,0,2,9,4,10,1,0,5,6,8,6,4,9,0
181,9,2,7,3,3,4,7,10,5,9,4,7,4,3
182,8,2,10,4,4,9,1,0,7,10,10,6,4,5
183,4,7,2,10,1,5,9,3,0,9,6,10,8,9
184,2,8,7,6,5,3,4,1,10,9,8,4,9,7
185,1,7,8,5,9,6,5,0,2,1,7,10,0,2
186,0,9,6,4,7,3,8,6,4,2,1,4,7,9
187,7,7,8,6,6,2,7,9,8,2,6,3,5,8
188,10,4,10,6,10,9,6,0,10,7,0,1,7,10
189,5,3,1,10,1,4,5,8,9,8,10,0,5,6
190,1,3,5,10,5,10,7,10,10,4,1,6,10,7
191,9,1,9,5,3,8,5,4,10,10,6,9,5,5
192,7,5,7,8,0,2,2,2,8,7,0,8,3,4
193,10,6,5,3,3,4,1,6,0,5,4,9,8,5
194,4,7,7,7,9,1,5,0,3,0,6,1,3,10
195,5,3,4,10,3,10,4,8,0,5,7,6,2,9
196,4,10,6,5,6,10,0,7,2,0,7,0,0,6
197,5,1,9,3,6,1,6,1,1,5,4,0,4,4
198,2,8,5,2,3,7,8,8,1,8,6,9,3,9
199,9,2,1,7,6,4,2,1,3,1,2,2,2,4
200,10,10,6,8,7,9,10,2,3,2,4,8,6,3
