0,1,2,3,4,5,6,7,8,9,10,11,12,13
2,10,7,78,96,1,3,5,6,0,10,6,80,10
0,58,7,5,27,0,10,7,9,1,10,7,71,10
9,1,4,21,57,1,0,0,5,2,10,6,34,10
8,7,2,36,97,8,5,4,4,2,10,7,63,10
10,4,0,69,16,5,9,7,8,9,10,6,93,10
6,22,6,45,46,9,7,7,0,9,10,10,22,10
1,0,8,67,30,2,4,0,7,1,10,5,91,10
7,18,9,38,90,10,1,6,9,7,10,2,91,10
5,18,0,36,83,6,6,3,8,6,10,8,94,10
8,24,4,45,92,2,5,8,6,2,10,0,10,10
8,20,7,26,69,10,2,1,7,9,10,8,90,10
7,83,5,39,96,5,2,9,6,3,10,7,48,10
3,6,8,2,26,7,0,4,8,3,10,4,15,8
1,43,8,77,63,6,3,4,3,0,10,5,43,10
3,91,0,64,92,8,8,4,10,9,10,0,69,10
2,56,9,87,81,2,3,3,8,2,10,2,65,10
7,75,0,21,95,8,7,1,3,0,10,3,61,10
5,40,4,62,89,10,3,9,10,7,10,3,75,10
6,10,0,92,81,1,5,7,7,4,10,8,10,10
10,68,9,45,39,4,3,3,4,5,10,10,4,10
4,58,1,5,27,9,0,6,9,1,10,1,91,10
3,69,0,45,47,1,4,10,2,10,4,3,17,10
0,2,1,67,86,5,4,5,4,6,10,4,67,10
7,41,1,91,0,2,10,2,7,6,0,10,90,10
0,25,2,66,68,7,7,2,6,0,10,4,74,10
6,15,8,59,14,9,8,6,8,5,10,3,70,10
2,100,9,91,75,1,5,5,0,6,10,10,12,3
10,68,2,62,37,4,7,0,3,9,5,1,82,10
0,94,10,86,41,9,1,2,5,0,10,5,50,10
7,55,1,47,63,3,2,9,10,8,9,5,78,10
9,33,1,90,18,8,0,0,8,6,10,4,97,10
7,90,5,95,53,5,8,9,8,5,10,5,17,10
7,31,4,58,36,4,5,1,9,5,10,1,25,10
9,14,0,28,97,5,0,3,3,4,10,8,4,10
8,1,2,74,73,5,2,4,5,7,10,7,89,10
5,68,7,10,48,8,7,7,4,5,10,10,87,10
5,91,6,9,57,7,1,0,3,1,10,7,20,10
9,7,10,85,40,5,0,10,6,5,10,7,14,10
5,4,7,10,55,4,10,7,8,3,10,3,74,10
0,7,9,64,53,5,3,6,5,7,10,0,25,10
7,93,8,39,72,10,0,2,8,7,10,4,89,10
7,14,8,36,45,4,10,3,3,1,10,6,70,10
3,1,7,34,30,4,10,6,3,8,10,7,54,10
9,15,10,3,67,5,0,9,1,6,10,6,34,0
5,26,9,100,33,0,2,10,5,2,10,7,87,2
4,27,6,56,35,1,8,8,10,5,10,6,2,10
6,77,1,100,13,3,8,5,3,9,10,9,92,10
3,6,5,38,59,7,2,9,6,1,10,1,43,10
2,34,3,17,69,10,2,10,1,9,10,2,94,10
9,51,0,100,97,2,2,8,6,9,10,9,20,10
10,7,8,86,74,10,6,5,5,10,10,5,93,10
2,6,9,50,49,7,6,0,3,6,10,8,26,10
