0,1,2,3,4,5,6,7,8,9,10
10,9,9,50,34,81,95,5,54,45,10
10,10,3,9,25,49,88,10,59,9,5
10,10,2,7,73,76,78,0,37,3,10
10,10,9,81,95,29,44,10,60,95,10
10,10,1,50,38,97,85,0,46,57,10
10,10,1,75,38,88,36,1,36,5,10
10,10,0,3,49,26,32,9,19,71,10
10,10,3,5,47,70,25,6,27,30,10
10,10,3,55,39,24,4,1,83,81,10
7,10,6,80,6,35,75,9,64,2,10
10,10,3,66,54,54,67,8,38,12,10
10,10,0,4,95,38,34,3,80,37,10
10,10,7,98,49,93,14,0,82,47,10
10,10,1,14,70,8,32,4,7,70,10
10,10,3,6,93,47,52,2,67,47,10
10,10,2,18,62,9,82,6,13,22,10
10,10,8,0,48,100,95,5,68,62,10
10,10,9,34,14,5,76,6,83,12,0
10,10,2,16,45,9,46,2,52,46,10
10,10,8,95,8,72,85,10,14,38,10
10,0,8,6,93,13,17,3,7,99,10
10,10,0,86,71,81,0,3,16,62,10
10,8,0,21,99,37,27,7,38,90,10
10,10,3,6,50,6,29,1,95,22,10
10,3,0,31,68,26,52,4,80,93,10
9,10,2,10,66,80,15,4,56,0,10
10,10,7,56,90,32,33,6,30,54,10
10,10,1,19,31,8,94,3,94,77,10
10,10,2,21,94,69,27,10,6,41,10
10,10,8,75,10,31,80,4,77,77,10
10,10,8,30,37,6,51,5,6,14,8
10,10,1,42,41,100,22,8,1,42,10
10,10,10,76,47,10,32,7,49,80,7
10,10,2,62,77,55,39,3,61,34,10
6,8,8,43,51,65,57,0,60,33,1
10,10,10,53,21,30,75,0,16,17,10
0,10,0,3,13,54,94,7,96,50,10
10,10,0,2,12,51,88,8,71,85,10
10,10,1,2,20,7,15,5,77,95,10
10,10,0,92,80,90,80,6,24,6,10
10,10,10,29,92,46,97,5,81,100,10
10,10,8,2,84,69,79,3,15,48,10
10,10,2,44,23,95,81,1,59,57,10
10,10,10,33,9,45,85,10,98,83,10
10,10,3,75,23,79,15,8,18,20,10
4,0,8,93,0,5,10,0,85,95,10
10,10,8,81,94,11,63,1,2,59,10
10,10,4,66,56,47,25,8,97,97,10
2,10,1,12,46,26,18,5,3,11,10
10,10,3,41,28,86,89,0,77,12,10
9,10,2,88,60,91,54,9,26,58,10
10,10,9,98,98,50,73,10,10,27,10
10,10,9,35,65,56,62,3,63,29,10
10,10,7,27,87,7,88,3,81,56,10
10,3,5,4,3,29,74,4,19,37,10
10,10,3,4,36,39,92,5,43,28,3
10,0,2,33,54,97,81,10,75,26,7
10,10,4,18,57,36,92,2,65,48,10
10,10,6,43,25,14,14,7,9,34,10
10,10,8,48,7,46,17,10,98,40,10
10,10,4,99,92,97,17,7,39,87,10
10,10,7,47,49,90,62,9,61,13,10
10,10,5,84,32,25,85,2,40,67,10
10,10,8,73,92,31,88,9,48,71,10
10,10,10,15,67,24,17,10,44,5,10
7,10,8,4,30,21,70,1,43,33,10
10,10,3,100,45,20,23,5,45,77,10
10,10,0,58,16,3,81,3,82,0,10
10,10,9,91,38,62,52,2,83,71,10
4,10,3,5,65,51,72,9,13,62,5
10,10,5,80,4,30,57,5,32,4,2
10,10,5,84,38,82,33,4,71,34,10
10,10,8,91,2,77,62,1,70,90,10
10,10,3,55,25,70,60,2,76,82,10
10,10,1,97,13,53,67,10,87,27,10
10,10,10,51,98,93,35,0,53,27,10
10,10,7,14,89,72,51,10,12,83,10
10,10,10,84,92,59,24,0,27,5,10
10,10,5,53,37,79,60,10,89,32,10
10,10,6,7,93,1,79,8,99,58,10
6,10,5,20,60,40,24,7,79,86,10
0,6,10,77,66,43,22,8,98,96,10
10,10,5,92,56,69,0,1,13,85,10
10,4,7,99,88,74,89,5,2,4,10
10,7,10,34,37,55,1,0,57,4,10
1,10,7,5,6,9,65,9,7,6,10
10,10,10,77,20,45,38,2,78,5,10
10,10,3,56,72,35,57,0,98,28,10
10,0,3,24,63,78,84,10,57,21,8
10,10,3,77,27,65,94,8,31,9,10
10,5,3,76,91,14,24,8,36,11,10
10,2,1,3,69,62,50,9,95,25,10
10,10,7,61,77,50,8,5,10,35,10
10,10,1,75,52,76,39,6,15,40,10
10,10,1,58,24,76,18,3,92,28,10
10,10,0,82,53,42,25,5,53,59,10
