,0,1,2,3,4,5,6,7,8,9,10,11,12
0,95,6,50,3,56,94,1,1,57,8,1,4,22
1,51,8,83,7,56,90,6,1,4,46,2,1,2
2,1,7,19,7,38,21,2,10,84,33,4,6,61
3,68,5,63,9,17,69,2,7,70,14,10,2,34
4,71,7,87,9,3,72,9,2,65,71,7,3,61
5,51,2,51,4,5,31,5,0,69,11,0,10,62
6,22,9,88,5,28,40,2,7,85,12,3,4,92
7,26,8,51,6,42,50,8,5,57,92,4,8,75
8,72,7,74,6,76,100,9,3,35,44,0,5,39
9,51,10,42,0,96,32,9,3,24,24,2,5,18
10,80,3,7,6,100,5,2,9,91,4,10,10,47
11,13,3,11,7,86,100,9,3,79,49,1,3,43
12,81,10,80,9,20,23,1,10,97,75,6,7,3
13,53,4,86,9,45,56,4,4,23,45,3,2,63
14,70,8,19,8,10,22,7,8,52,83,0,0,13
15,37,7,0,10,96,4,9,5,10,93,8,1,15
16,18,10,29,9,82,74,10,10,80,49,2,8,48
17,44,2,15,8,91,7,9,9,18,98,0,2,23
18,82,0,82,9,96,28,4,7,89,12,1,10,46
19,41,5,50,1,29,78,1,1,52,66,8,2,4
20,92,7,17,7,18,6,10,0,45,24,10,10,93
21,98,3,1,2,12,44,10,6,30,69,10,9,63
22,64,5,9,4,78,80,9,3,59,30,9,10,72
23,4,2,54,8,29,72,3,1,90,14,9,2,3
24,47,3,1,1,87,82,1,5,58,28,6,10,65
25,23,7,71,0,11,42,10,3,94,19,5,8,86
26,59,8,45,1,75,2,8,6,76,67,1,8,61
27,84,8,74,6,9,96,7,0,100,98,7,5,15
28,21,1,54,6,42,93,4,4,75,66,5,3,89
29,31,7,88,7,30,94,6,9,0,12,3,2,19
30,72,5,54,4,2,34,10,2,92,85,8,8,38
31,54,1,36,10,86,0,4,0,19,23,5,8,69
32,82,3,48,10,25,50,8,3,26,78,10,6,15
33,54,9,6,6,69,93,8,3,58,38,6,10,9
34,43,6,33,0,48,78,7,3,37,58,9,7,49
35,69,5,43,7,92,53,7,2,97,10,0,4,3
36,35,9,63,6,94,81,1,8,94,14,10,6,97
37,36,4,99,8,35,51,6,8,7,72,9,2,21
38,76,1,68,7,38,86,6,6,89,70,6,3,10
39,56,8,34,4,84,20,8,8,32,0,6,0,39
40,10,7,33,0,12,65,1,6,82,88,2,3,50
41,27,7,17,6,15,12,1,5,44,60,6,7,99
42,11,9,18,2,11,23,0,7,97,60,2,10,34
43,66,4,42,9,32,66,6,0,94,87,2,7,63
44,42,1,26,7,52,63,8,4,7,98,2,2,49
45,70,7,5,0,19,55,2,3,84,74,1,5,5
46,90,9,65,9,42,91,0,8,73,39,4,10,37
47,15,1,7,6,63,54,0,3,42,57,6,0,89
48,91,1,7,3,31,59,10,7,19,11,7,3,29
49,68,0,23,6,21,70,4,6,47,35,4,4,94
50,76,7,8,1,49,33,0,8,19,36,6,5,48
51,97,6,65,4,22,11,1,10,93,18,2,9,79
52,79,5,15,4,99,44,0,0,47,15,6,2,4
53,5,6,96,9,7,78,8,9,40,43,2,7,2
54,22,2,99,1,1,81,8,1,64,21,7,10,49
55,59,8,88,4,10,13,3,7,19,6,3,2,36
56,64,9,24,7,70,45,1,5,80,73,3,3,69
57,12,3,11,0,58,57,1,10,84,72,1,3,3
58,79,3,95,8,85,18,2,0,33,24,5,3,80
59,4,7,7,6,97,84,6,8,46,46,7,3,92
60,19,3,35,2,48,87,9,6,53,15,10,7,9
61,16,7,28,6,96,8,9,1,14,57,6,10,61
62,6,4,91,6,30,46,7,4,54,39,5,9,31
63,19,10,19,2,76,3,5,3,23,64,5,0,3
64,50,4,40,2,31,1,8,7,92,92,4,7,55
65,94,5,11,2,40,90,5,0,22,80,7,8,58
66,58,7,6,0,26,58,8,9,41,68,4,1,74
67,48,1,22,1,13,49,6,6,81,54,6,4,79
68,24,2,49,10,32,55,2,9,72,67,0,5,85
69,6,1,91,5,87,11,2,0,49,84,8,3,88
70,31,5,22,8,73,4,7,2,98,35,8,6,55
71,22,7,18,10,17,39,4,3,23,58,9,9,76
72,44,10,55,6,27,84,5,8,12,24,2,0,36
73,30,8,50,4,44,29,10,8,39,25,9,4,51
74,59,1,37,10,0,16,9,10,95,89,4,6,61
75,68,8,62,6,69,72,2,2,10,1,7,1,38
76,8,7,28,10,39,96,10,9,39,21,2,4,68
77,58,0,23,10,15,6,9,10,75,86,6,3,11
78,27,10,40,1,97,56,7,7,67,5,9,10,16
79,33,10,38,2,52,36,6,5,63,68,9,1,13
80,45,10,84,8,18,57,6,6,4,83,8,2,74
81,66,6,25,7,79,10,3,4,82,71,10,0,95
82,71,7,98,7,12,45,2,0,49,97,1,3,38
83,39,1,55,1,59,20,3,9,50,85,3,10,64
84,17,6,88,5,68,34,6,10,8,47,7,6,47
85,35,7,14,8,66,22,9,0,100,49,4,8,93
86,5,10,13,2,78,65,5,10,25,30,4,5,95
87,84,10,4,5,64,60,7,6,75,7,0,8,53
88,50,3,45,6,39,13,7,0,55,37,10,9,44
89,88,3,88,6,8,97,2,4,74,51,9,3,25
90,0,6,93,0,86,58,8,6,94,56,2,7,13
91,80,1,9,9,20,59,3,7,91,26,6,6,94
92,2,4,12,6,55,71,5,9,17,76,8,7,93
93,12,2,35,2,96,78,7,3,71,63,6,1,71
94,26,2,82,4,1,100,3,8,1,84,0,8,67
95,22,1,40,3,12,78,4,6,48,41,7,1,40
96,82,1,40,0,59,13,7,3,56,80,3,7,4
97,38,7,30,9,39,24,2,1,60,65,5,4,3
98,69,6,36,3,23,98,8,9,64,1,6,4,93
99,6,4,72,5,34,39,5,4,12,9,1,1,64
100,30,4,64,10,46,63,10,8,55,54,4,4,62
101,74,0,43,3,98,47,7,8,43,41,3,5,27
102,83,6,69,9,99,36,10,9,100,23,0,10,38
103,12,8,2,3,43,70,4,0,7,53,4,8,80
104,5,6,75,7,30,11,6,6,22,28,9,0,69
105,1,4,68,6,45,19,7,4,30,9,1,7,44
106,59,8,40,1,80,97,8,8,18,1,3,10,57
107,9,2,55,3,89,55,4,4,70,88,6,6,22
108,73,4,100,6,33,63,4,2,31,96,8,4,13
109,61,1,13,8,29,55,2,7,23,8,8,4,11
110,3,8,93,9,87,43,9,10,99,14,10,7,45
111,8,1,50,0,93,70,1,10,47,17,8,4,88
112,55,6,7,7,11,100,9,9,66,27,8,3,5
113,19,7,85,7,51,36,4,10,38,78,5,0,54
114,44,9,75,0,85,19,10,1,56,62,0,0,51
115,79,7,36,3,76,61,5,9,53,28,1,3,23
116,19,2,38,8,75,38,10,3,64,82,5,5,84
117,42,10,59,6,82,53,3,4,83,71,6,7,49
118,28,2,31,6,90,46,3,2,91,68,5,10,10
119,91,2,88,4,63,67,10,2,1,42,6,7,15
120,13,0,63,3,93,40,4,5,27,48,8,6,80
121,92,7,28,7,21,81,0,2,93,21,8,7,24
122,66,6,18,8,85,10,3,8,39,92,0,0,65
123,86,5,55,9,67,90,1,1,52,68,2,8,56
124,31,7,12,9,22,42,1,7,15,82,8,0,9
125,22,7,38,6,73,22,1,0,9,70,6,8,83
126,3,4,98,6,8,3,7,4,69,86,5,4,94
127,2,6,29,8,14,10,2,3,69,62,3,1,23
128,44,4,30,9,49,0,4,10,72,37,2,2,75
129,61,4,14,10,60,87,3,1,29,6,8,8,41
130,57,1,59,1,91,66,5,7,59,77,2,9,26
131,34,10,94,1,3,82,4,4,100,77,5,2,93
132,61,1,30,8,27,20,8,5,98,27,9,7,83
133,99,0,75,7,83,95,0,7,70,21,6,9,21
134,0,5,80,2,37,15,5,6,71,52,1,4,87
135,99,3,96,8,70,40,2,3,8,55,2,4,3
136,33,5,29,8,41,52,6,9,67,73,2,0,51
137,82,10,91,4,44,53,4,0,97,95,4,5,46
138,13,4,14,0,89,50,5,5,16,31,4,9,52
139,53,3,61,4,1,32,10,0,50,51,5,9,23
140,35,9,77,0,52,86,3,0,47,27,7,0,22
141,71,3,16,9,83,18,9,1,64,84,6,2,88
142,23,6,90,7,100,50,6,10,91,30,10,10,70
143,11,8,51,0,25,27,5,6,78,89,0,6,11
144,62,0,70,9,42,60,4,3,56,68,5,3,96
145,4,2,37,0,32,62,9,0,25,31,8,0,40
146,64,9,56,8,46,30,0,1,19,97,8,1,9
