0,1,2,3,4,5,6,7,8,9,10,11,12
10,6,50,3,56,10,1,1,10,8,1,4,10
10,8,83,7,56,10,6,1,4,46,2,1,2
1,7,19,7,38,10,2,10,10,33,4,6,10
10,5,63,9,17,10,2,7,10,14,10,2,10
10,7,87,9,3,10,9,2,10,71,7,3,10
10,2,51,4,5,10,5,0,10,11,0,10,10
10,9,88,5,28,10,2,7,10,12,3,4,10
10,8,51,6,42,10,8,5,10,92,4,8,10
10,7,74,6,76,10,9,3,10,44,0,5,10
10,10,42,0,96,10,9,3,10,24,2,5,10
10,3,7,6,100,5,2,9,10,4,10,10,10
10,3,11,7,86,10,9,3,10,49,1,3,10
10,10,80,9,20,10,1,10,10,75,6,7,3
10,4,86,9,45,10,4,4,10,45,3,2,10
10,8,19,8,10,10,7,8,10,83,0,0,10
10,7,0,10,96,4,9,5,10,93,8,1,10
10,10,29,9,82,10,10,10,10,49,2,8,10
10,2,15,8,91,7,9,9,10,98,0,2,10
10,0,82,9,96,10,4,7,10,12,1,10,10
10,5,50,1,29,10,1,1,10,66,8,2,4
10,7,17,7,18,6,10,0,10,24,10,10,10
10,3,1,2,12,10,10,6,10,69,10,9,10
10,5,9,4,78,10,9,3,10,30,9,10,10
4,2,54,8,29,10,3,1,10,14,9,2,3
10,3,1,1,87,10,1,5,10,28,6,10,10
10,7,71,0,11,10,10,3,10,19,5,8,10
10,8,45,1,75,2,8,6,10,67,1,8,10
10,8,74,6,9,10,7,0,10,98,7,5,10
10,1,54,6,42,10,4,4,10,66,5,3,10
10,7,88,7,30,10,6,9,0,12,3,2,10
10,5,54,4,2,10,10,2,10,85,8,8,10
10,1,36,10,86,0,4,0,10,23,5,8,10
10,3,48,10,25,10,8,3,10,78,10,6,10
10,9,6,6,69,10,8,3,10,38,6,10,9
10,6,33,0,48,10,7,3,10,58,9,7,10
10,5,43,7,92,10,7,2,10,10,0,4,3
10,9,63,6,94,10,1,8,10,14,10,6,10
10,4,99,8,35,10,6,8,7,72,9,2,10
10,1,68,7,38,10,6,6,10,70,6,3,10
10,8,34,4,84,10,8,8,10,0,6,0,10
10,7,33,0,12,10,1,6,10,88,2,3,10
10,7,17,6,15,10,1,5,10,60,6,7,10
10,9,18,2,11,10,0,7,10,60,2,10,10
10,4,42,9,32,10,6,0,10,87,2,7,10
10,1,26,7,52,10,8,4,7,98,2,2,10
10,7,5,0,19,10,2,3,10,74,1,5,5
10,9,65,9,42,10,0,8,10,39,4,10,10
10,1,7,6,63,10,0,3,10,57,6,0,10
