,0,1,2,3,4,5,6,7,8,9,10
0,8,5,3,5,10,4,3,2,0,0,4
1,2,2,6,5,0,5,10,1,10,6,6
2,1,9,10,4,2,5,3,4,7,6,7
3,4,5,9,10,4,9,6,7,1,7,1
4,6,9,3,8,7,5,1,10,4,6,4
5,3,6,6,9,3,3,6,4,4,8,6
6,10,4,7,2,5,6,9,7,5,10,0
7,0,1,5,5,6,7,10,10,8,0,8
8,9,6,0,2,6,6,5,4,5,3,5
9,10,3,9,5,5,2,5,7,8,4,1
10,1,7,7,7,0,1,10,8,1,0,5
11,9,10,2,3,7,4,8,8,8,4,3
12,7,4,8,5,5,8,2,5,0,4,4
13,4,8,3,10,3,7,9,9,3,4,2
14,2,5,0,5,1,4,7,9,8,3,2
15,0,6,6,9,5,9,9,0,8,7,5
16,2,4,1,8,9,2,8,6,6,4,9
17,1,2,1,10,0,6,3,5,1,8,0
18,10,7,10,3,7,6,10,10,6,2,3
19,10,6,5,5,3,6,7,7,0,1,6
20,9,6,7,10,8,3,1,3,4,3,1
21,8,0,7,1,0,9,8,7,5,7,7
22,8,9,8,1,0,9,0,9,1,8,2
23,5,2,5,2,2,0,3,1,3,4,6
24,8,10,1,7,7,3,5,4,6,6,5
25,7,10,3,5,0,4,4,9,2,7,4
26,4,4,3,2,1,7,8,1,7,1,2
27,4,6,10,6,4,4,1,9,3,6,6
28,9,0,10,4,9,9,8,0,10,2,3
29,8,5,7,8,8,5,5,2,4,8,7
30,7,7,6,5,7,7,7,0,1,0,3
31,4,2,2,8,9,7,5,7,9,7,3
32,6,2,4,8,7,10,4,8,1,9,6
33,4,8,0,7,1,8,1,6,9,9,8
34,2,8,5,10,3,9,5,9,4,4,4
35,1,0,1,6,2,7,2,9,4,9,1
36,4,7,1,10,3,4,9,5,7,6,1
37,9,1,0,10,3,10,10,9,1,7,2
38,1,0,1,5,3,4,10,3,7,10,7
39,1,6,8,3,9,0,4,3,2,1,6
40,7,6,8,7,3,9,10,0,7,3,9
41,4,10,8,2,6,2,0,5,6,8,7
42,1,8,2,9,6,7,6,1,4,3,5
43,10,2,10,7,10,10,1,8,3,0,9
44,5,6,5,1,8,4,9,8,7,9,1
45,9,5,0,1,3,0,4,5,1,10,1
46,0,3,10,1,2,9,2,6,10,10,3
47,9,3,4,1,3,2,1,4,3,4,10
48,3,9,3,4,10,7,5,9,8,5,2
49,1,6,10,5,4,0,4,2,10,7,7
50,4,6,8,4,0,0,6,3,7,8,10
51,4,8,2,0,5,7,5,8,9,7,8
52,10,6,0,9,8,2,2,8,1,4,10
53,3,3,10,1,10,6,3,2,6,7,5
54,8,3,7,2,4,4,0,6,1,7,2
55,3,10,7,2,4,5,9,1,5,7,2
56,9,9,2,7,10,1,9,6,4,5,6
57,2,6,7,0,3,5,5,7,4,10,3
58,3,6,7,10,2,8,7,2,8,10,2
59,2,1,5,5,6,1,3,9,10,0,0
60,5,10,4,6,2,3,1,10,3,8,0
61,1,5,3,1,2,3,10,4,3,8,5
62,4,9,7,7,1,6,6,9,10,8,3
63,0,5,8,5,7,2,9,8,8,10,4
64,3,5,0,5,7,5,9,3,4,8,8
65,1,2,4,10,2,9,4,7,7,3,10
66,9,7,4,6,3,2,0,2,2,4,5
67,1,7,10,1,10,7,9,5,10,2,6
68,1,7,8,2,5,0,0,6,3,0,0
69,7,4,0,5,10,3,0,3,1,7,2
70,6,10,8,0,5,9,9,2,5,6,9
71,6,8,5,8,2,9,4,3,1,2,6
72,3,0,4,3,3,9,5,10,6,6,9
73,10,10,7,6,10,0,1,2,5,9,1
74,7,0,7,5,6,1,7,9,10,3,3
75,7,6,4,4,7,0,8,8,3,7,7
76,3,5,10,9,10,3,3,7,2,5,0
77,6,3,0,10,6,3,1,2,9,0,0
78,0,0,4,2,9,3,9,5,8,9,6
79,4,1,10,9,4,8,6,7,5,10,4
80,1,9,6,6,0,8,10,7,1,7,10
81,1,0,10,0,0,6,7,9,2,0,5
82,0,7,5,6,9,6,9,2,8,0,6
83,6,10,5,8,9,6,2,4,6,7,6
84,10,4,2,9,0,10,6,3,2,3,9
85,8,4,0,9,6,10,3,9,1,8,9
86,1,6,10,2,10,2,9,0,3,10,5
87,6,6,10,10,8,3,1,9,1,5,8
88,7,3,5,3,9,5,4,8,5,6,2
89,8,7,8,0,9,1,6,1,0,4,6
90,1,8,10,3,9,5,2,1,4,7,2
91,7,6,4,6,5,3,0,2,10,7,8
92,2,4,1,0,10,7,4,0,3,8,6
93,2,5,10,9,4,4,10,10,9,6,8
94,3,6,1,9,8,10,9,6,6,7,2
95,6,3,9,1,2,9,2,7,0,2,8
96,10,0,0,5,3,1,1,6,8,6,5
97,5,8,2,8,5,0,6,4,10,6,7
98,1,3,10,3,8,2,3,10,10,0,2
99,5,8,0,4,6,10,4,10,4,9,8
100,5,5,8,3,5,7,7,10,1,3,10
101,7,2,3,7,5,10,4,7,7,6,4
102,1,5,2,1,5,3,0,1,4,7,7
103,10,7,6,4,7,9,8,8,3,10,10
104,10,10,0,1,5,9,9,2,3,9,2
105,9,3,7,9,2,9,4,9,10,4,4
106,5,3,2,10,0,8,2,0,1,9,9
107,2,4,7,2,4,1,4,10,7,1,1
108,6,5,0,8,2,6,5,9,5,0,6
109,8,3,5,2,1,10,1,0,0,3,1
110,4,2,4,7,4,9,6,9,0,1,3
111,9,4,8,1,10,7,5,8,9,4,2
112,7,1,8,8,2,9,2,0,6,0,3
113,8,4,9,1,9,7,0,6,3,5,1
114,10,7,4,1,0,8,8,8,6,8,5
115,7,4,6,3,2,6,7,8,8,4,6
116,7,4,4,1,10,1,4,3,8,1,8
117,5,2,0,6,3,7,7,6,9,3,6
118,1,5,3,8,9,7,8,3,6,4,6
119,2,9,2,1,8,1,8,7,9,6,0
120,0,8,0,2,9,3,2,4,5,1,9
121,2,7,8,2,8,0,3,1,3,9,3
122,2,4,8,2,8,10,9,4,3,3,10
123,5,1,3,8,1,9,3,5,5,2,3
124,3,10,5,8,10,5,6,4,7,6,7
125,5,6,0,8,9,10,8,2,2,4,1
126,10,10,1,9,7,5,8,4,3,2,10
127,10,1,8,6,4,8,3,9,4,8,7
128,7,9,9,5,0,9,6,6,6,3,2
129,9,9,0,2,3,10,0,6,2,8,7
130,2,5,3,5,3,10,4,3,8,1,5
131,2,2,4,0,3,2,2,5,4,7,1
132,7,7,5,7,0,1,3,1,8,3,0
133,7,10,2,1,3,10,8,3,6,0,0
134,4,9,0,6,9,7,0,5,10,2,1
135,5,9,6,2,4,2,7,1,1,10,9
136,4,3,8,3,7,3,2,10,0,1,10
137,1,10,7,7,8,6,9,2,3,1,0
138,0,7,0,5,7,0,10,8,9,4,3
139,10,4,3,7,0,7,10,2,6,8,6
140,10,1,0,10,9,10,9,5,9,4,4
141,10,6,0,3,1,3,5,1,9,10,3
142,8,3,4,10,8,3,2,6,4,7,0
143,10,1,8,8,7,9,10,8,2,1,1
144,7,4,10,10,3,0,7,8,5,9,9
145,2,4,6,0,2,9,8,6,1,9,1
146,9,7,10,2,7,0,1,9,6,2,0
147,7,4,0,0,10,3,1,1,5,7,3
148,2,0,6,1,3,6,1,9,5,10,1
149,3,0,7,2,1,6,9,7,0,5,8
150,5,7,4,3,4,0,8,6,6,1,9
151,6,0,0,2,7,5,1,4,4,0,2
152,9,7,1,10,10,7,4,5,5,9,6
153,8,10,3,0,9,10,10,7,2,1,0
154,3,1,0,8,4,1,9,4,8,3,2
155,5,6,2,6,2,9,3,0,1,7,0
156,2,9,0,9,1,3,2,2,8,2,5
157,0,7,1,10,6,10,2,8,9,9,4
158,7,7,9,1,0,9,1,5,1,6,7
159,5,0,2,10,6,0,8,5,0,6,6
160,8,5,5,3,7,9,7,3,5,5,8
161,9,1,3,1,10,1,2,5,2,3,6
162,8,0,7,7,0,7,10,3,7,1,4
163,8,10,8,6,6,4,6,10,8,6,9
164,8,9,2,2,3,5,9,6,10,7,3
165,5,3,2,0,7,9,10,8,6,10,6
166,10,10,9,5,6,4,8,4,9,9,0
167,1,9,6,0,7,4,1,6,4,3,8
168,3,7,4,2,6,8,2,4,0,0,1
169,3,5,2,8,10,7,6,3,4,9,10
170,0,2,0,5,10,7,0,9,6,9,8
171,9,5,8,9,8,3,1,5,4,2,0
172,5,0,6,7,7,8,6,6,2,8,2
173,10,2,5,9,5,0,2,10,7,10,7
174,0,6,7,0,3,0,2,0,1,0,5
175,9,8,6,2,6,1,8,3,9,8,2
176,2,4,3,3,10,1,8,4,4,0,7
177,10,8,5,5,5,0,1,3,5,6,7
178,1,5,10,4,5,5,0,4,1,3,4
179,2,0,9,8,10,3,5,10,7,6,8
180,4,9,1,4,4,0,2,8,8,3,7
181,7,0,5,7,0,4,8,6,6,6,8
182,2,10,3,9,2,5,3,7,1,8,1
183,3,2,7,4,4,5,2,5,4,9,3
184,7,7,1,9,4,3,7,5,7,6,8
185,7,8,8,7,1,2,5,6,4,10,1
186,6,0,6,8,7,10,3,9,5,6,8
187,2,10,3,8,7,0,10,7,2,9,4
188,1,10,1,6,7,2,5,3,4,4,6
189,2,2,0,4,8,3,9,5,4,10,6
190,3,5,6,4,4,4,4,3,7,1,3
191,9,0,1,1,2,7,2,7,6,3,8
